defined_class	defined_class_label	affected_entity_1_super	affected_entity_1_super_label	pato_id	pato_id_label
http://purl.obolibrary.org/obo/XPO_0102855	abnormal Mauthner cell morphology	http://purl.obolibrary.org/obo/XAO_0005035	Mauthner cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102398	abnormal Meckel's cartilage morphology	http://purl.obolibrary.org/obo/XAO_0003085	Meckel's cartilage	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102336	abnormal Merkel cell morphology	http://purl.obolibrary.org/obo/XAO_0003254	Merkel cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102756	abnormal Muller cell morphology	http://purl.obolibrary.org/obo/XAO_0005007	Muller cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102114	abnormal Mullerian duct morphology	http://purl.obolibrary.org/obo/XAO_0000330	Mullerian duct	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0131694	abnormal RNA polymerase II activity	http://purl.obolibrary.org/obo/GO_0001055	RNA polymerase II activity	http://purl.obolibrary.org/obo/PATO_0001236	process quality
http://purl.obolibrary.org/obo/XPO_0102753	abnormal Rathke's pouch morphology	http://purl.obolibrary.org/obo/XAO_0000430	Rathke's pouch	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102878	abnormal Rohon-Beard neuron morphology	http://purl.obolibrary.org/obo/XAO_0003022	Rohon-Beard neuron	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0141314	abnormal Roux spot morphology	http://purl.obolibrary.org/obo/XAO_0005290	Roux spot	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0103232	abnormal Schwann cell morphology	http://purl.obolibrary.org/obo/XAO_0005044	Schwann cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102392	abnormal Stirnorgan morphology	http://purl.obolibrary.org/obo/XAO_0001012	Stirnorgan	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102715	abnormal T cell morphology	http://purl.obolibrary.org/obo/XAO_0003157	T cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0131738	abnormal Wnt signaling pathway	http://purl.obolibrary.org/obo/GO_0016055	Wnt signaling pathway	http://purl.obolibrary.org/obo/PATO_0001236	process quality
http://purl.obolibrary.org/obo/XPO_0131726	abnormal Wnt signaling pathway, planar cell polarity pathway	http://purl.obolibrary.org/obo/GO_0060071	Wnt signaling pathway, planar cell polarity pathway	http://purl.obolibrary.org/obo/PATO_0001236	process quality
http://purl.obolibrary.org/obo/XPO_0103190	abnormal abdominal myoblast morphology	http://purl.obolibrary.org/obo/XAO_0001016	abdominal myoblast	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102481	abnormal abducens nerve morphology	http://purl.obolibrary.org/obo/XAO_0003093	abducens nerve	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0103167	abnormal absorptive cell morphology	http://purl.obolibrary.org/obo/XAO_0003231	absorptive cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0103228	abnormal accessory nerve morphology	http://purl.obolibrary.org/obo/XAO_0004214	accessory nerve	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102696	abnormal accessory olfactory bulb morphology	http://purl.obolibrary.org/obo/XAO_0004530	accessory olfactory bulb	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0101871	abnormal acellular anatomical structure morphology	http://purl.obolibrary.org/obo/XAO_0003162	acellular anatomical structure	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102515	abnormal acellular bone tissue morphology	http://purl.obolibrary.org/obo/XAO_0005001	acellular bone tissue	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102636	abnormal acid secreting cell morphology	http://purl.obolibrary.org/obo/XAO_0003232	acid secreting cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0101994	abnormal acinar cell morphology	http://purl.obolibrary.org/obo/XAO_0003233	acinar cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0141277	abnormal actin cytoskeleton morphology	http://purl.obolibrary.org/obo/XAO_0005313	actin cytoskeleton	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0141299	abnormal actin filament morphology	http://purl.obolibrary.org/obo/XAO_0005319	actin filament	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0131719	abnormal activation of meiosis	http://purl.obolibrary.org/obo/GO_0090427	activation of meiosis	http://purl.obolibrary.org/obo/PATO_0001236	process quality
http://purl.obolibrary.org/obo/XPO_0103201	abnormal activin-induced ectoderm morphology	http://purl.obolibrary.org/obo/XAO_0003008	activin-induced ectoderm	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102020	abnormal adenohypophyseal placode morphology	http://purl.obolibrary.org/obo/XAO_0004208	adenohypophyseal placode	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102583	abnormal adenohypophysis morphology	http://purl.obolibrary.org/obo/XAO_0005186	adenohypophysis	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0141296	abnormal adherens junction morphology	http://purl.obolibrary.org/obo/XAO_0005296	adherens junction	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102320	abnormal adipose tissue morphology	http://purl.obolibrary.org/obo/XAO_0003049	adipose tissue	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0103193	abnormal adrenal cortex morphology	http://purl.obolibrary.org/obo/XAO_0000165	adrenal cortex	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102722	abnormal adrenal gland morphology	http://purl.obolibrary.org/obo/XAO_0000164	adrenal gland	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102388	abnormal adrenal medulla morphology	http://purl.obolibrary.org/obo/XAO_0000166	adrenal medulla	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102231	abnormal adult immune system morphology	http://purl.obolibrary.org/obo/XAO_0003154	adult immune system	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102616	abnormal adult intestinal epithelium morphology	http://purl.obolibrary.org/obo/XAO_0005004	adult intestinal epithelium	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0107388	abnormal adult kidney morphology	http://purl.obolibrary.org/obo/XAO_0005244	adult kidney	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0107412	abnormal adult thrombocyte morphology	http://purl.obolibrary.org/obo/XAO_0005268	adult thrombocyte	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0107374	abnormal afferent neuron morphology	http://purl.obolibrary.org/obo/XAO_0005229	afferent neuron	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0115387	abnormal agenesis of trachea	http://purl.obolibrary.org/obo/XAO_0000118	trachea	http://purl.obolibrary.org/obo/PATO_0002291	agenesis
http://purl.obolibrary.org/obo/XPO_0101784	abnormal alimentary system morphology	http://purl.obolibrary.org/obo/XAO_0000125	alimentary system	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0103099	abnormal alkali secreting cell morphology	http://purl.obolibrary.org/obo/XAO_0003234	alkali secreting cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102230	abnormal alpha cell morphology	http://purl.obolibrary.org/obo/XAO_0005164	alpha cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0103086	abnormal amacrine cell morphology	http://purl.obolibrary.org/obo/XAO_0004099	amacrine cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102949	abnormal amphibian papilla morphology	http://purl.obolibrary.org/obo/XAO_0003144	amphibian papilla	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0103059	abnormal ampullary nerve morphology	http://purl.obolibrary.org/obo/XAO_0004058	ampullary nerve	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102015	abnormal amputated fin morphology	http://purl.obolibrary.org/obo/XAO_0004318	amputated fin	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102781	abnormal amputated limb morphology	http://purl.obolibrary.org/obo/XAO_0004319	amputated limb	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102016	abnormal amputated tissue morphology	http://purl.obolibrary.org/obo/XAO_0004317	amputated tissue	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0101986	abnormal amygdala morphology	http://purl.obolibrary.org/obo/XAO_0004531	amygdala	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0107345	abnormal anatomical axis morphology	http://purl.obolibrary.org/obo/XAO_0005200	anatomical axis	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0101660	abnormal anatomical cluster morphology	http://purl.obolibrary.org/obo/XAO_0003160	anatomical cluster	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0101713	abnormal anatomical entity in vitro morphology	http://purl.obolibrary.org/obo/XAO_0003007	anatomical entity in vitro	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0101716	abnormal anatomical group morphology	http://purl.obolibrary.org/obo/XAO_0003001	anatomical group	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102113	abnormal anatomical line morphology	http://purl.obolibrary.org/obo/XAO_0004003	anatomical line	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0141316	abnormal anatomical region morphology	http://purl.obolibrary.org/obo/XAO_0003186	anatomical region	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0107350	abnormal anatomical side morphology	http://purl.obolibrary.org/obo/XAO_0005205	anatomical side	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0101694	abnormal anatomical space morphology	http://purl.obolibrary.org/obo/XAO_0003190	anatomical space	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0101638	abnormal anatomical structure morphology	http://purl.obolibrary.org/obo/XAO_0003000	anatomical structure	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0101702	abnormal anatomical system morphology	http://purl.obolibrary.org/obo/XAO_0003002	anatomical system	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102532	abnormal angioblast morphology	http://purl.obolibrary.org/obo/XAO_0004163	angioblast	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102153	abnormal animal blastomere morphology	http://purl.obolibrary.org/obo/XAO_0000200	animal blastomere	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102404	abnormal animal cap inner layer morphology	http://purl.obolibrary.org/obo/XAO_0000037	animal cap inner layer	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102195	abnormal animal cap morphology	http://purl.obolibrary.org/obo/XAO_0000036	animal cap	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0103045	abnormal animal cap outer layer morphology	http://purl.obolibrary.org/obo/XAO_0000038	animal cap outer layer	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0101699	abnormal animal hemisphere morphology	http://purl.obolibrary.org/obo/XAO_0000202	animal hemisphere	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102694	abnormal animal part, late involuting morphology	http://purl.obolibrary.org/obo/XAO_0000278	animal part, late involuting	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102008	abnormal animal pole morphology	http://purl.obolibrary.org/obo/XAO_0004088	animal pole	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0107346	abnormal animal-vegetal axis morphology	http://purl.obolibrary.org/obo/XAO_0005201	animal-vegetal axis	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0103102	abnormal anterior amygdala morphology	http://purl.obolibrary.org/obo/XAO_0004532	anterior amygdala	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102659	abnormal anterior branchial crest morphology	http://purl.obolibrary.org/obo/XAO_0004187	anterior branchial crest	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102291	abnormal anterior cardinal vein morphology	http://purl.obolibrary.org/obo/XAO_0000383	anterior cardinal vein	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102673	abnormal anterior cerebral vein morphology	http://purl.obolibrary.org/obo/XAO_0004158	anterior cerebral vein	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102826	abnormal anterior commissure morphology	http://purl.obolibrary.org/obo/XAO_0004533	anterior commissure	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102060	abnormal anterior crista morphology	http://purl.obolibrary.org/obo/XAO_0004137	anterior crista	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0107406	abnormal anterior dorsal fin morphology	http://purl.obolibrary.org/obo/XAO_0005262	anterior dorsal fin	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102305	abnormal anterior dorsal lateral plate region morphology	http://purl.obolibrary.org/obo/XAO_0003051	anterior dorsal lateral plate region	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0141282	abnormal anterior endoderm morphology	http://purl.obolibrary.org/obo/XAO_0005303	anterior endoderm	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0141293	abnormal anterior endomesoderm morphology	http://purl.obolibrary.org/obo/XAO_0005306	anterior endomesoderm	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0101866	abnormal anterior entopeduncular nucleus morphology	http://purl.obolibrary.org/obo/XAO_0004534	anterior entopeduncular nucleus	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102007	abnormal anterior entopeduncular region morphology	http://purl.obolibrary.org/obo/XAO_0005076	anterior entopeduncular region	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102094	abnormal anterior foregut morphology	http://purl.obolibrary.org/obo/XAO_0005127	anterior foregut	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0107395	abnormal anterior hindgut endoderm morphology	http://purl.obolibrary.org/obo/XAO_0005251	anterior hindgut endoderm	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102685	abnormal anterior hypothalamus morphology	http://purl.obolibrary.org/obo/XAO_0004230	anterior hypothalamus	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0141502	abnormal anterior lateral line ganglion morphology	http://purl.obolibrary.org/obo/XAO_0005324	anterior lateral line ganglion	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0101760	abnormal anterior lateral line placode morphology	http://purl.obolibrary.org/obo/XAO_0004221	anterior lateral line placode	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102377	abnormal anterior lymph sac morphology	http://purl.obolibrary.org/obo/XAO_0001018	anterior lymph sac	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0101979	abnormal anterior neural fold morphology	http://purl.obolibrary.org/obo/XAO_0000310	anterior neural fold	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102063	abnormal anterior neural ridge morphology	http://purl.obolibrary.org/obo/XAO_0004209	anterior neural ridge	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0101802	abnormal anterior neural tube morphology	http://purl.obolibrary.org/obo/XAO_0000307	anterior neural tube	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0107407	abnormal anterior neuroectoderm morphology	http://purl.obolibrary.org/obo/XAO_0005263	anterior neuroectoderm	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102050	abnormal anterior palatine artery morphology	http://purl.obolibrary.org/obo/XAO_0000369	anterior palatine artery	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0101649	abnormal anterior placodal area morphology	http://purl.obolibrary.org/obo/XAO_0004206	anterior placodal area	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0103015	abnormal anterior semicircular canal morphology	http://purl.obolibrary.org/obo/XAO_0005040	anterior semicircular canal	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0107351	abnormal anterior side morphology	http://purl.obolibrary.org/obo/XAO_0005206	anterior side	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102562	abnormal anterior tectum morphology	http://purl.obolibrary.org/obo/XAO_0004514	anterior tectum	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0103196	abnormal anterior thalamic nucleus morphology	http://purl.obolibrary.org/obo/XAO_0004536	anterior thalamic nucleus	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102688	abnormal anterior ventral blood island morphology	http://purl.obolibrary.org/obo/XAO_0004144	anterior ventral blood island	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0107347	abnormal anterior-posterior axis morphology	http://purl.obolibrary.org/obo/XAO_0005202	anterior-posterior axis	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0103602	abnormal anterior-posterior axis, curved dorsal 	http://purl.obolibrary.org/obo/XAO_0005202	anterior-posterior axis	http://purl.obolibrary.org/obo/PATO_0001468	curved dorsal
http://purl.obolibrary.org/obo/XPO_0131424	abnormal anterior-posterior axis, curved lateral 	http://purl.obolibrary.org/obo/XAO_0005202	anterior-posterior axis	http://purl.obolibrary.org/obo/PATO_0001649	curved lateral
http://purl.obolibrary.org/obo/XPO_0131425	abnormal anterior-posterior axis, curved ventral 	http://purl.obolibrary.org/obo/XAO_0005202	anterior-posterior axis	http://purl.obolibrary.org/obo/PATO_0001469	curved ventral
http://purl.obolibrary.org/obo/XPO_0103131	abnormal anterior-proximal mesenchyme morphology	http://purl.obolibrary.org/obo/XAO_0004408	anterior-proximal mesenchyme	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0103447	abnormal anterior/posterior axis specification	http://purl.obolibrary.org/obo/GO_0009948	anterior/posterior axis specification	http://purl.obolibrary.org/obo/PATO_0001236	process quality
http://purl.obolibrary.org/obo/XPO_0102263	abnormal anterodorsal lateral line placode morphology	http://purl.obolibrary.org/obo/XAO_0004269	anterodorsal lateral line placode	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102793	abnormal anterodorsal tegmental nucleus morphology	http://purl.obolibrary.org/obo/XAO_0004537	anterodorsal tegmental nucleus	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102736	abnormal anteroventral lateral line placode morphology	http://purl.obolibrary.org/obo/XAO_0004220	anteroventral lateral line placode	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102107	abnormal anteroventral tegmental nucleus morphology	http://purl.obolibrary.org/obo/XAO_0004538	anteroventral tegmental nucleus	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102744	abnormal antrum morphology	http://purl.obolibrary.org/obo/XAO_0005157	antrum	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0101712	abnormal aorta morphology	http://purl.obolibrary.org/obo/XAO_0003010	aorta	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0101748	abnormal aortic arch 1 morphology	http://purl.obolibrary.org/obo/XAO_0000342	aortic arch 1	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102842	abnormal aortic arch 2 morphology	http://purl.obolibrary.org/obo/XAO_0000343	aortic arch 2	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102348	abnormal aortic arch 3 morphology	http://purl.obolibrary.org/obo/XAO_0000344	aortic arch 3	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0101894	abnormal aortic arch 4 morphology	http://purl.obolibrary.org/obo/XAO_0000355	aortic arch 4	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0103106	abnormal aortic arch 5 morphology	http://purl.obolibrary.org/obo/XAO_0000352	aortic arch 5	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0101992	abnormal aortic arch 6 morphology	http://purl.obolibrary.org/obo/XAO_0000353	aortic arch 6	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0101749	abnormal aortic arch morphology	http://purl.obolibrary.org/obo/XAO_0000341	aortic arch	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0131744	abnormal apical constriction	http://purl.obolibrary.org/obo/GO_0003383	apical constriction	http://purl.obolibrary.org/obo/PATO_0001236	process quality
http://purl.obolibrary.org/obo/XPO_0131698	abnormal apical constriction involved in gastrulation	http://purl.obolibrary.org/obo/GO_0003384	apical constriction involved in gastrulation	http://purl.obolibrary.org/obo/PATO_0001236	process quality
http://purl.obolibrary.org/obo/XPO_0102676	abnormal apical ectodermal ridge morphology	http://purl.obolibrary.org/obo/XAO_0004121	apical ectodermal ridge	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0103028	abnormal apical epithelial cap morphology	http://purl.obolibrary.org/obo/XAO_0004401	apical epithelial cap	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0107398	abnormal apical junction complex morphology	http://purl.obolibrary.org/obo/XAO_0005254	apical junction complex	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102499	abnormal apical mesenchyme morphology	http://purl.obolibrary.org/obo/XAO_0004396	apical mesenchyme	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102764	abnormal apoptotic cell morphology	http://purl.obolibrary.org/obo/XAO_0004501	apoptotic cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0102242	abnormal appendage morphology	http://purl.obolibrary.org/obo/XAO_0000218	appendage	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/XPO_0103194	abnormal appendicular ossicle morphology	http://purl.obolibrary.org/obo/XAO_0004194	appendicular ossicle	http://purl.obolibrary.org/obo/PATO_0000051	morphology
