s,lab,ldef
http://purl.obolibrary.org/obo/PHIPO_0000054,expedited asexual sporulation,
http://purl.obolibrary.org/obo/PHIPO_0000061,asexual spores absent,
http://purl.obolibrary.org/obo/PHIPO_0000303,abnormal dissemination of sexual spore,
http://purl.obolibrary.org/obo/PHIPO_0000121,abnormal asexual reproductive structure development,
http://purl.obolibrary.org/obo/PHIPO_0000402,individual organism phenotype,
http://purl.obolibrary.org/obo/PHIPO_0000034,cell phenotype,
http://purl.obolibrary.org/obo/PHIPO_0000407,cellular component organization phenotype,
http://purl.obolibrary.org/obo/PHIPO_0001086,abnormal cellular component assembly,
http://purl.obolibrary.org/obo/PHIPO_0001087,abnormal hyphae formation,
http://purl.obolibrary.org/obo/PHIPO_0001089,decreased rate of germination tube formation,
http://purl.obolibrary.org/obo/PHIPO_0001088,decreased rate of hyphae formation,
http://purl.obolibrary.org/obo/PHIPO_0000400,abnormal cellular component organization,
http://purl.obolibrary.org/obo/PHIPO_0000379,abnormal cell wall organization,
http://purl.obolibrary.org/obo/PHIPO_0000328,normal cellular component organization,
http://purl.obolibrary.org/obo/PHIPO_0000403,normal cell phenotype,
http://purl.obolibrary.org/obo/PHIPO_0000497,normal toxin biosynthetic process,
http://purl.obolibrary.org/obo/PHIPO_0000499,normal synthesis of deoxynivalenol,
http://purl.obolibrary.org/obo/PHIPO_0001038,normal level of substance in cell,
http://purl.obolibrary.org/obo/PHIPO_0001039,normal cellular toxin level,
http://purl.obolibrary.org/obo/PHIPO_0000504,deoxynivalenol present,
http://purl.obolibrary.org/obo/PHIPO_0001064,normal RNA level,
http://purl.obolibrary.org/obo/PHIPO_0000936,cell lysis,
http://purl.obolibrary.org/obo/PHIPO_0000938,vegetative cell lysis,
http://purl.obolibrary.org/obo/PHIPO_0000939,asexual spore lysis absent,
http://purl.obolibrary.org/obo/PHIPO_0000937,asexual spore lysis present,
http://purl.obolibrary.org/obo/PHIPO_0000492,metabolic process phenotype,
http://purl.obolibrary.org/obo/PHIPO_0000494,secondary metabolic process phenotype,
http://purl.obolibrary.org/obo/PHIPO_0000495,secondary metabolite biosynthetic process phenotype,
http://purl.obolibrary.org/obo/PHIPO_0000496,toxin biosynthetic process phenotype,
http://purl.obolibrary.org/obo/PHIPO_0000498,abnormal toxin biosynthetic process,
http://purl.obolibrary.org/obo/PHIPO_0000500,abnormal biosynthesis of deoxynivalenol,
http://purl.obolibrary.org/obo/PHIPO_0000493,primary metabolic process phenotype,
http://purl.obolibrary.org/obo/PHIPO_0000976,decreased lipid droplet degradation,
http://purl.obolibrary.org/obo/PHIPO_0000446,host cell death phenotype,
http://purl.obolibrary.org/obo/PHIPO_0000467,host hypersensitive response,
http://purl.obolibrary.org/obo/PHIPO_0000930,cellular process phenotype,
http://purl.obolibrary.org/obo/PHIPO_0001018,abnormal asexual spore germination,
http://purl.obolibrary.org/obo/PHIPO_0001019,decreased rate of asexual spore germination,
http://purl.obolibrary.org/obo/PHIPO_0000929,abnormal cellular process,
http://purl.obolibrary.org/obo/PHIPO_0000925,abnormal cell wall organization or biogenesis,
http://purl.obolibrary.org/obo/PHIPO_0000935,decreased cell wall integrity,
http://purl.obolibrary.org/obo/PHIPO_0000931,cell wall organization or biogenesis phenotype,
http://purl.obolibrary.org/obo/PHIPO_0000932,normal cellular process,
http://purl.obolibrary.org/obo/PHIPO_0000404,abnormal cell phenotype,
http://purl.obolibrary.org/obo/PHIPO_0000944,altered level of substance in cell,
http://purl.obolibrary.org/obo/PHIPO_0001036,increased level of substance in cell,
http://purl.obolibrary.org/obo/PHIPO_0000947,increased cellular reactive oxygen species level,
http://purl.obolibrary.org/obo/PHIPO_0001026,increased protein level,
http://purl.obolibrary.org/obo/PHIPO_0001037,increased cellular toxin level,
http://purl.obolibrary.org/obo/PHIPO_0001059,increased level of pyocyanin,
http://purl.obolibrary.org/obo/PHIPO_0000501,increased level of deoxynivalenol,
http://purl.obolibrary.org/obo/PHIPO_0001024,increased cellular cAMP level,
http://purl.obolibrary.org/obo/PHIPO_0001092,increased chitin level in asexual spore,
http://purl.obolibrary.org/obo/PHIPO_0001062,increased RNA level,
http://purl.obolibrary.org/obo/PHIPO_0000945,altered cellular reactive oxygen species level,
http://purl.obolibrary.org/obo/PHIPO_0000946,decreased cellular reactive oxygen species level,
http://purl.obolibrary.org/obo/PHIPO_0001022,altered cellular cAMP level,
http://purl.obolibrary.org/obo/PHIPO_0001023,decreased cellular cAMP level,
http://purl.obolibrary.org/obo/PHIPO_0001035,decreased level of substance in cell,
http://purl.obolibrary.org/obo/PHIPO_0001034,substance absent from cell,
http://purl.obolibrary.org/obo/PHIPO_0000503,deoxynivalenol absent from cell,
http://purl.obolibrary.org/obo/PHIPO_0001063,RNA absent from cell,
http://purl.obolibrary.org/obo/PHIPO_0001033,pyocyanin absent from cell,
http://purl.obolibrary.org/obo/PHIPO_0001061,decreased RNA level,
http://purl.obolibrary.org/obo/PHIPO_0001031,decreased cellular toxin level,
http://purl.obolibrary.org/obo/PHIPO_0000502,decreased level of deoxynivalenol,
http://purl.obolibrary.org/obo/PHIPO_0001032,decreased level of pyocyanin,
http://purl.obolibrary.org/obo/PHIPO_0001027,decreased protein level,
http://purl.obolibrary.org/obo/PHIPO_0001060,altered RNA level,
http://purl.obolibrary.org/obo/PHIPO_0001030,altered cellular toxin level,
http://purl.obolibrary.org/obo/PHIPO_0001025,altered protein level,
http://purl.obolibrary.org/obo/PHIPO_0000961,cell morphology phenotype,
http://purl.obolibrary.org/obo/PHIPO_0000292,reduced filament length,
http://purl.obolibrary.org/obo/PHIPO_0000295,sinusoidal filament,
http://purl.obolibrary.org/obo/PHIPO_0000019,inviable cell,
http://purl.obolibrary.org/obo/PHIPO_0000235,localization phenotype,
http://purl.obolibrary.org/obo/PHIPO_0000256,transport phenotype,
http://purl.obolibrary.org/obo/PHIPO_0000257,abnormal transport,
http://purl.obolibrary.org/obo/PHIPO_0000263,abnormal nuclear transport,
http://purl.obolibrary.org/obo/PHIPO_0000261,abnormal endocytosis,
http://purl.obolibrary.org/obo/PHIPO_0001008,abnormal transport during vegetative growth,
http://purl.obolibrary.org/obo/PHIPO_0000267,abnormal vacuolar transport,
http://purl.obolibrary.org/obo/PHIPO_0001009,abnormal vesicle-mediated transport during vegetative growth,
http://purl.obolibrary.org/obo/PHIPO_0000265,abnormal protein transport,
http://purl.obolibrary.org/obo/PHIPO_0000259,normal protein transport,
http://purl.obolibrary.org/obo/PHIPO_0001011,normal transport,
http://purl.obolibrary.org/obo/PHIPO_0001010,normal vesicle-mediated transport during vegetative growth,
http://purl.obolibrary.org/obo/PHIPO_0000237,protein localization phenotype,
http://purl.obolibrary.org/obo/PHIPO_0000239,abnormal protein localization,
http://purl.obolibrary.org/obo/PHIPO_0000245,abolished protein localization,
http://purl.obolibrary.org/obo/PHIPO_0001028,abolished protein localization to plasma membrane,
http://purl.obolibrary.org/obo/PHIPO_0001029,"abolished protein localization to plasma membrane, with protein mislocalized to cytoplasm",
http://purl.obolibrary.org/obo/PHIPO_0000248,abolished protein localization to nucleus,
http://purl.obolibrary.org/obo/PHIPO_0001090,abolished protein secretion,
http://purl.obolibrary.org/obo/PHIPO_0000972,abolished protein localization to autophagosome,
http://purl.obolibrary.org/obo/PHIPO_0000244,abnormal protein localization to nucleus,
http://purl.obolibrary.org/obo/PHIPO_0000241,abnormal protein complex localization,
http://purl.obolibrary.org/obo/PHIPO_0000269,normal protein localization,
http://purl.obolibrary.org/obo/PHIPO_0000271,normal protein localization to nucleus,
http://purl.obolibrary.org/obo/PHIPO_0001094,abnormal localization,
http://purl.obolibrary.org/obo/PHIPO_0001095,abnormal localization of chitin in cell,
http://purl.obolibrary.org/obo/PHIPO_0000251,abnormal RNA localization,
http://purl.obolibrary.org/obo/PHIPO_0000249,RNA localization phenotype,
http://purl.obolibrary.org/obo/PHIPO_0000253,normal RNA localization,
http://purl.obolibrary.org/obo/PHIPO_0000463,subcellular component phenotype,
http://purl.obolibrary.org/obo/PHIPO_0000415,abnormal subcellular component,
http://purl.obolibrary.org/obo/PHIPO_0000934,abnormal nucleus,
http://purl.obolibrary.org/obo/PHIPO_0000406,nucleus absent,
http://purl.obolibrary.org/obo/PHIPO_0000973,autophagosome phenotype,
http://purl.obolibrary.org/obo/PHIPO_0000970,autophagosomes present in decreased numbers,
http://purl.obolibrary.org/obo/PHIPO_0000971,abolished formation of autophagosomes,
http://purl.obolibrary.org/obo/PHIPO_0000478,lipid droplet phenotype,
http://purl.obolibrary.org/obo/PHIPO_0000474,abnormal number of lipid droplets,
http://purl.obolibrary.org/obo/PHIPO_0000517,lipid droplets present in increased numbers,
http://purl.obolibrary.org/obo/PHIPO_0000018,lipid droplets present in decreased numbers,
http://purl.obolibrary.org/obo/PHIPO_0000036,abnormal lipid droplet morphology,
http://purl.obolibrary.org/obo/PHIPO_0000479,increased size of lipid droplet,
http://purl.obolibrary.org/obo/PHIPO_0000475,decreased size of lipid droplet,
http://purl.obolibrary.org/obo/PHIPO_0000159,normal subcellular component,
http://purl.obolibrary.org/obo/PHIPO_0000518,lipid droplets present in normal numbers,
http://purl.obolibrary.org/obo/PHIPO_0000408,morphology phenotype,
http://purl.obolibrary.org/obo/PHIPO_0000401,normal phialide morphology,
http://purl.obolibrary.org/obo/PHIPO_0000294,normal organism morphology phenotype,
http://purl.obolibrary.org/obo/PHIPO_0000399,abnormal phialide morphology,
http://purl.obolibrary.org/obo/PHIPO_0000293,abnormal organism morphology phenotype,
http://purl.obolibrary.org/obo/PHIPO_0000284,pigment phenotype,
http://purl.obolibrary.org/obo/PHIPO_0000285,abnormal cellular pigment accumulation,
http://purl.obolibrary.org/obo/PHIPO_0000076,altered in pigment accumulation in asexual spore,
http://purl.obolibrary.org/obo/PHIPO_0000288,decreased cellular pigment accumulation,
http://purl.obolibrary.org/obo/PHIPO_0001077,decreased cellular melanin accumulation,
http://purl.obolibrary.org/obo/PHIPO_0001078,absence of cellular melanin accumulation,
http://purl.obolibrary.org/obo/PHIPO_0000287,increased cellular pigment accumulation,
http://purl.obolibrary.org/obo/PHIPO_0000070,altered in pigment accumulation in sexual spore,
http://purl.obolibrary.org/obo/PHIPO_0000286,normal cellular pigment accumulation,
http://purl.obolibrary.org/obo/PHIPO_0000959,normal cellular melanin accumulation,
http://purl.obolibrary.org/obo/PHIPO_0000166,chlorosis phenotype,
http://purl.obolibrary.org/obo/PHIPO_0000169,chlorosis absent,
http://purl.obolibrary.org/obo/PHIPO_0000170,chlorosis present,
http://purl.obolibrary.org/obo/PHIPO_0000003,tissue phenotype,
http://purl.obolibrary.org/obo/PHIPO_0000157,motility phenotype,
http://purl.obolibrary.org/obo/PHIPO_0000041,normal motility phenotype,
http://purl.obolibrary.org/obo/PHIPO_0000042,abnormal motility phenotype,
http://purl.obolibrary.org/obo/PHIPO_0000101,decreased motility,
http://purl.obolibrary.org/obo/PHIPO_0000102,loss of motility,
http://purl.obolibrary.org/obo/PHIPO_0000100,increased motility,
http://purl.obolibrary.org/obo/PHIPO_0000103,gain of motility,
http://purl.obolibrary.org/obo/PHIPO_0000275,abnormal tissue phenotype,
http://purl.obolibrary.org/obo/PHIPO_0000276,normal tissue phenotype,
http://purl.obolibrary.org/obo/PHIPO_0000940,abnormal germ tube,
http://purl.obolibrary.org/obo/PHIPO_0001017,long germ tube,
http://purl.obolibrary.org/obo/PHIPO_0000941,short germ tube,
http://purl.obolibrary.org/obo/PHIPO_0000509,population phenotype,
http://purl.obolibrary.org/obo/PHIPO_0001049,colony morphology phenotype,
http://purl.obolibrary.org/obo/PHIPO_0001057,normal colony morphology,
http://purl.obolibrary.org/obo/PHIPO_0001065,normal shape of colony,
http://purl.obolibrary.org/obo/PHIPO_0000278,normal hyphal colony morphology,
http://purl.obolibrary.org/obo/PHIPO_0000960,normal size of filamentous colony,
http://purl.obolibrary.org/obo/PHIPO_0000196,normal aerial height of filamentous colony,
http://purl.obolibrary.org/obo/PHIPO_0001066,normal size of colony,
http://purl.obolibrary.org/obo/PHIPO_0001058,normal rugose colony morphology,
http://purl.obolibrary.org/obo/PHIPO_0001050,abnormal colony morphology,
http://purl.obolibrary.org/obo/PHIPO_0001054,abnormal size of colony,
http://purl.obolibrary.org/obo/PHIPO_0001056,decreased size of colony,
http://purl.obolibrary.org/obo/PHIPO_0000957,abnormal size of hyphal colony,
http://purl.obolibrary.org/obo/PHIPO_0000179,increased size of filamentous colony,
http://purl.obolibrary.org/obo/PHIPO_0000181,decreased size of filamentous colony,
http://purl.obolibrary.org/obo/PHIPO_0001055,increased size of colony,
http://purl.obolibrary.org/obo/PHIPO_0001051,abnormal shape of colony,
http://purl.obolibrary.org/obo/PHIPO_0000958,abnormal shape of hyphal colony,
http://purl.obolibrary.org/obo/PHIPO_0000205,decreased aerial height of filamentous colony,
http://purl.obolibrary.org/obo/PHIPO_0000203,increased aerial height of filamentous colony,
http://purl.obolibrary.org/obo/PHIPO_0001052,hyper-smooth colony morphology,
http://purl.obolibrary.org/obo/PHIPO_0001053,hyper-rugose colony morphology,
http://purl.obolibrary.org/obo/PHIPO_0000273,filamentous colony morphology phenotype,
http://purl.obolibrary.org/obo/PHIPO_0000037,abnormal hyphal colony morphology,
http://purl.obolibrary.org/obo/PHIPO_0000162,population growth phenotype,
http://purl.obolibrary.org/obo/PHIPO_0000405,normal population growth,
http://purl.obolibrary.org/obo/PHIPO_0000963,normal population growth during hyphal-form,
http://purl.obolibrary.org/obo/PHIPO_0000123,normal population growth during yeast-form,
http://purl.obolibrary.org/obo/PHIPO_0000414,abnormal population growth,
http://purl.obolibrary.org/obo/PHIPO_0000021,increased sensitivity to chemical,
http://purl.obolibrary.org/obo/PHIPO_0000020,increased sensitivity to chemical during growth,
http://purl.obolibrary.org/obo/PHIPO_0000899,sensitive to sordarin,
http://purl.obolibrary.org/obo/PHIPO_0000878,sensitive to fenpropidin,
http://purl.obolibrary.org/obo/PHIPO_0000395,sensitive to terbinafine,
http://purl.obolibrary.org/obo/PHIPO_0000857,sensitive to polymyxin B,
http://purl.obolibrary.org/obo/PHIPO_0000836,sensitive to rifampicin,
http://purl.obolibrary.org/obo/PHIPO_0000894,sensitive to prochloraz,
http://purl.obolibrary.org/obo/PHIPO_0000815,sensitive to penicillin,
http://purl.obolibrary.org/obo/PHIPO_0000873,sensitive to rapamycin,
http://purl.obolibrary.org/obo/PHIPO_0000390,sensitive to diethofencarb,
http://purl.obolibrary.org/obo/PHIPO_0000788,sensitive to fosfomycin,
http://purl.obolibrary.org/obo/PHIPO_0000767,sensitive to gentamycin C1,
http://purl.obolibrary.org/obo/PHIPO_0000831,sensitive to triadimefon,
http://purl.obolibrary.org/obo/PHIPO_0000746,sensitive to voriconazole,
http://purl.obolibrary.org/obo/PHIPO_0000810,sensitive to flutriafol,
http://purl.obolibrary.org/obo/PHIPO_0000783,sensitive to clarithromycin,
http://purl.obolibrary.org/obo/PHIPO_0000762,sensitive to tigecycline,
http://purl.obolibrary.org/obo/PHIPO_0000741,sensitive to difenoconazole,
http://purl.obolibrary.org/obo/PHIPO_0000720,sensitive to brefeldin A,
http://purl.obolibrary.org/obo/PHIPO_0000869,sensitive to D-cycloserine,
http://purl.obolibrary.org/obo/PHIPO_0000848,sensitive to cephalexin,
http://purl.obolibrary.org/obo/PHIPO_0000827,sensitive to nicotinamide,
http://purl.obolibrary.org/obo/PHIPO_0000885,sensitive to novobiocin,
http://purl.obolibrary.org/obo/PHIPO_0000806,sensitive to trovafloxacin,
http://purl.obolibrary.org/obo/PHIPO_0000864,sensitive to netilmicin,
http://purl.obolibrary.org/obo/PHIPO_0000779,sensitive to streptomycin,
http://purl.obolibrary.org/obo/PHIPO_0000843,sensitive to bacitracin,
http://purl.obolibrary.org/obo/PHIPO_0000758,sensitive to cefpodoxime proxetil,
http://purl.obolibrary.org/obo/PHIPO_0000822,sensitive to antimycin A,
http://purl.obolibrary.org/obo/PHIPO_0000737,sensitive to cyclosporine A,
http://purl.obolibrary.org/obo/PHIPO_0000880,sensitive to sulfisoxazole,
http://purl.obolibrary.org/obo/PHIPO_0000801,sensitive to amphotericin B,
http://purl.obolibrary.org/obo/PHIPO_0000795,sensitive to carbenicillin,
http://purl.obolibrary.org/obo/PHIPO_0000716,sensitive to cefixime,
http://purl.obolibrary.org/obo/PHIPO_0000774,sensitive to vinclozolin,
http://purl.obolibrary.org/obo/PHIPO_0000753,sensitive to ceftriaxone,
http://purl.obolibrary.org/obo/PHIPO_0000732,sensitive to doripenem,
http://purl.obolibrary.org/obo/PHIPO_0000398,sensitive to benomyl,
http://purl.obolibrary.org/obo/PHIPO_0000839,sensitive to actinomycin D,
http://purl.obolibrary.org/obo/PHIPO_0001021,sensitive to congo red,
http://purl.obolibrary.org/obo/PHIPO_0000903,sensitive to nikkomycin Z,
http://purl.obolibrary.org/obo/PHIPO_0000897,sensitive to enrofloxacin,
http://purl.obolibrary.org/obo/PHIPO_0000818,sensitive to salicylhydroxamic acid,
http://purl.obolibrary.org/obo/PHIPO_0000876,sensitive to furazolidone,
http://purl.obolibrary.org/obo/PHIPO_0000393,sensitive to oxolinic acid,
http://purl.obolibrary.org/obo/PHIPO_0000855,sensitive to doxycycline,
http://purl.obolibrary.org/obo/PHIPO_0000834,sensitive to quinupristin-dalfopristin,
http://purl.obolibrary.org/obo/PHIPO_0000749,sensitive to bleomycin,
http://purl.obolibrary.org/obo/PHIPO_0000892,sensitive to boscalid,
http://purl.obolibrary.org/obo/PHIPO_0000728,sensitive to emamectin,
http://purl.obolibrary.org/obo/PHIPO_0000871,sensitive to erythromycin A,
http://purl.obolibrary.org/obo/PHIPO_0000786,sensitive to oligomycin,
http://purl.obolibrary.org/obo/PHIPO_0000850,sensitive to 4-aminosalicylic acid,
http://purl.obolibrary.org/obo/PHIPO_0000765,sensitive to methicillin,
http://purl.obolibrary.org/obo/PHIPO_0000744,sensitive to virginiamycin,
http://purl.obolibrary.org/obo/PHIPO_0000723,sensitive to pyrazinecarboxamide,
http://purl.obolibrary.org/obo/PHIPO_0000781,sensitive to trimethoprim,
http://purl.obolibrary.org/obo/PHIPO_0000760,sensitive to gentamicin,
http://purl.obolibrary.org/obo/PHIPO_0000978,sensitive to sodium chloride,
http://purl.obolibrary.org/obo/PHIPO_0000888,sensitive to tylosin,
http://purl.obolibrary.org/obo/PHIPO_0000809,sensitive to florfenicol,
http://purl.obolibrary.org/obo/PHIPO_0000867,sensitive to streptomycin sulfate,
http://purl.obolibrary.org/obo/PHIPO_0000846,sensitive to chlorothalonil,
http://purl.obolibrary.org/obo/PHIPO_0000825,sensitive to tebuconazole,
http://purl.obolibrary.org/obo/PHIPO_0000883,sensitive to levofloxacin,
http://purl.obolibrary.org/obo/PHIPO_0000804,sensitive to strobilurin A,
http://purl.obolibrary.org/obo/PHIPO_0000798,sensitive to fenarimol,
http://purl.obolibrary.org/obo/PHIPO_0000719,sensitive to fusidic acid,
http://purl.obolibrary.org/obo/PHIPO_0000862,sensitive to ceftazidime,
http://purl.obolibrary.org/obo/PHIPO_0000777,sensitive to oxytetracycline,
http://purl.obolibrary.org/obo/PHIPO_0000841,sensitive to cefuroxime,
http://purl.obolibrary.org/obo/PHIPO_0000756,sensitive to resveratrol,
http://purl.obolibrary.org/obo/PHIPO_0000820,sensitive to abamectin,
http://purl.obolibrary.org/obo/PHIPO_0000735,sensitive to cefotaxime,
http://purl.obolibrary.org/obo/PHIPO_0000793,sensitive to anidulafungin,
http://purl.obolibrary.org/obo/PHIPO_0000772,sensitive to cefotetan,
http://purl.obolibrary.org/obo/PHIPO_0000751,sensitive to fludioxonil,
http://purl.obolibrary.org/obo/PHIPO_0000730,sensitive to sulfadimethoxine,
http://purl.obolibrary.org/obo/PHIPO_0000879,sensitive to itraconazole,
http://purl.obolibrary.org/obo/PHIPO_0000396,sensitive to azoxystrobin,
http://purl.obolibrary.org/obo/PHIPO_0000943,sensitive to hydrogen peroxide,
http://purl.obolibrary.org/obo/PHIPO_0000858,sensitive to bifonazole,
http://purl.obolibrary.org/obo/PHIPO_0000837,sensitive to rifabutin,
http://purl.obolibrary.org/obo/PHIPO_0000901,sensitive to azithromycin,
http://purl.obolibrary.org/obo/PHIPO_0000895,sensitive to mancozeb,
http://purl.obolibrary.org/obo/PHIPO_0000816,sensitive to prothionamide,
http://purl.obolibrary.org/obo/PHIPO_0000874,sensitive to tobramycin,
http://purl.obolibrary.org/obo/PHIPO_0000391,sensitive to carbendazim,
http://purl.obolibrary.org/obo/PHIPO_0000789,sensitive to telithromycin,
http://purl.obolibrary.org/obo/PHIPO_0000853,sensitive to capreomycin,
http://purl.obolibrary.org/obo/PHIPO_0000768,sensitive to thiabendazole,
http://purl.obolibrary.org/obo/PHIPO_0000832,sensitive to copper sulphate,
http://purl.obolibrary.org/obo/PHIPO_0000747,sensitive to brassinin,
http://purl.obolibrary.org/obo/PHIPO_0000890,sensitive to fluconazole,
http://purl.obolibrary.org/obo/PHIPO_0000811,sensitive to teicoplanin,
http://purl.obolibrary.org/obo/PHIPO_0000726,sensitive to chloramphenicol,
http://purl.obolibrary.org/obo/PHIPO_0000784,sensitive to nisin,
http://purl.obolibrary.org/obo/PHIPO_0000763,sensitive to moxifloxacin,
http://purl.obolibrary.org/obo/PHIPO_0000742,sensitive to triclosan,
http://purl.obolibrary.org/obo/PHIPO_0000721,sensitive to ethionamide,
http://purl.obolibrary.org/obo/PHIPO_0000329,sensitive to cyproconazole,
http://purl.obolibrary.org/obo/PHIPO_0000849,sensitive to hydrogen peroxide,
http://purl.obolibrary.org/obo/PHIPO_0000828,sensitive to tricyclazole,
http://purl.obolibrary.org/obo/PHIPO_0000886,sensitive to amoxicillin,
http://purl.obolibrary.org/obo/PHIPO_0000807,sensitive to triclabendazole,
http://purl.obolibrary.org/obo/PHIPO_0000865,sensitive to benzylpenicillin,
http://purl.obolibrary.org/obo/PHIPO_0000844,sensitive to propiconazole,
http://purl.obolibrary.org/obo/PHIPO_0000759,sensitive to myriocin,
http://purl.obolibrary.org/obo/PHIPO_0000823,sensitive to cercosporamide,
http://purl.obolibrary.org/obo/PHIPO_0000738,sensitive to spectinomycin,
http://purl.obolibrary.org/obo/PHIPO_0000881,sensitive to lincomycin,
http://purl.obolibrary.org/obo/PHIPO_0000802,sensitive to vancomycin,
http://purl.obolibrary.org/obo/PHIPO_0000796,sensitive to tunicamycin,
http://purl.obolibrary.org/obo/PHIPO_0000717,sensitive to minocycline,
http://purl.obolibrary.org/obo/PHIPO_0000860,sensitive to ertapenem,
http://purl.obolibrary.org/obo/PHIPO_0000775,sensitive to flucytosine,
http://purl.obolibrary.org/obo/PHIPO_0000754,sensitive to leptomycin B,
http://purl.obolibrary.org/obo/PHIPO_0000733,sensitive to cefaclor,
http://purl.obolibrary.org/obo/PHIPO_0000791,sensitive to nitrofurantoin,
http://purl.obolibrary.org/obo/PHIPO_0000770,sensitive to mecillinam,
http://purl.obolibrary.org/obo/PHIPO_0000378,sensitive to carboxin,
http://purl.obolibrary.org/obo/PHIPO_0000904,sensitive to sulbactam,
http://purl.obolibrary.org/obo/PHIPO_0000898,sensitive to nalidixic acid,
http://purl.obolibrary.org/obo/PHIPO_0000819,sensitive to carbapenems,
http://purl.obolibrary.org/obo/PHIPO_0000877,sensitive to cefoxitin,
http://purl.obolibrary.org/obo/PHIPO_0000394,sensitive to naftifine,
http://purl.obolibrary.org/obo/PHIPO_0000856,sensitive to rifampin,
http://purl.obolibrary.org/obo/PHIPO_0000835,sensitive to aureobasidin A,
http://purl.obolibrary.org/obo/PHIPO_0000893,sensitive to cefepime,
http://purl.obolibrary.org/obo/PHIPO_0000814,sensitive to closantel,
http://purl.obolibrary.org/obo/PHIPO_0000729,sensitive to miltefosine,
http://purl.obolibrary.org/obo/PHIPO_0000872,sensitive to copper,
