s,lab,ldef
http://purl.obolibrary.org/obo/DDPHENO_0000465,abolished cAMP-induced Ca2+ influx,
http://purl.obolibrary.org/obo/DDPHENO_0001037,aberrant signal transduction during aggregation,
http://purl.obolibrary.org/obo/DDPHENO_0001038,aberrant cAMP signaling during aggregation,
http://purl.obolibrary.org/obo/DDPHENO_0001306,abolished cAMP-induced cAMP pulse,
http://purl.obolibrary.org/obo/DDPHENO_0000358,aberrant response to cAMP,
http://purl.obolibrary.org/obo/DDPHENO_0000361,abolished response to cAMP,
http://purl.obolibrary.org/obo/DDPHENO_0000360,decreased response to cAMP,
http://purl.obolibrary.org/obo/DDPHENO_0000488,delayed response to cAMP,
http://purl.obolibrary.org/obo/DDPHENO_0000359,increased response to cAMP,
http://purl.obolibrary.org/obo/DDPHENO_0001245,aberrant cAMP wave formation,
http://purl.obolibrary.org/obo/DDPHENO_0001397,increased period of cAMP wave formation,
http://purl.obolibrary.org/obo/DDPHENO_0001246,abolished cAMP wave formation,
http://purl.obolibrary.org/obo/DDPHENO_0001398,decreased period cAMP wave formation,
http://purl.obolibrary.org/obo/DDPHENO_0000123,decreased cAMP-induced cGMP pulse,
http://purl.obolibrary.org/obo/DDPHENO_0001330,increased extracellular cAMP level,
http://purl.obolibrary.org/obo/DDPHENO_0000421,delayed cAMP-induced Ca2+ influx,
http://purl.obolibrary.org/obo/DDPHENO_0000130,decreased cAMP-induced cAMP pulse,
http://purl.obolibrary.org/obo/DDPHENO_0000454,decreased accumulation of cGMP,
http://purl.obolibrary.org/obo/DDPHENO_0000126,increased cAMP-induced cGMP pulse,
http://purl.obolibrary.org/obo/DDPHENO_0001329,decreased extracellular cAMP level,
http://purl.obolibrary.org/obo/DDPHENO_0000402,increased intracellular cAMP level,
http://purl.obolibrary.org/obo/DDPHENO_0001011,decreased intracellular cAMP level,
http://purl.obolibrary.org/obo/DDPHENO_0000124,increased cAMP-induced cAMP pulse,
http://purl.obolibrary.org/obo/DDPHENO_0001305,abolished cAMP-induced cGMP pulse,
http://purl.obolibrary.org/obo/DDPHENO_0000455,increased accumulation of cGMP,
http://purl.obolibrary.org/obo/DDPHENO_0001262,aberrant adaptation of signaling pathway,
http://purl.obolibrary.org/obo/DDPHENO_0000494,aberrant adaptation of adenylate cyclase,
http://purl.obolibrary.org/obo/DDPHENO_0000264,aberrant cell motility,
http://purl.obolibrary.org/obo/DDPHENO_0000116,increased cell motility,
http://purl.obolibrary.org/obo/DDPHENO_0000400,increased chemotaxis rate,
http://purl.obolibrary.org/obo/DDPHENO_0001374,increased chemotaxis to arachidonic acid,
http://purl.obolibrary.org/obo/DDPHENO_0001086,increased chemotaxis to cAMP,
http://purl.obolibrary.org/obo/DDPHENO_0001087,increased chemotaxis to folate,
http://purl.obolibrary.org/obo/DDPHENO_0001239,abolished cell motility,
http://purl.obolibrary.org/obo/DDPHENO_0000335,aberrant electrotaxis,
http://purl.obolibrary.org/obo/DDPHENO_0000338,abolished electrotaxis,
http://purl.obolibrary.org/obo/DDPHENO_0000336,decreased electrotaxis,
http://purl.obolibrary.org/obo/DDPHENO_0000337,increased electrotaxis,
http://purl.obolibrary.org/obo/DDPHENO_0001122,aberrant chemotaxis,
http://purl.obolibrary.org/obo/DDPHENO_0001224,aberrant positive chemotaxis,
http://purl.obolibrary.org/obo/DDPHENO_0001168,aberrant chemotaxis to folate,
http://purl.obolibrary.org/obo/DDPHENO_0000523,decreased chemotaxis to folate,
http://purl.obolibrary.org/obo/DDPHENO_0001102,abolished chemotaxis to folate,
http://purl.obolibrary.org/obo/DDPHENO_0001167,aberrant chemotaxis to cAMP,
http://purl.obolibrary.org/obo/DDPHENO_0000255,aberrant potassium-dependent chemotaxis to cAMP,
http://purl.obolibrary.org/obo/DDPHENO_0000256,abolished  potassium-dependent chemotaxis to cAMP,
http://purl.obolibrary.org/obo/DDPHENO_0001461,aberrant chemotaxis to cAMP in response to DIF-1,
http://purl.obolibrary.org/obo/DDPHENO_0001464,aberrant regulation of chemotaxis to cAMP in response to DIF-1,
http://purl.obolibrary.org/obo/DDPHENO_0001101,abolished chemotaxis to cAMP,
http://purl.obolibrary.org/obo/DDPHENO_0001462,aberrant chemotaxis to cAMP in response to DIF-2,
http://purl.obolibrary.org/obo/DDPHENO_0001465,aberrant regulation of chemotaxis to cAMP in response to DIF-2,
http://purl.obolibrary.org/obo/DDPHENO_0000522,decreased chemotaxis to cAMP,
http://purl.obolibrary.org/obo/DDPHENO_0000466,abolished positive chemotaxis,
http://purl.obolibrary.org/obo/DDPHENO_0001463,aberrant regulation of positive chemotaxis,
http://purl.obolibrary.org/obo/DDPHENO_0000254,aberrant chemotaxis to calcium,
http://purl.obolibrary.org/obo/DDPHENO_0000257,abolished chemotaxis to calcium,
http://purl.obolibrary.org/obo/DDPHENO_0001225,aberrant negative chemotaxis,
http://purl.obolibrary.org/obo/DDPHENO_0000144,increased negative chemotaxis,
http://purl.obolibrary.org/obo/DDPHENO_0000141,decreased negative chemotaxis,
http://purl.obolibrary.org/obo/DDPHENO_0000146,abolished negative chemotaxis,
http://purl.obolibrary.org/obo/DDPHENO_0000099,decreased chemotaxis rate,
http://purl.obolibrary.org/obo/DDPHENO_0001373,decreased chemotaxis to arachidonic acid,
http://purl.obolibrary.org/obo/DDPHENO_0000148,decreased cell motility,
http://purl.obolibrary.org/obo/DDPHENO_0001375,aberrant cellular homeostasis,
http://purl.obolibrary.org/obo/DDPHENO_0001184,decreased intracellular myo-inositol level,
http://purl.obolibrary.org/obo/DDPHENO_0001381,decreased extracellular glucose level,
http://purl.obolibrary.org/obo/DDPHENO_0001380,increased intracellular ammonia level,
http://purl.obolibrary.org/obo/DDPHENO_0000535,decreased intracellular glycogen level,
http://purl.obolibrary.org/obo/DDPHENO_0001376,increased intracellular glycogen level,
http://purl.obolibrary.org/obo/DDPHENO_0000537,increased extracellular ammonia level,
http://purl.obolibrary.org/obo/DDPHENO_0000121,decreased intracellular glucose level,
http://purl.obolibrary.org/obo/DDPHENO_0001383,decreased extracellular pteridine level,
http://purl.obolibrary.org/obo/DDPHENO_0001235,decreased intracellular ATP level,
http://purl.obolibrary.org/obo/DDPHENO_0000536,increased intracellular glutamate level,
http://purl.obolibrary.org/obo/DDPHENO_0001186,"increased intracellular 2,3-bisphosphoglycerate level",
http://purl.obolibrary.org/obo/DDPHENO_0001379,decreased intracellular ammonia level,
http://purl.obolibrary.org/obo/DDPHENO_0000538,decreased intracellular pteridine level,
http://purl.obolibrary.org/obo/DDPHENO_0001455,aberrant intracellular pH level,
http://purl.obolibrary.org/obo/DDPHENO_0001377,increased intracellular pH level,
http://purl.obolibrary.org/obo/DDPHENO_0000461,decreased intracellular pH level,
http://purl.obolibrary.org/obo/DDPHENO_0001185,increased intracellular myo-inositol level,
http://purl.obolibrary.org/obo/DDPHENO_0001378,decreased extracellular ammonia level,
http://purl.obolibrary.org/obo/DDPHENO_0000108,increased intracellular glucose level,
http://purl.obolibrary.org/obo/DDPHENO_0000428,decreased fatty acid level,
http://purl.obolibrary.org/obo/DDPHENO_0001236,increased intracellular ATP level,
http://purl.obolibrary.org/obo/DDPHENO_0001382,increased extracellular glucose level,
http://purl.obolibrary.org/obo/DDPHENO_0001005,aberrant cellular metabolic process,
http://purl.obolibrary.org/obo/DDPHENO_0000311,aberrant MPBD production,
http://purl.obolibrary.org/obo/DDPHENO_0000312,abolished MPBD production,
http://purl.obolibrary.org/obo/DDPHENO_0000313,decreased MPBD production,
http://purl.obolibrary.org/obo/DDPHENO_0001113,aberrant gene expression,
http://purl.obolibrary.org/obo/DDPHENO_0001115,delayed gene expression,
http://purl.obolibrary.org/obo/DDPHENO_0000375,delayed prespore gene expression,
http://purl.obolibrary.org/obo/DDPHENO_0000368,delayed prestalk gene expression,
http://purl.obolibrary.org/obo/DDPHENO_0000370,aberrant prespore gene expression,
http://purl.obolibrary.org/obo/DDPHENO_0000463,precocious prespore gene expression,
http://purl.obolibrary.org/obo/DDPHENO_0000371,decreased prespore gene expression,
http://purl.obolibrary.org/obo/DDPHENO_0000415,mislocalized prespore gene expression,
http://purl.obolibrary.org/obo/DDPHENO_0000404,increased prespore gene expression,
http://purl.obolibrary.org/obo/DDPHENO_0001117,mislocalized gene expression,
http://purl.obolibrary.org/obo/DDPHENO_0000367,mislocalized prestalk gene expression,
http://purl.obolibrary.org/obo/DDPHENO_0001114,abolished gene expression,
http://purl.obolibrary.org/obo/DDPHENO_0000300,decreased gene expression,
http://purl.obolibrary.org/obo/DDPHENO_0000369,decreased prestalk gene expression,
http://purl.obolibrary.org/obo/DDPHENO_0001116,precocious gene expression,
http://purl.obolibrary.org/obo/DDPHENO_0000366,precocious prestalk gene expression,
http://purl.obolibrary.org/obo/DDPHENO_0000365,aberrant prestalk gene expression,
http://purl.obolibrary.org/obo/DDPHENO_0000403,increased prestalk gene expression,
http://purl.obolibrary.org/obo/DDPHENO_0000301,increased gene expression,
http://purl.obolibrary.org/obo/DDPHENO_0001317,aberrant protein modification,
http://purl.obolibrary.org/obo/DDPHENO_0001342,aberrant protein phosphorylation,
http://purl.obolibrary.org/obo/DDPHENO_0001450,abolished protein phosphorylation,
http://purl.obolibrary.org/obo/DDPHENO_0001454,abolished protein tyrosine phosphorylation,
http://purl.obolibrary.org/obo/DDPHENO_0001452,abolished protein serine phosphorylation,
http://purl.obolibrary.org/obo/DDPHENO_0001451,abolished phosphorylation of actin,
http://purl.obolibrary.org/obo/DDPHENO_0001453,abolished protein threonine phosphorylation,
http://purl.obolibrary.org/obo/DDPHENO_0001348,aberrant protein serine phosphorylation,
http://purl.obolibrary.org/obo/DDPHENO_0001350,decreased protein serine phosphorylation,
http://purl.obolibrary.org/obo/DDPHENO_0001351,increased protein serine phosphorylation,
http://purl.obolibrary.org/obo/DDPHENO_0001349,aberrant protein threonine phosphorylation,
http://purl.obolibrary.org/obo/DDPHENO_0001353,increased protein theronine phosphorylation,
http://purl.obolibrary.org/obo/DDPHENO_0001347,decreased protein theronine phosphorylation,
http://purl.obolibrary.org/obo/DDPHENO_0001343,increased protein phosphorylation,
http://purl.obolibrary.org/obo/DDPHENO_0000456,increased basal phosphorylated actin level,
http://purl.obolibrary.org/obo/DDPHENO_0001346,increased protein tyrosine phosphorylation,
http://purl.obolibrary.org/obo/DDPHENO_0000457,aberrant phosphorylation of actin,
http://purl.obolibrary.org/obo/DDPHENO_0000481,decreased phosphorylation of actin,
http://purl.obolibrary.org/obo/DDPHENO_0001344,decreased protein phosphorylation,
http://purl.obolibrary.org/obo/DDPHENO_0001352,decreased protein tyrosine phosphorylation,
http://purl.obolibrary.org/obo/DDPHENO_0001345,aberrant protein tyrosine phosphorylation,
http://purl.obolibrary.org/obo/DDPHENO_0001327,decreased protein modification,
http://purl.obolibrary.org/obo/DDPHENO_0001320,decreased peptidyl-proline modification,
http://purl.obolibrary.org/obo/DDPHENO_0001324,decreased peptidyl-proline hydroxylation,
http://purl.obolibrary.org/obo/DDPHENO_0001328,abolished protein modification,
http://purl.obolibrary.org/obo/DDPHENO_0001325,abolished peptidyl-proline hydroxylation,
http://purl.obolibrary.org/obo/DDPHENO_0001322,abolished peptidyl-proline modification,
http://purl.obolibrary.org/obo/DDPHENO_0001318,aberrant peptidyl-proline modification,
http://purl.obolibrary.org/obo/DDPHENO_0001321,aberrant peptidyl-proline hydroxylation,
http://purl.obolibrary.org/obo/DDPHENO_0001323,increased peptidyl-proline hydroxylation,
http://purl.obolibrary.org/obo/DDPHENO_0001319,increased peptidyl-proline modification,
http://purl.obolibrary.org/obo/DDPHENO_0000472,aberrant regulation of protein modification,
http://purl.obolibrary.org/obo/DDPHENO_0001326,increased protein modification,
http://purl.obolibrary.org/obo/DDPHENO_0000005,aberrant autophagy,
http://purl.obolibrary.org/obo/DDPHENO_0000006,increased autophagy,
http://purl.obolibrary.org/obo/DDPHENO_0000007,decreased autophagy,
http://purl.obolibrary.org/obo/DDPHENO_0001095,aberrant DIF production,
http://purl.obolibrary.org/obo/DDPHENO_0001099,delayed DIF production,
http://purl.obolibrary.org/obo/DDPHENO_0001100,precocious DIF production,
http://purl.obolibrary.org/obo/DDPHENO_0000193,abolished DIF production,
http://purl.obolibrary.org/obo/DDPHENO_0001097,decreased DIF production,
http://purl.obolibrary.org/obo/DDPHENO_0001098,increased DIF production,
http://purl.obolibrary.org/obo/DDPHENO_0001241,aberrant protein level,
http://purl.obolibrary.org/obo/DDPHENO_0001500,aberrant protein stabilization,
http://purl.obolibrary.org/obo/DDPHENO_0001502,increased protein stabilization,
http://purl.obolibrary.org/obo/DDPHENO_0001501,decreased protein stabilization,
http://purl.obolibrary.org/obo/DDPHENO_0001503,abolished protein stabilization,
http://purl.obolibrary.org/obo/DDPHENO_0001244,abolished protein level,
http://purl.obolibrary.org/obo/DDPHENO_0001242,decreased protein level,
http://purl.obolibrary.org/obo/DDPHENO_0001243,increased protein level,
http://purl.obolibrary.org/obo/DDPHENO_0000012,aberrant microRNA processing,
http://purl.obolibrary.org/obo/DDPHENO_0000014,abolished microRNA processing,
http://purl.obolibrary.org/obo/DDPHENO_0000015,increased microRNA processing,
http://purl.obolibrary.org/obo/DDPHENO_0000016,decreased microRNA processing,
http://purl.obolibrary.org/obo/DDPHENO_0001473,aberrant glucose catabolic process,
http://purl.obolibrary.org/obo/DDPHENO_0000008,aberrant post-transciptional gene silencing by RNA,
http://purl.obolibrary.org/obo/DDPHENO_0000011,decreased post-transciptional gene silencing by RNA,
http://purl.obolibrary.org/obo/DDPHENO_0000020,aberrant RNA interference,
http://purl.obolibrary.org/obo/DDPHENO_0000021,abolished RNA interference,
http://purl.obolibrary.org/obo/DDPHENO_0000017,aberrant transitive RNA interference,
http://purl.obolibrary.org/obo/DDPHENO_0000018,abolished transitive RNA interference,
http://purl.obolibrary.org/obo/DDPHENO_0000022,aberrant production of siRNA involved in RNA interference,
http://purl.obolibrary.org/obo/DDPHENO_0000024,abolished production of siRNA involved in RNA interference,
http://purl.obolibrary.org/obo/DDPHENO_0000010,abolished post-transciptional gene silencing by RNA,
http://purl.obolibrary.org/obo/DDPHENO_0000530,increased post-transciptional gene silencing by RNA,
http://purl.obolibrary.org/obo/DDPHENO_0000045,aberrant phosphatidylinositol metabolism,
http://purl.obolibrary.org/obo/DDPHENO_0000046,aberrant phosphatidylinositol biosynthesis,
http://purl.obolibrary.org/obo/DDPHENO_0000047,decreased phosphatidylinositol biosynthesis,
http://purl.obolibrary.org/obo/DDPHENO_0000048,increased phosphatidylinositol biosynthesis,
http://purl.obolibrary.org/obo/DDPHENO_0000049,abolished phosphatidylinositol biosynthesis,
http://purl.obolibrary.org/obo/DDPHENO_0001187,"decreased intracellular 2,3-bisphosphoglycerate level",
http://purl.obolibrary.org/obo/DDPHENO_0001161,decreased superoxide production,
http://purl.obolibrary.org/obo/DDPHENO_0000044,aberrant SDF production,
http://purl.obolibrary.org/obo/DDPHENO_0000274,abolished SDF production,
http://purl.obolibrary.org/obo/DDPHENO_0000308,abolished SDF-2 production,
http://purl.obolibrary.org/obo/DDPHENO_0000307,abolished SDF-1 production,
http://purl.obolibrary.org/obo/DDPHENO_0000273,decreased SDF production,
http://purl.obolibrary.org/obo/DDPHENO_0000310,decreased SDF-2 production,
http://purl.obolibrary.org/obo/DDPHENO_0000309,decreased SDF-1 production,
http://purl.obolibrary.org/obo/DDPHENO_0001247,aberrant protein amino acid methylation,
http://purl.obolibrary.org/obo/DDPHENO_0001248,abolished protein methylation,
http://purl.obolibrary.org/obo/DDPHENO_0001476,abolished histone lysine methylation,
http://purl.obolibrary.org/obo/DDPHENO_0001475,abolished histone H3-K79 methylation,
http://purl.obolibrary.org/obo/DDPHENO_0000527,abolished histone H3-K4 methylation,
http://purl.obolibrary.org/obo/DDPHENO_0001477,abolished histone H3-K9 methylation,
http://purl.obolibrary.org/obo/DDPHENO_0001249,abolished C-terminal protein amino acid methylation,
http://purl.obolibrary.org/obo/DDPHENO_0000495,decreased cytosine methylation in genomic DNA,
http://purl.obolibrary.org/obo/DDPHENO_0001524,aberrant chromatin assembly,
http://purl.obolibrary.org/obo/DDPHENO_0000490,decreased extracellular Ca2+ uptake,
http://purl.obolibrary.org/obo/DDPHENO_0001155,aberrant macromolecule biosynthesis,
http://purl.obolibrary.org/obo/DDPHENO_0001156,aberrant cellulose biosynthesis,
http://purl.obolibrary.org/obo/DDPHENO_0001159,decreased cellulose biosynthesis,
http://purl.obolibrary.org/obo/DDPHENO_0001157,abolished cellulose biosynthesis,
http://purl.obolibrary.org/obo/DDPHENO_0001158,increased cellulose biosynthesis,
http://purl.obolibrary.org/obo/DDPHENO_0001209,aberrant translation,
http://purl.obolibrary.org/obo/DDPHENO_0001211,decreased translation,
http://purl.obolibrary.org/obo/DDPHENO_0001210,abolished translation,
http://purl.obolibrary.org/obo/DDPHENO_0001212,increased translation,
http://purl.obolibrary.org/obo/DDPHENO_0001472,aberrant inositol phosphate metabolic process,
http://purl.obolibrary.org/obo/DDPHENO_0001474,"increased intracellular 2,3-bisphosphoglycerate",
http://purl.obolibrary.org/obo/DDPHENO_0001160,abolished superoxide production,
http://purl.obolibrary.org/obo/DDPHENO_0001162,increased superoxide production,
http://purl.obolibrary.org/obo/DDPHENO_0000432,aberrant glycogen metabolism,
http://purl.obolibrary.org/obo/DDPHENO_0001418,aberrant cell cycle,
http://purl.obolibrary.org/obo/DDPHENO_0000525,increased cell cycle length,
http://purl.obolibrary.org/obo/DDPHENO_0000234,aberrant mitosis,
http://purl.obolibrary.org/obo/DDPHENO_0000533,aberrant anaphase,
http://purl.obolibrary.org/obo/DDPHENO_0001422,aberrant sister chromosome segregation,
http://purl.obolibrary.org/obo/DDPHENO_0001419,aberrant spindle organization,
http://purl.obolibrary.org/obo/DDPHENO_0001486,aberrant spindle elongation,
http://purl.obolibrary.org/obo/DDPHENO_0001487,delayed spindle elongation,
http://purl.obolibrary.org/obo/DDPHENO_0001420,precocious spindle elongation,
http://purl.obolibrary.org/obo/DDPHENO_0001484,aberrant spindle stabilization,
http://purl.obolibrary.org/obo/DDPHENO_0001485,increased spindle stabilization,
http://purl.obolibrary.org/obo/DDPHENO_0001421,decreased spindle stabilization,
http://purl.obolibrary.org/obo/DDPHENO_0000431,cell cycle arrest,
http://purl.obolibrary.org/obo/DDPHENO_0001049,aberrant bleb formation,
http://purl.obolibrary.org/obo/DDPHENO_0001052,decreased bleb formation,
http://purl.obolibrary.org/obo/DDPHENO_0001050,abolished bleb formation,
http://purl.obolibrary.org/obo/DDPHENO_0001053,increased bleb formation,
http://purl.obolibrary.org/obo/DDPHENO_0001042,aberrant cellular component organization or biogenesis,
http://purl.obolibrary.org/obo/DDPHENO_0001043,aberrant organelle organization and biogenesis,
http://purl.obolibrary.org/obo/DDPHENO_0001041,aberrant vacuole organization and biogenesis,
http://purl.obolibrary.org/obo/DDPHENO_0001191,increased number of autophagosomes,
http://purl.obolibrary.org/obo/DDPHENO_0001192,decreased number of autophagosomes,
http://purl.obolibrary.org/obo/DDPHENO_0000233,aberrant contractile vacuole organization and biogenesis,
http://purl.obolibrary.org/obo/DDPHENO_0000552,abolished contractile vacuole organization and biogenesis,
http://purl.obolibrary.org/obo/DDPHENO_0000532,increased number of contractile vacuoles,
http://purl.obolibrary.org/obo/DDPHENO_0001066,aberrant contractile vacuole morphology,
http://purl.obolibrary.org/obo/DDPHENO_0000531,increased contractile vacuole size,
http://purl.obolibrary.org/obo/DDPHENO_0000053,decreased contractile vacuole size,
http://purl.obolibrary.org/obo/DDPHENO_0000497,decreased number of vacuoles,
http://purl.obolibrary.org/obo/DDPHENO_0001469,aberrant centromere complex assembly,
http://purl.obolibrary.org/obo/DDPHENO_0001237,aberrant lysosome organization and biogenesis,
http://purl.obolibrary.org/obo/DDPHENO_0001238,aberrant post-lysosome organization and biogenesis,
http://purl.obolibrary.org/obo/DDPHENO_0001534,increased lysosomal pH,
http://purl.obolibrary.org/obo/DDPHENO_0001425,aberrant centrosome organization,
http://purl.obolibrary.org/obo/DDPHENO_0001426,increased number of centrosomes,
http://purl.obolibrary.org/obo/DDPHENO_0001030,aberrant protein secretion,
http://purl.obolibrary.org/obo/DDPHENO_0001232,increased protein secretion,
http://purl.obolibrary.org/obo/DDPHENO_0000433,increased secretion of lysosomal enzyme,
http://purl.obolibrary.org/obo/DDPHENO_0001231,abolished protein secretion,
http://purl.obolibrary.org/obo/DDPHENO_0001339,abolished secretion of lysosomal enzyme,
http://purl.obolibrary.org/obo/DDPHENO_0001233,decreased protein secretion,
http://purl.obolibrary.org/obo/DDPHENO_0000443,decreased secretion of lysosomal enzyme,
http://purl.obolibrary.org/obo/DDPHENO_0001234,aberrant mitochondrion organization,
http://purl.obolibrary.org/obo/DDPHENO_0001078,aberrant mitochondrion morphology,
http://purl.obolibrary.org/obo/DDPHENO_0001518,aberrant mitochondrial fission,
http://purl.obolibrary.org/obo/DDPHENO_0001519,decreased mitochondrial fission,
http://purl.obolibrary.org/obo/DDPHENO_0001520,increased mitochondrial fission,
http://purl.obolibrary.org/obo/DDPHENO_0000271,decreased number of mitochondria,
http://purl.obolibrary.org/obo/DDPHENO_0001083,decreased number of rod-shaped mitochondria,
http://purl.obolibrary.org/obo/DDPHENO_0001081,decreased number of spherical mitochondria,
http://purl.obolibrary.org/obo/DDPHENO_0001079,decreased number of tubular mitochondria,
http://purl.obolibrary.org/obo/DDPHENO_0000272,increased number of mitochondria,
http://purl.obolibrary.org/obo/DDPHENO_0001082,increased number of spherical mitochondria,
http://purl.obolibrary.org/obo/DDPHENO_0001085,increased number of rod-shaped mitochondria,
http://purl.obolibrary.org/obo/DDPHENO_0000270,increased number of tubular mitochondria,
http://purl.obolibrary.org/obo/DDPHENO_0001493,aberrant mitochondrion distribution,
http://purl.obolibrary.org/obo/DDPHENO_0001494,aberrant intracellular distribution of mitochondria,
http://purl.obolibrary.org/obo/DDPHENO_0001515,aberrant mitochondrial fusion,
http://purl.obolibrary.org/obo/DDPHENO_0001517,increased mitochondrial fusion,
http://purl.obolibrary.org/obo/DDPHENO_0001516,decreased mitochondrial fusion,
http://purl.obolibrary.org/obo/DDPHENO_0001002,aberrant organelle morphology,
http://purl.obolibrary.org/obo/DDPHENO_0000263,aberrant nucleus morphology,
http://purl.obolibrary.org/obo/DDPHENO_0001423,aberrant nuclear envelope morphology,
http://purl.obolibrary.org/obo/DDPHENO_0001424,aberrant perinuclear space,
http://purl.obolibrary.org/obo/DDPHENO_0000230,aberrant endosome morphology,
http://purl.obolibrary.org/obo/DDPHENO_0001205,decreased endosome size,
http://purl.obolibrary.org/obo/DDPHENO_0001207,decreased lysosome size,
http://purl.obolibrary.org/obo/DDPHENO_0001206,aberrant lysosome morphology,
http://purl.obolibrary.org/obo/DDPHENO_0001208,increased lysosome size,
http://purl.obolibrary.org/obo/DDPHENO_0001204,increased endosome size,
http://purl.obolibrary.org/obo/DDPHENO_0001278,aberrant vacuolation,
http://purl.obolibrary.org/obo/DDPHENO_0001279,decreased autophagic vacuole formation,
http://purl.obolibrary.org/obo/DDPHENO_0000388,abolished vacuolation,
http://purl.obolibrary.org/obo/DDPHENO_0000498,abolished autophagic vacuole formation,
http://purl.obolibrary.org/obo/DDPHENO_0000397,aberrant cytoskeleton organisation,
http://purl.obolibrary.org/obo/DDPHENO_0000132,increased basal F-actin level,
http://purl.obolibrary.org/obo/DDPHENO_0000413,aberrant microtubule cytoskeleton organization,
http://purl.obolibrary.org/obo/DDPHENO_0001466,aberrant microtubule nucleation,
http://purl.obolibrary.org/obo/DDPHENO_0001467,decreased microtubule nucleation,
http://purl.obolibrary.org/obo/DDPHENO_0001468,increased microtubule nucleation,
http://purl.obolibrary.org/obo/DDPHENO_0000203,increased number of microtubule-organizing centers,
http://purl.obolibrary.org/obo/DDPHENO_0000303,increased actin bundle formation,
http://purl.obolibrary.org/obo/DDPHENO_0001481,aberrant actin cytoskeleton organization,
http://purl.obolibrary.org/obo/DDPHENO_0000151,aberrant F-actin organization,
http://purl.obolibrary.org/obo/DDPHENO_0000137,decreased basal F-actin level,
http://purl.obolibrary.org/obo/DDPHENO_0000407,decreased chemoattractant-mediated F-actin polymerization,
http://purl.obolibrary.org/obo/DDPHENO_0001445,aberrant F-actin polymerization,
http://purl.obolibrary.org/obo/DDPHENO_0001057,abolished F-actin polymerization,
http://purl.obolibrary.org/obo/DDPHENO_0000459,increased F-actin polymerization,
http://purl.obolibrary.org/obo/DDPHENO_0001180,increased F-actin polymerization at the leading edge,
http://purl.obolibrary.org/obo/DDPHENO_0001056,decreased F-actin polymerization,
http://purl.obolibrary.org/obo/DDPHENO_0001179,decreased F-actin polymerization at the leading edge,
http://purl.obolibrary.org/obo/DDPHENO_0001202,increased actin filament sliding,
http://purl.obolibrary.org/obo/DDPHENO_0001446,aberrant F-actin depolymerization,
http://purl.obolibrary.org/obo/DDPHENO_0001448,decreased F-actin depolymerization,
http://purl.obolibrary.org/obo/DDPHENO_0001447,abolished F-actin depolymerization,
http://purl.obolibrary.org/obo/DDPHENO_0001449,increased F-actin depolymerization,
http://purl.obolibrary.org/obo/DDPHENO_0001136,increased chemoattractant-mediated F-actin polymerization,
http://purl.obolibrary.org/obo/DDPHENO_0001135,abolished chemoattractant-mediated F-actin polymerization,
http://purl.obolibrary.org/obo/DDPHENO_0001201,decreased actin filament sliding,
http://purl.obolibrary.org/obo/DDPHENO_0001482,aberrant cortical actin cytoskeleton organization,
http://purl.obolibrary.org/obo/DDPHENO_0001483,aberrant cortical actin cytoskeleton stabilization,
http://purl.obolibrary.org/obo/DDPHENO_0000134,increased myosin II assembly,
