defined_class	defined_class_label	affected_entity_1_super	affected_entity_1_super_label	affected_entity_2_super	affected_entity_2_super_label	pato_id	pato_id_label
http://purl.obolibrary.org/obo/WBPhenotype_0002217	antimony hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_30513	antimony atom	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0000325	arecoline hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_2814	arecoline	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0000326	arecoline resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_2814	arecoline	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0002244	arsenic hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_27563	arsenic atom	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0002218	arsenite hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_22633	arsenite ion	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0000932	bisphenol A hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_33216	bisphenol A	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0000586	bleach hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_29222	hypochlorite	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001655	cadmium hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_22977	cadmium atom	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001654	cadmium resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_22977	cadmium atom	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0000252	caffeine resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_27732	caffeine	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0000559	calcium channel modulator hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_38808	calcium channel modulator	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0000560	calcium channel modulator resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_38808	calcium channel modulator	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001918	chemical hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_24431	chemical entity	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001502	chemical resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_24431	chemical entity	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0000488	chloroquine hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_3638	chloroquine	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0000489	chloroquine resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_3638	chloroquine	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001579	cholinergic agonist hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_38324	cholinergic agonist	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001578	cholinergic agonist resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_38324	cholinergic agonist	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0002226	cobalt hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_27638	cobalt atom	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0000486	colchicine hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_23359	colchicine	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0000487	colchicine resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_23359	colchicine	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0000593	copper hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_28694	copper atom	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001603	cyproheptadine resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_4046	cyproheptadine	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001988	detergent hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_27780	detergent	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001610	diethyl ether hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_35702	diethyl ether	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0002077	dopamine resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_18243	dopamine	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0000010	drug hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_23888	drug	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0000011	drug resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_23888	drug	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001419	emetine hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_4781	emetine	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001608	enflurane hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_4792	enflurane	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001606	ethanol hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_16236	ethanol	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001612	ethanol resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_16236	ethanol	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001617	ethosuximide resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_4887	ethosuximide	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0002219	fluoranthene hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_33083	fluoranthene	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001855	fluoride resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_17051	fluoride	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0000789	fluoxetine hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_5118	fluoxetine	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0000790	fluoxetine resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_5118	fluoxetine	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001611	halothane hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_5615	halothane	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001618	halothane resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_5615	halothane	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0002087	hydrogen sulfide hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_16136	hydrogen sulfide	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001879	hydroxyurea hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_44423	hydroxyurea	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0002205	hypersensitive to galactose	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_28260	galactose	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001781	hypersensitivity to mutagen	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_25435	mutagen	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0000341	imipramine hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_47499	imipramine	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0000340	imipramine resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_47499	imipramine	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0000332	inhibitors of sodium potassium ATPase hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_63510	EC 3.6.3.9 (Na(+)/K(+)-transporting ATPase) inhibitor	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0002257	iron hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_18248	iron atom	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001609	isoflurane hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_6015	isoflurane	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001619	isoflurane resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_6015	isoflurane	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0002053	ivermectin resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_6078	ivermectin	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001296	lannate resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_6835	methomyl	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0002225	lead hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_25016	lead atom	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0000420	levamisole hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_6432	levamisole	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0000421	levamisole resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_6432	levamisole	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0002054	magnesium hypersensitivity	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_25107	magnesium atom	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0002223	manganese hypersensitivity	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_18291	manganese atom	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001904	manganese toxicity resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_18291	manganese atom	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0002224	mercury hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_25195	mercury atom	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001602	methiothepin resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_64203	methiothepin	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001667	methyl methanesulfonate hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_25255	methyl methanesulfonate	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001604	mianserin resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_51137	mianserin	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001205	muscimol hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_7035	muscimol	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001204	muscimol resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_7035	muscimol	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0002258	nickel toxicity resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_28112	nickel atom	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001202	nicotine hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_18723	nicotine	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001203	nicotine resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_18723	nicotine	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001095	organism high sodium chloride hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_26710	sodium chloride	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001599	ouabain resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_472805	ouabain	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0000462	paraquat hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_34905	paraquat	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0000461	paraquat resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_34905	paraquat	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001338	phentolamine resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_8081	phentolamine	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001839	phorbol ester resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_37532	phorbol ester	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0000671	resistant to copper	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_28694	copper atom	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001788	resistant to mutagens	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_25435	mutagen	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0000023	serotonin hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_28790	serotonin	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0000024	serotonin resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_28790	serotonin	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0000382	serotonin reuptake inhibitor hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_50949	serotonin uptake inhibitor	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0000381	serotonin reuptake inhibitor resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_50949	serotonin uptake inhibitor	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0002250	silver hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_30512	silver atom	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0002251	silver nanoparticle hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_50826	silver nanoparticle	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001616	trimethadione resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_9727	Trimethadione	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001724	tunicamycin hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_29699	tunicamycin	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0002422	tunicamycin resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_29699	tunicamycin	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001749	zinc toxicity hypersensitive	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_27363	zinc atom	http://purl.obolibrary.org/obo/PATO_0001651	decreased resistance to
http://purl.obolibrary.org/obo/WBPhenotype_0001750	zinc toxicity resistant	http://purl.obolibrary.org/obo/CARO_0010004		http://purl.obolibrary.org/obo/CHEBI_27363	zinc atom	http://purl.obolibrary.org/obo/PATO_0001650	increased resistance to
