defined_class	defined_class_label	affected_entity_1_super	affected_entity_1_super_label	pato_id	pato_id_label	o
http://purl.obolibrary.org/obo/MP_0002776	Sertoli cell hyperplasia	http://purl.obolibrary.org/obo/CL_0000216	Sertoli cell	http://purl.obolibrary.org/obo/PATO_0000470	increased amount	mp
http://purl.obolibrary.org/obo/MP_0005250	Sertoli cell hypoplasia	http://purl.obolibrary.org/obo/CL_0000216	Sertoli cell	http://purl.obolibrary.org/obo/PATO_0000645	hypoplastic	mp
http://purl.obolibrary.org/obo/MP_0012643	abnormal 5-aminolevulinate synthase activity	http://purl.obolibrary.org/obo/GO_0003870	5-aminolevulinate synthase activity	http://purl.obolibrary.org/obo/PATO_0000001	quality	mp
http://purl.obolibrary.org/obo/MP_0004939	abnormal B cell morphology	http://purl.obolibrary.org/obo/CL_0000236	B cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0002458	abnormal B cell number	http://purl.obolibrary.org/obo/CL_0000236	B cell	http://purl.obolibrary.org/obo/PATO_0000070	amount	mp
http://purl.obolibrary.org/obo/MP_0002459	abnormal B cell physiology	http://purl.obolibrary.org/obo/CL_0000236	B cell	http://purl.obolibrary.org/obo/PATO_0001509	functionality	mp
http://purl.obolibrary.org/obo/MP_0004940	abnormal B-1 B cell morphology	http://purl.obolibrary.org/obo/CL_0000819	B-1 B cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0004976	abnormal B-1 B cell number	http://purl.obolibrary.org/obo/CL_0000819	B-1 B cell	http://purl.obolibrary.org/obo/PATO_0000070	amount	mp
http://purl.obolibrary.org/obo/MP_0008164	abnormal B-1a B cell morphology	http://purl.obolibrary.org/obo/CL_0000820	B-1a B cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0008165	abnormal B-1b B cell morphology	http://purl.obolibrary.org/obo/CL_0000821	B-1b B cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0008166	abnormal B-2 B cell morphology	http://purl.obolibrary.org/obo/CL_0000822	B-2 B cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0010387	abnormal Bergmann glial cell morphology	http://purl.obolibrary.org/obo/CL_0000644	Bergmann glial cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0011739	abnormal Boettcher cell morphology	http://purl.obolibrary.org/obo/CL_0002084	Boettcher cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0010183	abnormal CD4-positive helper T cell morphology	http://purl.obolibrary.org/obo/CL_0000492	CD4-positive helper T cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0008397	abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell morphology	http://purl.obolibrary.org/obo/CL_0000792	CD4-positive, CD25-positive, alpha-beta regulatory T cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0012773	abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell number	http://purl.obolibrary.org/obo/CL_0000792	CD4-positive, CD25-positive, alpha-beta regulatory T cell	http://purl.obolibrary.org/obo/PATO_0000070	amount	mp
http://purl.obolibrary.org/obo/MP_0002432	abnormal CD4-positive, alpha beta T cell morphology	http://purl.obolibrary.org/obo/CL_0000624	CD4-positive, alpha-beta T cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0008073	abnormal CD4-positive, alpha beta T cell number	http://purl.obolibrary.org/obo/CL_0000624	CD4-positive, alpha-beta T cell	http://purl.obolibrary.org/obo/PATO_0000070	amount	mp
http://purl.obolibrary.org/obo/MP_0005463	abnormal CD4-positive, alpha-beta T cell physiology	http://purl.obolibrary.org/obo/CL_0000624	CD4-positive, alpha-beta T cell	http://purl.obolibrary.org/obo/PATO_0001509	functionality	mp
http://purl.obolibrary.org/obo/MP_0008400	abnormal CD4-positive, alpha-beta intraepithelial T cell morphology	http://purl.obolibrary.org/obo/CL_0000793	CD4-positive, alpha-beta intraepithelial T cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0010834	abnormal CD4-positive, alpha-beta memory T cell morphology	http://purl.obolibrary.org/obo/CL_0000897	CD4-positive, alpha-beta memory T cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0012769	abnormal CD4-positive, alpha-beta memory T cell number	http://purl.obolibrary.org/obo/CL_0000897	CD4-positive, alpha-beta memory T cell	http://purl.obolibrary.org/obo/PATO_0000070	amount	mp
http://purl.obolibrary.org/obo/MP_0008357	abnormal CD4-positive, gamma-delta intraepithelial T cell morphology	http://purl.obolibrary.org/obo/CL_0000803	CD4-negative CD8-negative gamma-delta intraepithelial T cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0008401	abnormal CD8 positive, alpha-beta intraepithelial T cell morphology	http://purl.obolibrary.org/obo/CL_0000796	CD8-alpha-beta-positive, alpha-beta intraepithelial T cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0005010	abnormal CD8-positive, alpha beta T cell morphology	http://purl.obolibrary.org/obo/CL_0000625	CD8-positive, alpha-beta T cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0008077	abnormal CD8-positive, alpha-beta T cell number	http://purl.obolibrary.org/obo/CL_0000625	CD8-positive, alpha-beta T cell	http://purl.obolibrary.org/obo/PATO_0000070	amount	mp
http://purl.obolibrary.org/obo/MP_0004392	abnormal CD8-positive, alpha-beta T cell physiology	http://purl.obolibrary.org/obo/CL_0000625	CD8-positive, alpha-beta T cell	http://purl.obolibrary.org/obo/PATO_0001509	functionality	mp
http://purl.obolibrary.org/obo/MP_0002436	abnormal CD8-positive, alpha-beta cytotoxic T cell morphology	http://purl.obolibrary.org/obo/CL_0000794	CD8-positive, alpha-beta cytotoxic T cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0010837	abnormal CD8-positive, alpha-beta memory T cell morphology	http://purl.obolibrary.org/obo/CL_0000909	CD8-positive, alpha-beta memory T cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0012774	abnormal CD8-positive, alpha-beta memory T cell number	http://purl.obolibrary.org/obo/CL_0000909	CD8-positive, alpha-beta memory T cell	http://purl.obolibrary.org/obo/PATO_0000070	amount	mp
http://purl.obolibrary.org/obo/MP_0008398	abnormal CD8-positive, alpha-beta regulatory T cell morphology	http://purl.obolibrary.org/obo/CL_0000795	CD8-positive, alpha-beta regulatory T cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0008361	abnormal CD8-positive, gamma-delta intraepithelial T cell morphology	http://purl.obolibrary.org/obo/CL_0000802	CD8-alpha alpha positive, gamma-delta intraepithelial T cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0013434	abnormal CD8-positive, naive alpha-beta T cell number	http://purl.obolibrary.org/obo/CL_0000900	naive thymus-derived CD8-positive, alpha-beta T cell	http://purl.obolibrary.org/obo/PATO_0000070	amount	mp
http://purl.obolibrary.org/obo/MP_0008030	abnormal Cajal-Retzius cell morphology	http://purl.obolibrary.org/obo/CL_0000695	Cajal-Retzius cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0004430	abnormal Claudius cell morphology	http://purl.obolibrary.org/obo/CL_0000634	Claudius cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0004302	abnormal Deiters cell morphology	http://purl.obolibrary.org/obo/CL_0000635	Deiter's cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0003245	abnormal GABAergic neuron morphology	http://purl.obolibrary.org/obo/CL_0000617	GABAergic neuron	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0013439	abnormal Harderian gland development	http://purl.obolibrary.org/obo/GO_0070384	Harderian gland development	http://purl.obolibrary.org/obo/PATO_0000001	quality	mp
http://purl.obolibrary.org/obo/MP_0004303	abnormal Hensen cell morphology	http://purl.obolibrary.org/obo/CL_0000633	Hensen cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0008990	abnormal Ito cell morphology	http://purl.obolibrary.org/obo/CL_0000632	hepatic stellate cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0008114	abnormal Kupffer cell morphology	http://purl.obolibrary.org/obo/CL_0000091	Kupffer cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0008117	abnormal Langerhans cell morphology	http://purl.obolibrary.org/obo/CL_0000453	Langerhans cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0013411	abnormal Langerhans cell number	http://purl.obolibrary.org/obo/CL_0000453	Langerhans cell	http://purl.obolibrary.org/obo/PATO_0000070	amount	mp
http://purl.obolibrary.org/obo/MP_0005362	abnormal Langerhans cell physiology	http://purl.obolibrary.org/obo/CL_0000782	myeloid dendritic cell	http://purl.obolibrary.org/obo/PATO_0001509	functionality	mp
http://purl.obolibrary.org/obo/MP_0013602	abnormal Leydig cell differentiation	http://purl.obolibrary.org/obo/GO_0033327	Leydig cell differentiation	http://purl.obolibrary.org/obo/PATO_0000001	quality	mp
http://purl.obolibrary.org/obo/MP_0002786	abnormal Leydig cell morphology	http://purl.obolibrary.org/obo/CL_0000178	Leydig cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0013385	abnormal Meibomian gland development	http://purl.obolibrary.org/obo/GO_1903699	tarsal gland development	http://purl.obolibrary.org/obo/PATO_0000001	quality	mp
http://purl.obolibrary.org/obo/MP_0000985	abnormal Merkel's receptor morphology	http://purl.obolibrary.org/obo/CL_0000242	Merkel cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0005547	abnormal Muller cell morphology	http://purl.obolibrary.org/obo/CL_0000636	Mueller cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0020445	abnormal NAD(P)H oxidase activity	http://purl.obolibrary.org/obo/GO_0016174	NAD(P)H oxidase activity	http://purl.obolibrary.org/obo/PATO_0000001	quality	mp
http://purl.obolibrary.org/obo/MP_0008036	abnormal NK T cell morphology	http://purl.obolibrary.org/obo/CL_0000814	mature NK T cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0008038	abnormal NK T cell number	http://purl.obolibrary.org/obo/CL_0000814	mature NK T cell	http://purl.obolibrary.org/obo/PATO_0000070	amount	mp
http://purl.obolibrary.org/obo/MP_0008042	abnormal NK T cell physiology	http://purl.obolibrary.org/obo/CL_0000814	mature NK T cell	http://purl.obolibrary.org/obo/PATO_0001509	functionality	mp
http://purl.obolibrary.org/obo/MP_0005068	abnormal NK cell morphology	http://purl.obolibrary.org/obo/CL_0000623	natural killer cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0008043	abnormal NK cell number	http://purl.obolibrary.org/obo/CL_0000623	natural killer cell	http://purl.obolibrary.org/obo/PATO_0000070	amount	mp
http://purl.obolibrary.org/obo/MP_0010766	abnormal NK cell physiology	http://purl.obolibrary.org/obo/CL_0000623	natural killer cell	http://purl.obolibrary.org/obo/PATO_0001509	functionality	mp
http://purl.obolibrary.org/obo/MP_0009184	abnormal PP cell morphology	http://purl.obolibrary.org/obo/CL_0000696	PP cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0009195	abnormal PP cell physiology	http://purl.obolibrary.org/obo/CL_0000696	PP cell	http://purl.obolibrary.org/obo/PATO_0001509	functionality	mp
http://purl.obolibrary.org/obo/MP_0004843	abnormal Paneth cell morphology	http://purl.obolibrary.org/obo/CL_0000510	paneth cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0013484	abnormal Paneth cell number	http://purl.obolibrary.org/obo/CL_0000510	paneth cell	http://purl.obolibrary.org/obo/PATO_0000070	amount	mp
http://purl.obolibrary.org/obo/MP_0013487	abnormal Paneth cell physiology	http://purl.obolibrary.org/obo/CL_0000510	paneth cell	http://purl.obolibrary.org/obo/PATO_0001509	functionality	mp
http://purl.obolibrary.org/obo/MP_0000877	abnormal Purkinje cell morphology	http://purl.obolibrary.org/obo/CL_0000121	Purkinje cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0000878	abnormal Purkinje cell number	http://purl.obolibrary.org/obo/CL_0000121	Purkinje cell	http://purl.obolibrary.org/obo/PATO_0000070	amount	mp
http://purl.obolibrary.org/obo/MP_0001106	abnormal Schwann cell morphology	http://purl.obolibrary.org/obo/CL_0000218	myelinating Schwann cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0011904	abnormal Schwann cell physiology	http://purl.obolibrary.org/obo/CL_0002573	Schwann cell	http://purl.obolibrary.org/obo/PATO_0001509	functionality	mp
http://purl.obolibrary.org/obo/MP_0004074	abnormal Schwann cell precursor morphology	http://purl.obolibrary.org/obo/CL_0002375	Schwann cell precursor	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0002784	abnormal Sertoli cell morphology	http://purl.obolibrary.org/obo/CL_0000216	Sertoli cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0008037	abnormal T cell morphology	http://purl.obolibrary.org/obo/CL_0000084	T cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0006387	abnormal T cell number	http://purl.obolibrary.org/obo/CL_0000084	T cell	http://purl.obolibrary.org/obo/PATO_0000070	amount	mp
http://purl.obolibrary.org/obo/MP_0002444	abnormal T cell physiology	http://purl.obolibrary.org/obo/CL_0000084	T cell	http://purl.obolibrary.org/obo/PATO_0001509	functionality	mp
http://purl.obolibrary.org/obo/MP_0010184	abnormal T follicular helper cell morphology	http://purl.obolibrary.org/obo/CL_0002038	T follicular helper cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0010185	abnormal T follicular helper cell number	http://purl.obolibrary.org/obo/CL_0002038	T follicular helper cell	http://purl.obolibrary.org/obo/PATO_0000070	amount	mp
http://purl.obolibrary.org/obo/MP_0010189	abnormal T follicular helper cell physiology	http://purl.obolibrary.org/obo/CL_0002038	T follicular helper cell	http://purl.obolibrary.org/obo/PATO_0001509	functionality	mp
http://purl.obolibrary.org/obo/MP_0002433	abnormal T-helper 1 cell morphology	http://purl.obolibrary.org/obo/CL_0000545	T-helper 1 cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0008085	abnormal T-helper 1 cell number	http://purl.obolibrary.org/obo/CL_0000545	T-helper 1 cell	http://purl.obolibrary.org/obo/PATO_0000070	amount	mp
http://purl.obolibrary.org/obo/MP_0005465	abnormal T-helper 1 physiology	http://purl.obolibrary.org/obo/CL_0000545	T-helper 1 cell	http://purl.obolibrary.org/obo/PATO_0001509	functionality	mp
http://purl.obolibrary.org/obo/MP_0010217	abnormal T-helper 17 cell morphology	http://purl.obolibrary.org/obo/CL_0000899	T-helper 17 cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0010218	abnormal T-helper 17 cell number	http://purl.obolibrary.org/obo/CL_0000899	T-helper 17 cell	http://purl.obolibrary.org/obo/PATO_0000070	amount	mp
http://purl.obolibrary.org/obo/MP_0010222	abnormal T-helper 17 cell physiology	http://purl.obolibrary.org/obo/CL_0000899	T-helper 17 cell	http://purl.obolibrary.org/obo/PATO_0001509	functionality	mp
http://purl.obolibrary.org/obo/MP_0002434	abnormal T-helper 2 cell morphology	http://purl.obolibrary.org/obo/CL_0000546	T-helper 2 cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0008089	abnormal T-helper 2 cell number	http://purl.obolibrary.org/obo/CL_0000546	T-helper 2 cell	http://purl.obolibrary.org/obo/PATO_0000070	amount	mp
http://purl.obolibrary.org/obo/MP_0005466	abnormal T-helper 2 physiology	http://purl.obolibrary.org/obo/CL_0000546	T-helper 2 cell	http://purl.obolibrary.org/obo/PATO_0001509	functionality	mp
http://purl.obolibrary.org/obo/MP_0013760	abnormal T-helper cell morphology	http://purl.obolibrary.org/obo/CL_0000912	helper T cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0013761	abnormal T-helper cell number	http://purl.obolibrary.org/obo/CL_0000912	helper T cell	http://purl.obolibrary.org/obo/PATO_0000070	amount	mp
http://purl.obolibrary.org/obo/MP_0010671	abnormal Tc17 cell morphology	http://purl.obolibrary.org/obo/CL_0002128	Tc17 cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0012623	abnormal acetylcholinesterase activity	http://purl.obolibrary.org/obo/GO_0003990	acetylcholinesterase activity	http://purl.obolibrary.org/obo/PATO_0000001	quality	mp
http://purl.obolibrary.org/obo/MP_0002798	abnormal active avoidance behavior	http://purl.obolibrary.org/obo/NBO_0000217	active avoidance learning behavior	http://purl.obolibrary.org/obo/PATO_0000001	quality	mp
http://purl.obolibrary.org/obo/MP_0000013	abnormal adipose tissue distribution	http://purl.obolibrary.org/obo/UBERON_0001013	adipose tissue	http://purl.obolibrary.org/obo/PATO_0000060	spatial pattern	mp
http://purl.obolibrary.org/obo/MP_0003834	abnormal adrenergic chromaffin cell morphology	http://purl.obolibrary.org/obo/CL_0002082	type II cell of adrenal medulla	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0001026	abnormal adrenergic neuron morphology	http://purl.obolibrary.org/obo/CL_0000109	adrenergic neuron	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0008291	abnormal adrenocortical cell morphology	http://purl.obolibrary.org/obo/CL_0002097	cortical cell of adrenal gland	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0002061	abnormal aggression-related behavior	http://purl.obolibrary.org/obo/NBO_0000015	aggressive behavior	http://purl.obolibrary.org/obo/PATO_0000001	quality	mp
http://purl.obolibrary.org/obo/MP_0011113	abnormal airway basal cell morphology	http://purl.obolibrary.org/obo/CL_0002633	respiratory basal cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0001425	abnormal alcohol consumption	http://purl.obolibrary.org/obo/NBO_0000131	alcohol consumption	http://purl.obolibrary.org/obo/PATO_0000001	quality	mp
http://purl.obolibrary.org/obo/MP_0020026	abnormal aldehyde oxidase activity	http://purl.obolibrary.org/obo/GO_0004031	aldehyde oxidase activity	http://purl.obolibrary.org/obo/PATO_0000001	quality	mp
http://purl.obolibrary.org/obo/MP_0011583	abnormal alkaline phosphatase activity	http://purl.obolibrary.org/obo/GO_0004035	alkaline phosphatase activity	http://purl.obolibrary.org/obo/PATO_0000001	quality	mp
http://purl.obolibrary.org/obo/MP_0011000	abnormal allogrooming behavior	http://purl.obolibrary.org/obo/NBO_0000450	social grooming	http://purl.obolibrary.org/obo/PATO_0000001	quality	mp
http://purl.obolibrary.org/obo/MP_0012762	abnormal alpha-beta T cell morphology	http://purl.obolibrary.org/obo/CL_0000789	alpha-beta T cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0012763	abnormal alpha-beta T cell number	http://purl.obolibrary.org/obo/CL_0000789	alpha-beta T cell	http://purl.obolibrary.org/obo/PATO_0000070	amount	mp
http://purl.obolibrary.org/obo/MP_0008399	abnormal alpha-beta intraepithelial T cell morphology	http://purl.obolibrary.org/obo/CL_0000797	alpha-beta intraepithelial T cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0008245	abnormal alveolar macrophage morphology	http://purl.obolibrary.org/obo/CL_0000583	alveolar macrophage	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0014227	abnormal alveolar macrophage number	http://purl.obolibrary.org/obo/CL_0000583	alveolar macrophage	http://purl.obolibrary.org/obo/PATO_0000070	amount	mp
http://purl.obolibrary.org/obo/MP_0005240	abnormal amacrine cell morphology	http://purl.obolibrary.org/obo/CL_0000561	amacrine cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0008104	abnormal amacrine cell number	http://purl.obolibrary.org/obo/CL_0000561	amacrine cell	http://purl.obolibrary.org/obo/PATO_0000070	amount	mp
http://purl.obolibrary.org/obo/MP_0002650	abnormal ameloblast morphology	http://purl.obolibrary.org/obo/CL_0000059	ameloblast	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0030604	abnormal ammonia homeostasis	http://purl.obolibrary.org/obo/GO_0097272	ammonia homeostasis	http://purl.obolibrary.org/obo/PATO_0000001	quality	mp
http://purl.obolibrary.org/obo/MP_0012172	abnormal amniotic fluid composition	http://purl.obolibrary.org/obo/UBERON_0000173	amniotic fluid	http://purl.obolibrary.org/obo/PATO_0000025	composition	mp
http://purl.obolibrary.org/obo/MP_0005189	abnormal anogenital distance	http://purl.obolibrary.org/obo/UBERON_0002356	perineum	http://purl.obolibrary.org/obo/PATO_0000122	length	mp
http://purl.obolibrary.org/obo/MP_0001362	abnormal anxiety-related response	http://purl.obolibrary.org/obo/NBO_0000092	anxiety-related behavior	http://purl.obolibrary.org/obo/PATO_0000001	quality	mp
http://purl.obolibrary.org/obo/MP_0002846	abnormal aortic mass	http://purl.obolibrary.org/obo/UBERON_0000947	aorta	http://purl.obolibrary.org/obo/PATO_0000125	mass	mp
http://purl.obolibrary.org/obo/MP_0002062	abnormal associative learning	http://purl.obolibrary.org/obo/NBO_0000171	associative learning behavior	http://purl.obolibrary.org/obo/PATO_0000001	quality	mp
http://purl.obolibrary.org/obo/MP_0002182	abnormal astrocyte morphology	http://purl.obolibrary.org/obo/CL_0000127	astrocyte	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0012064	abnormal astrocyte number	http://purl.obolibrary.org/obo/CL_0000127	astrocyte	http://purl.obolibrary.org/obo/PATO_0000070	amount	mp
http://purl.obolibrary.org/obo/MP_0008916	abnormal astrocyte physiology	http://purl.obolibrary.org/obo/CL_0000127	astrocyte	http://purl.obolibrary.org/obo/PATO_0001509	functionality	mp
http://purl.obolibrary.org/obo/MP_0020436	abnormal astrocyte size	http://purl.obolibrary.org/obo/CL_0000127	astrocyte	http://purl.obolibrary.org/obo/PATO_0000117	size	mp
http://purl.obolibrary.org/obo/MP_0004116	abnormal atrioventricular bundle conduction	http://purl.obolibrary.org/obo/UBERON_0002353	atrioventricular bundle	http://purl.obolibrary.org/obo/PATO_0001585	conductivity	mp
http://purl.obolibrary.org/obo/MP_0006141	abnormal atrioventricular node conduction	http://purl.obolibrary.org/obo/UBERON_0002352	atrioventricular node	http://purl.obolibrary.org/obo/PATO_0001585	conductivity	mp
http://purl.obolibrary.org/obo/MP_0006388	abnormal auditory summating potential	http://purl.obolibrary.org/obo/PR_000016275		http://purl.obolibrary.org/obo/PATO_0000460	abnormal	mp
