x,y,label_x,label_y,matching_category,curie_x,curie_y
http://purl.obolibrary.org/obo/HP_0001882,http://purl.obolibrary.org/obo/MP_0000221,Leukopenia (HPO),decreased leukocyte cell number (MPO),lexical,HP:0001882,MP:0000221
http://purl.obolibrary.org/obo/HP_0025065,http://purl.obolibrary.org/obo/MP_0000226,Abnormal mean corpuscular volume (HPO),abnormal mean corpuscular volume (MPO),lexical,HP:0025065,MP:0000226
http://purl.obolibrary.org/obo/HP_0000822,http://purl.obolibrary.org/obo/MP_0000231,Hypertension (HPO),hypertension (MPO),lexical,HP:0000822,MP:0000231
http://purl.obolibrary.org/obo/HP_0001978,http://purl.obolibrary.org/obo/MP_0000240,Extramedullary hematopoiesis (HPO),extramedullary hematopoiesis (MPO),lexical,HP:0001978,MP:0000240
http://purl.obolibrary.org/obo/HP_0001336,http://purl.obolibrary.org/obo/MP_0000243,Myoclonus (HPO),myoclonus (MPO),lexical,HP:0001336,MP:0000243
http://purl.obolibrary.org/obo/HP_0001627,http://purl.obolibrary.org/obo/MP_0000266,Abnormal heart morphology (HPO),abnormal heart morphology (MPO),lexical,HP:0001627,MP:0000266
http://purl.obolibrary.org/obo/HP_0001679,http://purl.obolibrary.org/obo/MP_0000272,Abnormal aortic morphology (HPO),abnormal aorta morphology (MPO),lexical,HP:0001679,MP:0000272
http://purl.obolibrary.org/obo/HP_0001667,http://purl.obolibrary.org/obo/MP_0000276,Right ventricular hypertrophy (HPO),heart right ventricle hypertrophy (MPO),lexical,HP:0001667,MP:0000276
http://purl.obolibrary.org/obo/HP_0001719,http://purl.obolibrary.org/obo/MP_0000284,Double outlet right ventricle (HPO),double outlet right ventricle (MPO),lexical,HP:0001719,MP:0000284
http://purl.obolibrary.org/obo/HP_0001633,http://purl.obolibrary.org/obo/MP_0000286,Abnormal mitral valve morphology (HPO),abnormal mitral valve morphology (MPO),lexical,HP:0001633,MP:0000286
http://purl.obolibrary.org/obo/HP_0001981,http://purl.obolibrary.org/obo/MP_0000314,Schistocytosis (HPO),schistocytosis (MPO),lexical,HP:0001981,MP:0000314
http://purl.obolibrary.org/obo/HP_0032310,http://purl.obolibrary.org/obo/MP_0000322,Granulocytosis (HPO),increased granulocyte number (MPO),lexical,HP:0032310,MP:0000322
http://purl.obolibrary.org/obo/HP_0012543,http://purl.obolibrary.org/obo/MP_0000327,Hemosiderinuria (HPO),hemosiderinuria (MPO),lexical,HP:0012543,MP:0000327
http://purl.obolibrary.org/obo/HP_0001913,http://purl.obolibrary.org/obo/MP_0000334,Granulocytopenia (HPO),decreased granulocyte number (MPO),lexical,HP:0001913,MP:0000334
http://purl.obolibrary.org/obo/HP_0012234,http://purl.obolibrary.org/obo/MP_0000334,Agranulocytosis (HPO),decreased granulocyte number (MPO),lexical,HP:0012234,MP:0000334
http://purl.obolibrary.org/obo/HP_0031377,http://purl.obolibrary.org/obo/MP_0000350,Abnormal cell proliferation (HPO),abnormal cell proliferation (MPO),lexical,HP:0031377,MP:0000350
http://purl.obolibrary.org/obo/HP_0025084,http://purl.obolibrary.org/obo/MP_0000376,Folliculitis (HPO),folliculitis (MPO),lexical,HP:0025084,MP:0000376
http://purl.obolibrary.org/obo/HP_0002212,http://purl.obolibrary.org/obo/MP_0000410,Curly hair (HPO),waved hair (MPO),lexical,HP:0002212,MP:0000410
http://purl.obolibrary.org/obo/HP_0001596,http://purl.obolibrary.org/obo/MP_0000414,Alopecia (HPO),alopecia (MPO),lexical,HP:0001596,MP:0000414
http://purl.obolibrary.org/obo/HP_0011457,http://purl.obolibrary.org/obo/MP_0000425,Loss of eyelashes (HPO),loss of eyelid cilia (MPO),lexical,HP:0011457,MP:0000425
http://purl.obolibrary.org/obo/HP_0000252,http://purl.obolibrary.org/obo/MP_0000433,Microcephaly (HPO),microcephaly (MPO),lexical,HP:0000252,MP:0000433
http://purl.obolibrary.org/obo/HP_0000256,http://purl.obolibrary.org/obo/MP_0000434,Macrocephaly (HPO),megacephaly (MPO),lexical,HP:0000256,MP:0000434
http://purl.obolibrary.org/obo/HP_0002457,http://purl.obolibrary.org/obo/MP_0000436,Abnormal head movements (HPO),abnormal head movements (MPO),lexical,HP:0002457,MP:0000436
http://purl.obolibrary.org/obo/HP_0030791,http://purl.obolibrary.org/obo/MP_0000454,Abnormal jaw morphology (HPO),abnormal jaw morphology (MPO),lexical,HP:0030791,MP:0000454
http://purl.obolibrary.org/obo/HP_0000347,http://purl.obolibrary.org/obo/MP_0000460,Micrognathia (HPO),mandible hypoplasia (MPO),lexical,HP:0000347,MP:0000460
http://purl.obolibrary.org/obo/HP_0002031,http://purl.obolibrary.org/obo/MP_0000467,Abnormal esophagus morphology (HPO),abnormal esophagus morphology (MPO),lexical,HP:0002031,MP:0000467
http://purl.obolibrary.org/obo/HP_0002242,http://purl.obolibrary.org/obo/MP_0000477,Abnormal intestine morphology (HPO),abnormal intestine morphology (MPO),lexical,HP:0002242,MP:0000477
http://purl.obolibrary.org/obo/HP_0031855,http://purl.obolibrary.org/obo/MP_0000508,Right isomerism (HPO),right-sided isomerism (MPO),lexical,HP:0031855,MP:0000508
http://purl.obolibrary.org/obo/HP_0000126,http://purl.obolibrary.org/obo/MP_0000519,Hydronephrosis (HPO),hydronephrosis (MPO),lexical,HP:0000126,MP:0000519
http://purl.obolibrary.org/obo/HP_0010958,http://purl.obolibrary.org/obo/MP_0000520,Bilateral renal agenesis (HPO),absent kidney (MPO),lexical,HP:0010958,MP:0000520
http://purl.obolibrary.org/obo/HP_0000803,http://purl.obolibrary.org/obo/MP_0000522,Renal cortical cysts (HPO),kidney cortex cysts (MPO),lexical,HP:0000803,MP:0000522
http://purl.obolibrary.org/obo/HP_0001947,http://purl.obolibrary.org/obo/MP_0000525,Renal tubular acidosis (HPO),renal tubular acidosis (MPO),lexical,HP:0001947,MP:0000525
http://purl.obolibrary.org/obo/HP_0000072,http://purl.obolibrary.org/obo/MP_0000536,Hydroureter (HPO),hydroureter (MPO),lexical,HP:0000072,MP:0000536
http://purl.obolibrary.org/obo/HP_0000021,http://purl.obolibrary.org/obo/MP_0000539,Megacystis (HPO),distended urinary bladder (MPO),lexical,HP:0000021,MP:0000539
http://purl.obolibrary.org/obo/HP_0031854,http://purl.obolibrary.org/obo/MP_0000542,Left Isomerism (HPO),left-sided isomerism (MPO),lexical,HP:0031854,MP:0000542
http://purl.obolibrary.org/obo/HP_0009826,http://purl.obolibrary.org/obo/MP_0000547,Limb undergrowth (HPO),short limbs (MPO),lexical,HP:0009826,MP:0000547
http://purl.obolibrary.org/obo/HP_0004231,http://purl.obolibrary.org/obo/MP_0000555,Carpal bone aplasia (HPO),absent carpal bone (MPO),lexical,HP:0004231,MP:0000555
http://purl.obolibrary.org/obo/HP_0009776,http://purl.obolibrary.org/obo/MP_0000561,Adactyly (HPO),adactyly (MPO),lexical,HP:0009776,MP:0000561
http://purl.obolibrary.org/obo/HP_0001159,http://purl.obolibrary.org/obo/MP_0000564,Syndactyly (HPO),syndactyly (MPO),lexical,HP:0001159,MP:0000564
http://purl.obolibrary.org/obo/HP_0001762,http://purl.obolibrary.org/obo/MP_0000576,Talipes equinovarus (HPO),clubfoot (MPO),lexical,HP:0001762,MP:0000576
http://purl.obolibrary.org/obo/HP_0002164,http://purl.obolibrary.org/obo/MP_0000579,Nail dysplasia (HPO),abnormal nail morphology (MPO),lexical,HP:0002164,MP:0000579
http://purl.obolibrary.org/obo/HP_0008404,http://purl.obolibrary.org/obo/MP_0000579,Nail dystrophy (HPO),abnormal nail morphology (MPO),lexical,HP:0008404,MP:0000579
http://purl.obolibrary.org/obo/HP_0002910,http://purl.obolibrary.org/obo/MP_0000609,Elevated hepatic transaminase (HPO),abnormal liver physiology (MPO),lexical,HP:0002910,MP:0000609
http://purl.obolibrary.org/obo/HP_0031865,http://purl.obolibrary.org/obo/MP_0000609,Abnormal liver physiology (HPO),abnormal liver physiology (MPO),lexical,HP:0031865,MP:0000609
http://purl.obolibrary.org/obo/HP_0001396,http://purl.obolibrary.org/obo/MP_0000610,Cholestasis (HPO),cholestasis (MPO),lexical,HP:0001396,MP:0000610
http://purl.obolibrary.org/obo/HP_0000952,http://purl.obolibrary.org/obo/MP_0000611,Jaundice (HPO),jaundice (MPO),lexical,HP:0000952,MP:0000611
http://purl.obolibrary.org/obo/HP_0010286,http://purl.obolibrary.org/obo/MP_0000613,Abnormal salivary gland morphology (HPO),abnormal salivary gland morphology (MPO),lexical,HP:0010286,MP:0000613
http://purl.obolibrary.org/obo/HP_0002307,http://purl.obolibrary.org/obo/MP_0000622,Drooling (HPO),increased salivation (MPO),lexical,HP:0002307,MP:0000622
http://purl.obolibrary.org/obo/HP_0003781,http://purl.obolibrary.org/obo/MP_0000622,Excessive salivation (HPO),increased salivation (MPO),lexical,HP:0003781,MP:0000622
http://purl.obolibrary.org/obo/HP_0000217,http://purl.obolibrary.org/obo/MP_0000623,Xerostomia (HPO),decreased salivation (MPO),lexical,HP:0000217,MP:0000623
http://purl.obolibrary.org/obo/HP_0100783,http://purl.obolibrary.org/obo/MP_0000629,Breast aplasia (HPO),absent mammary gland (MPO),lexical,HP:0100783,MP:0000629
http://purl.obolibrary.org/obo/HP_0008216,http://purl.obolibrary.org/obo/MP_0000639,Adrenal gland dysgenesis (HPO),abnormal adrenal gland morphology (MPO),lexical,HP:0008216,MP:0000639
http://purl.obolibrary.org/obo/HP_0001651,http://purl.obolibrary.org/obo/MP_0000644,Dextrocardia (HPO),dextrocardia (MPO),lexical,HP:0001651,MP:0000644
http://purl.obolibrary.org/obo/HP_0032226,http://purl.obolibrary.org/obo/MP_0000647,Abnormal sebaceous gland morphology (HPO),abnormal sebaceous gland morphology (MPO),lexical,HP:0032226,MP:0000647
http://purl.obolibrary.org/obo/HP_0410400,http://purl.obolibrary.org/obo/MP_0000648,Absent sebaceous glands (HPO),absent sebaceous gland (MPO),lexical,HP:0410400,MP:0000648
http://purl.obolibrary.org/obo/HP_0011599,http://purl.obolibrary.org/obo/MP_0000650,Mesocardia (HPO),mesocardia (MPO),lexical,HP:0011599,MP:0000650
http://purl.obolibrary.org/obo/HP_0000971,http://purl.obolibrary.org/obo/MP_0000674,Abnormal sweat gland morphology (HPO),abnormal sweat gland morphology (MPO),lexical,HP:0000971,MP:0000674
http://purl.obolibrary.org/obo/HP_0008188,http://purl.obolibrary.org/obo/MP_0000681,Thyroid dysgenesis (HPO),abnormal thyroid gland morphology (MPO),lexical,HP:0008188,MP:0000681
http://purl.obolibrary.org/obo/HP_0025408,http://purl.obolibrary.org/obo/MP_0000689,Abnormal spleen morphology (HPO),abnormal spleen morphology (MPO),lexical,HP:0025408,MP:0000689
http://purl.obolibrary.org/obo/HP_0002716,http://purl.obolibrary.org/obo/MP_0000702,Lymphadenopathy (HPO),enlarged lymph nodes (MPO),lexical,HP:0002716,MP:0000702
http://purl.obolibrary.org/obo/HP_0000778,http://purl.obolibrary.org/obo/MP_0000706,Hypoplasia of the thymus (HPO),small thymus (MPO),lexical,HP:0000778,MP:0000706
http://purl.obolibrary.org/obo/HP_0002487,http://purl.obolibrary.org/obo/MP_0000743,Hyperkinetic movements (HPO),muscle spasm (MPO),lexical,HP:0002487,MP:0000743
http://purl.obolibrary.org/obo/HP_0003394,http://purl.obolibrary.org/obo/MP_0000743,Muscle spasm (HPO),muscle spasm (MPO),lexical,HP:0003394,MP:0000743
http://purl.obolibrary.org/obo/HP_0001337,http://purl.obolibrary.org/obo/MP_0000745,Tremor (HPO),tremors (MPO),lexical,HP:0001337,MP:0000745
http://purl.obolibrary.org/obo/HP_0003202,http://purl.obolibrary.org/obo/MP_0000749,Skeletal muscle atrophy (HPO),muscle degeneration (MPO),lexical,HP:0003202,MP:0000749
http://purl.obolibrary.org/obo/HP_0003470,http://purl.obolibrary.org/obo/MP_0000753,Paralysis (HPO),paralysis (MPO),lexical,HP:0003470,MP:0000753
http://purl.obolibrary.org/obo/HP_0001543,http://purl.obolibrary.org/obo/MP_0000757,Gastroschisis (HPO),herniated abdominal wall (MPO),lexical,HP:0001543,MP:0000757
http://purl.obolibrary.org/obo/HP_0011805,http://purl.obolibrary.org/obo/MP_0000759,Abnormal skeletal muscle morphology (HPO),abnormal skeletal muscle morphology (MPO),lexical,HP:0011805,MP:0000759
http://purl.obolibrary.org/obo/HP_0030809,http://purl.obolibrary.org/obo/MP_0000762,Abnormal tongue morphology (HPO),abnormal tongue morphology (MPO),lexical,HP:0030809,MP:0000762
http://purl.obolibrary.org/obo/HP_0001273,http://purl.obolibrary.org/obo/MP_0000780,Abnormal corpus callosum morphology (HPO),abnormal corpus callosum morphology (MPO),lexical,HP:0001273,MP:0000780
http://purl.obolibrary.org/obo/HP_0025101,http://purl.obolibrary.org/obo/MP_0000808,Dysgenesis of the hippocampus (HPO),abnormal hippocampus development (MPO),lexical,HP:0025101,MP:0000808
http://purl.obolibrary.org/obo/HP_0001317,http://purl.obolibrary.org/obo/MP_0000849,Abnormal cerebellum morphology (HPO),abnormal cerebellum morphology (MPO),lexical,HP:0001317,MP:0000849
http://purl.obolibrary.org/obo/HP_0007033,http://purl.obolibrary.org/obo/MP_0000849,Cerebellar dysplasia (HPO),abnormal cerebellum morphology (MPO),lexical,HP:0007033,MP:0000849
http://purl.obolibrary.org/obo/HP_0001321,http://purl.obolibrary.org/obo/MP_0000852,Cerebellar hypoplasia (HPO),small cerebellum (MPO),lexical,HP:0001321,MP:0000852
http://purl.obolibrary.org/obo/HP_0030769,http://purl.obolibrary.org/obo/MP_0000914,Exencephaly (HPO),exencephaly (MPO),lexical,HP:0030769,MP:0000914
http://purl.obolibrary.org/obo/HP_0012447,http://purl.obolibrary.org/obo/MP_0000920,Abnormal myelination (HPO),abnormal myelination (MPO),lexical,HP:0012447,MP:0000920
http://purl.obolibrary.org/obo/HP_0011096,http://purl.obolibrary.org/obo/MP_0000921,Peripheral demyelination (HPO),demyelination (MPO),lexical,HP:0011096,MP:0000921
http://purl.obolibrary.org/obo/HP_0007373,http://purl.obolibrary.org/obo/MP_0000938,Motor neuron atrophy (HPO),motor neuron degeneration (MPO),lexical,HP:0007373,MP:0000938
http://purl.obolibrary.org/obo/HP_0001291,http://purl.obolibrary.org/obo/MP_0001056,Abnormal cranial nerve morphology (HPO),abnormal cranial nerve morphology (MPO),lexical,HP:0001291,MP:0001056
http://purl.obolibrary.org/obo/HP_0000135,http://purl.obolibrary.org/obo/MP_0001116,Hypogonadism (HPO),small gonad (MPO),lexical,HP:0000135,MP:0001116
http://purl.obolibrary.org/obo/HP_0031105,http://purl.obolibrary.org/obo/MP_0001120,Abnormal uterus morphology (HPO),abnormal uterus morphology (MPO),lexical,HP:0031105,MP:0001120
http://purl.obolibrary.org/obo/HP_0000142,http://purl.obolibrary.org/obo/MP_0001139,Abnormal vagina morphology (HPO),abnormal vagina morphology (MPO),lexical,HP:0000142,MP:0001139
http://purl.obolibrary.org/obo/HP_0000035,http://purl.obolibrary.org/obo/MP_0001146,Abnormal testis morphology (HPO),abnormal testis morphology (MPO),lexical,HP:0000035,MP:0001146
http://purl.obolibrary.org/obo/HP_0000053,http://purl.obolibrary.org/obo/MP_0001148,Macroorchidism (HPO),enlarged testis (MPO),lexical,HP:0000053,MP:0001148
http://purl.obolibrary.org/obo/HP_0008669,http://purl.obolibrary.org/obo/MP_0001156,Abnormal spermatogenesis (HPO),abnormal spermatogenesis (MPO),lexical,HP:0008669,MP:0001156
http://purl.obolibrary.org/obo/HP_0008775,http://purl.obolibrary.org/obo/MP_0001158,Abnormal prostate morphology (HPO),abnormal prostate gland morphology (MPO),lexical,HP:0008775,MP:0001158
http://purl.obolibrary.org/obo/HP_0002088,http://purl.obolibrary.org/obo/MP_0001175,Abnormal lung morphology (HPO),abnormal lung morphology (MPO),lexical,HP:0002088,MP:0001175
http://purl.obolibrary.org/obo/HP_0100750,http://purl.obolibrary.org/obo/MP_0001177,Atelectasis (HPO),atelectasis (MPO),lexical,HP:0100750,MP:0001177
http://purl.obolibrary.org/obo/HP_0005944,http://purl.obolibrary.org/obo/MP_0001181,Bilateral lung agenesis (HPO),absent lungs (MPO),lexical,HP:0005944,MP:0001181
http://purl.obolibrary.org/obo/HP_0040223,http://purl.obolibrary.org/obo/MP_0001182,Pulmonary hemorrhage (HPO),lung hemorrhage (MPO),lexical,HP:0040223,MP:0001182
http://purl.obolibrary.org/obo/HP_0010783,http://purl.obolibrary.org/obo/MP_0001190,Erythema (HPO),reddish skin (MPO),lexical,HP:0010783,MP:0001190
http://purl.obolibrary.org/obo/HP_0040189,http://purl.obolibrary.org/obo/MP_0001192,Scaling skin (HPO),scaly skin (MPO),lexical,HP:0040189,MP:0001192
http://purl.obolibrary.org/obo/HP_0000963,http://purl.obolibrary.org/obo/MP_0001199,Thin skin (HPO),thin skin (MPO),lexical,HP:0000963,MP:0001199
http://purl.obolibrary.org/obo/HP_0001072,http://purl.obolibrary.org/obo/MP_0001200,Thickened skin (HPO),thick skin (MPO),lexical,HP:0001072,MP:0001200
http://purl.obolibrary.org/obo/HP_0010648,http://purl.obolibrary.org/obo/MP_0001201,Dermal translucency (HPO),translucent skin (MPO),lexical,HP:0010648,MP:0001201
http://purl.obolibrary.org/obo/HP_0000992,http://purl.obolibrary.org/obo/MP_0001202,Cutaneous photosensitivity (HPO),skin photosensitivity (MPO),lexical,HP:0000992,MP:0001202
http://purl.obolibrary.org/obo/HP_0200037,http://purl.obolibrary.org/obo/MP_0001208,Skin vesicle (HPO),blistering (MPO),lexical,HP:0200037,MP:0001208
http://purl.obolibrary.org/obo/HP_0000962,http://purl.obolibrary.org/obo/MP_0001242,Hyperkeratosis (HPO),hyperkeratosis (MPO),lexical,HP:0000962,MP:0001242
http://purl.obolibrary.org/obo/HP_0001552,http://purl.obolibrary.org/obo/MP_0001268,Barrel-shaped chest (HPO),barrel chest (MPO),lexical,HP:0001552,MP:0001268
http://purl.obolibrary.org/obo/HP_0000528,http://purl.obolibrary.org/obo/MP_0001293,Anophthalmia (HPO),anophthalmia (MPO),lexical,HP:0000528,MP:0001293
http://purl.obolibrary.org/obo/HP_0000568,http://purl.obolibrary.org/obo/MP_0001297,Microphthalmia (HPO),microphthalmia (MPO),lexical,HP:0000568,MP:0001297
http://purl.obolibrary.org/obo/HP_0012376,http://purl.obolibrary.org/obo/MP_0001306,Microphakia (HPO),small lens (MPO),lexical,HP:0012376,MP:0001306
http://purl.obolibrary.org/obo/HP_0007957,http://purl.obolibrary.org/obo/MP_0001314,Corneal opacity (HPO),corneal opacity (MPO),lexical,HP:0007957,MP:0001314
http://purl.obolibrary.org/obo/HP_0007973,http://purl.obolibrary.org/obo/MP_0001325,Retinal dysplasia (HPO),abnormal retina morphology (MPO),lexical,HP:0007973,MP:0001325
http://purl.obolibrary.org/obo/HP_0000546,http://purl.obolibrary.org/obo/MP_0001326,Retinal degeneration (HPO),retinal degeneration (MPO),lexical,HP:0000546,MP:0001326
http://purl.obolibrary.org/obo/HP_0001093,http://purl.obolibrary.org/obo/MP_0001330,Optic nerve dysplasia (HPO),abnormal optic nerve morphology (MPO),lexical,HP:0001093,MP:0001330
http://purl.obolibrary.org/obo/HP_0001097,http://purl.obolibrary.org/obo/MP_0001337,Keratoconjunctivitis sicca (HPO),dry eyes (MPO),lexical,HP:0001097,MP:0001337
http://purl.obolibrary.org/obo/HP_0000492,http://purl.obolibrary.org/obo/MP_0001340,Abnormal eyelid morphology (HPO),abnormal eyelid morphology (MPO),lexical,HP:0000492,MP:0001340
http://purl.obolibrary.org/obo/HP_0011224,http://purl.obolibrary.org/obo/MP_0001341,Ablepharon (HPO),absent eyelids (MPO),lexical,HP:0011224,MP:0001341
http://purl.obolibrary.org/obo/HP_0000508,http://purl.obolibrary.org/obo/MP_0001344,Ptosis (HPO),blepharoptosis (MPO),lexical,HP:0000508,MP:0001344
http://purl.obolibrary.org/obo/HP_0007656,http://purl.obolibrary.org/obo/MP_0001347,Lacrimal gland aplasia (HPO),absent lacrimal glands (MPO),lexical,HP:0007656,MP:0001347
http://purl.obolibrary.org/obo/HP_0009926,http://purl.obolibrary.org/obo/MP_0001349,Epiphora (HPO),excessive tearing (MPO),lexical,HP:0009926,MP:0001349
http://purl.obolibrary.org/obo/HP_0012875,http://purl.obolibrary.org/obo/MP_0001378,Abnormal ejaculation (HPO),abnormal ejaculation (MPO),lexical,HP:0012875,MP:0001378
http://purl.obolibrary.org/obo/HP_0000496,http://purl.obolibrary.org/obo/MP_0001389,Abnormality of eye movement (HPO),abnormal eye movement (MPO),lexical,HP:0000496,MP:0001389
http://purl.obolibrary.org/obo/HP_0001251,http://purl.obolibrary.org/obo/MP_0001393,Ataxia (HPO),ataxia (MPO),lexical,HP:0001251,MP:0001393
http://purl.obolibrary.org/obo/HP_0000752,http://purl.obolibrary.org/obo/MP_0001399,Hyperactivity (HPO),hyperactivity (MPO),lexical,HP:0000752,MP:0001399
http://purl.obolibrary.org/obo/HP_0001288,http://purl.obolibrary.org/obo/MP_0001406,Gait disturbance (HPO),abnormal gait (MPO),lexical,HP:0001288,MP:0001406
http://purl.obolibrary.org/obo/HP_0000733,http://purl.obolibrary.org/obo/MP_0001408,Stereotypy (HPO),stereotypic behavior (MPO),lexical,HP:0000733,MP:0001408
http://purl.obolibrary.org/obo/HP_0030082,http://purl.obolibrary.org/obo/MP_0001422,Abnormal drinking behavior (HPO),abnormal drinking behavior (MPO),lexical,HP:0030082,MP:0001422
http://purl.obolibrary.org/obo/HP_0001959,http://purl.obolibrary.org/obo/MP_0001426,Polydipsia (HPO),polydipsia (MPO),lexical,HP:0001959,MP:0001426
http://purl.obolibrary.org/obo/HP_0001944,http://purl.obolibrary.org/obo/MP_0001429,Dehydration (HPO),dehydration (MPO),lexical,HP:0001944,MP:0001429
http://purl.obolibrary.org/obo/HP_0100738,http://purl.obolibrary.org/obo/MP_0001431,Abnormal eating behavior (HPO),abnormal eating behavior (MPO),lexical,HP:0100738,MP:0001431
http://purl.obolibrary.org/obo/HP_0010831,http://purl.obolibrary.org/obo/MP_0001516,Impaired proprioception (HPO),abnormal motor coordination/balance (MPO),lexical,HP:0010831,MP:0001516
http://purl.obolibrary.org/obo/HP_0002305,http://purl.obolibrary.org/obo/MP_0001527,Athetosis (HPO),athetotic walking movements (MPO),lexical,HP:0002305,MP:0001527
http://purl.obolibrary.org/obo/HP_0030781,http://purl.obolibrary.org/obo/MP_0001554,Increased circulating free fatty acid level (HPO),increased circulating free fatty acid level (MPO),lexical,HP:0030781,MP:0001554
http://purl.obolibrary.org/obo/HP_0040214,http://purl.obolibrary.org/obo/MP_0001560,Abnormal insulin level (HPO),abnormal circulating insulin level (MPO),lexical,HP:0040214,MP:0001560
http://purl.obolibrary.org/obo/HP_0040215,http://purl.obolibrary.org/obo/MP_0001560,Abnormal circulating insulin level (HPO),abnormal circulating insulin level (MPO),lexical,HP:0040215,MP:0001560
http://purl.obolibrary.org/obo/HP_0000961,http://purl.obolibrary.org/obo/MP_0001575,Cyanosis (HPO),cyanosis (MPO),lexical,HP:0000961,MP:0001575
http://purl.obolibrary.org/obo/HP_0001903,http://purl.obolibrary.org/obo/MP_0001577,Anemia (HPO),anemia (MPO),lexical,HP:0001903,MP:0001577
http://purl.obolibrary.org/obo/HP_0001878,http://purl.obolibrary.org/obo/MP_0001585,Hemolytic anemia (HPO),hemolytic anemia (MPO),lexical,HP:0001878,MP:0001585
http://purl.obolibrary.org/obo/HP_0020058,http://purl.obolibrary.org/obo/MP_0001586,Abnormal red blood cell count (HPO),abnormal erythrocyte cell number (MPO),lexical,HP:0020058,MP:0001586
