defined_class	defined_class_label	affected_entity_1_sub	affected_entity_1_sub_label	affected_entity_1_super	affected_entity_1_super_label	pato_id	pato_id_label
http://purl.obolibrary.org/obo/MP_0012388	abnormal erythrocyte sodium:hydrogen antiporter activity	http://purl.obolibrary.org/obo/GO_0015385	sodium:proton antiporter activity	http://purl.obolibrary.org/obo/CL_0000232	erythrocyte	http://purl.obolibrary.org/obo/PATO_0000001	quality
http://purl.obolibrary.org/obo/MP_0012391	abnormal erythrocyte sodium:potassium-exchanging ATPase activity	http://purl.obolibrary.org/obo/GO_0005391	sodium:potassium-exchanging ATPase activity	http://purl.obolibrary.org/obo/CL_0000232	erythrocyte	http://purl.obolibrary.org/obo/PATO_0000001	quality
http://purl.obolibrary.org/obo/MP_0004108	abnormal esophageal peristalsis	http://purl.obolibrary.org/obo/GO_0030432	peristalsis	http://purl.obolibrary.org/obo/UBERON_0001043	esophagus	http://purl.obolibrary.org/obo/PATO_0000001	quality
http://purl.obolibrary.org/obo/MP_0009379	abnormal foot pigmentation	http://purl.obolibrary.org/obo/GO_0043473	pigmentation	http://purl.obolibrary.org/obo/UBERON_0001513	skin of pes	http://purl.obolibrary.org/obo/PATO_0000001	quality
http://purl.obolibrary.org/obo/MP_0030052	abnormal forehead pigmentation	http://purl.obolibrary.org/obo/GO_0043473	pigmentation	http://purl.obolibrary.org/obo/UBERON_0016475	skin of forehead	http://purl.obolibrary.org/obo/PATO_0000001	quality
http://purl.obolibrary.org/obo/MP_0003943	abnormal hepatobiliary system development	http://purl.obolibrary.org/obo/GO_0048731	system development	http://purl.obolibrary.org/obo/UBERON_0002423	hepatobiliary system	http://purl.obolibrary.org/obo/PATO_0000001	quality
http://purl.obolibrary.org/obo/MP_0012245	abnormal hepatoblast migration	http://purl.obolibrary.org/obo/GO_0016477	cell migration	http://purl.obolibrary.org/obo/CL_0005026	hepatoblast	http://purl.obolibrary.org/obo/PATO_0000001	quality
http://purl.obolibrary.org/obo/MP_0001752	abnormal hypothalamus secretion	http://purl.obolibrary.org/obo/GO_0032941	secretion by tissue	http://purl.obolibrary.org/obo/UBERON_0001898	hypothalamus	http://purl.obolibrary.org/obo/PATO_0000001	quality
http://purl.obolibrary.org/obo/MP_0003289	abnormal intestinal peristalsis	http://purl.obolibrary.org/obo/GO_0030432	peristalsis	http://purl.obolibrary.org/obo/UBERON_0000160	intestine	http://purl.obolibrary.org/obo/PATO_0000001	quality
http://purl.obolibrary.org/obo/MP_0008864	abnormal intestinal secretion	http://purl.obolibrary.org/obo/GO_0032941	secretion by tissue	http://purl.obolibrary.org/obo/UBERON_0000160	intestine	http://purl.obolibrary.org/obo/PATO_0001236	process quality
http://purl.obolibrary.org/obo/MP_0005102	abnormal iris pigmentation	http://purl.obolibrary.org/obo/GO_0043473	pigmentation	http://purl.obolibrary.org/obo/UBERON_0001769	iris	http://purl.obolibrary.org/obo/PATO_0000001	quality
http://purl.obolibrary.org/obo/MP_0005541	abnormal iris stromal pigmentation	http://purl.obolibrary.org/obo/GO_0043473	pigmentation	http://purl.obolibrary.org/obo/UBERON_0001779	iris stroma	http://purl.obolibrary.org/obo/PATO_0000001	quality
http://purl.obolibrary.org/obo/MP_0009967	abnormal neuron proliferation	http://purl.obolibrary.org/obo/GO_0008283	cell population proliferation	http://purl.obolibrary.org/obo/CL_0000540	neuron	http://purl.obolibrary.org/obo/PATO_0000001	quality
http://purl.obolibrary.org/obo/MP_0002783	abnormal ovarian secretion	http://purl.obolibrary.org/obo/GO_0032941	secretion by tissue	http://purl.obolibrary.org/obo/UBERON_0000992	ovary	http://purl.obolibrary.org/obo/PATO_0000001	quality
http://purl.obolibrary.org/obo/MP_0001746	abnormal pituitary secretion	http://purl.obolibrary.org/obo/GO_0032941	secretion by tissue	http://purl.obolibrary.org/obo/UBERON_0000007	pituitary gland	http://purl.obolibrary.org/obo/PATO_0000001	quality
http://purl.obolibrary.org/obo/MP_0002295	abnormal pulmonary circulation	http://purl.obolibrary.org/obo/GO_0008015	blood circulation	http://purl.obolibrary.org/obo/UBERON_0003512	lung blood vessel	http://purl.obolibrary.org/obo/PATO_0000001	quality
http://purl.obolibrary.org/obo/MP_0005103	abnormal retinal pigmentation	http://purl.obolibrary.org/obo/GO_0043473	pigmentation	http://purl.obolibrary.org/obo/UBERON_0001782	pigmented layer of retina	http://purl.obolibrary.org/obo/PATO_0000001	quality
http://purl.obolibrary.org/obo/MP_0009847	abnormal scrotum pigmentation	http://purl.obolibrary.org/obo/GO_0043473	pigmentation	http://purl.obolibrary.org/obo/UBERON_0015479	scrotum skin	http://purl.obolibrary.org/obo/PATO_0000001	quality
http://purl.obolibrary.org/obo/MP_0002779	abnormal sex gland secretion	http://purl.obolibrary.org/obo/GO_0032941	secretion by tissue	http://purl.obolibrary.org/obo/UBERON_0003937	reproductive gland	http://purl.obolibrary.org/obo/PATO_0000001	quality
http://purl.obolibrary.org/obo/MP_0002095	abnormal skin pigmentation	http://purl.obolibrary.org/obo/GO_0043473	pigmentation	http://purl.obolibrary.org/obo/UBERON_0002097	skin of body	http://purl.obolibrary.org/obo/PATO_0000001	quality
http://purl.obolibrary.org/obo/MP_0010157	abnormal small intestinal crypt cell proliferation	http://purl.obolibrary.org/obo/GO_0008283	cell population proliferation	http://purl.obolibrary.org/obo/UBERON_0001241	crypt of Lieberkuhn of small intestine	http://purl.obolibrary.org/obo/PATO_0000001	quality
http://purl.obolibrary.org/obo/MP_0013369	abnormal sweat gland secretion	http://purl.obolibrary.org/obo/GO_0032941	secretion by tissue	http://purl.obolibrary.org/obo/UBERON_0001820	sweat gland	http://purl.obolibrary.org/obo/PATO_0000001	quality
http://purl.obolibrary.org/obo/MP_0005174	abnormal tail pigmentation	http://purl.obolibrary.org/obo/GO_0043473	pigmentation	http://purl.obolibrary.org/obo/UBERON_0003534	tail skin	http://purl.obolibrary.org/obo/PATO_0000001	quality
http://purl.obolibrary.org/obo/MP_0001760	abnormal urine enzyme level	http://purl.obolibrary.org/obo/GO_0003824	catalytic activity	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/PATO_0000070	amount
http://purl.obolibrary.org/obo/MP_0003542	abnormal vascular endothelial cell development	http://purl.obolibrary.org/obo/GO_0048468	cell development	http://purl.obolibrary.org/obo/CL_0000071	blood vessel endothelial cell	http://purl.obolibrary.org/obo/PATO_0000001	quality
http://purl.obolibrary.org/obo/MP_0000507	absent digestive secretion	http://purl.obolibrary.org/obo/GO_0046903	secretion	http://purl.obolibrary.org/obo/UBERON_0001007	digestive system	http://purl.obolibrary.org/obo/PATO_0000462	absent
http://purl.obolibrary.org/obo/MP_0008480	absent eye pigmentation	http://purl.obolibrary.org/obo/GO_0043473	pigmentation	http://purl.obolibrary.org/obo/UBERON_0000019	camera-type eye	http://purl.obolibrary.org/obo/PATO_0000462	absent
http://purl.obolibrary.org/obo/MP_0004086	absent heartbeat	http://purl.obolibrary.org/obo/GO_0060047	heart contraction	http://purl.obolibrary.org/obo/UBERON_0000948	heart	http://purl.obolibrary.org/obo/PATO_0000462	absent
http://purl.obolibrary.org/obo/MP_0009875	absent interdigital cell death	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process	http://purl.obolibrary.org/obo/UBERON_0006012	interdigital region	http://purl.obolibrary.org/obo/PATO_0000462	absent
http://purl.obolibrary.org/obo/MP_0001189	absent skin pigmentation	http://purl.obolibrary.org/obo/GO_0043473	pigmentation	http://purl.obolibrary.org/obo/UBERON_0002097	skin of body	http://purl.obolibrary.org/obo/PATO_0000462	absent
http://purl.obolibrary.org/obo/MP_0013370	anhidrosis	http://purl.obolibrary.org/obo/GO_0046903	secretion	http://purl.obolibrary.org/obo/UBERON_0001820	sweat gland	http://purl.obolibrary.org/obo/PATO_0000462	absent
http://purl.obolibrary.org/obo/MP_0008543	atrial fibrillation	http://purl.obolibrary.org/obo/GO_0060048	cardiac muscle contraction	http://purl.obolibrary.org/obo/UBERON_0002081	cardiac atrium	http://purl.obolibrary.org/obo/PATO_0000688	asynchronous
http://purl.obolibrary.org/obo/MP_0005546	choroidal neovascularization	http://purl.obolibrary.org/obo/GO_0001974	blood vessel remodeling	http://purl.obolibrary.org/obo/UBERON_0001776	optic choroid	http://purl.obolibrary.org/obo/PATO_0000001	quality
http://purl.obolibrary.org/obo/MP_0005542	corneal vascularization	http://purl.obolibrary.org/obo/GO_0001974	blood vessel remodeling	http://purl.obolibrary.org/obo/UBERON_0000964	cornea	http://purl.obolibrary.org/obo/PATO_0000001	quality
http://purl.obolibrary.org/obo/MP_0030930	decreased digit pigmentation	http://purl.obolibrary.org/obo/GO_0043473	pigmentation	http://purl.obolibrary.org/obo/UBERON_0015249	digit skin	http://purl.obolibrary.org/obo/PATO_0000911	decreased rate
http://purl.obolibrary.org/obo/MP_0011279	decreased ear pigmentation	http://purl.obolibrary.org/obo/GO_0043473	pigmentation	http://purl.obolibrary.org/obo/UBERON_0001459	skin of external ear	http://purl.obolibrary.org/obo/PATO_0000911	decreased rate
http://purl.obolibrary.org/obo/MP_0012395	decreased erythrocyte calcium-activated potassium channel activity	http://purl.obolibrary.org/obo/GO_0015269	calcium-activated potassium channel activity	http://purl.obolibrary.org/obo/CL_0000232	erythrocyte	http://purl.obolibrary.org/obo/PATO_0000911	decreased rate
http://purl.obolibrary.org/obo/MP_0012386	decreased erythrocyte potassium:chloride symporter activity	http://purl.obolibrary.org/obo/GO_0015379	potassium:chloride symporter activity	http://purl.obolibrary.org/obo/CL_0000232	erythrocyte	http://purl.obolibrary.org/obo/PATO_0000911	decreased rate
http://purl.obolibrary.org/obo/MP_0012389	decreased erythrocyte sodium:hydrogen antiporter activity	http://purl.obolibrary.org/obo/GO_0015385	sodium:proton antiporter activity	http://purl.obolibrary.org/obo/CL_0000232	erythrocyte	http://purl.obolibrary.org/obo/PATO_0000911	decreased rate
http://purl.obolibrary.org/obo/MP_0012392	decreased erythrocyte sodium:potassium-exchanging ATPase activity	http://purl.obolibrary.org/obo/GO_0005391	sodium:potassium-exchanging ATPase activity	http://purl.obolibrary.org/obo/CL_0000232	erythrocyte	http://purl.obolibrary.org/obo/PATO_0000911	decreased rate
http://purl.obolibrary.org/obo/MP_0005172	decreased eye pigmentation	http://purl.obolibrary.org/obo/GO_0043473	pigmentation	http://purl.obolibrary.org/obo/UBERON_0000019	camera-type eye	http://purl.obolibrary.org/obo/PATO_0000911	decreased rate
http://purl.obolibrary.org/obo/MP_0011568	decreased foot pigmentation	http://purl.obolibrary.org/obo/GO_0043473	pigmentation	http://purl.obolibrary.org/obo/UBERON_0001513	skin of pes	http://purl.obolibrary.org/obo/PATO_0000911	decreased rate
http://purl.obolibrary.org/obo/MP_0030054	decreased forehead pigmentation	http://purl.obolibrary.org/obo/GO_0043473	pigmentation	http://purl.obolibrary.org/obo/UBERON_0016475	skin of forehead	http://purl.obolibrary.org/obo/PATO_0000911	decreased rate
http://purl.obolibrary.org/obo/MP_0011627	decreased skin pigmentation	http://purl.obolibrary.org/obo/GO_0043473	pigmentation	http://purl.obolibrary.org/obo/UBERON_0002097	skin of body	http://purl.obolibrary.org/obo/PATO_0000911	decreased rate
http://purl.obolibrary.org/obo/MP_0011277	decreased tail pigmentation	http://purl.obolibrary.org/obo/GO_0043473	pigmentation	http://purl.obolibrary.org/obo/UBERON_0003534	tail skin	http://purl.obolibrary.org/obo/PATO_0000911	decreased rate
http://purl.obolibrary.org/obo/MP_0001080	defasiculated phrenic nerve	http://purl.obolibrary.org/obo/GO_0007413	axonal fasciculation	http://purl.obolibrary.org/obo/UBERON_0001884	phrenic nerve	http://purl.obolibrary.org/obo/PATO_0000462	absent
http://purl.obolibrary.org/obo/MP_0001740	failure of adrenal epinephrine secretion	http://purl.obolibrary.org/obo/GO_0048242	epinephrine secretion	http://purl.obolibrary.org/obo/UBERON_0002369	adrenal gland	http://purl.obolibrary.org/obo/PATO_0000462	absent
http://purl.obolibrary.org/obo/MP_0013372	hyperhidrosis	http://purl.obolibrary.org/obo/GO_0046903	secretion	http://purl.obolibrary.org/obo/UBERON_0001820	sweat gland	http://purl.obolibrary.org/obo/PATO_0000912	increased rate
http://purl.obolibrary.org/obo/MP_0003347	hyperpituitarism	http://purl.obolibrary.org/obo/GO_0046903	secretion	http://purl.obolibrary.org/obo/UBERON_0000007	pituitary gland	http://purl.obolibrary.org/obo/PATO_0000912	increased rate
http://purl.obolibrary.org/obo/MP_0001747	hypersecretion of adrenocorticotropin	http://purl.obolibrary.org/obo/GO_0051458	corticotropin secretion	http://purl.obolibrary.org/obo/CL_0002309	corticotroph	http://purl.obolibrary.org/obo/PATO_0000912	increased rate
http://purl.obolibrary.org/obo/MP_0013371	hypohidrosis	http://purl.obolibrary.org/obo/GO_0046903	secretion	http://purl.obolibrary.org/obo/UBERON_0001820	sweat gland	http://purl.obolibrary.org/obo/PATO_0000911	decreased rate
http://purl.obolibrary.org/obo/MP_0005408	hypopigmentation	http://purl.obolibrary.org/obo/GO_0043473	pigmentation	http://purl.obolibrary.org/obo/UBERON_0000468	multicellular organism	http://purl.obolibrary.org/obo/PATO_0000911	decreased rate
http://purl.obolibrary.org/obo/MP_0003348	hypopituitarism	http://purl.obolibrary.org/obo/GO_0046903	secretion	http://purl.obolibrary.org/obo/UBERON_0000007	pituitary gland	http://purl.obolibrary.org/obo/PATO_0000911	decreased rate
http://purl.obolibrary.org/obo/MP_0000742	impaired contractility of ileal smooth muscle	http://purl.obolibrary.org/obo/GO_0014827	intestine smooth muscle contraction	http://purl.obolibrary.org/obo/UBERON_0002116	ileum	http://purl.obolibrary.org/obo/PATO_0000911	decreased rate
http://purl.obolibrary.org/obo/MP_0004006	impaired contractility of jejunal smooth muscle	http://purl.obolibrary.org/obo/GO_0014827	intestine smooth muscle contraction	http://purl.obolibrary.org/obo/UBERON_0002115	jejunum	http://purl.obolibrary.org/obo/PATO_0000911	decreased rate
http://purl.obolibrary.org/obo/MP_0000741	impaired contractility of urinary bladder detrusor smooth muscle	http://purl.obolibrary.org/obo/GO_0014827	intestine smooth muscle contraction	http://purl.obolibrary.org/obo/UBERON_0000381	urinary bladder detrusor smooth muscle	http://purl.obolibrary.org/obo/PATO_0000911	decreased rate
http://purl.obolibrary.org/obo/MP_0030929	increased digit pigmentation	http://purl.obolibrary.org/obo/GO_0043473	pigmentation	http://purl.obolibrary.org/obo/UBERON_0015249	digit skin	http://purl.obolibrary.org/obo/PATO_0000912	increased rate
http://purl.obolibrary.org/obo/MP_0011278	increased ear pigmentation	http://purl.obolibrary.org/obo/GO_0043473	pigmentation	http://purl.obolibrary.org/obo/UBERON_0001459	skin of external ear	http://purl.obolibrary.org/obo/PATO_0000912	increased rate
http://purl.obolibrary.org/obo/MP_0012396	increased erythrocyte calcium-activated potassium channel activity	http://purl.obolibrary.org/obo/GO_0015269	calcium-activated potassium channel activity	http://purl.obolibrary.org/obo/CL_0000232	erythrocyte	http://purl.obolibrary.org/obo/PATO_0000912	increased rate
http://purl.obolibrary.org/obo/MP_0012387	increased erythrocyte potassium:chloride symporter activity	http://purl.obolibrary.org/obo/GO_0015379	potassium:chloride symporter activity	http://purl.obolibrary.org/obo/CL_0000232	erythrocyte	http://purl.obolibrary.org/obo/PATO_0000912	increased rate
http://purl.obolibrary.org/obo/MP_0012390	increased erythrocyte sodium:hydrogen antiporter activity	http://purl.obolibrary.org/obo/GO_0015385	sodium:proton antiporter activity	http://purl.obolibrary.org/obo/CL_0000232	erythrocyte	http://purl.obolibrary.org/obo/PATO_0000912	increased rate
http://purl.obolibrary.org/obo/MP_0012393	increased erythrocyte sodium:potassium-exchanging ATPase activity	http://purl.obolibrary.org/obo/GO_0005391	sodium:potassium-exchanging ATPase activity	http://purl.obolibrary.org/obo/CL_0000232	erythrocyte	http://purl.obolibrary.org/obo/PATO_0000912	increased rate
http://purl.obolibrary.org/obo/MP_0030051	increased foot pigmentation	http://purl.obolibrary.org/obo/GO_0043473	pigmentation	http://purl.obolibrary.org/obo/UBERON_0001513	skin of pes	http://purl.obolibrary.org/obo/PATO_0000912	increased rate
http://purl.obolibrary.org/obo/MP_0030053	increased forehead pigmentation	http://purl.obolibrary.org/obo/GO_0043473	pigmentation	http://purl.obolibrary.org/obo/UBERON_0016475	skin of forehead	http://purl.obolibrary.org/obo/PATO_0000912	increased rate
http://purl.obolibrary.org/obo/MP_0001313	increased incidence of corneal inflammation	http://purl.obolibrary.org/obo/GO_0006954	inflammatory response	http://purl.obolibrary.org/obo/UBERON_0000964	cornea	http://purl.obolibrary.org/obo/PATO_0000470	increased amount
http://purl.obolibrary.org/obo/MP_0030926	increased skin pigmentation	http://purl.obolibrary.org/obo/GO_0043473	pigmentation	http://purl.obolibrary.org/obo/UBERON_0002097	skin of body	http://purl.obolibrary.org/obo/PATO_0000912	increased rate
http://purl.obolibrary.org/obo/MP_0011276	increased tail pigmentation	http://purl.obolibrary.org/obo/GO_0043473	pigmentation	http://purl.obolibrary.org/obo/UBERON_0003534	tail skin	http://purl.obolibrary.org/obo/PATO_0000912	increased rate
http://purl.obolibrary.org/obo/MP_0005175	non-pigmented tail tip	http://purl.obolibrary.org/obo/GO_0043473	pigmentation	http://purl.obolibrary.org/obo/UBERON_0010162	post-anal tail tip	http://purl.obolibrary.org/obo/PATO_0000462	absent
http://purl.obolibrary.org/obo/MP_0006159	ocular albinism	http://purl.obolibrary.org/obo/GO_0006582	melanin metabolic process	http://purl.obolibrary.org/obo/UBERON_0000019	camera-type eye	http://purl.obolibrary.org/obo/PATO_0000462	absent
http://purl.obolibrary.org/obo/MP_0013905	preputial gland inflammation	http://purl.obolibrary.org/obo/GO_0006954	inflammatory response	http://purl.obolibrary.org/obo/UBERON_0000359	preputial gland	http://purl.obolibrary.org/obo/PATO_0000470	increased amount
http://purl.obolibrary.org/obo/MP_0008297	retention of the adrenal gland x-zone	http://purl.obolibrary.org/obo/GO_0012501	programmed cell death	http://purl.obolibrary.org/obo/UBERON_0009024	adrenal gland X zone	http://purl.obolibrary.org/obo/PATO_0000462	absent
http://purl.obolibrary.org/obo/MP_0008852	retinal neovascularization	http://purl.obolibrary.org/obo/GO_0001974	blood vessel remodeling	http://purl.obolibrary.org/obo/UBERON_0000966	retina	http://purl.obolibrary.org/obo/PATO_0000001	quality
http://purl.obolibrary.org/obo/MP_0006110	ventricular fibrillation	http://purl.obolibrary.org/obo/GO_0060048	cardiac muscle contraction	http://purl.obolibrary.org/obo/UBERON_0002082	cardiac ventricle	http://purl.obolibrary.org/obo/PATO_0000688	asynchronous
