s,lab,ldef
http://purl.obolibrary.org/obo/HP_0012568,Lower eyelid edema,_:b10
http://purl.obolibrary.org/obo/HP_0012724,Upper eyelid edema,_:b11
http://purl.obolibrary.org/obo/HP_0010749,Blepharochalasis,
http://purl.obolibrary.org/obo/HP_0001386,Joint swelling,_:b12
http://purl.obolibrary.org/obo/HP_0007514,Edema of the dorsum of hands,
http://purl.obolibrary.org/obo/HP_0100665,Angioedema,
http://purl.obolibrary.org/obo/HP_0100748,Muscular edema,_:b13
http://purl.obolibrary.org/obo/HP_0005225,Intestinal edema,_:b14
http://purl.obolibrary.org/obo/HP_0004788,Intestinal lymphedema,_:b15
http://purl.obolibrary.org/obo/HP_0012398,Peripheral edema,
http://purl.obolibrary.org/obo/HP_0001004,Lymphedema,_:b16
http://purl.obolibrary.org/obo/HP_0003550,Predominantly lower limb lymphedema,
http://purl.obolibrary.org/obo/HP_0012027,Laryngeal edema,_:b17
http://purl.obolibrary.org/obo/HP_0040049,Macular edema,_:b18
http://purl.obolibrary.org/obo/HP_0011505,Cystoid macular edema,
http://purl.obolibrary.org/obo/HP_0100598,Pulmonary edema,_:b19
http://purl.obolibrary.org/obo/HP_0012040,Corneal stromal edema,_:b20
http://purl.obolibrary.org/obo/HP_0010741,Pedal edema,_:b21
http://purl.obolibrary.org/obo/HP_0012098,Edema of the dorsum of feet,
http://purl.obolibrary.org/obo/HP_0011855,Pharyngeal edema,_:b22
http://purl.obolibrary.org/obo/HP_0007430,Generalized edema,_:b23
http://purl.obolibrary.org/obo/HP_0012050,Anasarca,
http://purl.obolibrary.org/obo/HP_0010880,Increased nuchal translucency,
http://purl.obolibrary.org/obo/HP_0010878,Fetal cystic hygroma,
http://purl.obolibrary.org/obo/HP_0002202,Pleural effusion,_:b24
http://purl.obolibrary.org/obo/HP_0010310,Chylothorax,
http://purl.obolibrary.org/obo/HP_0011920,Transudative pleural effusion,
http://purl.obolibrary.org/obo/HP_0011921,Exudative pleural effusion,
http://purl.obolibrary.org/obo/HP_0011919,Pleural empyema,
http://purl.obolibrary.org/obo/HP_0025533,Peau d'orange,
http://purl.obolibrary.org/obo/HP_0001789,Hydrops fetalis,_:b25
http://purl.obolibrary.org/obo/HP_0001790,Nonimmune hydrops fetalis,
http://purl.obolibrary.org/obo/HP_0005099,Severe hydrops fetalis,
http://purl.obolibrary.org/obo/HP_0040315,Tongue edema,_:b26
http://purl.obolibrary.org/obo/HP_0007609,Hypoproteinemic edema,
http://purl.obolibrary.org/obo/HP_0010742,Edema of the upper limbs,_:b27
http://purl.obolibrary.org/obo/HP_0007448,Hyperkeratosis over edematous areas,
http://purl.obolibrary.org/obo/HP_0025039,Basal ganglia edema,_:b28
http://purl.obolibrary.org/obo/HP_0025040,Thalamic edema,_:b29
http://purl.obolibrary.org/obo/HP_0100755,Abnormality of salivation,_:b30
http://purl.obolibrary.org/obo/HP_0000217,Xerostomia,_:b31
http://purl.obolibrary.org/obo/HP_0003781,Excessive salivation,
http://purl.obolibrary.org/obo/HP_0002307,Drooling,
http://purl.obolibrary.org/obo/HP_0001944,Dehydration,
http://purl.obolibrary.org/obo/HP_0001986,Hypertonic dehydration,
http://purl.obolibrary.org/obo/HP_0004906,Hypernatremic dehydration,
http://purl.obolibrary.org/obo/HP_0011014,Abnormal glucose homeostasis,_:b32
http://purl.obolibrary.org/obo/HP_0011015,Abnormal blood glucose concentration,_:b33
http://purl.obolibrary.org/obo/HP_0001943,Hypoglycemia,_:b34
http://purl.obolibrary.org/obo/HP_0001988,Recurrent hypoglycemia,_:b35
http://purl.obolibrary.org/obo/HP_0004914,Recurrent infantile hypoglycemia,
http://purl.obolibrary.org/obo/HP_0002173,Hypoglycemic seizures,_:b36
http://purl.obolibrary.org/obo/HP_0012734,Ketotic hypoglycemia,
http://purl.obolibrary.org/obo/HP_0012051,Reactive hypoglycemia,
http://purl.obolibrary.org/obo/HP_0001985,Hypoketotic hypoglycemia,
http://purl.obolibrary.org/obo/HP_0001998,Neonatal hypoglycemia,
http://purl.obolibrary.org/obo/HP_0000825,Hyperinsulinemic hypoglycemia,_:b37
http://purl.obolibrary.org/obo/HP_0001958,Nonketotic hypoglycemia,
http://purl.obolibrary.org/obo/HP_0003074,Hyperglycemia,_:b38
http://purl.obolibrary.org/obo/HP_0011998,Postprandial hyperglycemia,
http://purl.obolibrary.org/obo/HP_0005959,Impaired gluconeogenesis,_:b39
http://purl.obolibrary.org/obo/HP_0000842,Hyperinsulinemia,_:b40
http://purl.obolibrary.org/obo/HP_0008283,Fasting hyperinsulinemia,
http://purl.obolibrary.org/obo/HP_0001952,Glucose intolerance,_:b41
http://purl.obolibrary.org/obo/HP_0040270,Impaired glucose tolerance,_:b42
http://purl.obolibrary.org/obo/HP_0004924,Abnormal oral glucose tolerance,
http://purl.obolibrary.org/obo/HP_0000819,Diabetes mellitus,
http://purl.obolibrary.org/obo/HP_0005978,Type II diabetes mellitus,
http://purl.obolibrary.org/obo/HP_0008205,Insulin-dependent but ketosis-resistant diabetes,
http://purl.obolibrary.org/obo/HP_0000831,Insulin-resistant diabetes mellitus,
http://purl.obolibrary.org/obo/HP_0000857,Neonatal insulin-dependent diabetes mellitus,
http://purl.obolibrary.org/obo/HP_0008255,Transient neonatal diabetes mellitus,
http://purl.obolibrary.org/obo/HP_0000877,Insulin-resistant diabetes mellitus at puberty,
http://purl.obolibrary.org/obo/HP_0100651,Type I diabetes mellitus,
http://purl.obolibrary.org/obo/HP_0009800,Maternal diabetes,
http://purl.obolibrary.org/obo/HP_0004904,Maturity-onset diabetes of the young,
http://purl.obolibrary.org/obo/HP_0001953,Diabetic ketoacidosis,
http://purl.obolibrary.org/obo/HP_0008189,Insulin insensitivity,_:b43
http://purl.obolibrary.org/obo/HP_0000855,Insulin resistance,_:b44
http://purl.obolibrary.org/obo/HP_0031883,Increased proinsulin:insulin ratio,
http://purl.obolibrary.org/obo/HP_0004360,Abnormality of acid-base homeostasis,_:b45
http://purl.obolibrary.org/obo/HP_0001941,Acidosis,_:b46
http://purl.obolibrary.org/obo/HP_0032368,Acidemia,_:b47
http://purl.obolibrary.org/obo/HP_0003530,Glutaric acidemia,_:b48
http://purl.obolibrary.org/obo/HP_0040145,Dicarboxylic acidemia,_:b49
http://purl.obolibrary.org/obo/HP_0040146,D-2-hydroxyglutaric acidemia,_:b50
http://purl.obolibrary.org/obo/HP_0040147,L-2-hydroxyglutaric acidemia,_:b51
http://purl.obolibrary.org/obo/HP_0004920,Phenylpyruvic acidemia,
http://purl.obolibrary.org/obo/HP_0002912,Methylmalonic acidemia,_:b52
http://purl.obolibrary.org/obo/HP_0003571,Propionicacidemia,
http://purl.obolibrary.org/obo/HP_0001947,Renal tubular acidosis,
http://purl.obolibrary.org/obo/HP_0004910,Bicarbonate-wasting renal tubular acidosis,
http://purl.obolibrary.org/obo/HP_0008341,Distal renal tubular acidosis,
http://purl.obolibrary.org/obo/HP_0004916,Generalized distal tubular acidosis,
http://purl.obolibrary.org/obo/HP_0002049,Proximal renal tubular acidosis,
http://purl.obolibrary.org/obo/HP_0001942,Metabolic acidosis,
http://purl.obolibrary.org/obo/HP_0004911,Episodic metabolic acidosis,
http://purl.obolibrary.org/obo/HP_0001996,Chronic metabolic acidosis,
http://purl.obolibrary.org/obo/HP_0005967,Mixed respiratory and metabolic acidosis,
http://purl.obolibrary.org/obo/HP_0005976,Hyperkalemic metabolic acidosis,
http://purl.obolibrary.org/obo/HP_0005979,Metabolic ketoacidosis,
http://purl.obolibrary.org/obo/HP_0003128,Lactic acidosis,_:b53
http://purl.obolibrary.org/obo/HP_0004897,Stress/infection-induced lactic acidosis,
http://purl.obolibrary.org/obo/HP_0004901,Exercise-induced lactic acidemia,
http://purl.obolibrary.org/obo/HP_0004913,Intermittent lactic acidemia,
http://purl.obolibrary.org/obo/HP_0004925,Chronic lactic acidosis,_:b54
http://purl.obolibrary.org/obo/HP_0004898,Persistent lactic acidosis,_:b55
http://purl.obolibrary.org/obo/HP_0004902,Congenital lactic acidosis,
http://purl.obolibrary.org/obo/HP_0004900,Severe lactic acidosis,
http://purl.obolibrary.org/obo/HP_0001995,Hyperchloremic acidosis,
http://purl.obolibrary.org/obo/HP_0004918,Hyperchloremic metabolic acidosis,
http://purl.obolibrary.org/obo/HP_0005972,Respiratory acidosis,
http://purl.obolibrary.org/obo/HP_0012466,Chronic respiratory acidosis,
http://purl.obolibrary.org/obo/HP_0012467,Acute respiratory acidosis,
http://purl.obolibrary.org/obo/HP_0012468,Chronic acidosis,
http://purl.obolibrary.org/obo/HP_0002151,Increased serum lactate,_:b56
http://purl.obolibrary.org/obo/HP_0011997,Postprandial hyperlactemia,
http://purl.obolibrary.org/obo/HP_0001993,Ketoacidosis,
http://purl.obolibrary.org/obo/HP_0005974,Episodic ketoacidosis,
http://purl.obolibrary.org/obo/HP_0001948,Alkalosis,_:b57
http://purl.obolibrary.org/obo/HP_0032369,Alkalemia,_:b58
http://purl.obolibrary.org/obo/HP_0001950,Respiratory alkalosis,
http://purl.obolibrary.org/obo/HP_0200114,Metabolic alkalosis,
http://purl.obolibrary.org/obo/HP_0001960,Hypokalemic metabolic alkalosis,
http://purl.obolibrary.org/obo/HP_0004909,Hypokalemic hypochloremic metabolic alkalosis,
http://purl.obolibrary.org/obo/HP_0001949,Hypokalemic alkalosis,
http://purl.obolibrary.org/obo/HP_0005977,Hypochloremic metabolic alkalosis,
http://purl.obolibrary.org/obo/HP_0031961,Abnormal serum anion gap,
http://purl.obolibrary.org/obo/HP_0031963,Decreased serum anion gap,
http://purl.obolibrary.org/obo/HP_0031962,Elevated serum anion gap,
http://purl.obolibrary.org/obo/HP_0032065,Abnormal serum bicarbonate concentration,
http://purl.obolibrary.org/obo/HP_0032066,Decreased serum bicarbonate concentration,
http://purl.obolibrary.org/obo/HP_0032067,Elevated serum bicarbonate concentration,
http://purl.obolibrary.org/obo/HP_0032281,Abnormal base excess,
http://purl.obolibrary.org/obo/HP_0012537,Food intolerance,
http://purl.obolibrary.org/obo/HP_0001984,Intolerance to protein,
http://purl.obolibrary.org/obo/HP_0012538,Gluten intolerance,
http://purl.obolibrary.org/obo/HP_0003142,Excessive purine production,
http://purl.obolibrary.org/obo/HP_0012379,Abnormal enzyme/coenzyme activity,
http://purl.obolibrary.org/obo/HP_0003637,Reduced 4-Hydroxyphenylpyruvate dioxygenase activity,_:b59
http://purl.obolibrary.org/obo/HP_0002932,Aldehyde oxidase deficiency,_:b60
http://purl.obolibrary.org/obo/HP_0003533,Reduced acetaldehyde dehydrogenase activity,
http://purl.obolibrary.org/obo/HP_0003534,Reduced xanthine dehydrogenase activity,_:b61
http://purl.obolibrary.org/obo/HP_0045040,Abnormal lactate dehydrogenase activity,
http://purl.obolibrary.org/obo/HP_0045041,Reduced lactate dehydrogenase B level,
http://purl.obolibrary.org/obo/HP_0025435,Increased lactate dehydrogenase activity,
http://purl.obolibrary.org/obo/HP_0032459,Abnormal phosphoribosylpyrophosphate synthetase activity,
http://purl.obolibrary.org/obo/HP_0032460,Decreased phosphoribosylpyrophosphate synthetase activity,
http://purl.obolibrary.org/obo/HP_0003240,Increased phosphoribosylpyrophosphate synthetase activity,
http://purl.obolibrary.org/obo/HP_0000816,Abnormality of Krebs cycle metabolism,_:b62
http://purl.obolibrary.org/obo/HP_0003536,Decreased fumarate hydratase activity,_:b63
http://purl.obolibrary.org/obo/HP_0003210,Decreased methylmalonyl-CoA mutase activity,_:b64
http://purl.obolibrary.org/obo/HP_0003209,Decreased pyruvate carboxylase activity,_:b65
http://purl.obolibrary.org/obo/HP_0003538,Increased serum iduronate sulfatase activity,_:b66
http://purl.obolibrary.org/obo/HP_0030272,Abnormal erythrocyte enzyme activity,
http://purl.obolibrary.org/obo/HP_0025109,Reduced red cell pyruvate kinase activity,
http://purl.obolibrary.org/obo/HP_0030270,Elevated red cell adenosine deaminase activity,
http://purl.obolibrary.org/obo/HP_0030273,Reduced red cell adenosine deaminase activity,
http://purl.obolibrary.org/obo/HP_0003353,Propionyl-CoA carboxylase deficiency,_:b67
http://purl.obolibrary.org/obo/HP_0005982,Reduced phenylalanine hydroxylase activity,_:b68
http://purl.obolibrary.org/obo/HP_0031900,Abnormal serum mast cell beta-tryptase concentration,
http://purl.obolibrary.org/obo/HP_0031901,Increased serum mast cell beta-tryptase concentration,
http://purl.obolibrary.org/obo/HP_0031902,Decreased serum mast cell beta-tryptase concentration,
http://purl.obolibrary.org/obo/HP_0040142,Reduced 5-oxoprolinase activity,_:b69
http://purl.obolibrary.org/obo/HP_0012400,Abnormal aldolase level,
http://purl.obolibrary.org/obo/HP_0012545,Reduced aldolase level,
http://purl.obolibrary.org/obo/HP_0012544,Elevated aldolase level,
http://purl.obolibrary.org/obo/HP_0003655,Reduced activity of N-acetylglucosaminyltransferase II,_:b70
http://purl.obolibrary.org/obo/HP_0003349,Low cholesterol esterification rate,_:b71
http://purl.obolibrary.org/obo/HP_0410144,Abnormal biotinidase activity,
http://purl.obolibrary.org/obo/HP_0410145,Decreased biotinidase activity,
http://purl.obolibrary.org/obo/HP_0410146,Increased biotinidase activity,
http://purl.obolibrary.org/obo/HP_0004358,Abnormality of superoxide metabolism,_:b72
http://purl.obolibrary.org/obo/HP_0003206,Decreased activity of NADPH oxidase,
http://purl.obolibrary.org/obo/HP_0004379,Abnormality of alkaline phosphatase activity,_:b73
http://purl.obolibrary.org/obo/HP_0003155,Elevated alkaline phosphatase,_:b74
http://purl.obolibrary.org/obo/HP_0010679,Elevated tissue non-specific alkaline phosphatase,_:b75
http://purl.obolibrary.org/obo/HP_0010638,Elevated alkaline phosphatase of hepatic origin,
http://purl.obolibrary.org/obo/HP_0010639,Elevated alkaline phosphatase of bone origin,
http://purl.obolibrary.org/obo/HP_0010680,Elevated alkaline phosphatase of renal origin,
http://purl.obolibrary.org/obo/HP_0008318,Elevated leukocyte alkaline phosphatase,
http://purl.obolibrary.org/obo/HP_0010682,Elevated placental alkaline phosphatase,_:b76
http://purl.obolibrary.org/obo/HP_0010681,Elevated intestinal alkaline phosphatase,_:b77
http://purl.obolibrary.org/obo/HP_0003282,Low alkaline phosphatase,_:b78
http://purl.obolibrary.org/obo/HP_0010684,Low alkaline phosphatase of bone origin,
http://purl.obolibrary.org/obo/HP_0010688,Low placental alkaline phosphatase,_:b79
http://purl.obolibrary.org/obo/HP_0004852,Reduced leukocyte alkaline phosphatase,
http://purl.obolibrary.org/obo/HP_0008161,Absent leukocyte alkaline phosphatase,
http://purl.obolibrary.org/obo/HP_0010685,Low alkaline phosphatase of renal origin,
http://purl.obolibrary.org/obo/HP_0010683,Low tissue non-specific alkaline phosphatase,_:b80
http://purl.obolibrary.org/obo/HP_0010686,Low alkaline phosphatase of hepatic origin,
http://purl.obolibrary.org/obo/HP_0010687,Low intestinal alkaline phosphatase,_:b81
http://purl.obolibrary.org/obo/HP_0041044,Low neutrophil alkaline phosphatase,
http://purl.obolibrary.org/obo/HP_0032530,Decreased succinic semialdehyde dehydrogenase activity,
http://purl.obolibrary.org/obo/HP_0003643,Sulfite oxidase deficiency,_:b82
http://purl.obolibrary.org/obo/HP_0100950,Decreased activity of 3-hydroxyacyl-CoA dehydrogenase,
http://purl.obolibrary.org/obo/HP_0410349,Decreased glycosyltransferase O-Fucosylpeptide 3-Beta-N-Acetylglucosaminyltransferase activity,
http://purl.obolibrary.org/obo/HP_0003649,Abnormality of glycoside metabolism,_:b83
http://purl.obolibrary.org/obo/HP_0004342,Abnormality of galactoside metabolism,_:b84
http://purl.obolibrary.org/obo/HP_0008166,Decreased beta-galactosidase activity,_:b85
http://purl.obolibrary.org/obo/HP_0031835,Abnormal superoxide dismutase activity,
http://purl.obolibrary.org/obo/HP_0031836,Increased superoxide dismutase activity,
http://purl.obolibrary.org/obo/HP_0031837,Decreased superoxide dismutase activity,
http://purl.obolibrary.org/obo/HP_0003343,Reduced glutathione synthetase activity,
http://purl.obolibrary.org/obo/HP_0031205,Reduced lysosomal acid lipase activity,
http://purl.obolibrary.org/obo/HP_0003654,Reduced dihydropyrimidine dehydrogenase activity,_:b86
http://purl.obolibrary.org/obo/HP_0003656,Decreased beta-glucocerebrosidase activity,
http://purl.obolibrary.org/obo/HP_0031209,Decreased lipoprotein lipase activity,
http://purl.obolibrary.org/obo/HP_0020175,Reduced cholinesterase activity,
http://purl.obolibrary.org/obo/HP_0025433,Decreased lecithin cholesterol acyl transferase activity,
http://purl.obolibrary.org/obo/HP_0031821,Abnormal hypoxanthine-guanine phosphoribosyltransferase level,
http://purl.obolibrary.org/obo/HP_0031822,Elevated hypoxanthine-guanine phosphoribosyltransferase level,
http://purl.obolibrary.org/obo/HP_0031823,Reduced hypoxanthine-guanine phosphoribosyltransferase level,
http://purl.obolibrary.org/obo/HP_0012517,Reduced catalase activity,_:b87
http://purl.obolibrary.org/obo/HP_0003568,Decreased glucosephosphate isomerase activity,_:b88
http://purl.obolibrary.org/obo/HP_0003524,Decreased methionine synthase activity,_:b89
http://purl.obolibrary.org/obo/HP_0025130,Decreased small intestinal mucosa lactase activity,
http://purl.obolibrary.org/obo/HP_0003258,Glyoxalase deficiency,_:b90
http://purl.obolibrary.org/obo/HP_0003267,Reduced orotidine 5-prime phosphate decarboxylase activity,_:b91
http://purl.obolibrary.org/obo/HP_0410192,Abnormal uridine diphosphate glucose-4-epimerase activity,_:b92
http://purl.obolibrary.org/obo/HP_0410196,Abnormal uridine diphosphate glucose-4-epimerase activity in red blood cells,
http://purl.obolibrary.org/obo/HP_0410197,Increased uridine diphosphate glucose-4-epimerase activity in red blood cells,
http://purl.obolibrary.org/obo/HP_0410198,Decreased uridine diphosphate glucose-4-epimerase activity in red blood cells,
http://purl.obolibrary.org/obo/HP_0410193,Abnormal uridine diphosphate glucose-4-epimerase activity in plasma,
http://purl.obolibrary.org/obo/HP_0410194,Increased uridine diphosphate glucose-4-epimerase activity in plasma,
http://purl.obolibrary.org/obo/HP_0410195,Decreased uridine diphosphate glucose-4-epimerase activity in plasma,
http://purl.obolibrary.org/obo/HP_0040175,Platelet-activating factor acetylhydrolase deficiency,
http://purl.obolibrary.org/obo/HP_0003570,Molybdenum cofactor deficiency,_:b93
http://purl.obolibrary.org/obo/HP_0012380,Reduced carnitine O-palmitoyltransferase activity,_:b94
http://purl.obolibrary.org/obo/HP_0030948,Elevated gamma-glutamyltransferase activity,
http://purl.obolibrary.org/obo/HP_0032207,Abnormal cerebrospinal fluid metabolite concentration,
http://purl.obolibrary.org/obo/HP_0410058,Increased level of D-threitol in CSF,_:b95
http://purl.obolibrary.org/obo/HP_0410075,Increased level of xylitol in CSF,_:b96
http://purl.obolibrary.org/obo/HP_0040203,Abnormal CSF neopterin level,_:b97
http://purl.obolibrary.org/obo/HP_0040204,Elevated CSF neopterin level,_:b98
http://purl.obolibrary.org/obo/HP_0040205,Decreased CSF neopterin level,_:b99
http://purl.obolibrary.org/obo/HP_0040207,Abnormal CSF biopterin level,_:b100
http://purl.obolibrary.org/obo/HP_0040208,Elevated CSF biopterin level,_:b101
http://purl.obolibrary.org/obo/HP_0040209,Decreased CSF biopterin level,_:b102
http://purl.obolibrary.org/obo/HP_0410071,Increased level of ribitol in CSF,_:b103
http://purl.obolibrary.org/obo/HP_0410073,Increased level of ribose in CSF,_:b104
http://purl.obolibrary.org/obo/HP_0032274,Increased CSF N-Acetylaspartic acid concentration,
http://purl.obolibrary.org/obo/HP_0500183,Abnormal CSF carboxylic acid concentration,_:b105
http://purl.obolibrary.org/obo/HP_0500184,Abnormal CSF amino acid concentration,_:b106
http://purl.obolibrary.org/obo/HP_0500247,Abnormal CSF alpha-aminobutyrate concentration,_:b107
http://purl.obolibrary.org/obo/HP_0500248,Increased CSF alpha-aminobutyrate concentration,_:b108
http://purl.obolibrary.org/obo/HP_0500195,Abnormal CSF glutamine family amino acid concentration,_:b109
http://purl.obolibrary.org/obo/HP_0500196,Abnormal CSF glutamine concentration,_:b110
http://purl.obolibrary.org/obo/HP_0500197,Increased CSF glutamine concentration,_:b111
http://purl.obolibrary.org/obo/HP_0500198,Decreased CSF glutamine concentration,_:b112
http://purl.obolibrary.org/obo/HP_0500199,Abnormal CSF glutamate concentration,_:b113
http://purl.obolibrary.org/obo/HP_0500200,Increased CSF glutamate concentration,_:b114
http://purl.obolibrary.org/obo/HP_0500201,Decreased CSF glutamate concentration,_:b115
http://purl.obolibrary.org/obo/HP_0500202,Abnormal CSF arginine concentration,_:b116
http://purl.obolibrary.org/obo/HP_0500204,Decreased CSF arginine concentration,_:b117
http://purl.obolibrary.org/obo/HP_0500203,Increased CSF arginine concentration,_:b118
http://purl.obolibrary.org/obo/HP_0500225,Abnormal CSF serine family amino acid concentration,_:b119
http://purl.obolibrary.org/obo/HP_0500226,Abnormal CSF serine concentration,_:b120
http://purl.obolibrary.org/obo/HP_0500227,Increased CSF serine concentration,_:b121
http://purl.obolibrary.org/obo/HP_0500228,Decreased CSF serine concentration,_:b122
http://purl.obolibrary.org/obo/HP_0500229,Abnormal CSF glycine concentration,_:b123
http://purl.obolibrary.org/obo/HP_0500230,Increased CSF glycine concentration,_:b124
http://purl.obolibrary.org/obo/HP_0500240,Abnormal CSF carnosine concentration,_:b125
http://purl.obolibrary.org/obo/HP_0500185,Abnormal CSF branched chain amino acid concentration,_:b126
http://purl.obolibrary.org/obo/HP_0500186,Abnormal CSF valine concentration,_:b127
http://purl.obolibrary.org/obo/HP_0500187,Increased CSF valine concentration,_:b128
http://purl.obolibrary.org/obo/HP_0500212,Increased CSF threonine concentration,_:b129
http://purl.obolibrary.org/obo/HP_0500223,Increased CSF phenylalanine concentration,_:b130
http://purl.obolibrary.org/obo/HP_0500220,Increased CSF tyrosine concentration,_:b131
http://purl.obolibrary.org/obo/HP_0500193,Increased CSF isoleucine concentration,_:b132
http://purl.obolibrary.org/obo/HP_0500208,Increased CSF lysine concentration,_:b133
http://purl.obolibrary.org/obo/HP_0500246,Increased CSF citrulline concentration,_:b134
http://purl.obolibrary.org/obo/HP_0500210,Increased CSF methionine concentration,_:b135
http://purl.obolibrary.org/obo/HP_0500191,Increased CSF leucine concentration,_:b136
http://purl.obolibrary.org/obo/HP_0500236,Increased CSF histidine concentration,_:b137
http://purl.obolibrary.org/obo/HP_0500233,Increased CSF alanine concentration,_:b138
http://purl.obolibrary.org/obo/HP_0500244,Increased CSF ornithine concentration,_:b139
http://purl.obolibrary.org/obo/HP_0500242,Increased CSF homocarnosine concentration,_:b140
http://purl.obolibrary.org/obo/HP_0500222,Increased CSF tryptophan concentration,_:b141
http://purl.obolibrary.org/obo/HP_0500188,Decreased CSF valine concentration,_:b142
http://purl.obolibrary.org/obo/HP_0500224,Decreased CSF phenylalanine concentration,_:b143
http://purl.obolibrary.org/obo/HP_0500207,Decreased CSF lysine concentration,_:b144
http://purl.obolibrary.org/obo/HP_0500213,Decreased CSF threonine concentration,_:b145
http://purl.obolibrary.org/obo/HP_0500221,Decreased CSF tyrosine concentration,_:b146
http://purl.obolibrary.org/obo/HP_0500190,Decreased CSF leucine concentration,_:b147
http://purl.obolibrary.org/obo/HP_0500237,Decreased CSF histidine concentration,_:b148
http://purl.obolibrary.org/obo/HP_0500234,Decreased CSF alanine concentration,_:b149
http://purl.obolibrary.org/obo/HP_0500194,Decreased CSF isoleucine concentration,_:b150
http://purl.obolibrary.org/obo/HP_0410209,Folate deficiency in CSF,_:b151
http://purl.obolibrary.org/obo/HP_0500192,Abnormal CSF isoleucine concentration,_:b152
http://purl.obolibrary.org/obo/HP_0500189,Abnormal CSF leucine concentration,_:b153
http://purl.obolibrary.org/obo/HP_0500214,Abnormal CSF aromatic amino acid concentration,_:b154
http://purl.obolibrary.org/obo/HP_0500219,Abnormal CSF tyrosine concentration,_:b155
http://purl.obolibrary.org/obo/HP_0500235,Abnormal CSF histidine concentration,_:b156
http://purl.obolibrary.org/obo/HP_0500215,Abnormal CSF phenylalanine concentration,_:b157
http://purl.obolibrary.org/obo/HP_0500218,Abnormal CSF tryptophan concentration,_:b158
http://purl.obolibrary.org/obo/HP_0500205,Abnormal CSF aspartate family amino acid concentration,_:b159
http://purl.obolibrary.org/obo/HP_0500206,Abnormal CSF lysine concentration,_:b160
http://purl.obolibrary.org/obo/HP_0500209,Abnormal CSF methionine concentration,_:b161
http://purl.obolibrary.org/obo/HP_0500211,Abnormal CSF threonine concentration,_:b162
http://purl.obolibrary.org/obo/HP_0500216,Abnormal CSF aspartate concentration,
http://purl.obolibrary.org/obo/HP_0500217,Increased CSF aspartate concentration,
http://purl.obolibrary.org/obo/HP_0500241,Abnormal CSF homocarnosine concentration,_:b163
http://purl.obolibrary.org/obo/HP_0500245,Abnormal CSF citrulline concentration,_:b164
http://purl.obolibrary.org/obo/HP_0500243,Abnormal CSF ornithine concentration,_:b165
http://purl.obolibrary.org/obo/HP_0500231,Abnormal CSF pyruvate family amino acid concentration,_:b166
http://purl.obolibrary.org/obo/HP_0500232,Abnormal CSF alanine concentration,_:b167
http://purl.obolibrary.org/obo/HP_0032532,Elevated CSF 4-hydroxybutyric acid concentration,
http://purl.obolibrary.org/obo/HP_0032531,Elevated CSF gamma-aminobutyric acid concentration,
http://purl.obolibrary.org/obo/HP_0410056,Decreased level of erythritol in CSF,_:b168
http://purl.obolibrary.org/obo/HP_0003110,Abnormality of urine homeostasis,_:b169
http://purl.obolibrary.org/obo/HP_0031979,Abnormal urine carbohydrate level,
http://purl.obolibrary.org/obo/HP_0025157,Increased urinary sedoheptulose,
