s,lab,ldef
http://purl.obolibrary.org/obo/XPO_0131872,abnormal development of lateral line placode,_:b189
http://purl.obolibrary.org/obo/XPO_0133015,abnormal development of posterior lateral line placode,_:b190
http://purl.obolibrary.org/obo/XPO_0132917,abnormal development of anteroventral lateral line placode,_:b191
http://purl.obolibrary.org/obo/XPO_0133227,abnormal development of anterodorsal lateral line placode,_:b192
http://purl.obolibrary.org/obo/XPO_0132975,abnormal development of anterior lateral line placode,_:b193
http://purl.obolibrary.org/obo/XPO_0133143,abnormal development of middle lateral line placode,_:b194
http://purl.obolibrary.org/obo/XPO_0132413,abnormal development of otic placode,_:b195
http://purl.obolibrary.org/obo/XPO_0132067,abnormal development of trigeminal placode,_:b196
http://purl.obolibrary.org/obo/XPO_0132859,abnormal development of liver primordium,_:b197
http://purl.obolibrary.org/obo/XPO_0131783,abnormal development of thyroid primordium,_:b198
http://purl.obolibrary.org/obo/XPO_0132246,abnormal development of cement gland primordium,_:b199
http://purl.obolibrary.org/obo/XPO_0131991,abnormal development of heart primordium,_:b200
http://purl.obolibrary.org/obo/XPO_0132555,abnormal development of dorsal pancreatic bud,_:b201
http://purl.obolibrary.org/obo/XPO_0132147,abnormal development of hypophyseal primordium,_:b202
http://purl.obolibrary.org/obo/XPO_0132500,abnormal development of hatching gland primordium,_:b203
http://purl.obolibrary.org/obo/XPO_0132364,abnormal development of lateral line primordium,_:b204
http://purl.obolibrary.org/obo/XPO_0132452,abnormal development of infraorbital lateral line primordium,_:b205
http://purl.obolibrary.org/obo/XPO_0132866,abnormal development of stomodeal-hypophyseal primordium,_:b206
http://purl.obolibrary.org/obo/XPO_0132971,abnormal development of left-right organizer primordium,_:b207
http://purl.obolibrary.org/obo/XPO_0133075,abnormal development of left spleen primordium,_:b208
http://purl.obolibrary.org/obo/XPO_0132676,abnormal development of hindgut primordium,_:b209
http://purl.obolibrary.org/obo/XPO_0132677,abnormal development of blastocoel anlage,_:b210
http://purl.obolibrary.org/obo/XPO_0132111,abnormal development of foregut endoderm,_:b211
http://purl.obolibrary.org/obo/XPO_0132529,abnormal development of midgut primordium,_:b212
http://purl.obolibrary.org/obo/XPO_0132682,abnormal development of rhombic lip,_:b213
http://purl.obolibrary.org/obo/XPO_0132170,abnormal development of gall bladder primordium,_:b214
http://purl.obolibrary.org/obo/XPO_0132329,abnormal development of lung primordium,_:b215
http://purl.obolibrary.org/obo/XPO_0132584,abnormal development of gill primordium,_:b216
http://purl.obolibrary.org/obo/XPO_0131777,abnormal development of right spleen primordium,_:b217
http://purl.obolibrary.org/obo/XPO_0132697,abnormal development of laryngeal muscle primordium,_:b218
http://purl.obolibrary.org/obo/XPO_0131930,abnormal development of first pancreatic bud,_:b219
http://purl.obolibrary.org/obo/XPO_0132803,abnormal development of secondary heart field,_:b220
http://purl.obolibrary.org/obo/XPO_0132346,abnormal development of ventral mesoderm,_:b221
http://purl.obolibrary.org/obo/XPO_0131837,abnormal development of lateral plate mesoderm,_:b222
http://purl.obolibrary.org/obo/XPO_0132241,abnormal development of chordal neural plate,_:b223
http://purl.obolibrary.org/obo/XPO_0132192,abnormal development of prechordal plate,_:b224
http://purl.obolibrary.org/obo/XPO_0132194,abnormal development of midgut,_:b225
http://purl.obolibrary.org/obo/XPO_0132199,abnormal development of blastopore,_:b226
http://purl.obolibrary.org/obo/XPO_0133067,abnormal development of vegetal endoderm,_:b227
http://purl.obolibrary.org/obo/XPO_0132042,abnormal development of visceral pouch,_:b228
http://purl.obolibrary.org/obo/XPO_0132301,abnormal development of visceral pouch 2,_:b229
http://purl.obolibrary.org/obo/XPO_0133127,abnormal development of visceral pouch 4,_:b230
http://purl.obolibrary.org/obo/XPO_0132466,abnormal development of visceral pouch 1,_:b231
http://purl.obolibrary.org/obo/XPO_0132311,abnormal development of visceral pouch 5,_:b232
http://purl.obolibrary.org/obo/XPO_0132689,abnormal development of visceral pouch 3,_:b233
http://purl.obolibrary.org/obo/XPO_0132285,abnormal development of visceral pouch 6,_:b234
http://purl.obolibrary.org/obo/XPO_0131891,abnormal development of anterior neural tube,_:b235
http://purl.obolibrary.org/obo/XPO_0131942,abnormal development of dorsal endoderm,_:b236
http://purl.obolibrary.org/obo/XPO_0132044,abnormal development of marginal zone,_:b237
http://purl.obolibrary.org/obo/XPO_0132043,abnormal development of dorsal marginal zone,_:b238
http://purl.obolibrary.org/obo/XPO_0133020,abnormal development of dorsal involuting marginal zone,_:b239
http://purl.obolibrary.org/obo/XPO_0132214,abnormal development of involuting marginal zone,_:b240
http://purl.obolibrary.org/obo/XPO_0133081,abnormal development of ventro-lateral marginal zone,_:b241
http://purl.obolibrary.org/obo/XPO_0132937,abnormal development of non-involuting marginal zone,_:b242
http://purl.obolibrary.org/obo/XPO_0133255,abnormal development of dorso-lateral marginal zone,_:b243
http://purl.obolibrary.org/obo/XPO_0133150,abnormal development of ventral marginal zone,_:b244
http://purl.obolibrary.org/obo/XPO_0132911,abnormal development of posterior foregut,_:b245
http://purl.obolibrary.org/obo/XPO_0131799,abnormal development of myotome,_:b246
http://purl.obolibrary.org/obo/XPO_0133013,abnormal development of myotome of tail somite 16,_:b247
http://purl.obolibrary.org/obo/XPO_0133327,abnormal development of myotome of tail somite 17,_:b248
http://purl.obolibrary.org/obo/XPO_0132717,abnormal development of myotome of head somite 1,_:b249
http://purl.obolibrary.org/obo/XPO_0132208,abnormal development of myotome of trunk somite 13,_:b250
http://purl.obolibrary.org/obo/XPO_0132511,abnormal development of myotome of trunk somite 9,_:b251
http://purl.obolibrary.org/obo/XPO_0132103,abnormal development of myotome of tail somite 14,_:b252
http://purl.obolibrary.org/obo/XPO_0132878,abnormal development of myotome of trunk somite 1,_:b253
http://purl.obolibrary.org/obo/XPO_0132824,abnormal development of myotome of trunk somite 11,_:b254
http://purl.obolibrary.org/obo/XPO_0133230,abnormal development of myotome of trunk somite 2,_:b255
http://purl.obolibrary.org/obo/XPO_0132829,abnormal development of myotome of tail somite 18,_:b256
http://purl.obolibrary.org/obo/XPO_0133233,abnormal development of myotome of trunk somite 8,_:b257
http://purl.obolibrary.org/obo/XPO_0132673,abnormal development of myotome of trunk somite 12,_:b258
http://purl.obolibrary.org/obo/XPO_0133237,abnormal development of myotome of trunk somite 4,_:b259
http://purl.obolibrary.org/obo/XPO_0133187,abnormal development of myotome of trunk somite 7,_:b260
http://purl.obolibrary.org/obo/XPO_0132475,abnormal development of myotome of trunk somite 5,_:b261
http://purl.obolibrary.org/obo/XPO_0132784,abnormal development of myotome of head somite 3,_:b262
http://purl.obolibrary.org/obo/XPO_0132636,abnormal development of myotome of tail somite 15,_:b263
http://purl.obolibrary.org/obo/XPO_0132637,abnormal development of myotome of trunk somite 3,_:b264
http://purl.obolibrary.org/obo/XPO_0132027,abnormal development of myotome of trunk somite 10,_:b265
http://purl.obolibrary.org/obo/XPO_0132284,abnormal development of myotome of head somite 4,_:b266
http://purl.obolibrary.org/obo/XPO_0133156,abnormal development of myotome of trunk somite 6,_:b267
http://purl.obolibrary.org/obo/XPO_0133108,abnormal development of myotome of head somite 2,_:b268
http://purl.obolibrary.org/obo/XPO_0132151,abnormal development of limb bud,_:b269
http://purl.obolibrary.org/obo/XPO_0131895,abnormal development of hindlimb bud,_:b270
http://purl.obolibrary.org/obo/XPO_0132564,abnormal development of forelimb bud,_:b271
http://purl.obolibrary.org/obo/XPO_0132865,abnormal development of lateral nasal prominence,_:b272
http://purl.obolibrary.org/obo/XPO_0131840,abnormal development of ventral blood island,_:b273
http://purl.obolibrary.org/obo/XPO_0132351,abnormal development of optic vesicle,_:b274
http://purl.obolibrary.org/obo/XPO_0132350,abnormal development of left optic vesicle,_:b275
http://purl.obolibrary.org/obo/XPO_0133301,abnormal development of right optic vesicle,_:b276
http://purl.obolibrary.org/obo/XPO_0132108,abnormal development of somite,_:b277
http://purl.obolibrary.org/obo/XPO_0132107,abnormal development of tail somite,_:b278
http://purl.obolibrary.org/obo/XPO_0132901,abnormal development of tail somite 17,_:b279
http://purl.obolibrary.org/obo/XPO_0131902,abnormal development of tail somite 15,_:b280
http://purl.obolibrary.org/obo/XPO_0132330,abnormal development of tail somite 18,_:b281
http://purl.obolibrary.org/obo/XPO_0132798,abnormal development of tail somite 14,_:b282
http://purl.obolibrary.org/obo/XPO_0132492,abnormal development of tail somite 16,_:b283
http://purl.obolibrary.org/obo/XPO_0131844,abnormal development of trunk somite,_:b284
http://purl.obolibrary.org/obo/XPO_0132291,abnormal development of trunk somite 3,_:b285
http://purl.obolibrary.org/obo/XPO_0132659,abnormal development of trunk somite 6,_:b286
http://purl.obolibrary.org/obo/XPO_0132553,abnormal development of trunk somite 1,_:b287
http://purl.obolibrary.org/obo/XPO_0131945,abnormal development of trunk somite 13,_:b288
http://purl.obolibrary.org/obo/XPO_0131843,abnormal development of trunk somite 4,_:b289
http://purl.obolibrary.org/obo/XPO_0132157,abnormal development of trunk somite 8,_:b290
http://purl.obolibrary.org/obo/XPO_0132001,abnormal development of trunk somite 10,_:b291
http://purl.obolibrary.org/obo/XPO_0132002,abnormal development of trunk somite 9,_:b292
http://purl.obolibrary.org/obo/XPO_0131964,abnormal development of trunk somite 2,_:b293
http://purl.obolibrary.org/obo/XPO_0132378,abnormal development of trunk somite 7,_:b294
http://purl.obolibrary.org/obo/XPO_0132129,abnormal development of trunk somite 12,_:b295
http://purl.obolibrary.org/obo/XPO_0132641,abnormal development of trunk somite 5,_:b296
http://purl.obolibrary.org/obo/XPO_0132138,abnormal development of trunk somite 11,_:b297
http://purl.obolibrary.org/obo/XPO_0132166,abnormal development of head somite,_:b298
http://purl.obolibrary.org/obo/XPO_0132304,abnormal development of head somite 4,_:b299
http://purl.obolibrary.org/obo/XPO_0132417,abnormal development of head somite 3,_:b300
http://purl.obolibrary.org/obo/XPO_0132165,abnormal development of head somite 2,_:b301
http://purl.obolibrary.org/obo/XPO_0132483,abnormal development of head somite 1,_:b302
http://purl.obolibrary.org/obo/XPO_0132765,abnormal development of hypobranchial placode,_:b303
http://purl.obolibrary.org/obo/XPO_0132302,abnormal development of pronephric kidney,_:b304
http://purl.obolibrary.org/obo/XPO_0132661,abnormal development of apical ectodermal ridge,_:b305
http://purl.obolibrary.org/obo/XPO_0132714,abnormal development of duct of Cuvier,_:b306
http://purl.obolibrary.org/obo/XPO_0132256,abnormal development of tail bud,_:b307
http://purl.obolibrary.org/obo/XPO_0133228,abnormal development of dorsolateral neural tube,_:b308
http://purl.obolibrary.org/obo/XPO_0133229,abnormal development of Rathke's pouch,_:b309
http://purl.obolibrary.org/obo/XPO_0132205,abnormal development of somatic layer of lateral plate mesoderm,_:b310
http://purl.obolibrary.org/obo/XPO_0132156,abnormal development of neural groove,_:b311
http://purl.obolibrary.org/obo/XPO_0133076,abnormal development of buccopharyngeal membrane,_:b312
http://purl.obolibrary.org/obo/XPO_0132052,abnormal development of trunk placode,_:b313
http://purl.obolibrary.org/obo/XPO_0132979,abnormal development of presumptive paraxial mesoderm,_:b314
http://purl.obolibrary.org/obo/XPO_0132055,abnormal development of liver diverticulum,_:b315
http://purl.obolibrary.org/obo/XPO_0132057,abnormal development of circumblastoporal collar,_:b316
http://purl.obolibrary.org/obo/XPO_0132467,abnormal development of paraxial mesoderm,_:b317
http://purl.obolibrary.org/obo/XPO_0132361,abnormal development of dorsal lateral plate mesoderm,_:b318
http://purl.obolibrary.org/obo/XPO_0131853,abnormal development of neural tube,_:b319
http://purl.obolibrary.org/obo/XPO_0133332,abnormal development of endocardial cushion,_:b320
http://purl.obolibrary.org/obo/XPO_0132416,abnormal development of otic vesicle,_:b321
http://purl.obolibrary.org/obo/XPO_0131909,abnormal development of blastopore lip,_:b322
http://purl.obolibrary.org/obo/XPO_0131859,abnormal development of ventrolateral neural tube,_:b323
http://purl.obolibrary.org/obo/XPO_0131804,abnormal development of central vegetal yolk mass,_:b324
