s,lab,ldef
http://purl.obolibrary.org/obo/ZP_0011149,"locomotor rhythm process quality, abnormal",_:b22
http://purl.obolibrary.org/obo/ZP_0020290,"locomotor rhythm delayed, abnormal",_:b23
http://purl.obolibrary.org/obo/ZP_0014487,"locomotor rhythm occurrence, abnormal",_:b24
http://purl.obolibrary.org/obo/ZP_0014488,"locomotor rhythm decreased occurrence, abnormal",_:b25
http://purl.obolibrary.org/obo/ZP_0006017,"locomotor rhythm decreased process quality, abnormal",_:b26
http://purl.obolibrary.org/obo/ZP_0018038,"circadian sleep/wake cycle decreased process quality, abnormal",_:b27
http://purl.obolibrary.org/obo/ZP_0103409,"mating behavior process quality, abnormal",_:b28
http://purl.obolibrary.org/obo/ZP_0015882,"male mating behavior behavioral quality of a process, abnormal",_:b29
http://purl.obolibrary.org/obo/ZP_0102571,"male courtship behavior decreased process quality, abnormal",_:b30
http://purl.obolibrary.org/obo/ZP_0020336,"male courtship behavior decreased occurrence, abnormal",_:b31
http://purl.obolibrary.org/obo/ZP_0101111,"male organism process quality mating behavior, abnormal",_:b32
http://purl.obolibrary.org/obo/ZP_0101112,"male organism increased process quality mating behavior, abnormal",_:b33
http://purl.obolibrary.org/obo/ZP_0101113,"female organism process quality mating behavior, abnormal",_:b34
http://purl.obolibrary.org/obo/ZP_0104748,"female mating behavior process quality, abnormal",_:b35
http://purl.obolibrary.org/obo/ZP_0020334,"male mating behavior decreased occurrence, abnormal",_:b36
http://purl.obolibrary.org/obo/ZP_0021853,"male mating behavior increased occurrence, abnormal",_:b37
http://purl.obolibrary.org/obo/ZP_0021851,"male courtship behavior increased occurrence, abnormal",_:b38
http://purl.obolibrary.org/obo/ZP_0015788,"reproductive behavior behavioral quality of a process, abnormal",_:b39
http://purl.obolibrary.org/obo/ZP_0008523,"locomotory behavior process quality, abnormal",_:b40
http://purl.obolibrary.org/obo/ZP_0015477,"locomotory behavior rhythm quality, abnormal",_:b41
http://purl.obolibrary.org/obo/ZP_0000202,"larval locomotory behavior rhythm quality, abnormal",_:b42
http://purl.obolibrary.org/obo/ZP_0002588,"larval locomotory behavior process quality, abnormal",_:b43
http://purl.obolibrary.org/obo/ZP_0012977,"larval locomotory behavior behavioral quality of a process, abnormal",_:b44
http://purl.obolibrary.org/obo/ZP_0015894,"larval locomotory behavior increased occurrence, abnormal",_:b45
http://purl.obolibrary.org/obo/ZP_0003467,"larval locomotory behavior decreased process quality, abnormal",_:b46
http://purl.obolibrary.org/obo/ZP_0000833,"larval locomotory behavior decreased occurrence, abnormal",_:b47
http://purl.obolibrary.org/obo/ZP_0002703,"larval locomotory behavior arrested, abnormal",_:b48
http://purl.obolibrary.org/obo/ZP_0001485,"larval locomotory behavior decreased rate, abnormal",_:b49
http://purl.obolibrary.org/obo/ZP_0101492,"whole organism process quality larval locomotory behavior, abnormal",_:b50
http://purl.obolibrary.org/obo/ZP_0002704,"larval locomotory behavior disrupted, abnormal",_:b51
http://purl.obolibrary.org/obo/ZP_0001033,"larval locomotory behavior amplitude, abnormal",_:b52
http://purl.obolibrary.org/obo/ZP_0011457,"larval locomotory behavior increased rate, abnormal",_:b53
http://purl.obolibrary.org/obo/ZP_0001034,"larval locomotory behavior increased frequency, abnormal",_:b54
http://purl.obolibrary.org/obo/ZP_0014373,"locomotory behavior behavioral quality of a process, abnormal",_:b55
http://purl.obolibrary.org/obo/ZP_0002807,"adult locomotory behavior behavioral quality of a process, abnormal",_:b56
http://purl.obolibrary.org/obo/ZP_0008120,"swimming behavior behavioral quality of a process, abnormal",_:b57
http://purl.obolibrary.org/obo/ZP_0021700,"locomotory exploration behavior behavioral quality of a process, abnormal",_:b58
http://purl.obolibrary.org/obo/ZP_0004424,"locomotory behavior increased process quality, abnormal",_:b59
http://purl.obolibrary.org/obo/ZP_0014745,"swimming behavior increased process quality, abnormal",_:b60
http://purl.obolibrary.org/obo/ZP_0102863,"swimming behavior increased rate, abnormal",_:b61
http://purl.obolibrary.org/obo/ZP_0012679,"swimming behavior increased duration, abnormal",_:b62
http://purl.obolibrary.org/obo/ZP_0016365,"swimming behavior increased occurrence, abnormal",_:b63
http://purl.obolibrary.org/obo/ZP_0002616,"locomotory behavior increased rate, abnormal",_:b64
http://purl.obolibrary.org/obo/ZP_0105894,"locomotory behavior increased duration, abnormal",_:b65
http://purl.obolibrary.org/obo/ZP_0020510,"locomotory behavior increased occurrence, abnormal",_:b66
http://purl.obolibrary.org/obo/ZP_0100312,"adult locomotory behavior increased process quality, abnormal",_:b67
http://purl.obolibrary.org/obo/ZP_0012603,"locomotory exploration behavior increased process quality, abnormal",_:b68
http://purl.obolibrary.org/obo/ZP_0011495,"turning behavior process quality, abnormal",_:b69
http://purl.obolibrary.org/obo/ZP_0021904,"adult locomotory behavior process quality, abnormal",_:b70
http://purl.obolibrary.org/obo/ZP_0101274,"whole organism process quality adult locomotory behavior, abnormal",_:b71
http://purl.obolibrary.org/obo/ZP_0011497,"locomotory exploration behavior process quality, abnormal",_:b72
http://purl.obolibrary.org/obo/ZP_0021699,"locomotory exploration behavior disrupted, abnormal",_:b73
http://purl.obolibrary.org/obo/ZP_0102503,"locomotory exploration behavior decreased process quality, abnormal",_:b74
http://purl.obolibrary.org/obo/ZP_0105865,"locomotory exploration behavior decreased occurrence, abnormal",_:b75
http://purl.obolibrary.org/obo/ZP_0012877,"locomotory behavior occurrence, abnormal",_:b76
http://purl.obolibrary.org/obo/ZP_0022323,"swimming behavior occurrence, abnormal",_:b77
http://purl.obolibrary.org/obo/ZP_0008454,"swimming behavior decreased occurrence, abnormal",_:b78
http://purl.obolibrary.org/obo/ZP_0000939,"swimming behavior disrupted, abnormal",_:b79
http://purl.obolibrary.org/obo/ZP_0001671,"locomotory behavior disrupted, abnormal",_:b80
http://purl.obolibrary.org/obo/ZP_0004383,"locomotory behavior decreased occurrence, abnormal",_:b81
http://purl.obolibrary.org/obo/ZP_0001670,"locomotory behavior arrested, abnormal",_:b82
http://purl.obolibrary.org/obo/ZP_0003323,"swimming behavior process quality, abnormal",_:b83
http://purl.obolibrary.org/obo/ZP_0102862,"swimming behavior rate, abnormal",_:b84
http://purl.obolibrary.org/obo/ZP_0105901,"swimming behavior frequency, abnormal",_:b85
http://purl.obolibrary.org/obo/ZP_0002809,"swimming behavior duration, abnormal",_:b86
http://purl.obolibrary.org/obo/ZP_0101457,"swimming behavior irregular duration, abnormal",_:b87
http://purl.obolibrary.org/obo/ZP_0000938,"swimming behavior decreased duration, abnormal",_:b88
http://purl.obolibrary.org/obo/ZP_0002810,"swimming behavior decreased process quality, abnormal",_:b89
http://purl.obolibrary.org/obo/ZP_0100897,"swimming behavior decreased efficacy, abnormal",_:b90
http://purl.obolibrary.org/obo/ZP_0107186,"male organism process quality swimming behavior, abnormal",_:b91
http://purl.obolibrary.org/obo/ZP_0006934,"locomotory behavior decreased process quality, abnormal",_:b92
http://purl.obolibrary.org/obo/ZP_0004702,"locomotory behavior decreased frequency, abnormal",_:b93
http://purl.obolibrary.org/obo/ZP_0105895,"locomotory behavior onset quality, abnormal",_:b94
http://purl.obolibrary.org/obo/ZP_0014372,"locomotory behavior duration, abnormal",_:b95
http://purl.obolibrary.org/obo/ZP_0003731,"locomotory behavior having decreased processual parts skeletal muscle contraction, abnormal",_:b96
http://purl.obolibrary.org/obo/ZP_0021042,"motor behavior disrupted, abnormal",_:b97
http://purl.obolibrary.org/obo/ZP_0011496,"exploration behavior process quality, abnormal",_:b98
http://purl.obolibrary.org/obo/ZP_0021594,"exploration behavior increased occurrence, abnormal",_:b99
http://purl.obolibrary.org/obo/ZP_0103791,"exploration behavior decreased process quality, abnormal",_:b100
http://purl.obolibrary.org/obo/ZP_0103790,"behavioral defense response decreased process quality, abnormal",_:b101
http://purl.obolibrary.org/obo/ZP_0101682,"behavioral fear response decreased process quality, abnormal",_:b102
http://purl.obolibrary.org/obo/ZP_0010503,"behavioral fear response arrested, abnormal",_:b103
http://purl.obolibrary.org/obo/ZP_0017640,"behavior decreased occurrence, abnormal",_:b104
http://purl.obolibrary.org/obo/ZP_0016908,"mechanosensory behavior decreased occurrence, abnormal",_:b105
http://purl.obolibrary.org/obo/ZP_0006566,"mechanosensory behavior arrested, abnormal",_:b106
http://purl.obolibrary.org/obo/ZP_0106385,"auditory behavior decreased occurrence, abnormal",_:b107
http://purl.obolibrary.org/obo/ZP_0016907,"visual behavior decreased occurrence, abnormal",_:b108
http://purl.obolibrary.org/obo/ZP_0004528,"optokinetic behavior decreased occurrence, abnormal",_:b109
http://purl.obolibrary.org/obo/ZP_0001868,"optokinetic behavior arrested, abnormal",_:b110
http://purl.obolibrary.org/obo/ZP_0001869,"optomotor response arrested, abnormal",_:b111
http://purl.obolibrary.org/obo/ZP_0001582,"optomotor response decreased occurrence, abnormal",_:b112
http://purl.obolibrary.org/obo/ZP_0021865,"aggressive behavior decreased occurrence, abnormal",_:b113
http://purl.obolibrary.org/obo/ZP_0021867,"social behavior decreased occurrence, abnormal",_:b114
http://purl.obolibrary.org/obo/ZP_0009596,"behavioral response to nicotine decreased occurrence, abnormal",_:b115
http://purl.obolibrary.org/obo/ZP_0021908,"learning or memory decreased occurrence, abnormal",_:b116
http://purl.obolibrary.org/obo/ZP_0021781,"learning decreased occurrence, abnormal",_:b117
http://purl.obolibrary.org/obo/ZP_0021782,"memory decreased occurrence, abnormal",_:b118
http://purl.obolibrary.org/obo/ZP_0007381,"chemosensory behavior decreased occurrence, abnormal",_:b119
http://purl.obolibrary.org/obo/ZP_0105832,"motor behavior decreased occurrence, abnormal",_:b120
http://purl.obolibrary.org/obo/ZP_0016911,"thermosensory behavior decreased occurrence, abnormal",_:b121
http://purl.obolibrary.org/obo/ZP_0100491,"feeding behavior decreased occurrence, abnormal",_:b122
http://purl.obolibrary.org/obo/ZP_0001263,"mechanosensory behavior process quality, abnormal",_:b123
http://purl.obolibrary.org/obo/ZP_0015179,"mechanosensory behavior occurrence, abnormal",_:b124
http://purl.obolibrary.org/obo/ZP_0016912,"mechanosensory behavior increased occurrence, abnormal",_:b125
http://purl.obolibrary.org/obo/ZP_0000832,"mechanosensory behavior disrupted, abnormal",_:b126
http://purl.obolibrary.org/obo/ZP_0104471,"auditory behavior process quality, abnormal",_:b127
http://purl.obolibrary.org/obo/ZP_0016213,"auditory behavior decreased process quality, abnormal",_:b128
http://purl.obolibrary.org/obo/ZP_0101381,"behavioral defense response increased occurrence, abnormal",_:b129
http://purl.obolibrary.org/obo/ZP_0104219,"behavioral fear response increased occurrence, abnormal",_:b130
http://purl.obolibrary.org/obo/ZP_0020306,"larval behavior decreased process quality, abnormal",_:b131
http://purl.obolibrary.org/obo/ZP_0014781,"adult behavior process quality, abnormal",_:b132
http://purl.obolibrary.org/obo/ZP_0002615,"learning or memory process quality, abnormal",_:b133
http://purl.obolibrary.org/obo/ZP_0100880,"learning or memory disrupted, abnormal",_:b134
http://purl.obolibrary.org/obo/ZP_0100197,"associative learning disrupted, abnormal",_:b135
http://purl.obolibrary.org/obo/ZP_0012600,"learning process quality, abnormal",_:b136
http://purl.obolibrary.org/obo/ZP_0012601,"learning decreased process quality, abnormal",_:b137
http://purl.obolibrary.org/obo/ZP_0101187,"visual learning decreased process quality, abnormal",_:b138
http://purl.obolibrary.org/obo/ZP_0016546,"habituation decreased process quality, abnormal",_:b139
http://purl.obolibrary.org/obo/ZP_0102785,"whole organism decreased efficacy associative learning, abnormal",_:b140
http://purl.obolibrary.org/obo/ZP_0021642,"conditioned place preference decreased process quality, abnormal",_:b141
http://purl.obolibrary.org/obo/ZP_0101196,"conditioned place preference process quality, abnormal",_:b142
http://purl.obolibrary.org/obo/ZP_0101197,"conditioned place preference behavioral quality of a process, abnormal",_:b143
http://purl.obolibrary.org/obo/ZP_0021701,"conditioned place preference increased occurrence, abnormal",_:b144
http://purl.obolibrary.org/obo/ZP_0001672,"associative learning increased rate, abnormal",_:b145
http://purl.obolibrary.org/obo/ZP_0013839,"habituation behavioral quality of a process, abnormal",_:b146
http://purl.obolibrary.org/obo/ZP_0014827,"learning or memory decreased process quality, abnormal",_:b147
http://purl.obolibrary.org/obo/ZP_0011583,"memory decreased process quality, abnormal",_:b148
http://purl.obolibrary.org/obo/ZP_0104033,"memory process quality, abnormal",_:b149
http://purl.obolibrary.org/obo/ZP_0015181,"thermosensory behavior occurrence, abnormal",_:b150
http://purl.obolibrary.org/obo/ZP_0014526,"thermosensory behavior disrupted, abnormal",_:b151
http://purl.obolibrary.org/obo/ZP_0016913,"thermosensory behavior increased occurrence, abnormal",_:b152
http://purl.obolibrary.org/obo/ZP_0022720,"feeding behavior process quality, abnormal",_:b153
http://purl.obolibrary.org/obo/ZP_0005718,"feeding behavior decreased process quality, abnormal",_:b154
http://purl.obolibrary.org/obo/ZP_0002977,"feeding behavior increased process quality, abnormal",_:b155
http://purl.obolibrary.org/obo/ZP_0106550,"eating behavior increased occurrence, abnormal",_:b156
http://purl.obolibrary.org/obo/ZP_0107234,"feeding behavior normal occurrence, abnormal",_:b157
http://purl.obolibrary.org/obo/ZP_0022772,"larval feeding behavior process quality, abnormal",_:b158
http://purl.obolibrary.org/obo/ZP_0023054,"feeding behavior rate, abnormal",_:b159
http://purl.obolibrary.org/obo/ZP_0102722,"eating behavior process quality, abnormal",_:b160
http://purl.obolibrary.org/obo/ZP_0023055,"eating behavior occurrence, abnormal",_:b161
http://purl.obolibrary.org/obo/ZP_0103410,"eating behavior disrupted, abnormal",_:b162
http://purl.obolibrary.org/obo/ZP_0103641,"hatching behavior decreased rate, abnormal",_:b163
http://purl.obolibrary.org/obo/ZP_0013173,"visual behavior process quality, abnormal",_:b164
http://purl.obolibrary.org/obo/ZP_0007796,"visual behavior decreased process quality, abnormal",_:b165
http://purl.obolibrary.org/obo/ZP_0006156,"visual behavior decreased rate, abnormal",_:b166
http://purl.obolibrary.org/obo/ZP_0002980,"optokinetic behavior decreased rate, abnormal",_:b167
http://purl.obolibrary.org/obo/ZP_0018032,"optokinetic behavior decreased frequency, abnormal",_:b168
http://purl.obolibrary.org/obo/ZP_0010998,"optokinetic behavior decreased process quality, abnormal",_:b169
http://purl.obolibrary.org/obo/ZP_0000942,"optomotor response decreased process quality, abnormal",_:b170
http://purl.obolibrary.org/obo/ZP_0021581,"visual behavior increased process quality, abnormal",_:b171
http://purl.obolibrary.org/obo/ZP_0015178,"visual behavior increased occurrence, abnormal",_:b172
http://purl.obolibrary.org/obo/ZP_0006432,"optomotor response increased process quality, abnormal",_:b173
http://purl.obolibrary.org/obo/ZP_0016916,"visual behavior occurrence, abnormal",_:b174
http://purl.obolibrary.org/obo/ZP_0013551,"optokinetic behavior occurrence, abnormal",_:b175
http://purl.obolibrary.org/obo/ZP_0014598,"optomotor response occurrence, abnormal",_:b176
http://purl.obolibrary.org/obo/ZP_0008043,"optomotor response disrupted, abnormal",_:b177
http://purl.obolibrary.org/obo/ZP_0000201,"optokinetic behavior disrupted, abnormal",_:b178
http://purl.obolibrary.org/obo/ZP_0001456,"visual behavior disrupted, abnormal",_:b179
http://purl.obolibrary.org/obo/ZP_0008042,"optokinetic behavior process quality, abnormal",_:b180
http://purl.obolibrary.org/obo/ZP_0013508,"optomotor response process quality, abnormal",_:b181
http://purl.obolibrary.org/obo/ZP_0018031,"optokinetic behavior amplitude, abnormal",_:b182
http://purl.obolibrary.org/obo/ZP_0021530,"multi-organism behavior process quality, abnormal",_:b183
http://purl.obolibrary.org/obo/ZP_0106976,"aggressive behavior process quality, abnormal",_:b184
http://purl.obolibrary.org/obo/ZP_0101048,"aggressive behavior increased process quality, abnormal",_:b185
http://purl.obolibrary.org/obo/ZP_0100506,"aggressive behavior increased occurrence, abnormal",_:b186
http://purl.obolibrary.org/obo/ZP_0020346,"social behavior process quality, abnormal",_:b187
http://purl.obolibrary.org/obo/ZP_0106756,"whole organism process quality social behavior, abnormal",_:b188
http://purl.obolibrary.org/obo/ZP_0021595,"oviposition decreased process quality, abnormal",_:b189
http://purl.obolibrary.org/obo/ZP_0019077,"oviposition disrupted, abnormal",_:b190
http://purl.obolibrary.org/obo/ZP_0020852,"foraging behavior decreased efficacy, abnormal",_:b191
http://purl.obolibrary.org/obo/ZP_0015149,"olfactory behavior decreased process quality, abnormal",_:b192
http://purl.obolibrary.org/obo/ZP_0009380,"swimming behavior absent, abnormal",_:b193
http://purl.obolibrary.org/obo/ZP_0101382,"swimming behavior decreased magnitude, abnormal",_:b194
http://purl.obolibrary.org/obo/ZP_0101383,"swimming behavior increased magnitude, abnormal",_:b195
http://purl.obolibrary.org/obo/ZP_0003056,"larval locomotory behavior absent, abnormal",_:b196
http://purl.obolibrary.org/obo/ZP_0100019,"mechanosensory behavior abnormal, abnormal",_:b197
http://purl.obolibrary.org/obo/ZP_0001841,"visual behavior quality, abnormal",_:b198
http://purl.obolibrary.org/obo/ZP_0100335,"optomotor response decreased magnitude, abnormal",_:b199
http://purl.obolibrary.org/obo/ZP_0015039,"visual behavior absent, abnormal",_:b200
http://purl.obolibrary.org/obo/ZP_0004562,"optokinetic behavior absent, abnormal",_:b201
http://purl.obolibrary.org/obo/ZP_0007088,"locomotory behavior decreased speed, abnormal",_:b202
http://purl.obolibrary.org/obo/ZP_0014640,"swimming behavior decreased speed, abnormal",_:b203
http://purl.obolibrary.org/obo/ZP_0016902,"whole organism decreased speed larval locomotory behavior, abnormal",_:b204
http://purl.obolibrary.org/obo/ZP_0015630,"behavioral response to ethanol decreased magnitude, abnormal",_:b205
http://purl.obolibrary.org/obo/ZP_0007906,"swimming behavior abnormal, abnormal",_:b206
http://purl.obolibrary.org/obo/ZP_0016082,"swimming behavior hyporesponsive to response to auditory stimulus, abnormal",_:b207
http://purl.obolibrary.org/obo/ZP_0018039,"circadian sleep/wake cycle, sleep absent, abnormal",_:b208
http://purl.obolibrary.org/obo/ZP_0007634,"feeding behavior quality, abnormal",_:b209
http://purl.obolibrary.org/obo/ZP_0019025,"cytoplasm organization process quality, abnormal",_:b210
http://purl.obolibrary.org/obo/ZP_0015609,"pole plasm assembly process quality, abnormal",_:b211
http://purl.obolibrary.org/obo/ZP_0012633,"vitellogenesis delayed, abnormal",_:b212
http://purl.obolibrary.org/obo/ZP_0018056,"nitric oxide production involved in inflammatory response process quality, abnormal",_:b213
http://purl.obolibrary.org/obo/ZP_0018053,"nitric oxide production involved in inflammatory response disrupted, abnormal",_:b214
http://purl.obolibrary.org/obo/ZP_0022835,"animal organ development process quality, abnormal",_:b215
http://purl.obolibrary.org/obo/ZP_0012660,"thymus development process quality, abnormal",_:b216
http://purl.obolibrary.org/obo/ZP_0009486,"thymus development delayed, abnormal",_:b217
http://purl.obolibrary.org/obo/ZP_0102153,"thymus development decreased process quality, abnormal",_:b218
http://purl.obolibrary.org/obo/ZP_0002748,"thymus development disrupted, abnormal",_:b219
http://purl.obolibrary.org/obo/ZP_0010458,"exocrine pancreas development process quality, abnormal",_:b220
http://purl.obolibrary.org/obo/ZP_0005083,"exocrine pancreas development delayed, abnormal",_:b221
http://purl.obolibrary.org/obo/ZP_0002919,"exocrine pancreas development disrupted, abnormal",_:b222
http://purl.obolibrary.org/obo/ZP_0001072,"exocrine pancreas development decreased process quality, abnormal",_:b223
http://purl.obolibrary.org/obo/ZP_0022345,"exocrine pancreas development decreased occurrence, abnormal",_:b224
http://purl.obolibrary.org/obo/ZP_0019645,"exocrine pancreas development arrested, abnormal",_:b225
http://purl.obolibrary.org/obo/ZP_0002334,"exocrine pancreas development paedomorphic growth, abnormal",_:b226
http://purl.obolibrary.org/obo/ZP_0011289,"heart development process quality, abnormal",_:b227
http://purl.obolibrary.org/obo/ZP_0000334,"heart development delayed, abnormal",_:b228
http://purl.obolibrary.org/obo/ZP_0013859,"heart development rate, abnormal",_:b229
http://purl.obolibrary.org/obo/ZP_0000223,"heart development disrupted, abnormal",_:b230
http://purl.obolibrary.org/obo/ZP_0020884,"larval heart development decreased process quality, abnormal",_:b231
http://purl.obolibrary.org/obo/ZP_0020789,"bone development delayed, abnormal",_:b232
http://purl.obolibrary.org/obo/ZP_0017903,"embryonic organ development process quality, abnormal",_:b233
http://purl.obolibrary.org/obo/ZP_0016935,"embryonic organ development delayed, abnormal",_:b234
http://purl.obolibrary.org/obo/ZP_0005304,"embryonic camera-type eye development delayed, abnormal",_:b235
http://purl.obolibrary.org/obo/ZP_0003570,"notochord development delayed, abnormal",_:b236
http://purl.obolibrary.org/obo/ZP_0103792,"embryonic hemopoiesis delayed, abnormal",_:b237
http://purl.obolibrary.org/obo/ZP_0103301,"notochord development process quality, abnormal",_:b238
http://purl.obolibrary.org/obo/ZP_0102144,"notochord development decreased process quality, abnormal",_:b239
http://purl.obolibrary.org/obo/ZP_0000575,"notochord development disrupted, abnormal",_:b240
http://purl.obolibrary.org/obo/ZP_0010049,"notochord development peramorphic growth, abnormal",_:b241
http://purl.obolibrary.org/obo/ZP_0003592,"notochord development paedomorphic growth, abnormal",_:b242
http://purl.obolibrary.org/obo/ZP_0008460,"embryonic organ development disrupted, abnormal",_:b243
http://purl.obolibrary.org/obo/ZP_0008921,"hypochord development disrupted, abnormal",_:b244
http://purl.obolibrary.org/obo/ZP_0004641,"embryonic camera-type eye development disrupted, abnormal",_:b245
http://purl.obolibrary.org/obo/ZP_0000506,"embryonic hemopoiesis disrupted, abnormal",_:b246
http://purl.obolibrary.org/obo/ZP_0004263,"primitive hemopoiesis disrupted, abnormal",_:b247
http://purl.obolibrary.org/obo/ZP_0105644,"corpuscles of Stannius decreased process quality embryonic organ development, abnormal",_:b248
http://purl.obolibrary.org/obo/ZP_0105698,"corpuscles of Stannius arrested embryonic organ development, abnormal",_:b249
http://purl.obolibrary.org/obo/ZP_0013361,"embryonic hemopoiesis process quality, abnormal",_:b250
http://purl.obolibrary.org/obo/ZP_0000703,"primitive hemopoiesis process quality, abnormal",_:b251
http://purl.obolibrary.org/obo/ZP_0019639,"primitive hemopoiesis decreased occurrence, abnormal",_:b252
http://purl.obolibrary.org/obo/ZP_0015282,"primitive hemopoiesis arrested, abnormal",_:b253
http://purl.obolibrary.org/obo/ZP_0019784,"primitive hemopoiesis increased occurrence, abnormal",_:b254
http://purl.obolibrary.org/obo/ZP_0000697,"embryonic hemopoiesis decreased process quality, abnormal",_:b255
http://purl.obolibrary.org/obo/ZP_0017857,"embryonic organ development decreased rate, abnormal",_:b256
http://purl.obolibrary.org/obo/ZP_0019183,"embryonic liver development process quality, abnormal",_:b257
http://purl.obolibrary.org/obo/ZP_0019431,"embryonic liver development decreased occurrence, abnormal",_:b258
http://purl.obolibrary.org/obo/ZP_0019184,"embryonic digestive tract development decreased process quality, abnormal",_:b259
http://purl.obolibrary.org/obo/ZP_0110343,"embryonic camera-type eye development normal process quality, abnormal",_:b260
http://purl.obolibrary.org/obo/ZP_0011888,"embryonic camera-type eye development decreased process quality, abnormal",_:b261
http://purl.obolibrary.org/obo/ZP_0101370,"skin development cellular spatiotemporal quality, abnormal",_:b262
http://purl.obolibrary.org/obo/ZP_0003760,"animal organ development disrupted, abnormal",_:b263
http://purl.obolibrary.org/obo/ZP_0002484,"ear development disrupted, abnormal",_:b264
http://purl.obolibrary.org/obo/ZP_0004834,"spinal cord development disrupted, abnormal",_:b265
http://purl.obolibrary.org/obo/ZP_0000451,"hemopoiesis disrupted, abnormal",_:b266
http://purl.obolibrary.org/obo/ZP_0000547,"definitive hemopoiesis disrupted, abnormal",_:b267
http://purl.obolibrary.org/obo/ZP_0005722,"muscle organ development disrupted, abnormal",_:b268
http://purl.obolibrary.org/obo/ZP_0003054,"visceral muscle development disrupted, abnormal",_:b269
http://purl.obolibrary.org/obo/ZP_0006174,"somitomeric trunk muscle development disrupted, abnormal",_:b270
http://purl.obolibrary.org/obo/ZP_0005208,"pharyngeal muscle development disrupted, abnormal",_:b271
http://purl.obolibrary.org/obo/ZP_0001016,"eye development disrupted, abnormal",_:b272
http://purl.obolibrary.org/obo/ZP_0003171,"camera-type eye development disrupted, abnormal",_:b273
http://purl.obolibrary.org/obo/ZP_0001323,"brain development disrupted, abnormal",_:b274
http://purl.obolibrary.org/obo/ZP_0003382,"animal organ regeneration disrupted, abnormal",_:b275
http://purl.obolibrary.org/obo/ZP_0022339,"pancreas regeneration disrupted, abnormal",_:b276
http://purl.obolibrary.org/obo/ZP_0001039,"cartilage development disrupted, abnormal",_:b277
http://purl.obolibrary.org/obo/ZP_0103335,"head disrupted cartilage development, abnormal",_:b278
http://purl.obolibrary.org/obo/ZP_0020556,"cranial cartilage disrupted cartilage development, abnormal",_:b279
http://purl.obolibrary.org/obo/ZP_0012220,"Meckel's cartilage disrupted cartilage development, abnormal",_:b280
http://purl.obolibrary.org/obo/ZP_0012221,"palatoquadrate cartilage disrupted cartilage development, abnormal",_:b281
http://purl.obolibrary.org/obo/ZP_0017596,"mandibular arch skeleton disrupted cartilage development, abnormal",_:b282
http://purl.obolibrary.org/obo/ZP_0003409,"bone development disrupted, abnormal",_:b283
http://purl.obolibrary.org/obo/ZP_0016650,"vertebral column disrupted bone development, abnormal",_:b284
http://purl.obolibrary.org/obo/ZP_0000477,"thyroid gland development disrupted, abnormal",_:b285
http://purl.obolibrary.org/obo/ZP_0007586,"sympathetic ganglion development disrupted, abnormal",_:b286
http://purl.obolibrary.org/obo/ZP_0009734,"otic vesicle development disrupted, abnormal",_:b287
http://purl.obolibrary.org/obo/ZP_0002029,"pancreas development disrupted, abnormal",_:b288
