s,lab,ldef
http://purl.obolibrary.org/obo/FYPO_0003400,normal 20S rRNA precursor level,
http://purl.obolibrary.org/obo/FYPO_0007012,normal mature 28S rRNA level,
http://purl.obolibrary.org/obo/FYPO_0005639,normal RNA level during cellular response to iron ion starvation,
http://purl.obolibrary.org/obo/FYPO_0001794,normal RNA level during cellular response to purvalanol A,
http://purl.obolibrary.org/obo/FYPO_0003992,normal RNA level during cellular response to menadione,
http://purl.obolibrary.org/obo/FYPO_0006469,normal mature ncRNA level,
http://purl.obolibrary.org/obo/FYPO_0006996,normal antisense RNA level,
http://purl.obolibrary.org/obo/FYPO_0002580,normal mature tRNA level,
http://purl.obolibrary.org/obo/FYPO_0002582,normal mature mitochondrial tRNA level,
http://purl.obolibrary.org/obo/FYPO_0006158,normal RNA level during mitotic S phase,
http://purl.obolibrary.org/obo/FYPO_0004350,normal RNA level during cellular response to methylglyoxal,
http://purl.obolibrary.org/obo/FYPO_0006830,normal RNA level during cellular response to replete zinc,
http://purl.obolibrary.org/obo/FYPO_0006619,normal nuclear polyadenylated mRNA level during vegetative growth,
http://purl.obolibrary.org/obo/FYPO_0003747,normal level of DSR-containing meiosis gene mRNA during vegetative growth,
http://purl.obolibrary.org/obo/FYPO_0004960,normal mitochondrial RNA level,
http://purl.obolibrary.org/obo/FYPO_0003793,normal RNA level during cellular response to osmotic stress,
http://purl.obolibrary.org/obo/FYPO_0001486,normal RNA level during cellular response to salt stress,
http://purl.obolibrary.org/obo/FYPO_0002146,normal RNA level during cellular response to DEM,
http://purl.obolibrary.org/obo/FYPO_0002984,normal RNA level during cellular response to methyl methanesulfonate,
http://purl.obolibrary.org/obo/FYPO_0003035,normal RNA level during cellular response to UV,
http://purl.obolibrary.org/obo/FYPO_0006506,normal RNA level during mitotic G1 phase,
http://purl.obolibrary.org/obo/FYPO_0003620,normal pre-mRNA level,
http://purl.obolibrary.org/obo/FYPO_0001487,normal RNA level during cellular response to heat,
http://purl.obolibrary.org/obo/FYPO_0001260,normal RNA level during cellular response to hypoxia,
http://purl.obolibrary.org/obo/FYPO_0005602,normal subtelomere-derived RNA level,
http://purl.obolibrary.org/obo/FYPO_0005076,normal level of glucose starvation gene mRNA during vegetative growth,
http://purl.obolibrary.org/obo/FYPO_0005280,normal level of glucose-repressed gene mRNA during vegetative growth,
http://purl.obolibrary.org/obo/FYPO_0002746,normal cellular valine level,
http://purl.obolibrary.org/obo/FYPO_0001628,normal vacuolar valine level,
http://purl.obolibrary.org/obo/FYPO_0001540,normal cellular manganese level,
http://purl.obolibrary.org/obo/FYPO_0001506,normal cellular phosphatidylcholine level,
http://purl.obolibrary.org/obo/FYPO_0001640,normal cellular leucine level,
http://purl.obolibrary.org/obo/FYPO_0001631,normal vacuolar leucine level,
http://purl.obolibrary.org/obo/FYPO_0001077,normal polysaccharide level,
http://purl.obolibrary.org/obo/FYPO_0001143,normal Man9GlcNAc level,
http://purl.obolibrary.org/obo/FYPO_0001142,normal Man8GlcNAc level,
http://purl.obolibrary.org/obo/FYPO_0001079,normal galactomannan level,
http://purl.obolibrary.org/obo/FYPO_0004861,normal cell wall galactomannan level,
http://purl.obolibrary.org/obo/FYPO_0001196,normal alpha-glucan level,
http://purl.obolibrary.org/obo/FYPO_0003795,normal cell wall alpha-glucan level,
http://purl.obolibrary.org/obo/FYPO_0001078,normal beta-glucan level,
http://purl.obolibrary.org/obo/FYPO_0004533,normal cell wall beta-glucan level,
http://purl.obolibrary.org/obo/FYPO_0001543,normal cellular phosphorus level,
http://purl.obolibrary.org/obo/FYPO_0001507,normal cellular phosphatidylinositol level,
http://purl.obolibrary.org/obo/FYPO_0006627,"normal phosphatidylinositol-4,5-bisphosphate level in plasma membrane",
http://purl.obolibrary.org/obo/FYPO_0006629,normal phosphatidylinositol-4-phosphate level in plasma membrane,
http://purl.obolibrary.org/obo/FYPO_0006489,normal cellular phosphatidylinositol-3-phosphate level,
http://purl.obolibrary.org/obo/FYPO_0005590,normal cellular cardiolipin level,
http://purl.obolibrary.org/obo/FYPO_0004947,normal mitochondrial membrane cardiolipin level,
http://purl.obolibrary.org/obo/FYPO_0005753,normal cellular dNTP level,
http://purl.obolibrary.org/obo/FYPO_0006205,normal cellular dGTP level,
http://purl.obolibrary.org/obo/FYPO_0006204,normal cellular dCTP level,
http://purl.obolibrary.org/obo/FYPO_0002228,normal cellular phosphatidylethanolamine level,
http://purl.obolibrary.org/obo/FYPO_0002315,normal cellular FPP level,
http://purl.obolibrary.org/obo/FYPO_0005756,normal cellular mannosylinositol phosphorylceramide level,
http://purl.obolibrary.org/obo/FYPO_0005589,normal cellular phosphatidylserine level,
http://purl.obolibrary.org/obo/FYPO_0005595,normal cellular ceramide level,
http://purl.obolibrary.org/obo/FYPO_0002236,normal cellular sterol ester level,
http://purl.obolibrary.org/obo/FYPO_0001199,normal cellular calcium level,
http://purl.obolibrary.org/obo/FYPO_0001376,normal cellular calcium level during cellular response to salt stress,
http://purl.obolibrary.org/obo/FYPO_0004440,normal cytosolic calcium level,
http://purl.obolibrary.org/obo/FYPO_0001461,normal immediate intracellular calcium spike following extracellular calcium stimulus,
http://purl.obolibrary.org/obo/FYPO_0001638,normal cellular alanine level,
http://purl.obolibrary.org/obo/FYPO_0001627,normal vacuolar alanine level,
http://purl.obolibrary.org/obo/FYPO_0001725,normal cellular aspartate level,
http://purl.obolibrary.org/obo/FYPO_0006934,normal cellular triglyceride level,
http://purl.obolibrary.org/obo/FYPO_0001544,normal cellular sulfur level,
http://purl.obolibrary.org/obo/FYPO_0001726,normal cellular cysteine level,
http://purl.obolibrary.org/obo/FYPO_0001729,normal vacuolar cysteine level,
http://purl.obolibrary.org/obo/FYPO_0001639,normal cellular methionine level,
http://purl.obolibrary.org/obo/FYPO_0001629,normal vacuolar methionine level,
http://purl.obolibrary.org/obo/FYPO_0004001,normal cellular glutathione level,
http://purl.obolibrary.org/obo/FYPO_0001641,normal cellular tyrosine level,
http://purl.obolibrary.org/obo/FYPO_0001632,normal vacuolar tyrosine level,
http://purl.obolibrary.org/obo/FYPO_0003118,normal cellular reactive oxygen species level during vegetative growth,
http://purl.obolibrary.org/obo/FYPO_0003774,normal level of transposon-derived cDNA in cell,
http://purl.obolibrary.org/obo/FYPO_0001642,normal cellular phenylalanine level,
http://purl.obolibrary.org/obo/FYPO_0001633,normal vacuolar phenylalanine level,
http://purl.obolibrary.org/obo/FYPO_0001637,normal cellular glycine level,
http://purl.obolibrary.org/obo/FYPO_0001626,normal vacuolar glycine level,
http://purl.obolibrary.org/obo/FYPO_0004012,normal cell surface pyruvylated galactose level,
http://purl.obolibrary.org/obo/FYPO_0001536,normal cellular copper level,
http://purl.obolibrary.org/obo/FYPO_0001606,normal level of substance in cytosol,
http://purl.obolibrary.org/obo/FYPO_0001542,normal cellular nickel level,
http://purl.obolibrary.org/obo/FYPO_0000833,normal protein level during vegetative growth,
http://purl.obolibrary.org/obo/FYPO_0002776,normal level of sumoylated protein in cell,
http://purl.obolibrary.org/obo/FYPO_0003773,normal level of transposon-encoded protein in cell,
http://purl.obolibrary.org/obo/FYPO_0004981,normal cellular histone level,
http://purl.obolibrary.org/obo/FYPO_0005336,normal level of histone H3 in cell,
http://purl.obolibrary.org/obo/FYPO_0007054,normal protein level during cellular response to zinc ion starvation,
http://purl.obolibrary.org/obo/FYPO_0003153,normal protein level during cellular response to heat,
http://purl.obolibrary.org/obo/FYPO_0003144,normal protein level during cellular response to methyl methanesulfonate,
http://purl.obolibrary.org/obo/FYPO_0006844,normal H2A.Z level at centromere,
http://purl.obolibrary.org/obo/FYPO_0005227,normal level of ubiquitinated protein in cell,
http://purl.obolibrary.org/obo/FYPO_0001257,normal protein level during cellular response to oxygen,
http://purl.obolibrary.org/obo/FYPO_0001258,normal protein level during cellular response to hypoxia,
http://purl.obolibrary.org/obo/FYPO_0004110,normal protein level during exit from mitosis,
http://purl.obolibrary.org/obo/FYPO_0005550,normal protein level during cellular response to hydroxyurea,
http://purl.obolibrary.org/obo/FYPO_0005320,normal protein level during mitotic metaphase,
http://purl.obolibrary.org/obo/FYPO_0005974,normal mitochondrial protein level,
http://purl.obolibrary.org/obo/FYPO_0005926,normal protein level during mitotic G1 phase,
http://purl.obolibrary.org/obo/FYPO_0005074,normal protein level in anaphase-promoting complex,
http://purl.obolibrary.org/obo/FYPO_0005168,normal protein level during cellular response to salt stress,
http://purl.obolibrary.org/obo/FYPO_0005925,normal protein level during mitosis,
http://purl.obolibrary.org/obo/FYPO_0004006,normal protein level during cellular response to menadione,
http://purl.obolibrary.org/obo/FYPO_0004107,normal protein level during mitotic G2 phase,
http://purl.obolibrary.org/obo/FYPO_0001635,normal cellular serine level,
http://purl.obolibrary.org/obo/FYPO_0001623,normal vacuolar serine level,
http://purl.obolibrary.org/obo/FYPO_0001538,normal cellular potassium level,
http://purl.obolibrary.org/obo/FYPO_0002747,normal cellular lysine level,
http://purl.obolibrary.org/obo/FYPO_0002229,normal cellular ergosterol level,
http://purl.obolibrary.org/obo/FYPO_0001153,normal cellular methylamine level,
http://purl.obolibrary.org/obo/FYPO_0001541,normal cellular molybdenum level,
http://purl.obolibrary.org/obo/FYPO_0001449,normal cellular trehalose level,
http://purl.obolibrary.org/obo/FYPO_0003461,normal cellular trehalose level during cellular response to salt stress,
http://purl.obolibrary.org/obo/FYPO_0003462,normal cellular trehalose level during cellular response to oxidative stress,
http://purl.obolibrary.org/obo/FYPO_0003466,normal cellular trehalose level during cellular response to heat,
http://purl.obolibrary.org/obo/FYPO_0002745,normal cellular proline level,
http://purl.obolibrary.org/obo/FYPO_0004959,normal level of substance in mitochondrion,
http://purl.obolibrary.org/obo/FYPO_0001410,normal cellular sulfide level,
http://purl.obolibrary.org/obo/FYPO_0003794,normal cellular glycerol level during cellular response to osmotic stress,
http://purl.obolibrary.org/obo/FYPO_0001539,normal cellular magnesium level,
http://purl.obolibrary.org/obo/FYPO_0001535,normal cellular zinc level,
http://purl.obolibrary.org/obo/FYPO_0001537,normal cellular iron level,
http://purl.obolibrary.org/obo/FYPO_0001603,normal level of substance in vacuole,
http://purl.obolibrary.org/obo/FYPO_0001625,normal vacuolar glutamine level,
http://purl.obolibrary.org/obo/FYPO_0001630,normal vacuolar isoleucine level,
http://purl.obolibrary.org/obo/FYPO_0001622,normal vacuolar threonine level,
http://purl.obolibrary.org/obo/FYPO_0001624,normal vacuolar asparagine level,
http://purl.obolibrary.org/obo/FYPO_0001634,normal vacuolar tryptophan level,
http://purl.obolibrary.org/obo/FYPO_0002316,normal cellular squalene level,
http://purl.obolibrary.org/obo/FYPO_0001636,normal cellular glutamine level,
http://purl.obolibrary.org/obo/FYPO_0001643,normal cellular tryptophan level,
http://purl.obolibrary.org/obo/FYPO_0006632,normal cellular free fatty acid level,
http://purl.obolibrary.org/obo/FYPO_0003374,normal cellular coenzyme Q10 level,
http://purl.obolibrary.org/obo/FYPO_0000840,normal RNA level,
http://purl.obolibrary.org/obo/FYPO_0001096,normal RNA level during nitrogen starvation,
http://purl.obolibrary.org/obo/FYPO_0006750,normal pre-tRNA level during nitrogen starvation,
http://purl.obolibrary.org/obo/FYPO_0006574,normal RNA level during cellular response to pheromone,
http://purl.obolibrary.org/obo/FYPO_0004171,normal RNA level during glucose starvation,
http://purl.obolibrary.org/obo/FYPO_0004931,normal RNA level during sporulation,
http://purl.obolibrary.org/obo/FYPO_0006976,normal RNA level during meiotic cell cycle,
http://purl.obolibrary.org/obo/FYPO_0003579,normal RNA level during meiosis,
http://purl.obolibrary.org/obo/FYPO_0006146,normal RNA level during cellular response to copper ion starvation during meiotic cell cycle,
http://purl.obolibrary.org/obo/FYPO_0004133,normal reactive oxygen species level during nitrogen starvation,
http://purl.obolibrary.org/obo/FYPO_0001666,normal cAMP level,
http://purl.obolibrary.org/obo/FYPO_0001959,normal cAMP level during nitrogen starvation,
http://purl.obolibrary.org/obo/FYPO_0001667,normal cAMP level during glucose starvation,
http://purl.obolibrary.org/obo/FYPO_0001383,normal DNA content,
http://purl.obolibrary.org/obo/FYPO_0004016,normal cellular mtDNA level,
http://purl.obolibrary.org/obo/FYPO_0004083,normal protein level,
http://purl.obolibrary.org/obo/FYPO_0004084,normal protein level during nitrogen starvation,
http://purl.obolibrary.org/obo/FYPO_0005409,normal protein level during cell cycle arrest in mitotic G1 phase in response to nitrogen starvation,
http://purl.obolibrary.org/obo/FYPO_0006948,normal protein level during glucose starvation,
http://purl.obolibrary.org/obo/FYPO_0004634,normal protein level during meiosis,
http://purl.obolibrary.org/obo/FYPO_0004606,normal protein level during meiotic cell cycle,
http://purl.obolibrary.org/obo/FYPO_0006573,normal protein level during cellular response to pheromone,
http://purl.obolibrary.org/obo/FYPO_0004919,normal regulation of molecular function,
http://purl.obolibrary.org/obo/FYPO_0006482,normal mitotic cohesin ssDNA (lagging strand) loading,
http://purl.obolibrary.org/obo/FYPO_0006256,normal mitotic cohesin unloading,
http://purl.obolibrary.org/obo/FYPO_0004920,normal regulation of catalytic activity,
http://purl.obolibrary.org/obo/FYPO_0004498,normal positive regulation of DNA-directed DNA polymerase activity,
http://purl.obolibrary.org/obo/FYPO_0004502,normal positive regulation of ATPase activity,
http://purl.obolibrary.org/obo/FYPO_0004921,normal positive regulation of protein kinase activity,
http://purl.obolibrary.org/obo/FYPO_0001310,normal viability in stationary phase,
http://purl.obolibrary.org/obo/FYPO_0004263,normal viability in stationary phase during nitrogen limitation,
http://purl.obolibrary.org/obo/FYPO_0004168,normal viability in stationary phase during glucose starvation,
http://purl.obolibrary.org/obo/FYPO_0004693,normal viability following cellular response to hydroxyurea,
http://purl.obolibrary.org/obo/FYPO_0004235,normal RNA level oscillation during mitotic cell cycle,
http://purl.obolibrary.org/obo/FYPO_0005437,normal number of Rad52 foci during cellular response to bleomycin,
http://purl.obolibrary.org/obo/FYPO_0000047,normal cell population growth,
http://purl.obolibrary.org/obo/FYPO_0001357,normal vegetative cell population growth,
http://purl.obolibrary.org/obo/FYPO_0002168,normal growth on ethyl methanesulfonate,
http://purl.obolibrary.org/obo/FYPO_0003370,normal growth on sodium fluoride,
http://purl.obolibrary.org/obo/FYPO_0000242,normal growth on ammonia nitrogen source,
http://purl.obolibrary.org/obo/FYPO_0001580,normal growth on leucine nitrogen source,
http://purl.obolibrary.org/obo/FYPO_0001241,normal growth on anisomycin,
http://purl.obolibrary.org/obo/FYPO_0001020,normal growth on calcium,
http://purl.obolibrary.org/obo/FYPO_0002079,normal growth on calcium during cellular hypotonic response,
http://purl.obolibrary.org/obo/FYPO_0001454,normal growth during cellular response to freezing,
http://purl.obolibrary.org/obo/FYPO_0001500,normal growth on cytochalasin B,
http://purl.obolibrary.org/obo/FYPO_0003850,normal growth on oligomycin,
http://purl.obolibrary.org/obo/FYPO_0004400,normal growth on KT5823,
http://purl.obolibrary.org/obo/FYPO_0001689,normal growth on 4-nitroquinoline N-oxide,
http://purl.obolibrary.org/obo/FYPO_0001687,normal growth on benomyl,
http://purl.obolibrary.org/obo/FYPO_0000674,normal cell population growth at high temperature,
http://purl.obolibrary.org/obo/FYPO_0004892,normal growth on echinocandin,
http://purl.obolibrary.org/obo/FYPO_0002940,normal growth on micafungin,
http://purl.obolibrary.org/obo/FYPO_0001883,normal growth on caspofungin,
http://purl.obolibrary.org/obo/FYPO_0002160,normal growth on cilofungin,
http://purl.obolibrary.org/obo/FYPO_0005776,normal growth on acetaldehyde,
http://purl.obolibrary.org/obo/FYPO_0005228,normal growth on doxorubicin,
http://purl.obolibrary.org/obo/FYPO_0002238,normal growth on cerulenin,
http://purl.obolibrary.org/obo/FYPO_0001100,normal growth on Gentian violet,
http://purl.obolibrary.org/obo/FYPO_0001192,normal growth on cell wall-degrading enzymes,
http://purl.obolibrary.org/obo/FYPO_0003507,normal growth on zinc,
http://purl.obolibrary.org/obo/FYPO_0005254,normal growth on tamoxifen,
http://purl.obolibrary.org/obo/FYPO_0001164,normal growth on glucose carbon source,
http://purl.obolibrary.org/obo/FYPO_0001523,normal growth on leptomycin B,
http://purl.obolibrary.org/obo/FYPO_0004368,normal growth on arsenic,
http://purl.obolibrary.org/obo/FYPO_0002807,normal growth on arsenate,
http://purl.obolibrary.org/obo/FYPO_0004675,normal growth on dimethyl sulfoxide,
http://purl.obolibrary.org/obo/FYPO_0002343,normal growth on terbinafine,
http://purl.obolibrary.org/obo/FYPO_0001995,normal growth on polymyxin B,
http://purl.obolibrary.org/obo/FYPO_0001829,normal growth on gluconate carbon source,
http://purl.obolibrary.org/obo/FYPO_0002690,normal growth on cumene hydroperoxide,
http://purl.obolibrary.org/obo/FYPO_0004285,normal growth on mitomycin C,
http://purl.obolibrary.org/obo/FYPO_0001522,normal growth on caffeine,
http://purl.obolibrary.org/obo/FYPO_0003804,normal growth on non-fermentable carbon source,
http://purl.obolibrary.org/obo/FYPO_0006911,normal growth on hexestrol,
http://purl.obolibrary.org/obo/FYPO_0006854,normal growth on EGTA,
http://purl.obolibrary.org/obo/FYPO_0001918,normal growth on trifluoperazine,
http://purl.obolibrary.org/obo/FYPO_0004410,normal growth on tetraplatin,
http://purl.obolibrary.org/obo/FYPO_0001690,normal growth on camptothecin,
http://purl.obolibrary.org/obo/FYPO_0001099,normal growth on CCCP,
http://purl.obolibrary.org/obo/FYPO_0007121,normal growth on iron,
http://purl.obolibrary.org/obo/FYPO_0001237,normal growth on cadmium,
http://purl.obolibrary.org/obo/FYPO_0001526,normal growth on L-thialysine,
http://purl.obolibrary.org/obo/FYPO_0006150,normal growth on etoposide,
http://purl.obolibrary.org/obo/FYPO_0006717,normal growth on sodium chloride,
http://purl.obolibrary.org/obo/FYPO_0001582,normal growth on glutathione,
http://purl.obolibrary.org/obo/FYPO_0003295,normal growth on amitrole,
http://purl.obolibrary.org/obo/FYPO_0002643,normal growth on clotrimazole,
http://purl.obolibrary.org/obo/FYPO_0003851,normal growth on MTT,
http://purl.obolibrary.org/obo/FYPO_0002637,normal growth on hygromycin B,
http://purl.obolibrary.org/obo/FYPO_0003506,normal growth on copper,
http://purl.obolibrary.org/obo/FYPO_0000962,normal growth on hydrogen peroxide,
http://purl.obolibrary.org/obo/FYPO_0001975,normal growth on nocodazole,
http://purl.obolibrary.org/obo/FYPO_0001174,normal growth on sucrose carbon source,
http://purl.obolibrary.org/obo/FYPO_0006910,normal growth on vanoxerine,
http://purl.obolibrary.org/obo/FYPO_0002619,normal growth on sodium butyrate,
http://purl.obolibrary.org/obo/FYPO_0001166,normal growth on fructose carbon source,
http://purl.obolibrary.org/obo/FYPO_0003509,normal growth on selenite ion,
http://purl.obolibrary.org/obo/FYPO_0007074,normal growth on mycophenolic acid,
http://purl.obolibrary.org/obo/FYPO_0004408,normal growth on triplatin tetranitrate,
http://purl.obolibrary.org/obo/FYPO_0004858,normal growth on Congo Red,
http://purl.obolibrary.org/obo/FYPO_0003809,normal growth on latrunculin A,
http://purl.obolibrary.org/obo/FYPO_0001990,normal cell population growth at low pH,
http://purl.obolibrary.org/obo/FYPO_0007035,normal growth on 5-fluorouracil,
http://purl.obolibrary.org/obo/FYPO_0004078,normal growth on cyclosporin A,
http://purl.obolibrary.org/obo/FYPO_0004182,normal vegetative growth on papuamide B,
http://purl.obolibrary.org/obo/FYPO_0001435,normal growth on erythromycin,
http://purl.obolibrary.org/obo/FYPO_0004940,normal growth on chloroacetaldehyde,
http://purl.obolibrary.org/obo/FYPO_0005947,normal growth on potassium chloride,
http://purl.obolibrary.org/obo/FYPO_0006914,normal growth on terconazole,
http://purl.obolibrary.org/obo/FYPO_0001470,normal growth on tacrolimus,
http://purl.obolibrary.org/obo/FYPO_0001472,normal growth on tacrolimus during osmotic stress,
http://purl.obolibrary.org/obo/FYPO_0001471,normal growth on tacrolimus during salt stress,
http://purl.obolibrary.org/obo/FYPO_0001409,normal growth on glycerol carbon source,
http://purl.obolibrary.org/obo/FYPO_0007188,normal growth on sampangine,
http://purl.obolibrary.org/obo/FYPO_0000959,normal growth on sodium dodecyl sulfate,
http://purl.obolibrary.org/obo/FYPO_0004404,normal growth on JM216,
http://purl.obolibrary.org/obo/FYPO_0003852,normal growth on FR901464,
http://purl.obolibrary.org/obo/FYPO_0001691,normal growth on paraquat,
http://purl.obolibrary.org/obo/FYPO_0000955,normal growth on lead ion,
http://purl.obolibrary.org/obo/FYPO_0000969,normal growth during cellular response to UV,
http://purl.obolibrary.org/obo/FYPO_0003706,normal growth on K-252a,
http://purl.obolibrary.org/obo/FYPO_0001578,normal growth on dipeptide nitrogen source,
http://purl.obolibrary.org/obo/FYPO_0002329,normal growth on pravastatin,
http://purl.obolibrary.org/obo/FYPO_0004229,normal growth during cellular response to ionizing radiation,
http://purl.obolibrary.org/obo/FYPO_0002169,normal growth during cellular response to gamma radiation,
http://purl.obolibrary.org/obo/FYPO_0003707,normal growth on valinomycin,
http://purl.obolibrary.org/obo/FYPO_0001030,normal growth on dithiothreitol,
http://purl.obolibrary.org/obo/FYPO_0007149,normal growth on N-methyl-N'-nitro-N-nitrosoguanidine,
http://purl.obolibrary.org/obo/FYPO_0003510,normal growth on silver ions,
http://purl.obolibrary.org/obo/FYPO_0004969,normal vegetative cell population growth during phosphate starvation,
http://purl.obolibrary.org/obo/FYPO_0006679,normal growth on chromium,
http://purl.obolibrary.org/obo/FYPO_0004348,normal growth on methylglyoxal,
http://purl.obolibrary.org/obo/FYPO_0000957,normal growth on methyl methanesulfonate,
http://purl.obolibrary.org/obo/FYPO_0002673,normal growth on torin1,
http://purl.obolibrary.org/obo/FYPO_0007098,normal growth on vanadate,
http://purl.obolibrary.org/obo/FYPO_0001240,normal growth on diamide,
http://purl.obolibrary.org/obo/FYPO_0003731,normal growth on galactose carbon source,
http://purl.obolibrary.org/obo/FYPO_0000961,normal growth on sorbitol,
http://purl.obolibrary.org/obo/FYPO_0001438,normal growth on tetracycline,
http://purl.obolibrary.org/obo/FYPO_0002707,normal growth on cordycepin,
http://purl.obolibrary.org/obo/FYPO_0001795,normal growth on purvalanol A,
http://purl.obolibrary.org/obo/FYPO_0003849,normal growth on fluconazole,
http://purl.obolibrary.org/obo/FYPO_0005751,normal growth on Zeocin,
http://purl.obolibrary.org/obo/FYPO_0003680,normal growth on epirubicin,
http://purl.obolibrary.org/obo/FYPO_0003273,normal growth on nitrite,
http://purl.obolibrary.org/obo/FYPO_0001023,normal growth on cisplatin,
http://purl.obolibrary.org/obo/FYPO_0001545,normal growth on L-canavanine,
http://purl.obolibrary.org/obo/FYPO_0001075,normal growth on papulacandin B,
http://purl.obolibrary.org/obo/FYPO_0003508,normal growth on mercury,
http://purl.obolibrary.org/obo/FYPO_0001437,normal growth on antimycin A,
http://purl.obolibrary.org/obo/FYPO_0006348,normal growth on mechlorethamine,
http://purl.obolibrary.org/obo/FYPO_0001238,normal growth on staurosporine,
http://purl.obolibrary.org/obo/FYPO_0005517,normal growth on 6-azauracil,
http://purl.obolibrary.org/obo/FYPO_0004401,normal growth on KT5926,
http://purl.obolibrary.org/obo/FYPO_0005884,normal growth on myxothiazol,
http://purl.obolibrary.org/obo/FYPO_0003721,normal growth on G418,
http://purl.obolibrary.org/obo/FYPO_0002081,normal growth on TPCK,
http://purl.obolibrary.org/obo/FYPO_0003719,normal growth on tributyltin,
http://purl.obolibrary.org/obo/FYPO_0001820,normal growth on lithium,
http://purl.obolibrary.org/obo/FYPO_0001236,normal growth on cycloheximide,
http://purl.obolibrary.org/obo/FYPO_0000960,normal growth on ethanol,
http://purl.obolibrary.org/obo/FYPO_0001988,normal cell population growth at high pH,
http://purl.obolibrary.org/obo/FYPO_0002691,normal growth on menadione,
http://purl.obolibrary.org/obo/FYPO_0002141,normal cell population growth at low temperature,
http://purl.obolibrary.org/obo/FYPO_0004411,normal growth on oxaliplatin,
http://purl.obolibrary.org/obo/FYPO_0002161,normal growth on Calcofluor White,
http://purl.obolibrary.org/obo/FYPO_0000954,normal growth on nickel cation,
http://purl.obolibrary.org/obo/FYPO_0000956,normal growth on bismuth,
http://purl.obolibrary.org/obo/FYPO_0001021,normal growth during cellular response to osmotic stress,
http://purl.obolibrary.org/obo/FYPO_0001037,normal growth during cellular response to salt stress,
http://purl.obolibrary.org/obo/FYPO_0001022,normal growth during cellular response to high osmolarity,
http://purl.obolibrary.org/obo/FYPO_0001436,normal growth on trichodermin,
http://purl.obolibrary.org/obo/FYPO_0003183,normal growth on phleomycin,
http://purl.obolibrary.org/obo/FYPO_0000958,normal growth on mercaptoethanol,
http://purl.obolibrary.org/obo/FYPO_0005970,normal growth on magnesium chloride,
http://purl.obolibrary.org/obo/FYPO_0004406,normal growth on JM335,
http://purl.obolibrary.org/obo/FYPO_0000979,normal growth on miconazole,
http://purl.obolibrary.org/obo/FYPO_0001239,normal growth on tert-butyl hydroperoxide,
http://purl.obolibrary.org/obo/FYPO_0002620,normal growth on trichostatin A,
http://purl.obolibrary.org/obo/FYPO_0006785,normal growth on cobalt,
http://purl.obolibrary.org/obo/FYPO_0003023,normal growth on EPC,
http://purl.obolibrary.org/obo/FYPO_0003618,normal growth on aculeacin A,
http://purl.obolibrary.org/obo/FYPO_0001439,normal growth on chloramphenicol,
http://purl.obolibrary.org/obo/FYPO_0001149,normal growth on methylamine,
http://purl.obolibrary.org/obo/FYPO_0000243,normal growth on proline nitrogen source,
http://purl.obolibrary.org/obo/FYPO_0001420,normal vegetative cell population growth rate,
http://purl.obolibrary.org/obo/FYPO_0000963,normal growth on hydroxyurea,
http://purl.obolibrary.org/obo/FYPO_0003898,normal growth on glycerol/ethanol carbon source,
http://purl.obolibrary.org/obo/FYPO_0004186,normal vegetative growth on myriocin,
http://purl.obolibrary.org/obo/FYPO_0006219,normal cell population growth during potassium ion starvation,
http://purl.obolibrary.org/obo/FYPO_0002672,normal growth on rapamycin,
