s,lab,ldef
http://purl.obolibrary.org/obo/MP_0013255,abnormal circulating thrombin level,
http://purl.obolibrary.org/obo/MP_0013256,increased circulating thrombin level,
http://purl.obolibrary.org/obo/MP_0013257,decreased circulating thrombin level,
http://purl.obolibrary.org/obo/MP_0011888,abnormal circulating total protein level,
http://purl.obolibrary.org/obo/MP_0005567,decreased circulating total protein level,_:b182
http://purl.obolibrary.org/obo/MP_0005568,increased circulating total protein level,_:b183
http://purl.obolibrary.org/obo/MP_0012664,decreased circulating haptoglobin level,
http://purl.obolibrary.org/obo/MP_0011889,abnormal circulating ferritin level,
http://purl.obolibrary.org/obo/MP_0011890,increased circulating ferritin level,
http://purl.obolibrary.org/obo/MP_0011891,decreased circulating ferritin level,
http://purl.obolibrary.org/obo/MP_0012662,increased circulating ceruloplasmin level,
http://purl.obolibrary.org/obo/MP_0011892,abnormal circulating transferrin level,
http://purl.obolibrary.org/obo/MP_0011895,abnormal circulating unsaturated transferrin level,
http://purl.obolibrary.org/obo/MP_0011897,decreased circulating unsaturated transferrin level,
http://purl.obolibrary.org/obo/MP_0011896,increased circulating unsaturated transferrin level,
http://purl.obolibrary.org/obo/MP_0011893,increased circulating transferrin level,
http://purl.obolibrary.org/obo/MP_0011894,decreased circulating transferrin level,
http://purl.obolibrary.org/obo/MP_0006373,abnormal circulating angiotensinogen level,_:b184
http://purl.obolibrary.org/obo/MP_0006375,increased circulating angiotensinogen level,_:b185
http://purl.obolibrary.org/obo/MP_0006376,decreased circulating angiotensinogen level,_:b186
http://purl.obolibrary.org/obo/MP_0010216,abnormal circulating retinol binding protein level,
http://purl.obolibrary.org/obo/MP_0012666,increased circulating haptoglobin level,
http://purl.obolibrary.org/obo/MP_0010212,abnormal circulating C-reactive protein level,_:b187
http://purl.obolibrary.org/obo/MP_0010214,abnormal circulating serum amyloid protein level,_:b188
http://purl.obolibrary.org/obo/MP_0002722,abnormal immune system organ morphology,_:b189
http://purl.obolibrary.org/obo/MP_0000703,abnormal thymus morphology,_:b190
http://purl.obolibrary.org/obo/MP_0002367,abnormal thymus lobule morphology,_:b191
http://purl.obolibrary.org/obo/MP_0002371,abnormal thymus cortex morphology,_:b192
http://purl.obolibrary.org/obo/MP_0013593,enlarged thymus cortex,_:b193
http://purl.obolibrary.org/obo/MP_0009559,thymus cortex hyperplasia,_:b194
http://purl.obolibrary.org/obo/MP_0010250,absent thymus cortex,_:b195
http://purl.obolibrary.org/obo/MP_0013592,small thymus cortex,_:b196
http://purl.obolibrary.org/obo/MP_0000711,thymus cortex hypoplasia,_:b197
http://purl.obolibrary.org/obo/MP_0013585,thymus cortex atrophy,_:b198
http://purl.obolibrary.org/obo/MP_0002375,abnormal thymus medulla morphology,_:b199
http://purl.obolibrary.org/obo/MP_0013590,enlarged thymus medulla,_:b200
http://purl.obolibrary.org/obo/MP_0013591,thymus medulla hyperplasia,_:b201
http://purl.obolibrary.org/obo/MP_0009539,abnormal Hassall's corpuscle morphology,_:b202
http://purl.obolibrary.org/obo/MP_0009540,absent Hassall's corpuscle,_:b203
http://purl.obolibrary.org/obo/MP_0013587,absent thymus medulla,_:b204
http://purl.obolibrary.org/obo/MP_0013588,small thymus medulla,_:b205
http://purl.obolibrary.org/obo/MP_0013586,thymus medulla atrophy,_:b206
http://purl.obolibrary.org/obo/MP_0013589,thymus medulla hypoplasia,_:b207
http://purl.obolibrary.org/obo/MP_0009543,abnormal thymus corticomedullary boundary morphology,_:b208
http://purl.obolibrary.org/obo/MP_0013741,absent thymus corticomedullary boundary,_:b209
http://purl.obolibrary.org/obo/MP_0002368,abnormal thymus capsule morphology,_:b210
http://purl.obolibrary.org/obo/MP_0009544,abnormal thymus epithelium morphology,_:b211
http://purl.obolibrary.org/obo/MP_0002369,abnormal thymus subcapsular epithelium morphology,_:b212
http://purl.obolibrary.org/obo/MP_0020170,vacuolated thymus epithelium,
http://purl.obolibrary.org/obo/MP_0013936,abnormal thymus topology,_:b213
http://purl.obolibrary.org/obo/MP_0003007,ectopic thymus,_:b214
http://purl.obolibrary.org/obo/MP_0008827,abnormal thymus cell ratio,_:b215
http://purl.obolibrary.org/obo/MP_0002370,abnormal thymus trabecula morphology,_:b216
http://purl.obolibrary.org/obo/MP_0014129,thymus fibrosis,_:b217
http://purl.obolibrary.org/obo/MP_0000715,decreased thymocyte number,_:b218
http://purl.obolibrary.org/obo/MP_0005089,decreased double-negative T cell number,_:b219
http://purl.obolibrary.org/obo/MP_0010132,decreased DN2 thymocyte number,_:b220
http://purl.obolibrary.org/obo/MP_0010130,decreased DN1 thymic pro-T cell number,_:b221
http://purl.obolibrary.org/obo/MP_0010134,decreased DN3 thymocyte number,_:b222
http://purl.obolibrary.org/obo/MP_0010136,decreased DN4 thymocyte number,_:b223
http://purl.obolibrary.org/obo/MP_0008072,absent double-negative T cells,_:b224
http://purl.obolibrary.org/obo/MP_0005092,decreased double-positive T cell number,_:b225
http://purl.obolibrary.org/obo/MP_0000714,increased thymocyte number,_:b226
http://purl.obolibrary.org/obo/MP_0005090,increased double-negative T cell number,_:b227
http://purl.obolibrary.org/obo/MP_0010131,increased DN2 thymocyte number,_:b228
