s,lab,ldef
http://purl.obolibrary.org/obo/WBPhenotype_0002541,radiation induced germ cell apoptosis resistant,
http://purl.obolibrary.org/obo/WBPhenotype_0002179,X ray induced mitotic germ cell arrest defective,
http://purl.obolibrary.org/obo/WBPhenotype_0002434,mitochondrial stress response variant,
http://purl.obolibrary.org/obo/WBPhenotype_0000068,cellular oxidative stress response variant,_:b17
http://purl.obolibrary.org/obo/WBPhenotype_0002249,reduced protein oxidation levels,
http://purl.obolibrary.org/obo/WBPhenotype_0001486,unfolded protein accumulation,_:b18
http://purl.obolibrary.org/obo/WBPhenotype_0001725,cellular osmotic stress response variant,_:b19
http://purl.obolibrary.org/obo/WBPhenotype_0001485,ER stress response variant,_:b20
http://purl.obolibrary.org/obo/WBPhenotype_0001393,cell acidification variant,_:b21
http://purl.obolibrary.org/obo/WBPhenotype_0002234,increased acidified compartments,
http://purl.obolibrary.org/obo/WBPhenotype_0001394,cell acidification defective,_:b22
http://purl.obolibrary.org/obo/WBPhenotype_0000000,chromosome instability,
http://purl.obolibrary.org/obo/WBPhenotype_0001795,microsatellite instability,
http://purl.obolibrary.org/obo/WBPhenotype_0001760,G tract instability,
http://purl.obolibrary.org/obo/WBPhenotype_0001644,protein metabolism variant,_:b23
http://purl.obolibrary.org/obo/WBPhenotype_0001382,protein modification variant,_:b24
http://purl.obolibrary.org/obo/WBPhenotype_0001865,protein ubiquitination variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002465,histone ubiquitination variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002272,protein carbonylation variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002359,protein carbonylation increased,
http://purl.obolibrary.org/obo/WBPhenotype_0001383,protein methylation variant,_:b25
http://purl.obolibrary.org/obo/WBPhenotype_0002078,histone methylation variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002167,transgenerational accumulation of histone methylation,
http://purl.obolibrary.org/obo/WBPhenotype_0001349,protein phosphorylation variant,_:b26
http://purl.obolibrary.org/obo/WBPhenotype_0001350,protein phosphorylation increased,_:b27
http://purl.obolibrary.org/obo/WBPhenotype_0001351,protein phosphorylation reduced,_:b28
http://purl.obolibrary.org/obo/WBPhenotype_0002429,protein glycosylation variant,
http://purl.obolibrary.org/obo/WBPhenotype_0001917,protein acetylation variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002502,protein acetylation increased,
http://purl.obolibrary.org/obo/WBPhenotype_0002123,histone acetylation variant,
http://purl.obolibrary.org/obo/WBPhenotype_0001874,protein neddylation variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002420,chromatin modification variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002362,protein sumoylation variant,
http://purl.obolibrary.org/obo/WBPhenotype_0000121,translation variant,_:b29
http://purl.obolibrary.org/obo/WBPhenotype_0002157,translation repression variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002137,reduced translation initiation,
http://purl.obolibrary.org/obo/WBPhenotype_0002154,polysome mRNA association variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002468,translation rate reduced,
http://purl.obolibrary.org/obo/WBPhenotype_0001806,protein stabilization variant,_:b30
http://purl.obolibrary.org/obo/WBPhenotype_0001864,protein transport variant,
http://purl.obolibrary.org/obo/WBPhenotype_0001645,protein degradation variant,_:b31
http://purl.obolibrary.org/obo/WBPhenotype_0002010,protein turnover variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002009,proteasome core activity variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002529,proteasome defective,
http://purl.obolibrary.org/obo/WBPhenotype_0000732,DNA metabolism variant,_:b32
http://purl.obolibrary.org/obo/WBPhenotype_0002183,oxidative DNA damage variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002430,mitochondrial DNA damage variant,
http://purl.obolibrary.org/obo/WBPhenotype_0001938,DNA repair variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002120,mitochondrial DNA repair variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002444,pyrimidine biosynthesis variant,
http://purl.obolibrary.org/obo/WBPhenotype_0000433,DNA synthesis variant,_:b33
http://purl.obolibrary.org/obo/WBPhenotype_0000503,endoreduplication variant,_:b34
http://purl.obolibrary.org/obo/WBPhenotype_0002129,mitochondrial DNA copy number variant,
http://purl.obolibrary.org/obo/WBPhenotype_0000742,DNA recombination variant,_:b35
http://purl.obolibrary.org/obo/WBPhenotype_0000973,homologous recombination increased,_:b36
http://purl.obolibrary.org/obo/WBPhenotype_0000773,chromosome segregation variant,_:b37
http://purl.obolibrary.org/obo/WBPhenotype_0001499,meiotic chromosome segregation variant,_:b38
http://purl.obolibrary.org/obo/WBPhenotype_0001174,chromosome disjunction defective,
http://purl.obolibrary.org/obo/WBPhenotype_0001664,X chromosome nondisjunction,
http://purl.obolibrary.org/obo/WBPhenotype_0001631,nullo X gamete,
http://purl.obolibrary.org/obo/WBPhenotype_0001665,low incidence male progeny,
http://purl.obolibrary.org/obo/WBPhenotype_0001632,diplo X gamete,
http://purl.obolibrary.org/obo/WBPhenotype_0001583,XXX progeny,
http://purl.obolibrary.org/obo/WBPhenotype_0001175,high incidence male progeny,
http://purl.obolibrary.org/obo/WBPhenotype_0001633,lethal gamete,_:b39
http://purl.obolibrary.org/obo/WBPhenotype_0000206,autosomal nondisjunction meiosis,
http://purl.obolibrary.org/obo/WBPhenotype_0001898,meiotic sister chromatid segregation variant,
http://purl.obolibrary.org/obo/WBPhenotype_0001882,aneuploidy,
http://purl.obolibrary.org/obo/WBPhenotype_0001077,chromosome segregation variant karyomeres early emb,
http://purl.obolibrary.org/obo/WBPhenotype_0000772,sister chromatid segregation defective early emb,
http://purl.obolibrary.org/obo/WBPhenotype_0001584,chromosome alignment variant,_:b40
http://purl.obolibrary.org/obo/WBPhenotype_0001378,mitotic chromosome segregation variant,_:b41
http://purl.obolibrary.org/obo/WBPhenotype_0001875,anaphase bridging,
http://purl.obolibrary.org/obo/WBPhenotype_0002040,asymmetric chromosome segregation,
http://purl.obolibrary.org/obo/WBPhenotype_0000736,autophagy variant,_:b42
http://purl.obolibrary.org/obo/WBPhenotype_0002531,allophagy abnormal,
http://purl.obolibrary.org/obo/WBPhenotype_0002532,allophagy defective,
http://purl.obolibrary.org/obo/WBPhenotype_0002283,autophagy reduced,
http://purl.obolibrary.org/obo/WBPhenotype_0002473,autophagy block,
http://purl.obolibrary.org/obo/WBPhenotype_0002572,mitophagy abnormal,_:b43
http://purl.obolibrary.org/obo/WBPhenotype_0002573,mitophagy reduced,_:b44
http://purl.obolibrary.org/obo/WBPhenotype_0002282,autophagy increased,
http://purl.obolibrary.org/obo/WBPhenotype_0001673,telomere homeostasis variant,
http://purl.obolibrary.org/obo/WBPhenotype_0000879,telomere length regulation variant,_:b45
http://purl.obolibrary.org/obo/WBPhenotype_0002431,alternative lengthening of telomeres,
http://purl.obolibrary.org/obo/WBPhenotype_0001283,organelle metabolism variant,_:b46
http://purl.obolibrary.org/obo/WBPhenotype_0001282,mitochondrial metabolism variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002263,mitochondrial membrane potential increased,
http://purl.obolibrary.org/obo/WBPhenotype_0001284,coenzyme Q depleted,
http://purl.obolibrary.org/obo/WBPhenotype_0001893,mitochondrial membrane potential reduced,
http://purl.obolibrary.org/obo/WBPhenotype_0002142,mitochondrial respiratory chain variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002143,mitochondrial respiratory complex II variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002144,mitochondrial respiratory complex I variant,
http://purl.obolibrary.org/obo/WBPhenotype_0001705,nucleocytoplasmic transport defective,_:b47
http://purl.obolibrary.org/obo/WBPhenotype_0001706,nuclear export defective,
http://purl.obolibrary.org/obo/WBPhenotype_0001568,mRNA export variant,_:b48
http://purl.obolibrary.org/obo/WBPhenotype_0001708,protein export from nucleus defective,
http://purl.obolibrary.org/obo/WBPhenotype_0001707,nuclear import defective,_:b49
http://purl.obolibrary.org/obo/WBPhenotype_0001352,endoplasmic reticulum metabolism variant,_:b50
http://purl.obolibrary.org/obo/WBPhenotype_0001537,mRNA surveillance variant,_:b51
http://purl.obolibrary.org/obo/WBPhenotype_0001827,RNA metabolism variant,_:b52
http://purl.obolibrary.org/obo/WBPhenotype_0000028,RNA processing variant,_:b53
http://purl.obolibrary.org/obo/WBPhenotype_0001538,mRNA surveillance defective,
http://purl.obolibrary.org/obo/WBPhenotype_0001807,alternative splicing variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002119,alternative splicing defective,
http://purl.obolibrary.org/obo/WBPhenotype_0002153,dsRNA processing defective,
http://purl.obolibrary.org/obo/WBPhenotype_0002155,pre miRNA processing defective,
http://purl.obolibrary.org/obo/WBPhenotype_0001834,mRNA splicing variant,_:b54
http://purl.obolibrary.org/obo/WBPhenotype_0002254,3 prime target RNA uridylation reduced,
http://purl.obolibrary.org/obo/WBPhenotype_0001826,RNA degradation variant,_:b55
http://purl.obolibrary.org/obo/WBPhenotype_0002151,mRNA deadenylation variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002377,mRNA poly-A tail length increased,
http://purl.obolibrary.org/obo/WBPhenotype_0002466,RNA methylation variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002376,mRNA poly-A tail length decreased,
http://purl.obolibrary.org/obo/WBPhenotype_0000767,integrity of membranous organelles defective early emb,
http://purl.obolibrary.org/obo/WBPhenotype_0002236,endo lysosomal degradation pathway defective,
http://purl.obolibrary.org/obo/WBPhenotype_0002177,plasma membrane composition variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002178,plasma membrane leaflet composition variant,
http://purl.obolibrary.org/obo/WBPhenotype_0000746,cell division variant,_:b56
http://purl.obolibrary.org/obo/WBPhenotype_0002414,spindle variant,_:b57
http://purl.obolibrary.org/obo/WBPhenotype_0002419,spindle aster variant,
http://purl.obolibrary.org/obo/WBPhenotype_0001110,aster defective early emb,
http://purl.obolibrary.org/obo/WBPhenotype_0001111,aster AB defective early emb,
http://purl.obolibrary.org/obo/WBPhenotype_0001112,aster AB resembles P1 aster early emb,
http://purl.obolibrary.org/obo/WBPhenotype_0001113,P1 aster defective early emb,
http://purl.obolibrary.org/obo/WBPhenotype_0001867,mitotic spindle asters defective early emb,
http://purl.obolibrary.org/obo/WBPhenotype_0002387,supernumerary asters,
http://purl.obolibrary.org/obo/WBPhenotype_0002068,astral microtubule asymmetry defective,
http://purl.obolibrary.org/obo/WBPhenotype_0002418,spindle absent,_:b58
http://purl.obolibrary.org/obo/WBPhenotype_0001103,spindle absent early emb,_:b59
http://purl.obolibrary.org/obo/WBPhenotype_0001104,P0 spindle absent early emb,_:b60
http://purl.obolibrary.org/obo/WBPhenotype_0000759,spindle defective early emb,
http://purl.obolibrary.org/obo/WBPhenotype_0001343,meiotic spindle defective early emb,
http://purl.obolibrary.org/obo/WBPhenotype_0001102,mitotic spindle defective early emb,
http://purl.obolibrary.org/obo/WBPhenotype_0001107,spindle rotation defective early emb,_:b61
http://purl.obolibrary.org/obo/WBPhenotype_0001108,P0 spindle rotation failure early emb,
http://purl.obolibrary.org/obo/WBPhenotype_0001109,P0 spindle rotation delayed early emb,
http://purl.obolibrary.org/obo/WBPhenotype_0000761,spindle position orientation defective early emb,
http://purl.obolibrary.org/obo/WBPhenotype_0000762,spindle position defective early emb,_:b62
http://purl.obolibrary.org/obo/WBPhenotype_0001105,P0 spindle position defective early emb,_:b63
http://purl.obolibrary.org/obo/WBPhenotype_0000760,spindle orientation defective early emb,
http://purl.obolibrary.org/obo/WBPhenotype_0001106,spindle orientation variant AB or P1 early emb,
http://purl.obolibrary.org/obo/WBPhenotype_0000628,spindle assembly defective early emb,
http://purl.obolibrary.org/obo/WBPhenotype_0000765,spindle elongation integrity defective early emb,
http://purl.obolibrary.org/obo/WBPhenotype_0002415,spindle assembly defective,
http://purl.obolibrary.org/obo/WBPhenotype_0001960,spindle oscillation variant,
http://purl.obolibrary.org/obo/WBPhenotype_0001959,spindle pole pulling force variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002416,spindle position variant,_:b64
http://purl.obolibrary.org/obo/WBPhenotype_0002417,spindle rotation variant,_:b65
http://purl.obolibrary.org/obo/WBPhenotype_0001681,spindle orientation variant,_:b66
http://purl.obolibrary.org/obo/WBPhenotype_0000046,pace of P lineage defective early emb,
http://purl.obolibrary.org/obo/WBPhenotype_0001743,mitosis variant,_:b67
http://purl.obolibrary.org/obo/WBPhenotype_0002061,chromosome decondensation variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002062,chromosome decondensation failure,
http://purl.obolibrary.org/obo/WBPhenotype_0002161,mitotic chromatin remodeling variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002162,multipolar mitotic spindle,
http://purl.obolibrary.org/obo/WBPhenotype_0001361,chromosome condensation variant,_:b68
http://purl.obolibrary.org/obo/WBPhenotype_0001362,chromosome condensation failure,_:b69
http://purl.obolibrary.org/obo/WBPhenotype_0002369,sister cell division timing asynchrony reduced,
http://purl.obolibrary.org/obo/WBPhenotype_0002389,anaphase variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002006,anaphase I progression variant early embryo,
http://purl.obolibrary.org/obo/WBPhenotype_0002390,variable cell division timing,
http://purl.obolibrary.org/obo/WBPhenotype_0000371,cell division incomplete,_:b70
http://purl.obolibrary.org/obo/WBPhenotype_0000345,VPC cell division variant,
http://purl.obolibrary.org/obo/WBPhenotype_0001493,VPC cell division precocious,_:b71
http://purl.obolibrary.org/obo/WBPhenotype_0002408,cytokinesis variant,_:b72
http://purl.obolibrary.org/obo/WBPhenotype_0002410,cleavage furrow defective,
http://purl.obolibrary.org/obo/WBPhenotype_0002412,cleavage furrow termination defective,
http://purl.obolibrary.org/obo/WBPhenotype_0001129,cleavage furrow defective early emb,_:b73
http://purl.obolibrary.org/obo/WBPhenotype_0001132,extra cleavage furrow early emb,
http://purl.obolibrary.org/obo/WBPhenotype_0001131,loose mitotic furrow early emb,
http://purl.obolibrary.org/obo/WBPhenotype_0001885,cleavage furrow initiation defective early emb,
http://purl.obolibrary.org/obo/WBPhenotype_0001886,cleavage furrow termination defective early emb,
http://purl.obolibrary.org/obo/WBPhenotype_0002501,ectopic cleavage furrow early emb,
http://purl.obolibrary.org/obo/WBPhenotype_0000160,cleavage furrow not discrete early emb,
http://purl.obolibrary.org/obo/WBPhenotype_0000152,no cleavage furrow first division early emb,
http://purl.obolibrary.org/obo/WBPhenotype_0002409,extra cleavage furrow,
http://purl.obolibrary.org/obo/WBPhenotype_0002411,cleavage furrow initiation defective,
http://purl.obolibrary.org/obo/WBPhenotype_0002500,ectopic cleavage furrow,_:b74
http://purl.obolibrary.org/obo/WBPhenotype_0002391,cytokinesis failure,
http://purl.obolibrary.org/obo/WBPhenotype_0001130,cytokinesis fails early emb,_:b75
http://purl.obolibrary.org/obo/WBPhenotype_0002007,cortical blebs present,
http://purl.obolibrary.org/obo/WBPhenotype_0001018,cytokinesis variant emb,
http://purl.obolibrary.org/obo/WBPhenotype_0001078,cytokinesis defective early emb,
http://purl.obolibrary.org/obo/WBPhenotype_0002004,actomyosin contractility defective,
http://purl.obolibrary.org/obo/WBPhenotype_0002388,metaphase variant,
http://purl.obolibrary.org/obo/WBPhenotype_0001299,cell division variant male,
http://purl.obolibrary.org/obo/WBPhenotype_0001143,multiple nuclei early emb,_:b76
http://purl.obolibrary.org/obo/WBPhenotype_0000363,cell division slow,_:b77
http://purl.obolibrary.org/obo/WBPhenotype_0000417,cell division failure,_:b78
http://purl.obolibrary.org/obo/WBPhenotype_0000418,intestinal cell division failure,
http://purl.obolibrary.org/obo/WBPhenotype_0000775,meiosis variant,_:b79
http://purl.obolibrary.org/obo/WBPhenotype_0001824,meiotic progression prophase variant,
http://purl.obolibrary.org/obo/WBPhenotype_0001946,pachytene progression during oogenesis variant,
http://purl.obolibrary.org/obo/WBPhenotype_0001797,pachytene arrested germline nuclei,
http://purl.obolibrary.org/obo/WBPhenotype_0001951,pachytene region organization variant,
http://purl.obolibrary.org/obo/WBPhenotype_0001948,diakinesis progression during oogenesis variant,
http://purl.obolibrary.org/obo/WBPhenotype_0001949,diakinesis region organization variant,
http://purl.obolibrary.org/obo/WBPhenotype_0001947,diplotene progression during oogenesis variant,
http://purl.obolibrary.org/obo/WBPhenotype_0001950,diplotene region organization variant,
http://purl.obolibrary.org/obo/WBPhenotype_0001954,diplotene absent during oogenesis,
http://purl.obolibrary.org/obo/WBPhenotype_0001963,homolog association variant,
http://purl.obolibrary.org/obo/WBPhenotype_0001868,meiotic spindle defective,_:b80
http://purl.obolibrary.org/obo/WBPhenotype_0001873,meiotic spindle assembly defective,
http://purl.obolibrary.org/obo/WBPhenotype_0001870,meiotic spindle rotation defective,
http://purl.obolibrary.org/obo/WBPhenotype_0001869,meiotic spindle positioning defective,
http://purl.obolibrary.org/obo/WBPhenotype_0000194,first polar body position variant,
http://purl.obolibrary.org/obo/WBPhenotype_0001921,meiotic DNA double strand break formation variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002503,meiotic DNA double strand break formation increased,
http://purl.obolibrary.org/obo/WBPhenotype_0000777,polar body extrusion defective early emb,
http://purl.obolibrary.org/obo/WBPhenotype_0001148,polar body reabsorbed early emb,
http://purl.obolibrary.org/obo/WBPhenotype_0001150,polar body reabsorbed one two early emb,
http://purl.obolibrary.org/obo/WBPhenotype_0001041,meiosis defective early emb,
http://purl.obolibrary.org/obo/WBPhenotype_0000776,passage through meiosis defective early emb,
http://purl.obolibrary.org/obo/WBPhenotype_0002012,meiotic chromosome organization variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002083,crossover variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002084,crossover interference variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002085,crossover formation variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002086,crossover distribution variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002113,synapsis formation variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002112,synapsis maintenance defective,
http://purl.obolibrary.org/obo/WBPhenotype_0001815,desynapsis defective,
http://purl.obolibrary.org/obo/WBPhenotype_0002013,univalent meiotic chromosomes,
http://purl.obolibrary.org/obo/WBPhenotype_0001967,meiotic chromatin reorganization variant,
http://purl.obolibrary.org/obo/WBPhenotype_0001814,crossover defective,_:b81
http://purl.obolibrary.org/obo/WBPhenotype_0001813,synapsis defective,_:b82
http://purl.obolibrary.org/obo/WBPhenotype_0001216,meiosis metaphase to anaphase transition block,
http://purl.obolibrary.org/obo/WBPhenotype_0000372,no polar body formation,_:b83
http://purl.obolibrary.org/obo/WBPhenotype_0001133,division axis defective,
http://purl.obolibrary.org/obo/WBPhenotype_0001134,Aba ABp division axis defective early emb,
http://purl.obolibrary.org/obo/WBPhenotype_0001235,cell division polarity variant,_:b84
http://purl.obolibrary.org/obo/WBPhenotype_0001585,asymmetric cell division variant,_:b85
http://purl.obolibrary.org/obo/WBPhenotype_0000748,asymmetric cell division defective early emb,
http://purl.obolibrary.org/obo/WBPhenotype_0001968,somatic gonad precursor symmetrical sisters,
http://purl.obolibrary.org/obo/WBPhenotype_0000266,cell cleavage variant,
http://purl.obolibrary.org/obo/WBPhenotype_0001642,cell cleavage variant emb,
http://purl.obolibrary.org/obo/WBPhenotype_0000267,cell cleavage delayed,
http://purl.obolibrary.org/obo/WBPhenotype_0000268,P cell cleavage delayed,
http://purl.obolibrary.org/obo/WBPhenotype_0001495,cell division precocious,_:b86
http://purl.obolibrary.org/obo/WBPhenotype_0000834,E lineage variant,_:b87
http://purl.obolibrary.org/obo/WBPhenotype_0000990,muscle cell physiology variant,_:b88
http://purl.obolibrary.org/obo/WBPhenotype_0000921,striated muscle development variant,_:b89
http://purl.obolibrary.org/obo/WBPhenotype_0000922,male longitudinal muscle development variant,_:b90
http://purl.obolibrary.org/obo/WBPhenotype_0000861,body wall muscle development variant,_:b91
http://purl.obolibrary.org/obo/WBPhenotype_0000088,body muscle displaced,
http://purl.obolibrary.org/obo/WBPhenotype_0000716,muscle cell attachment variant,
http://purl.obolibrary.org/obo/WBPhenotype_0001292,body wall muscle physiology variant,_:b92
http://purl.obolibrary.org/obo/WBPhenotype_0001198,somatic sheath physiology variant,_:b93
http://purl.obolibrary.org/obo/WBPhenotype_0001199,gonad sheath contractions variant,
http://purl.obolibrary.org/obo/WBPhenotype_0001200,gonad sheath contraction rate reduced,
http://purl.obolibrary.org/obo/WBPhenotype_0001926,gonad sheath contraction rate increased,
http://purl.obolibrary.org/obo/WBPhenotype_0001267,induced contraction rate variant,
http://purl.obolibrary.org/obo/WBPhenotype_0001191,pharyngeal muscle physiology variant,_:b94
http://purl.obolibrary.org/obo/WBPhenotype_0001192,calcium signaling in pharynx variant,_:b95
http://purl.obolibrary.org/obo/WBPhenotype_0001195,generation calcium signal defective pharynx,_:b96
http://purl.obolibrary.org/obo/WBPhenotype_0001196,synchronization calcium signal defective pharynx,_:b97
http://purl.obolibrary.org/obo/WBPhenotype_0001735,muscle cell activity variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002165,muscle excitability variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002166,muscle membrane potential variant,
http://purl.obolibrary.org/obo/WBPhenotype_0001075,vulval muscle physiology variant,_:b98
http://purl.obolibrary.org/obo/WBPhenotype_0001076,vulval muscle homeostasis metabolism variant,
http://purl.obolibrary.org/obo/WBPhenotype_0001074,vulval muscle unresponsive to serotonin,_:b99
http://purl.obolibrary.org/obo/WBPhenotype_0000092,intestinal cell proliferation variant,_:b100
http://purl.obolibrary.org/obo/WBPhenotype_0001752,vesicle trafficking variant,_:b101
http://purl.obolibrary.org/obo/WBPhenotype_0001421,endocytic transport variant,_:b102
http://purl.obolibrary.org/obo/WBPhenotype_0001422,endocytic transport defect,_:b103
http://purl.obolibrary.org/obo/WBPhenotype_0002561,homotypic endosome fusion defective,
http://purl.obolibrary.org/obo/WBPhenotype_0001425,receptor mediated endocytosis defective,_:b104
http://purl.obolibrary.org/obo/WBPhenotype_0001426,coelomocyte endocytosis defective,
http://purl.obolibrary.org/obo/WBPhenotype_0001514,synaptic vesicle endocytosis variant,_:b105
http://purl.obolibrary.org/obo/WBPhenotype_0001860,endocytic recycling defective,
http://purl.obolibrary.org/obo/WBPhenotype_0001762,uptake of yolk defective,
http://purl.obolibrary.org/obo/WBPhenotype_0001754,endosome to lysosome trafficking defective,
http://purl.obolibrary.org/obo/WBPhenotype_0000728,exocytosis variant,_:b106
http://purl.obolibrary.org/obo/WBPhenotype_0001513,dense core vesicle exocytosis variant,
http://purl.obolibrary.org/obo/WBPhenotype_0000654,synaptic vesicle exocytosis variant,_:b107
http://purl.obolibrary.org/obo/WBPhenotype_0002562,lysosome homeostasis abnormal,
http://purl.obolibrary.org/obo/WBPhenotype_0002368,lysosomal refractile body accumulation,
http://purl.obolibrary.org/obo/WBPhenotype_0002170,calcium mediated signaling variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002456,calcium response to light variant,
http://purl.obolibrary.org/obo/WBPhenotype_0001347,intestinal calcium signaling variant,
http://purl.obolibrary.org/obo/WBPhenotype_0000558,calcium channel modulator response variant,
http://purl.obolibrary.org/obo/WBPhenotype_0000559,calcium channel modulator hypersensitive,_:b108
http://purl.obolibrary.org/obo/WBPhenotype_0000560,calcium channel modulator resistant,_:b109
http://purl.obolibrary.org/obo/WBPhenotype_0002538,calcium signaling in spermatheca variant,_:b110
http://purl.obolibrary.org/obo/WBPhenotype_0000935,D lineage variant,_:b111
http://purl.obolibrary.org/obo/WBPhenotype_0002563,neuron physiology phenotype,_:b112
http://purl.obolibrary.org/obo/WBPhenotype_0001922,axonal transport variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002199,neuron calcium transient levels variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002039,retrograde transport variant,
http://purl.obolibrary.org/obo/WBPhenotype_0001790,thermoreceptor currents absent,
http://purl.obolibrary.org/obo/WBPhenotype_0001818,neuron activation variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002478,axotomy response variant,
http://purl.obolibrary.org/obo/WBPhenotype_0002530,axotomy-induced phosphatidylserine exposure abnormal,
http://purl.obolibrary.org/obo/WBPhenotype_0001477,anterograde transport variant,
http://purl.obolibrary.org/obo/WBPhenotype_0001247,anterograde transport defective,_:b113
http://purl.obolibrary.org/obo/WBPhenotype_0001243,intraflagellar transport distance short,_:b114
http://purl.obolibrary.org/obo/WBPhenotype_0001245,no transport middle segment cilia,
http://purl.obolibrary.org/obo/WBPhenotype_0001246,no transport distal segment cilia,
http://purl.obolibrary.org/obo/WBPhenotype_0000851,ciliated neuron physiology variant,_:b115
http://purl.obolibrary.org/obo/WBPhenotype_0000853,intraflagellar transport variant,_:b116
