candidate,o,o_path,sub,sub_bearer,sub_bearer_label,sub_classification,sub_label,super,super_bearer,super_bearer_label,super_classification,super_label
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000071,http://purl.obolibrary.org/obo/WBbt_0005739,'head',Other,'head morphology variant',http://purl.obolibrary.org/obo/WBPhenotype_0000934,http://purl.obolibrary.org/obo/GO_0032502,'developmental process',Occurent,'developmental morphology variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000073,http://purl.obolibrary.org/obo/WBbt_0005741,'tail',Other,'tail morphology variant',http://purl.obolibrary.org/obo/WBPhenotype_0000934,http://purl.obolibrary.org/obo/GO_0032502,'developmental process',Occurent,'developmental morphology variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000615,http://purl.obolibrary.org/obo/GO_0005929,'cilium',Continuant,'cilia morphology variant',http://purl.obolibrary.org/obo/WBPhenotype_0002089,http://purl.obolibrary.org/obo/GO_0005575,'cellular_component',Other,'cell component morphology variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000616,http://purl.obolibrary.org/obo/GO_0045202,'synapse',Continuant,'synapse morphology variant',http://purl.obolibrary.org/obo/WBPhenotype_0002089,http://purl.obolibrary.org/obo/GO_0005575,'cellular_component',Other,'cell component morphology variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0001074,http://purl.obolibrary.org/obo/WBbt_0005821,'vulval muscle',Other,'vulval muscle unresponsive to serotonin',http://purl.obolibrary.org/obo/WBPhenotype_0001068,http://purl.obolibrary.org/obo/GO_0018991,'oviposition',Occurent,'egg laying serotonin resistant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000511,http://purl.obolibrary.org/obo/GO_0007097,'nuclear migration',Occurent,'nuclear positioning variant',http://purl.obolibrary.org/obo/WBPhenotype_0000536,http://purl.obolibrary.org/obo/CL_0000000,'cell',Continuant,'cell physiology variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000504,http://purl.obolibrary.org/obo/GO_0000280,'nuclear division',Occurent,'nuclear division variant',http://purl.obolibrary.org/obo/WBPhenotype_0000536,http://purl.obolibrary.org/obo/CL_0000000,'cell',Continuant,'cell physiology variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000769,http://purl.obolibrary.org/obo/GO_0005737,'cytoplasm',Continuant,'cytoplasmic appearance defective early emb',http://purl.obolibrary.org/obo/WBPhenotype_0001100,http://purl.obolibrary.org/obo/WBbt_0007833,'organism',Other,'early embryonic lethal'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000775,http://purl.obolibrary.org/obo/GO_0051321,'meiotic cell cycle',Occurent,'meiosis variant',http://purl.obolibrary.org/obo/WBPhenotype_0001100,http://purl.obolibrary.org/obo/WBbt_0007833,'organism',Other,'early embryonic lethal'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0002090,http://purl.obolibrary.org/obo/GO_0005768,'endosome',Continuant,'endosome morphology variant',http://purl.obolibrary.org/obo/WBPhenotype_0001323,http://purl.obolibrary.org/obo/GO_0031982,'vesicle',Other,'vesicle morphology variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000731,http://purl.obolibrary.org/obo/WBbt_0006796,'germ cell',Continuant,'germ cell hypersensitive ionizing radiation',http://purl.obolibrary.org/obo/WBPhenotype_0001324,http://purl.obolibrary.org/obo/GO_0071479,'cellular response to ionizing radiation',Occurent,'cell ionizing radiation response variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000737,http://purl.obolibrary.org/obo/WBbt_0006796,'germ cell',Continuant,'germ cell resistant ionizing radiation',http://purl.obolibrary.org/obo/WBPhenotype_0001324,http://purl.obolibrary.org/obo/GO_0071479,'cellular response to ionizing radiation',Occurent,'cell ionizing radiation response variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000991,http://purl.obolibrary.org/obo/WBbt_0003679,'neuron',Other,'neuron physiology variant',http://purl.obolibrary.org/obo/WBPhenotype_0000985,http://purl.obolibrary.org/obo/GO_0005623,'cell',Continuant,'blast cell physiology variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000990,http://purl.obolibrary.org/obo/WBbt_0003675,'muscle cell',Other,'muscle cell physiology variant',http://purl.obolibrary.org/obo/WBPhenotype_0000985,http://purl.obolibrary.org/obo/GO_0005623,'cell',Continuant,'blast cell physiology variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000989,http://purl.obolibrary.org/obo/WBbt_0003673,'marginal cell',Other,'marginal cell physiology variant',http://purl.obolibrary.org/obo/WBPhenotype_0000985,http://purl.obolibrary.org/obo/GO_0005623,'cell',Continuant,'blast cell physiology variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0001398,http://purl.obolibrary.org/obo/GO_0043005,'neuron projection',Continuant,'neurite morphology variant',http://purl.obolibrary.org/obo/WBPhenotype_0000905,http://purl.obolibrary.org/obo/WBbt_0003679,'neuron',Other,'neuron morphology variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0001671,http://purl.obolibrary.org/obo/GO_0016050,'vesicle organization',Occurent,'vesicle organization variant',http://purl.obolibrary.org/obo/WBPhenotype_0002089,http://purl.obolibrary.org/obo/GO_0005575,'cellular_component',Other,'cell component morphology variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000258,http://purl.obolibrary.org/obo/GO_0032940,'secretion by cell',Occurent,'cell secretion variant',http://purl.obolibrary.org/obo/WBPhenotype_0000536,http://purl.obolibrary.org/obo/CL_0000000,'cell',Continuant,'cell physiology variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000090,http://purl.obolibrary.org/obo/WBbt_0005733,'hypodermis',Other,'epidermis cuticle detached',http://purl.obolibrary.org/obo/WBPhenotype_0000075,http://purl.obolibrary.org/obo/GO_0040004,'collagen and cuticulin-based cuticle attachment to epithelium',Occurent,'cuticle attachment variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000644,http://purl.obolibrary.org/obo/WBbt_0007833,'organism',Other,'paralyzed',http://purl.obolibrary.org/obo/WBPhenotype_0001213,http://purl.obolibrary.org/obo/GO_0040011,'locomotion',Occurent,'locomotion reduced'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0001296,http://purl.obolibrary.org/obo/WBbt_0007833,'organism',Other,'lannate resistant',http://purl.obolibrary.org/obo/WBPhenotype_0001289,http://purl.obolibrary.org/obo/GO_0042493,'response to drug',Occurent,'acetylcholinesterase inhibitor resistant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000536,http://purl.obolibrary.org/obo/CL_0000000,'cell',Continuant,'cell physiology variant',http://purl.obolibrary.org/obo/WBPhenotype_0000519,http://purl.obolibrary.org/obo/WBbt_0007833,'organism',Other,'physiology variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000351,http://purl.obolibrary.org/obo/GO_0035188,'hatching',Occurent,'failure to hatch',http://purl.obolibrary.org/obo/WBPhenotype_0000050,http://purl.obolibrary.org/obo/WBbt_0007833,'organism',Other,'embryonic lethal'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000331,http://purl.obolibrary.org/obo/CHEBI_472805,'LIPID MAPS',Continuant,'inhibitors of na k atpase resistant',http://purl.obolibrary.org/obo/WBPhenotype_0000011,http://purl.obolibrary.org/obo/GO_0042493,'response to drug',Occurent,'drug resistant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0001493,http://purl.obolibrary.org/obo/WBbt_0007809,'vulval precursor cell',Other,'VPC cell division precocious',http://purl.obolibrary.org/obo/WBPhenotype_0001495,http://purl.obolibrary.org/obo/GO_0051301,'cell division',Occurent,'cell division precocious'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0001649,http://purl.obolibrary.org/obo/CHEBI_46345,'Reaxys',Continuant,'Fluorouracil resistant',http://purl.obolibrary.org/obo/WBPhenotype_0000011,http://purl.obolibrary.org/obo/GO_0042493,'response to drug',Occurent,'drug resistant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000340,http://purl.obolibrary.org/obo/CHEBI_47499,'Reaxys',Continuant,'imipramine resistant',http://purl.obolibrary.org/obo/WBPhenotype_0000011,http://purl.obolibrary.org/obo/GO_0042493,'response to drug',Occurent,'drug resistant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000729,http://purl.obolibrary.org/obo/GO_0008219,'cell death',Occurent,'cell death variant',http://purl.obolibrary.org/obo/WBPhenotype_0000985,http://purl.obolibrary.org/obo/GO_0005623,'cell',Continuant,'blast cell physiology variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000763,http://purl.obolibrary.org/obo/WBbt_0007028,'embryonic cell',Other,'embryonic cell physiology variant',http://purl.obolibrary.org/obo/WBPhenotype_0000985,http://purl.obolibrary.org/obo/GO_0005623,'cell',Continuant,'blast cell physiology variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000746,http://purl.obolibrary.org/obo/GO_0051301,'cell division',Occurent,'cell division variant',http://purl.obolibrary.org/obo/WBPhenotype_0000985,http://purl.obolibrary.org/obo/GO_0005623,'cell',Continuant,'blast cell physiology variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000740,http://purl.obolibrary.org/obo/GO_0007049,'cell cycle',Occurent,'cell cycle variant',http://purl.obolibrary.org/obo/WBPhenotype_0000985,http://purl.obolibrary.org/obo/GO_0005623,'cell',Continuant,'blast cell physiology variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000274,http://purl.obolibrary.org/obo/CL_0000025,'egg cell',Continuant,'dead eggs laid',http://purl.obolibrary.org/obo/WBPhenotype_0000640,http://purl.obolibrary.org/obo/GO_0018991,'oviposition',Occurent,'egg laying variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000616,http://purl.obolibrary.org/obo/GO_0045202,'synapse',Continuant,'synapse morphology variant',http://purl.obolibrary.org/obo/WBPhenotype_0000604,http://purl.obolibrary.org/obo/WBbt_0005735,'nervous system',Other,'nervous system morphology variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0001584,http://purl.obolibrary.org/obo/GO_0005694,'chromosome',Continuant,'chromosome alignment variant',http://purl.obolibrary.org/obo/WBPhenotype_0000773,http://purl.obolibrary.org/obo/GO_0007059,'chromosome segregation',Occurent,'chromosome segregation variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0001401,http://purl.obolibrary.org/obo/GO_0005739,'mitochondrion',Continuant,'mitochondria morphology variant',http://purl.obolibrary.org/obo/WBPhenotype_0002089,http://purl.obolibrary.org/obo/GO_0005575,'cellular_component',Other,'cell component morphology variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0001143,http://purl.obolibrary.org/obo/WBbt_0007833,'organism',Other,'multiple nuclei early emb',http://purl.obolibrary.org/obo/WBPhenotype_0001142,http://purl.obolibrary.org/obo/GO_0005634,'nucleus',Continuant,'nuclear number defective early emb'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000179,http://purl.obolibrary.org/obo/WBbt_0003679,'neuron',Other,'neuron degeneration',http://purl.obolibrary.org/obo/WBPhenotype_0000178,http://purl.obolibrary.org/obo/CL_0000000,'cell',Continuant,'cell degeneration'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000297,http://purl.obolibrary.org/obo/WBbt_0006941,'ray',Other,'rays fused',http://purl.obolibrary.org/obo/WBPhenotype_0000165,http://purl.obolibrary.org/obo/GO_0000768,'syncytium formation by plasma membrane fusion',Occurent,'cell fusion variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0001502,http://purl.obolibrary.org/obo/WBbt_0007833,'organism',Other,'chemical resistant',http://purl.obolibrary.org/obo/WBPhenotype_0000523,http://purl.obolibrary.org/obo/GO_0042221,'response to chemical',Occurent,'chemical response variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000372,http://purl.obolibrary.org/obo/WBbt_0008429,'polar body',Other,'no polar body formation',http://purl.obolibrary.org/obo/WBPhenotype_0000775,http://purl.obolibrary.org/obo/GO_0051321,'meiotic cell cycle',Occurent,'meiosis variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0001423,http://purl.obolibrary.org/obo/WBbt_0005751,'coelomocyte',Other,'coelomocyte physiology variant',http://purl.obolibrary.org/obo/WBPhenotype_0000536,http://purl.obolibrary.org/obo/CL_0000000,'cell',Continuant,'cell physiology variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000734,http://purl.obolibrary.org/obo/CL_0000411,'flatworm hypodermal cell',Continuant,'hypodermal cell physiology variant',http://purl.obolibrary.org/obo/WBPhenotype_0000608,http://purl.obolibrary.org/obo/WBbt_0005730,'epithelial system',Other,'epithelial system physiology variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0001529,http://purl.obolibrary.org/obo/CL_0000618,'sheath cell',Continuant,'sensilium sheath cell variant',http://purl.obolibrary.org/obo/WBPhenotype_0002089,http://purl.obolibrary.org/obo/GO_0005575,'cellular_component',Other,'cell component morphology variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000286,http://purl.obolibrary.org/obo/WBbt_0007833,'organism',Other,'embryo disorganized',http://purl.obolibrary.org/obo/WBPhenotype_0000749,http://purl.obolibrary.org/obo/GO_0009790,'embryo development',Occurent,'embryonic development variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000416,http://purl.obolibrary.org/obo/GO_0007296,'vitellogenesis',Occurent,'yolk synthesis variant',http://purl.obolibrary.org/obo/WBPhenotype_0001093,http://purl.obolibrary.org/obo/WBbt_0005772,'intestine',Other,'intestinal physiology variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0002240,http://purl.obolibrary.org/obo/GO_0044840,'gut granule',Continuant,'gut granule morphology variant',http://purl.obolibrary.org/obo/WBPhenotype_0000902,http://purl.obolibrary.org/obo/WBbt_0005792,'intestinal cell',Other,'intestinal cell morphology variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0001786,http://purl.obolibrary.org/obo/GO_0045161,'neuronal ion channel clustering',Occurent,'neuronal ion channel clustering defective',http://purl.obolibrary.org/obo/WBPhenotype_0000991,http://purl.obolibrary.org/obo/WBbt_0003679,'neuron',Other,'neuron physiology variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000511,http://purl.obolibrary.org/obo/GO_0007097,'nuclear migration',Occurent,'nuclear positioning variant',http://purl.obolibrary.org/obo/WBPhenotype_0000985,http://purl.obolibrary.org/obo/GO_0005623,'cell',Continuant,'blast cell physiology variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000504,http://purl.obolibrary.org/obo/GO_0000280,'nuclear division',Occurent,'nuclear division variant',http://purl.obolibrary.org/obo/WBPhenotype_0000985,http://purl.obolibrary.org/obo/GO_0005623,'cell',Continuant,'blast cell physiology variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0001263,http://purl.obolibrary.org/obo/GO_0005777,'peroxisome',Continuant,'peroxisome morphology variant',http://purl.obolibrary.org/obo/WBPhenotype_0002089,http://purl.obolibrary.org/obo/GO_0005575,'cellular_component',Other,'cell component morphology variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0001619,http://purl.obolibrary.org/obo/CHEBI_6015,'isoflurane',Continuant,'isoflurane resistant',http://purl.obolibrary.org/obo/WBPhenotype_0000009,http://purl.obolibrary.org/obo/GO_0042493,'response to drug',Occurent,'anesthetic resistant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0001599,http://purl.obolibrary.org/obo/CHEBI_472805,'LIPID MAPS',Continuant,'ouabain resistant',http://purl.obolibrary.org/obo/WBPhenotype_0000011,http://purl.obolibrary.org/obo/GO_0042493,'response to drug',Occurent,'drug resistant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000040,http://purl.obolibrary.org/obo/GO_0051321,'meiotic cell cycle',Occurent,'one cell arrest early emb',http://purl.obolibrary.org/obo/WBPhenotype_0001100,http://purl.obolibrary.org/obo/WBbt_0007833,'organism',Other,'early embryonic lethal'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0000044,http://purl.obolibrary.org/obo/CL_0000025,'egg cell',Continuant,'egg size defective early emb',http://purl.obolibrary.org/obo/WBPhenotype_0001100,http://purl.obolibrary.org/obo/WBbt_0007833,'organism',Other,'early embryonic lethal'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0001300,http://purl.obolibrary.org/obo/GO_0005737,'cytoplasm',Continuant,'germ cell cytoplasmic morphology variant',http://purl.obolibrary.org/obo/WBPhenotype_0002089,http://purl.obolibrary.org/obo/GO_0005575,'cellular_component',Other,'cell component morphology variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0001786,http://purl.obolibrary.org/obo/GO_0045161,'neuronal ion channel clustering',Occurent,'neuronal ion channel clustering defective',http://purl.obolibrary.org/obo/WBPhenotype_0000612,http://purl.obolibrary.org/obo/WBbt_0005735,'nervous system',Other,'nervous system physiology variant'
TRUE,obo20190313_merged_wbphenotype.owl,/data/tmp_pato/ontologies/obo20190313_merged_wbphenotype.owl,http://purl.obolibrary.org/obo/WBPhenotype_0010001,http://purl.obolibrary.org/obo/GO_0016049,'cell growth',Occurent,'cell growth variant',http://purl.obolibrary.org/obo/WBPhenotype_0000985,http://purl.obolibrary.org/obo/GO_0005623,'cell',Continuant,'blast cell physiology variant'
