candidate,o,o_path,sub,sub_bearer,sub_bearer_label,sub_classification,sub_label,super,super_bearer,super_bearer_label,super_classification,super_label
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0009434,http://purl.obolibrary.org/obo/MPATH_184,'sclerosis',Other,'Patchy sclerosis of the middle phalanx of the 3rd finger',http://purl.obolibrary.org/obo/HP_0004172,http://purl.obolibrary.org/obo/UBERON_0004321,'middle phalanx of manual digit 3',Continuant,'Abnormality of the middle phalanx of the 3rd finger'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0002037,http://purl.obolibrary.org/obo/GO_0006954,'inflammatory response',Occurent,'Inflammation of the large intestine',http://purl.obolibrary.org/obo/HP_0002250,http://purl.obolibrary.org/obo/UBERON_0000059,'large intestine',Continuant,'Abnormal large intestine morphology'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0031803,http://purl.obolibrary.org/obo/MPATH_119,'hemorrhage and non-specified extravasation',Other,'Fundus hemorrhage',http://purl.obolibrary.org/obo/HP_0001098,http://purl.obolibrary.org/obo/UBERON_0003951,'ocular fundus',Continuant,'Abnormal fundus morphology'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0012279,http://purl.obolibrary.org/obo/CHEBI_17822,'Reaxys',Continuant,'Hyposerinemia',http://purl.obolibrary.org/obo/HP_0012278,http://purl.obolibrary.org/obo/GO_0006563,'L-serine metabolic process',Occurent,'Abnormal circulating serine concentration'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0007763,http://purl.obolibrary.org/obo/MPATH_476,'telangiectasia',Other,'Retinal telangiectasia',http://purl.obolibrary.org/obo/HP_0008046,http://purl.obolibrary.org/obo/UBERON_0004864,'vasculature of retina',Continuant,'Abnormality of the retinal vasculature'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0000842,http://purl.obolibrary.org/obo/PR_000009054,'insulin',Continuant,'Hyperinsulinemia',http://purl.obolibrary.org/obo/HP_0011014,http://purl.obolibrary.org/obo/GO_0042593,'glucose homeostasis',Occurent,'Abnormal glucose homeostasis'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0006273,http://purl.obolibrary.org/obo/MPATH_98,'lymphangiectasis',Other,'Pancreatic lymphangiectasis',http://purl.obolibrary.org/obo/HP_0031842,http://purl.obolibrary.org/obo/UBERON_0001473,'lymphatic vessel',Continuant,'Lymphangiectasis'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0002249,http://purl.obolibrary.org/obo/UBERON_0000178,'blood',Continuant,'Melena',http://purl.obolibrary.org/obo/HP_0002239,http://purl.obolibrary.org/obo/MPATH_119,'hemorrhage and non-specified extravasation',Other,'Gastrointestinal hemorrhage'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0006450,http://purl.obolibrary.org/obo/UBERON_0010355,'ossification center',Continuant,'Multicentric ossification of proximal femoral epiphyses',http://purl.obolibrary.org/obo/HP_0009107,http://purl.obolibrary.org/obo/GO_0001503,'ossification',Occurent,'Abnormal ossification involving the femoral head and neck'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0007902,http://purl.obolibrary.org/obo/MPATH_119,'hemorrhage and non-specified extravasation',Other,'Vitreous hemorrhage',http://purl.obolibrary.org/obo/HP_0004327,http://purl.obolibrary.org/obo/UBERON_0001797,'vitreous humor',Continuant,'Abnormal vitreous humor morphology'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0009106,http://purl.obolibrary.org/obo/GO_0001503,'ossification',Occurent,'Abnormal pelvis bone ossification',http://purl.obolibrary.org/obo/HP_0002644,http://purl.obolibrary.org/obo/UBERON_0007830,'pelvic girdle bone/zone',Continuant,'Abnormality of pelvic girdle bone morphology'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0004398,http://purl.obolibrary.org/obo/MPATH_579,'ulcer',Other,'Peptic ulcer',http://purl.obolibrary.org/obo/HP_0012719,http://purl.obolibrary.org/obo/UBERON_0005409,'alimentary part of gastrointestinal system',Continuant,'Functional abnormality of the gastrointestinal tract'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0004386,http://purl.obolibrary.org/obo/GO_0006954,'inflammatory response',Occurent,'Gastrointestinal inflammation',http://purl.obolibrary.org/obo/HP_0012719,http://purl.obolibrary.org/obo/UBERON_0005409,'alimentary part of gastrointestinal system',Continuant,'Functional abnormality of the gastrointestinal tract'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0002600,http://purl.obolibrary.org/obo/UBERON_0010709,'pelvic complex',Continuant,'Hyporeflexia of lower limbs',http://purl.obolibrary.org/obo/HP_0001265,http://purl.obolibrary.org/obo/GO_0060004,'reflex',Occurent,'Hyporeflexia'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0007850,http://purl.obolibrary.org/obo/GO_0008283,'cell population proliferation',Occurent,'Retinal vascular proliferation',http://purl.obolibrary.org/obo/HP_0008046,http://purl.obolibrary.org/obo/UBERON_0004864,'vasculature of retina',Continuant,'Abnormality of the retinal vasculature'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0500134,http://purl.obolibrary.org/obo/CHEBI_27897,'tryptophan',Continuant,'Hypertryptophanemia',http://purl.obolibrary.org/obo/HP_0004365,http://purl.obolibrary.org/obo/GO_0006568,'tryptophan metabolic process',Occurent,'Abnormal circulating tryptophan concentration'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0500135,http://purl.obolibrary.org/obo/CHEBI_27897,'tryptophan',Continuant,'Hypotryptophanemia',http://purl.obolibrary.org/obo/HP_0004365,http://purl.obolibrary.org/obo/GO_0006568,'tryptophan metabolic process',Occurent,'Abnormal circulating tryptophan concentration'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0500143,http://purl.obolibrary.org/obo/CHEBI_25017,'LIPID MAPS',Continuant,'Hypoleucinemia',http://purl.obolibrary.org/obo/HP_0004357,http://purl.obolibrary.org/obo/GO_0006551,'leucine metabolic process',Occurent,'Abnormal circulating leucine concentration'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0002256,http://purl.obolibrary.org/obo/MPATH_68,'diverticulum',Other,'Small bowel diverticula',http://purl.obolibrary.org/obo/HP_0002244,http://purl.obolibrary.org/obo/UBERON_0002108,'small intestine',Continuant,'Abnormality of the small intestine'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0005652,http://purl.obolibrary.org/obo/MPATH_184,'sclerosis',Other,'Cortical sclerosis',http://purl.obolibrary.org/obo/HP_0003103,http://purl.obolibrary.org/obo/UBERON_0001439,'compact bone tissue',Continuant,'Abnormal cortical bone morphology'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0002960,http://purl.obolibrary.org/obo/MPATH_346,'autoimmune mediated disease',Other,'Autoimmunity',http://purl.obolibrary.org/obo/HP_0010978,http://purl.obolibrary.org/obo/UBERON_0002405,'immune system',Continuant,'Abnormality of immune system physiology'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0011123,http://purl.obolibrary.org/obo/GO_0006954,'inflammatory response',Occurent,'Inflammatory abnormality of the skin',http://purl.obolibrary.org/obo/HP_0011122,http://purl.obolibrary.org/obo/UBERON_0002097,'skin of body',Continuant,'Abnormality of skin physiology'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0009304,http://purl.obolibrary.org/obo/MPATH_184,'sclerosis',Other,'Patchy sclerosis of the distal phalanx of the 4th finger',http://purl.obolibrary.org/obo/HP_0009282,http://purl.obolibrary.org/obo/UBERON_0004313,'distal phalanx of manual digit 4',Continuant,'Abnormality of the distal phalanx of the 4th finger'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0009307,http://purl.obolibrary.org/obo/MPATH_184,'sclerosis',Other,'Patchy sclerosis of the middle phalanx of the 4th finger',http://purl.obolibrary.org/obo/HP_0009283,http://purl.obolibrary.org/obo/UBERON_0004322,'middle phalanx of manual digit 4',Continuant,'Abnormality of the middle phalanx of the 4th finger'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0009313,http://purl.obolibrary.org/obo/MPATH_184,'sclerosis',Other,'Patchy sclerosis of the proximal phalanx of the 4th finger',http://purl.obolibrary.org/obo/HP_0009284,http://purl.obolibrary.org/obo/UBERON_0004330,'proximal phalanx of manual digit 4',Continuant,'Abnormality of the proximal phalanx of the 4th finger'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0045001,http://purl.obolibrary.org/obo/GO_0001503,'ossification',Occurent,'Abnormal ossification of the trapezium',http://purl.obolibrary.org/obo/HP_0004252,http://purl.obolibrary.org/obo/UBERON_0001430,'distal carpal bone 1',Continuant,'Abnormality of the trapezium'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0008229,http://purl.obolibrary.org/obo/MPATH_98,'lymphangiectasis',Other,'Thyroid lymphangiectasia',http://purl.obolibrary.org/obo/HP_0031842,http://purl.obolibrary.org/obo/UBERON_0001473,'lymphatic vessel',Continuant,'Lymphangiectasis'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0010447,http://purl.obolibrary.org/obo/MPATH_70,'fistula',Other,'Anal fistula',http://purl.obolibrary.org/obo/HP_0004378,http://purl.obolibrary.org/obo/UBERON_0001245,'anus',Continuant,'Abnormality of the anus'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0010682,http://purl.obolibrary.org/obo/PR_000003969,"'alkaline phosphatase, placental type'",Continuant,'Elevated placental alkaline phosphatase',http://purl.obolibrary.org/obo/HP_0003155,http://purl.obolibrary.org/obo/GO_0004035,'alkaline phosphatase activity',Occurent,'Elevated alkaline phosphatase'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0010681,http://purl.obolibrary.org/obo/PR_000003964,'intestinal alkaline phosphatase',Continuant,'Elevated intestinal alkaline phosphatase',http://purl.obolibrary.org/obo/HP_0003155,http://purl.obolibrary.org/obo/GO_0004035,'alkaline phosphatase activity',Occurent,'Elevated alkaline phosphatase'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0045003,http://purl.obolibrary.org/obo/GO_0001503,'ossification',Occurent,'Abnormal ossification of the scaphoid',http://purl.obolibrary.org/obo/HP_0004243,http://purl.obolibrary.org/obo/UBERON_0001427,'radiale',Continuant,'Abnormality of the scaphoid'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0010679,http://purl.obolibrary.org/obo/PR_000003968,"'alkaline phosphatase, tissue-nonspecific isozyme'",Continuant,'Elevated tissue non-specific alkaline phosphatase',http://purl.obolibrary.org/obo/HP_0003155,http://purl.obolibrary.org/obo/GO_0004035,'alkaline phosphatase activity',Occurent,'Elevated alkaline phosphatase'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0008316,http://purl.obolibrary.org/obo/GO_0005739,'mitochondrion',Continuant,'Abnormal mitochondria in muscle tissue',http://purl.obolibrary.org/obo/HP_0003287,http://purl.obolibrary.org/obo/GO_0008152,'metabolic process',Occurent,'Abnormality of mitochondrial metabolism'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0012819,http://purl.obolibrary.org/obo/GO_0006954,'inflammatory response',Occurent,'Myocarditis',http://purl.obolibrary.org/obo/HP_0001637,http://purl.obolibrary.org/obo/UBERON_0002349,'myocardium',Continuant,'Abnormal myocardium morphology'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0008306,http://purl.obolibrary.org/obo/CHEBI_18248,'Reaxys',Continuant,'Abnormal iron deposition in mitochondria',http://purl.obolibrary.org/obo/HP_0003287,http://purl.obolibrary.org/obo/GO_0008152,'metabolic process',Occurent,'Abnormality of mitochondrial metabolism'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0011922,http://purl.obolibrary.org/obo/GO_0005746,'mitochondrial respirasome',Continuant,'Abnormal activity of mitochondrial respiratory chain',http://purl.obolibrary.org/obo/HP_0003287,http://purl.obolibrary.org/obo/GO_0008152,'metabolic process',Occurent,'Abnormality of mitochondrial metabolism'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0008828,http://purl.obolibrary.org/obo/GO_0001503,'ossification',Occurent,'Delayed proximal femoral epiphyseal ossification',http://purl.obolibrary.org/obo/HP_0010574,http://purl.obolibrary.org/obo/UBERON_0001437,'epiphysis',Continuant,'Abnormality of the epiphysis of the femoral head'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0002654,http://purl.obolibrary.org/obo/HP_0002656,'Epiphyseal dysplasia',Other,'Multiple epiphyseal dysplasia',http://purl.obolibrary.org/obo/HP_0002652,http://purl.obolibrary.org/obo/UBERON_0004288,'skeleton',Continuant,'Skeletal dysplasia'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0001232,http://purl.obolibrary.org/obo/MPATH_476,'telangiectasia',Other,'Nail bed telangiectasia',http://purl.obolibrary.org/obo/HP_0001597,http://purl.obolibrary.org/obo/UBERON_0001705,'nail',Continuant,'Abnormality of the nail'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0045004,http://purl.obolibrary.org/obo/GO_0001503,'ossification',Occurent,'Abnormal ossification of the trapezoid bone',http://purl.obolibrary.org/obo/HP_0004256,http://purl.obolibrary.org/obo/UBERON_0001431,'distal carpal bone 2',Continuant,'Abnormality of the trapezoid bone'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0002916,http://purl.obolibrary.org/obo/GO_0007059,'chromosome segregation',Occurent,'Abnormality of chromosome segregation',http://purl.obolibrary.org/obo/HP_0011017,http://purl.obolibrary.org/obo/GO_0005623,'cell',Continuant,'Abnormal cellular physiology'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0000246,http://purl.obolibrary.org/obo/GO_0006954,'inflammatory response',Occurent,'Sinusitis',http://purl.obolibrary.org/obo/HP_0000245,http://purl.obolibrary.org/obo/UBERON_0001825,'paranasal sinus',Continuant,'Abnormality of the paranasal sinuses'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0004997,http://purl.obolibrary.org/obo/UBERON_0010355,'ossification center',Continuant,'Multicentric ossification of proximal humeral epiphyses',http://purl.obolibrary.org/obo/HP_0003897,http://purl.obolibrary.org/obo/GO_0001503,'ossification',Occurent,'Irregular ossification of the humeral epiphyses'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0000573,http://purl.obolibrary.org/obo/MPATH_119,'hemorrhage and non-specified extravasation',Other,'Retinal hemorrhage',http://purl.obolibrary.org/obo/HP_0000479,http://purl.obolibrary.org/obo/UBERON_0000966,'retina',Continuant,'Abnormal retinal morphology'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0006597,http://purl.obolibrary.org/obo/UBERON_0001103,'diaphragm',Continuant,'Diaphragmatic paralysis',http://purl.obolibrary.org/obo/HP_0003470,http://purl.obolibrary.org/obo/NBO_0000032,'paralysis',Other,'Paralysis'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0000498,http://purl.obolibrary.org/obo/GO_0006954,'inflammatory response',Occurent,'Blepharitis',http://purl.obolibrary.org/obo/HP_0000492,http://purl.obolibrary.org/obo/UBERON_0001711,'eyelid',Continuant,'Abnormal eyelid morphology'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0002171,http://purl.obolibrary.org/obo/GO_0016049,'cell growth',Occurent,'Gliosis',http://purl.obolibrary.org/obo/HP_0100705,http://purl.obolibrary.org/obo/CL_0000125,'glial cell',Continuant,'Abnormality of the glial cells'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0010072,http://purl.obolibrary.org/obo/MPATH_184,'sclerosis',Other,'Patchy sclerosis of the 1st metatarsal',http://purl.obolibrary.org/obo/HP_0010054,http://purl.obolibrary.org/obo/UBERON_0003650,'metatarsal bone of digit 1',Continuant,'Abnormality of the first metatarsal bone'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0010090,http://purl.obolibrary.org/obo/MPATH_184,'sclerosis',Other,'Patchy sclerosis of the proximal phalanx of the hallux',http://purl.obolibrary.org/obo/HP_0010052,http://purl.obolibrary.org/obo/UBERON_0004332,'proximal phalanx of pedal digit 1',Continuant,'Abnormality of the proximal phalanx of the hallux'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0010301,http://purl.obolibrary.org/obo/UBERON_0010358,'arch of centrum of vertebra',Continuant,'Spinal dysraphism',http://purl.obolibrary.org/obo/HP_0045005,http://purl.obolibrary.org/obo/GO_0001843,'neural tube closure',Occurent,'Neural tube defect'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0010063,http://purl.obolibrary.org/obo/MPATH_184,'sclerosis',Other,'Patchy sclerosis of hallux phalanx',http://purl.obolibrary.org/obo/HP_0010057,http://purl.obolibrary.org/obo/UBERON_0003640,'pedal digit 1 phalanx',Continuant,'Abnormality of the phalanges of the hallux'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0003967,http://purl.obolibrary.org/obo/MPATH_184,'sclerosis',Other,'Sclerotic forearm bones',http://purl.obolibrary.org/obo/HP_0040072,http://purl.obolibrary.org/obo/UBERON_0003466,'forelimb zeugopod bone',Continuant,'Abnormality of forearm bone'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0000140,http://purl.obolibrary.org/obo/GO_0042703,'menstruation',Occurent,'Abnormality of the menstrual cycle',http://purl.obolibrary.org/obo/HP_0000008,http://purl.obolibrary.org/obo/UBERON_0003975,'internal female genitalia',Continuant,'Abnormality of female internal genitalia'
TRUE,obo20190313_merged_hp.owl,/data/tmp_pato/ontologies/obo20190313_merged_hp.owl,http://purl.obolibrary.org/obo/HP_0000024,http://purl.obolibrary.org/obo/GO_0006954,'inflammatory response',Occurent,'Prostatitis',http://purl.obolibrary.org/obo/HP_0008775,http://purl.obolibrary.org/obo/UBERON_0002367,'prostate gland',Continuant,'Abnormality of the prostate'
