candidate,o,o_path,sub,sub_bearer,sub_bearer_label,sub_classification,sub_label,super,super_bearer,super_bearer_label,super_classification,super_label
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0005532,http://purl.obolibrary.org/obo/UBERON_0001981,'blood vessel',Continuant,'abnormal vascular resistance',http://purl.obolibrary.org/obo/MP_0002128,http://purl.obolibrary.org/obo/GO_0008015,'blood circulation',Occurent,'abnormal blood circulation'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0001851,http://purl.obolibrary.org/obo/GO_0006954,'inflammatory response',Occurent,'eye inflammation',http://purl.obolibrary.org/obo/MP_0005253,http://purl.obolibrary.org/obo/UBERON_0000019,'camera-type eye',Continuant,'abnormal eye physiology'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0008115,http://purl.obolibrary.org/obo/GO_0097028,'dendritic cell differentiation',Occurent,'abnormal dendritic cell differentiation',http://purl.obolibrary.org/obo/MP_0005461,http://purl.obolibrary.org/obo/CL_0000451,'dendritic cell',Continuant,'abnormal dendritic cell morphology'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0004816,http://purl.obolibrary.org/obo/GO_0045190,'isotype switching',Occurent,'abnormal class switch recombination',http://purl.obolibrary.org/obo/MP_0002459,http://purl.obolibrary.org/obo/CL_0000236,'B cell',Continuant,'abnormal B cell physiology'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0003572,http://purl.obolibrary.org/obo/GO_0060065,'uterus development',Occurent,'abnormal uterus development',http://purl.obolibrary.org/obo/MP_0001120,http://purl.obolibrary.org/obo/UBERON_0000995,'uterus',Continuant,'abnormal uterus morphology'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0000491,http://purl.obolibrary.org/obo/MPATH_579,'ulcer',Other,'crypts of Lieberkuhn abscesses',http://purl.obolibrary.org/obo/MP_0000490,http://purl.obolibrary.org/obo/UBERON_0001983,'crypt of Lieberkuhn',Continuant,'abnormal crypts of Lieberkuhn morphology'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0003457,http://purl.obolibrary.org/obo/CHEBI_73693,'ketone body',Continuant,'abnormal circulating ketone body level',http://purl.obolibrary.org/obo/MP_0009642,http://purl.obolibrary.org/obo/GO_0042592,'homeostatic process',Occurent,'abnormal blood homeostasis'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0014026,http://purl.obolibrary.org/obo/GO_0055085,'transmembrane transport',Occurent,'abnormal respiratory epithelial transmembrane transport',http://purl.obolibrary.org/obo/MP_0014200,http://purl.obolibrary.org/obo/UBERON_0004802,'respiratory tract epithelium',Continuant,'abnormal respiratory epithelium physiology'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0014099,http://purl.obolibrary.org/obo/GO_0035988,'chondrocyte proliferation',Occurent,'abnormal chondrocyte proliferation',http://purl.obolibrary.org/obo/MP_0009780,http://purl.obolibrary.org/obo/CL_0000138,'chondrocyte',Continuant,'abnormal chondrocyte physiology'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0013500,http://purl.obolibrary.org/obo/GO_0006915,'apoptotic process',Occurent,'abnormal fibroblast apoptosis',http://purl.obolibrary.org/obo/MP_0020414,http://purl.obolibrary.org/obo/CL_0000057,'fibroblast',Continuant,'abnormal fibroblast physiology'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0002452,http://purl.obolibrary.org/obo/CL_0000145,'professional antigen presenting cell',Continuant,'abnormal professional antigen presenting cell physiology',http://purl.obolibrary.org/obo/MP_0002420,http://purl.obolibrary.org/obo/GO_0002250,'adaptive immune response',Occurent,'abnormal adaptive immunity'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0002442,http://purl.obolibrary.org/obo/CL_0000738,'leukocyte',Continuant,'abnormal leukocyte physiology',http://purl.obolibrary.org/obo/MP_0002421,http://purl.obolibrary.org/obo/GO_0002443,'leukocyte mediated immunity',Occurent,'abnormal cell-mediated immunity'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0002452,http://purl.obolibrary.org/obo/CL_0000145,'professional antigen presenting cell',Continuant,'abnormal professional antigen presenting cell physiology',http://purl.obolibrary.org/obo/MP_0002421,http://purl.obolibrary.org/obo/GO_0002443,'leukocyte mediated immunity',Occurent,'abnormal cell-mediated immunity'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0005620,http://purl.obolibrary.org/obo/GO_0006936,'muscle contraction',Occurent,'abnormal muscle contractility',http://purl.obolibrary.org/obo/MP_0002106,http://purl.obolibrary.org/obo/UBERON_0001630,'muscle organ',Continuant,'abnormal muscle physiology'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0003382,http://purl.obolibrary.org/obo/UBERON_0007812,'post-anal tail',Continuant,'straub tail',http://purl.obolibrary.org/obo/MP_0001391,http://purl.obolibrary.org/obo/NBO_0000445,'tail movement',Other,'abnormal tail movements'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0001853,http://purl.obolibrary.org/obo/GO_0006954,'inflammatory response',Occurent,'heart inflammation',http://purl.obolibrary.org/obo/MP_0001544,http://purl.obolibrary.org/obo/UBERON_0004535,'cardiovascular system',Continuant,'abnormal cardiovascular system physiology'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0002442,http://purl.obolibrary.org/obo/CL_0000738,'leukocyte',Continuant,'abnormal leukocyte physiology',http://purl.obolibrary.org/obo/MP_0002420,http://purl.obolibrary.org/obo/GO_0002250,'adaptive immune response',Occurent,'abnormal adaptive immunity'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0014102,http://purl.obolibrary.org/obo/GO_0006915,'apoptotic process',Occurent,'abnormal chondrocyte apoptosis',http://purl.obolibrary.org/obo/MP_0009780,http://purl.obolibrary.org/obo/CL_0000138,'chondrocyte',Continuant,'abnormal chondrocyte physiology'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0003662,http://purl.obolibrary.org/obo/UBERON_0006771,'long bone epiphyseal plate proliferative zone',Continuant,'abnormal long bone epiphyseal plate proliferative zone',http://purl.obolibrary.org/obo/MP_0000164,http://purl.obolibrary.org/obo/GO_0051216,'cartilage development',Occurent,'abnormal cartilage development'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0013489,http://purl.obolibrary.org/obo/UBERON_0006250,'infundibular recess of 3rd ventricle',Continuant,'abnormal infundibular recess of third ventricle morphology',http://purl.obolibrary.org/obo/MP_0013338,http://purl.obolibrary.org/obo/GO_0021985,'neurohypophysis development',Occurent,'abnormal neurohypophysis development'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0001194,http://purl.obolibrary.org/obo/MPATH_196,'dermatitis',Other,'dermatitis',http://purl.obolibrary.org/obo/MP_0004947,http://purl.obolibrary.org/obo/GO_0006954,'inflammatory response',Occurent,'skin inflammation'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0014202,http://purl.obolibrary.org/obo/GO_0055085,'transmembrane transport',Occurent,'abnormal intestinal epithelial transmembrane transport',http://purl.obolibrary.org/obo/MP_0014201,http://purl.obolibrary.org/obo/UBERON_0001277,'intestinal epithelium',Continuant,'abnormal intestinal epithelium physiology'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0003445,http://purl.obolibrary.org/obo/UBERON_0002103,'hindlimb',Continuant,'sirenomelia',http://purl.obolibrary.org/obo/MP_0006279,http://purl.obolibrary.org/obo/GO_0060173,'limb development',Occurent,'abnormal limb development'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0011265,http://purl.obolibrary.org/obo/UBERON_0009752,'pancreas mesenchyme',Continuant,'abnormal pancreas mesenchyme morphology',http://purl.obolibrary.org/obo/MP_0003934,http://purl.obolibrary.org/obo/GO_0031016,'pancreas development',Occurent,'abnormal pancreas development'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0010477,http://purl.obolibrary.org/obo/MP_0003279,'aneurysm',Other,'coronary artery aneurysm',http://purl.obolibrary.org/obo/MP_0004111,http://purl.obolibrary.org/obo/UBERON_0001621,'coronary artery',Continuant,'abnormal coronary artery morphology'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0012026,http://purl.obolibrary.org/obo/UBERON_0004199,'S-shaped body',Continuant,'abnormal S-shaped body morphology',http://purl.obolibrary.org/obo/MP_0012024,http://purl.obolibrary.org/obo/GO_0072028,'nephron morphogenesis',Occurent,'abnormal nephron morphogenesis'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0012025,http://purl.obolibrary.org/obo/UBERON_0004198,'comma-shaped body',Continuant,'abnormal comma shaped body morphology',http://purl.obolibrary.org/obo/MP_0012024,http://purl.obolibrary.org/obo/GO_0072028,'nephron morphogenesis',Occurent,'abnormal nephron morphogenesis'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0002463,http://purl.obolibrary.org/obo/CL_0000775,'neutrophil',Continuant,'abnormal neutrophil physiology',http://purl.obolibrary.org/obo/MP_0002419,http://purl.obolibrary.org/obo/GO_0045087,'innate immune response',Occurent,'abnormal innate immunity'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0002451,http://purl.obolibrary.org/obo/CL_0000235,'macrophage',Continuant,'abnormal macrophage physiology',http://purl.obolibrary.org/obo/MP_0002419,http://purl.obolibrary.org/obo/GO_0045087,'innate immune response',Occurent,'abnormal innate immunity'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0008233,http://purl.obolibrary.org/obo/GO_0002328,'pro-B cell differentiation',Occurent,'abnormal pro-B cell differentiation',http://purl.obolibrary.org/obo/MP_0005432,http://purl.obolibrary.org/obo/CL_0000826,'pro-B cell',Continuant,'abnormal pro-B cell morphology'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0002445,http://purl.obolibrary.org/obo/GO_1903131,'mononuclear cell differentiation',Occurent,'abnormal mononuclear cell differentiation',http://purl.obolibrary.org/obo/MP_0002414,http://purl.obolibrary.org/obo/CL_0000835,'myeloblast',Continuant,'abnormal myeloblast morphology/development'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0002204,http://purl.obolibrary.org/obo/CHEBI_25512,'neurotransmitter',Continuant,'abnormal neurotransmitter level',http://purl.obolibrary.org/obo/MP_0003635,http://purl.obolibrary.org/obo/GO_0007268,'chemical synaptic transmission',Occurent,'abnormal synaptic transmission'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0013867,http://purl.obolibrary.org/obo/UBERON_0003924,'ventral pancreatic bud',Continuant,'abnormal ventral pancreas morphology',http://purl.obolibrary.org/obo/MP_0003934,http://purl.obolibrary.org/obo/GO_0031016,'pancreas development',Occurent,'abnormal pancreas development'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0013866,http://purl.obolibrary.org/obo/UBERON_0003923,'dorsal pancreatic bud',Continuant,'abnormal dorsal pancreas morphology',http://purl.obolibrary.org/obo/MP_0003934,http://purl.obolibrary.org/obo/GO_0031016,'pancreas development',Occurent,'abnormal pancreas development'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0002656,http://purl.obolibrary.org/obo/GO_0030216,'keratinocyte differentiation',Occurent,'abnormal keratinocyte differentiation',http://purl.obolibrary.org/obo/MP_0002655,http://purl.obolibrary.org/obo/CL_0000312,'keratinocyte',Continuant,'abnormal keratinocyte morphology'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0004858,http://purl.obolibrary.org/obo/GO_0031099,'regeneration',Occurent,'abnormal nervous system regeneration',http://purl.obolibrary.org/obo/MP_0003633,http://purl.obolibrary.org/obo/UBERON_0001016,'nervous system',Continuant,'abnormal nervous system physiology'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0002415,http://purl.obolibrary.org/obo/GO_0030223,'neutrophil differentiation',Occurent,'abnormal neutrophil differentiation',http://purl.obolibrary.org/obo/MP_0002414,http://purl.obolibrary.org/obo/CL_0000835,'myeloblast',Continuant,'abnormal myeloblast morphology/development'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0003322,http://purl.obolibrary.org/obo/MPATH_70,'fistula',Other,'biliary fistula',http://purl.obolibrary.org/obo/MP_0005083,http://purl.obolibrary.org/obo/UBERON_0001173,'biliary tree',Continuant,'abnormal biliary tract morphology'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0003747,http://purl.obolibrary.org/obo/MPATH_579,'ulcer',Other,'mouth mucosal ulcer',http://purl.obolibrary.org/obo/MP_0003745,http://purl.obolibrary.org/obo/UBERON_0003729,'mouth mucosa',Continuant,'abnormal oral mucosa morphology'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0009323,http://purl.obolibrary.org/obo/GO_0048536,'spleen development',Occurent,'abnormal spleen development',http://purl.obolibrary.org/obo/MP_0000689,http://purl.obolibrary.org/obo/UBERON_0002106,'spleen',Continuant,'abnormal spleen morphology'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0003619,http://purl.obolibrary.org/obo/UBERON_0001088,'urine',Continuant,'abnormal urine color',http://purl.obolibrary.org/obo/MP_0009643,http://purl.obolibrary.org/obo/GO_0042592,'homeostatic process',Occurent,'abnormal urine homeostasis'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0000510,http://purl.obolibrary.org/obo/UBERON_0000160,'intestine',Continuant,'remittent intestinal hemorrhage',http://purl.obolibrary.org/obo/MP_0000465,http://purl.obolibrary.org/obo/MPATH_119,'hemorrhage and non-specified extravasation',Other,'gastrointestinal hemorrhage'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0002948,http://purl.obolibrary.org/obo/GO_0048665,'neuron fate specification',Occurent,'abnormal neuron specification',http://purl.obolibrary.org/obo/MP_0002882,http://purl.obolibrary.org/obo/CL_0000540,'neuron',Continuant,'abnormal neuron morphology'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0001835,http://purl.obolibrary.org/obo/GO_0019882,'antigen processing and presentation',Occurent,'abnormal antigen presentation',http://purl.obolibrary.org/obo/MP_0001790,http://purl.obolibrary.org/obo/UBERON_0002405,'immune system',Continuant,'abnormal immune system physiology'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0001845,http://purl.obolibrary.org/obo/GO_0006954,'inflammatory response',Occurent,'abnormal inflammatory response',http://purl.obolibrary.org/obo/MP_0001790,http://purl.obolibrary.org/obo/UBERON_0002405,'immune system',Continuant,'abnormal immune system physiology'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0011172,http://purl.obolibrary.org/obo/UBERON_0006273,'otic pit',Continuant,'abnormal otic pit morphology',http://purl.obolibrary.org/obo/MP_0003938,http://purl.obolibrary.org/obo/GO_0043583,'ear development',Occurent,'abnormal ear development'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0011173,http://purl.obolibrary.org/obo/UBERON_0003069,'otic placode',Continuant,'abnormal otic placode morphology',http://purl.obolibrary.org/obo/MP_0003938,http://purl.obolibrary.org/obo/GO_0043583,'ear development',Occurent,'abnormal ear development'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0014178,http://purl.obolibrary.org/obo/GO_0006915,'apoptotic process',Occurent,'increased brain apoptosis',http://purl.obolibrary.org/obo/MP_0003633,http://purl.obolibrary.org/obo/UBERON_0001016,'nervous system',Continuant,'abnormal nervous system physiology'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0001800,http://purl.obolibrary.org/obo/GO_0006959,'humoral immune response',Occurent,'abnormal humoral immune response',http://purl.obolibrary.org/obo/MP_0001790,http://purl.obolibrary.org/obo/UBERON_0002405,'immune system',Continuant,'abnormal immune system physiology'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0030462,http://purl.obolibrary.org/obo/MPATH_608,'abscess',Other,'tooth abscess',http://purl.obolibrary.org/obo/MP_0002100,http://purl.obolibrary.org/obo/UBERON_0001091,'calcareous tooth',Continuant,'abnormal tooth morphology'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0003251,http://purl.obolibrary.org/obo/GO_0006954,'inflammatory response',Occurent,'gallbladder inflammation',http://purl.obolibrary.org/obo/MP_0005085,http://purl.obolibrary.org/obo/UBERON_0002110,'gall bladder',Continuant,'abnormal gallbladder physiology'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0002184,http://purl.obolibrary.org/obo/GO_0060384,'innervation',Occurent,'abnormal innervation',http://purl.obolibrary.org/obo/MP_0003632,http://purl.obolibrary.org/obo/UBERON_0001016,'nervous system',Continuant,'abnormal nervous system morphology'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0005578,http://purl.obolibrary.org/obo/CL_0000019,'sperm',Continuant,'teratozoospermia',http://purl.obolibrary.org/obo/MP_0001156,http://purl.obolibrary.org/obo/GO_0007283,'spermatogenesis',Occurent,'abnormal spermatogenesis'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0011479,http://purl.obolibrary.org/obo/CHEBI_33567,'catecholamine',Continuant,'abnormal catecholamine level',http://purl.obolibrary.org/obo/MP_0001764,http://purl.obolibrary.org/obo/GO_0042592,'homeostatic process',Occurent,'abnormal homeostasis'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0005022,http://purl.obolibrary.org/obo/CL_0000816,'immature B cell',Continuant,'abnormal immature B cell morphology',http://purl.obolibrary.org/obo/MP_0002144,http://purl.obolibrary.org/obo/GO_0030183,'B cell differentiation',Occurent,'abnormal B cell differentiation'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0011769,http://purl.obolibrary.org/obo/MPATH_181,'fibrosis',Other,'urinary bladder fibrosis',http://purl.obolibrary.org/obo/MP_0000538,http://purl.obolibrary.org/obo/UBERON_0001255,'urinary bladder',Continuant,'abnormal urinary bladder morphology'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0011004,http://purl.obolibrary.org/obo/CL_1000428,'stem cell of epidermis',Continuant,'abnormal epidermal stem cell morphology',http://purl.obolibrary.org/obo/MP_0003941,http://purl.obolibrary.org/obo/GO_0043588,'skin development',Occurent,'abnormal skin development'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0004820,http://purl.obolibrary.org/obo/CHEBI_26216,'potassium atom',Continuant,'abnormal urine potassium level',http://purl.obolibrary.org/obo/MP_0011978,http://purl.obolibrary.org/obo/GO_0055075,'potassium ion homeostasis',Occurent,'abnormal potassium ion homeostasis'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0003947,http://purl.obolibrary.org/obo/CHEBI_16113,'cholesterol',Continuant,'abnormal cholesterol level',http://purl.obolibrary.org/obo/MP_0005278,http://purl.obolibrary.org/obo/GO_0042632,'cholesterol homeostasis',Occurent,'abnormal cholesterol homeostasis'
TRUE,obo20190313_merged_mp.owl,/data/tmp_pato/ontologies/obo20190313_merged_mp.owl,http://purl.obolibrary.org/obo/MP_0011795,http://purl.obolibrary.org/obo/GO_0060157,'urinary bladder development',Occurent,'abnormal urinary bladder development',http://purl.obolibrary.org/obo/MP_0000538,http://purl.obolibrary.org/obo/UBERON_0001255,'urinary bladder',Continuant,'abnormal urinary bladder morphology'
