defined_class	defined_class_label	affected_entity_1_super	affected_entity_1_super_label	pato_id	pato_id_label
http://purl.obolibrary.org/obo/ZP_0002491	CaP motoneuron decreased amount, abnormal	http://purl.obolibrary.org/obo/ZFA_0009243	CaP motoneuron	http://purl.obolibrary.org/obo/PATO_0001997	decreased amount
http://purl.obolibrary.org/obo/ZP_0016901	CaP motoneuron decreased length, abnormal	http://purl.obolibrary.org/obo/ZFA_0009243	CaP motoneuron	http://purl.obolibrary.org/obo/PATO_0000574	decreased length
http://purl.obolibrary.org/obo/ZP_0009227	CaP motoneuron disorganized, abnormal	http://purl.obolibrary.org/obo/ZFA_0009243	CaP motoneuron	http://purl.obolibrary.org/obo/PATO_0000937	disorganized
http://purl.obolibrary.org/obo/ZP_0004412	CaP motoneuron functionality, abnormal	http://purl.obolibrary.org/obo/ZFA_0009243	CaP motoneuron	http://purl.obolibrary.org/obo/PATO_0001509	functionality
http://purl.obolibrary.org/obo/ZP_0137716	CaP motoneuron increased amount, abnormal	http://purl.obolibrary.org/obo/ZFA_0009243	CaP motoneuron	http://purl.obolibrary.org/obo/PATO_0000470	increased amount
http://purl.obolibrary.org/obo/ZP_0103304	CaP motoneuron increased branchiness, abnormal	http://purl.obolibrary.org/obo/ZFA_0009243	CaP motoneuron	http://purl.obolibrary.org/obo/PATO_0002285	increased branchiness
http://purl.obolibrary.org/obo/ZP_0016900	CaP motoneuron length, abnormal	http://purl.obolibrary.org/obo/ZFA_0009243	CaP motoneuron	http://purl.obolibrary.org/obo/PATO_0000122	length
http://purl.obolibrary.org/obo/ZP_0015278	CaP motoneuron mislocalised, abnormal	http://purl.obolibrary.org/obo/ZFA_0009243	CaP motoneuron	http://purl.obolibrary.org/obo/PATO_0000628	mislocalised
http://purl.obolibrary.org/obo/ZP_0010617	CaP motoneuron morphology, abnormal	http://purl.obolibrary.org/obo/ZFA_0009243	CaP motoneuron	http://purl.obolibrary.org/obo/PATO_0000051	morphology
http://purl.obolibrary.org/obo/ZP_0138463	CaP motoneuron spatial pattern, abnormal	http://purl.obolibrary.org/obo/ZFA_0009243	CaP motoneuron	http://purl.obolibrary.org/obo/PATO_0000060	spatial pattern
http://purl.obolibrary.org/obo/ZP_0000312	Cajal body organization decreased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0030576	Cajal body organization	http://purl.obolibrary.org/obo/PATO_0002302	decreased process quality
http://purl.obolibrary.org/obo/ZP_0004910	CiD increased amount, abnormal	http://purl.obolibrary.org/obo/ZFA_0005233	CiD	http://purl.obolibrary.org/obo/PATO_0000470	increased amount
http://purl.obolibrary.org/obo/ZP_0011481	CoSA decreased amount, abnormal	http://purl.obolibrary.org/obo/ZFA_0005176	CoSA	http://purl.obolibrary.org/obo/PATO_0001997	decreased amount
http://purl.obolibrary.org/obo/ZP_0004907	CoSA increased amount, abnormal	http://purl.obolibrary.org/obo/ZFA_0005176	CoSA	http://purl.obolibrary.org/obo/PATO_0000470	increased amount
http://purl.obolibrary.org/obo/ZP_0020541	CoSA spatial pattern, abnormal	http://purl.obolibrary.org/obo/ZFA_0005176	CoSA	http://purl.obolibrary.org/obo/PATO_0000060	spatial pattern
http://purl.obolibrary.org/obo/ZP_0001032	D cell decreased amount, abnormal	http://purl.obolibrary.org/obo/ZFA_0009228	D cell	http://purl.obolibrary.org/obo/PATO_0001997	decreased amount
http://purl.obolibrary.org/obo/ZP_0012834	D cell normal amount, abnormal	http://purl.obolibrary.org/obo/ZFA_0009228	D cell	http://purl.obolibrary.org/obo/PATO_0002050	normal amount
http://purl.obolibrary.org/obo/ZP_0011534	DEL circular, abnormal	http://purl.obolibrary.org/obo/ZFA_0000711	DEL	http://purl.obolibrary.org/obo/PATO_0000411	circular
http://purl.obolibrary.org/obo/ZP_0013228	DEL differentiated, abnormal	http://purl.obolibrary.org/obo/ZFA_0000711	DEL	http://purl.obolibrary.org/obo/PATO_0002099	differentiated
http://purl.obolibrary.org/obo/ZP_0103806	DEL increased amount, abnormal	http://purl.obolibrary.org/obo/ZFA_0000711	DEL	http://purl.obolibrary.org/obo/PATO_0000470	increased amount
http://purl.obolibrary.org/obo/ZP_0011804	DEL increased thickness, abnormal	http://purl.obolibrary.org/obo/ZFA_0000711	DEL	http://purl.obolibrary.org/obo/PATO_0000591	increased thickness
http://purl.obolibrary.org/obo/ZP_0005459	DEL position, abnormal	http://purl.obolibrary.org/obo/ZFA_0000711	DEL	http://purl.obolibrary.org/obo/PATO_0000140	position
http://purl.obolibrary.org/obo/ZP_0015479	DEL translucent, abnormal	http://purl.obolibrary.org/obo/ZFA_0000711	DEL	http://purl.obolibrary.org/obo/PATO_0001354	translucent
http://purl.obolibrary.org/obo/ZP_0019581	DNA damage checkpoint increased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0000077	DNA damage checkpoint	http://purl.obolibrary.org/obo/PATO_0002304	increased process quality
http://purl.obolibrary.org/obo/ZP_0009491	DNA damage induced protein phosphorylation increased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0006975	DNA damage induced protein phosphorylation	http://purl.obolibrary.org/obo/PATO_0002051	increased occurrence
http://purl.obolibrary.org/obo/ZP_0020805	DNA damage response, detection of DNA damage disrupted, abnormal	http://purl.obolibrary.org/obo/GO_0042769	DNA damage response, detection of DNA damage	http://purl.obolibrary.org/obo/PATO_0001507	disrupted
http://purl.obolibrary.org/obo/ZP_0018791	DNA damage response, detection of DNA damage process quality, abnormal	http://purl.obolibrary.org/obo/GO_0042769	DNA damage response, detection of DNA damage	http://purl.obolibrary.org/obo/PATO_0001236	process quality
http://purl.obolibrary.org/obo/ZP_0020682	DNA damage response, signal transduction by p53 class mediator process quality, abnormal	http://purl.obolibrary.org/obo/GO_0030330	DNA damage response, signal transduction by p53 class mediator	http://purl.obolibrary.org/obo/PATO_0001236	process quality
http://purl.obolibrary.org/obo/ZP_0105654	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest decreased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	http://purl.obolibrary.org/obo/PATO_0002302	decreased process quality
http://purl.obolibrary.org/obo/ZP_0004635	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest increased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	http://purl.obolibrary.org/obo/PATO_0002051	increased occurrence
http://purl.obolibrary.org/obo/ZP_0005513	DNA demethylation increased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0080111	DNA demethylation	http://purl.obolibrary.org/obo/PATO_0002051	increased occurrence
http://purl.obolibrary.org/obo/ZP_0005509	DNA hypomethylation chronic, abnormal	http://purl.obolibrary.org/obo/GO_0044028	DNA hypomethylation	http://purl.obolibrary.org/obo/PATO_0001863	chronic
http://purl.obolibrary.org/obo/ZP_0006121	DNA methylation decreased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0006306	DNA methylation	http://purl.obolibrary.org/obo/PATO_0002052	decreased occurrence
http://purl.obolibrary.org/obo/ZP_0012546	DNA methylation decreased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0006306	DNA methylation	http://purl.obolibrary.org/obo/PATO_0002302	decreased process quality
http://purl.obolibrary.org/obo/ZP_0012111	DNA methylation disrupted, abnormal	http://purl.obolibrary.org/obo/GO_0006306	DNA methylation	http://purl.obolibrary.org/obo/PATO_0001507	disrupted
http://purl.obolibrary.org/obo/ZP_0021629	DNA methylation increased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0006306	DNA methylation	http://purl.obolibrary.org/obo/PATO_0002051	increased occurrence
http://purl.obolibrary.org/obo/ZP_0005199	DNA methylation on cytosine decreased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0032776	DNA methylation on cytosine	http://purl.obolibrary.org/obo/PATO_0002052	decreased occurrence
http://purl.obolibrary.org/obo/ZP_0010553	DNA methylation on cytosine increased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0032776	DNA methylation on cytosine	http://purl.obolibrary.org/obo/PATO_0002051	increased occurrence
http://purl.obolibrary.org/obo/ZP_0006122	DNA methylation on cytosine within a CG sequence decreased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0010424	DNA methylation on cytosine within a CG sequence	http://purl.obolibrary.org/obo/PATO_0002052	decreased occurrence
http://purl.obolibrary.org/obo/ZP_0012112	DNA methylation on cytosine within a CG sequence disrupted, abnormal	http://purl.obolibrary.org/obo/GO_0010424	DNA methylation on cytosine within a CG sequence	http://purl.obolibrary.org/obo/PATO_0001507	disrupted
http://purl.obolibrary.org/obo/ZP_0021845	DNA methylation process quality, abnormal	http://purl.obolibrary.org/obo/GO_0006306	DNA methylation	http://purl.obolibrary.org/obo/PATO_0001236	process quality
http://purl.obolibrary.org/obo/ZP_0006789	DNA replication checkpoint disrupted, abnormal	http://purl.obolibrary.org/obo/GO_0000076	DNA replication checkpoint	http://purl.obolibrary.org/obo/PATO_0001507	disrupted
http://purl.obolibrary.org/obo/ZP_0003774	DNA replication disrupted, abnormal	http://purl.obolibrary.org/obo/GO_0006260	DNA replication	http://purl.obolibrary.org/obo/PATO_0001507	disrupted
http://purl.obolibrary.org/obo/ZP_0000327	DoLA increased amount, abnormal	http://purl.obolibrary.org/obo/ZFA_0005178	DoLA	http://purl.obolibrary.org/obo/PATO_0000470	increased amount
http://purl.obolibrary.org/obo/ZP_0101754	ERK1 and ERK2 cascade decreased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0070371	ERK1 and ERK2 cascade	http://purl.obolibrary.org/obo/PATO_0002302	decreased process quality
http://purl.obolibrary.org/obo/ZP_0016101	ERK1 and ERK2 cascade increased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0070371	ERK1 and ERK2 cascade	http://purl.obolibrary.org/obo/PATO_0002051	increased occurrence
http://purl.obolibrary.org/obo/ZP_0016543	ERK1 and ERK2 cascade increased rate, abnormal	http://purl.obolibrary.org/obo/GO_0070371	ERK1 and ERK2 cascade	http://purl.obolibrary.org/obo/PATO_0000912	increased rate
http://purl.obolibrary.org/obo/ZP_0016553	ERK1 and ERK2 cascade rate, abnormal	http://purl.obolibrary.org/obo/GO_0070371	ERK1 and ERK2 cascade	http://purl.obolibrary.org/obo/PATO_0000161	rate
http://purl.obolibrary.org/obo/ZP_0103965	EVL broken, abnormal	http://purl.obolibrary.org/obo/ZFA_0000086	EVL	http://purl.obolibrary.org/obo/PATO_0001444	broken
http://purl.obolibrary.org/obo/ZP_0008534	EVL constricted, abnormal	http://purl.obolibrary.org/obo/ZFA_0000086	EVL	http://purl.obolibrary.org/obo/PATO_0001847	constricted
http://purl.obolibrary.org/obo/ZP_0101450	EVL decreased amount, abnormal	http://purl.obolibrary.org/obo/ZFA_0000086	EVL	http://purl.obolibrary.org/obo/PATO_0001997	decreased amount
http://purl.obolibrary.org/obo/ZP_0101449	EVL decreased distribution, abnormal	http://purl.obolibrary.org/obo/ZFA_0000086	EVL	http://purl.obolibrary.org/obo/PATO_0001672	decreased distribution
http://purl.obolibrary.org/obo/ZP_0014190	EVL disorganized, abnormal	http://purl.obolibrary.org/obo/ZFA_0000086	EVL	http://purl.obolibrary.org/obo/PATO_0000937	disorganized
http://purl.obolibrary.org/obo/ZP_0005774	EVL increased permeability, abnormal	http://purl.obolibrary.org/obo/ZFA_0000086	EVL	http://purl.obolibrary.org/obo/PATO_0001577	increased permeability
http://purl.obolibrary.org/obo/ZP_0005775	EVL moderately well differentiated, abnormal	http://purl.obolibrary.org/obo/ZFA_0000086	EVL	http://purl.obolibrary.org/obo/PATO_0002111	moderately well differentiated
http://purl.obolibrary.org/obo/ZP_0001355	EVL physical object quality, abnormal	http://purl.obolibrary.org/obo/ZFA_0000086	EVL	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality
http://purl.obolibrary.org/obo/ZP_0001356	EVL poorly differentiated, abnormal	http://purl.obolibrary.org/obo/ZFA_0000086	EVL	http://purl.obolibrary.org/obo/PATO_0002106	poorly differentiated
http://purl.obolibrary.org/obo/ZP_0106593	EVL shape, abnormal	http://purl.obolibrary.org/obo/ZFA_0000086	EVL	http://purl.obolibrary.org/obo/PATO_0000052	shape
http://purl.obolibrary.org/obo/ZP_0003721	EVL structure, abnormal	http://purl.obolibrary.org/obo/ZFA_0000086	EVL	http://purl.obolibrary.org/obo/PATO_0000141	structure
http://purl.obolibrary.org/obo/ZP_0016676	G protein-coupled adenosine receptor activity increased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0001609	G protein-coupled adenosine receptor activity	http://purl.obolibrary.org/obo/PATO_0002051	increased occurrence
http://purl.obolibrary.org/obo/ZP_0014684	G-quadruplex DNA formation process quality, abnormal	http://purl.obolibrary.org/obo/GO_0071919	G-quadruplex DNA formation	http://purl.obolibrary.org/obo/PATO_0001236	process quality
http://purl.obolibrary.org/obo/ZP_0005286	G1 to G0 transition disrupted, abnormal	http://purl.obolibrary.org/obo/GO_0070314	G1 to G0 transition	http://purl.obolibrary.org/obo/PATO_0001507	disrupted
http://purl.obolibrary.org/obo/ZP_0131124	G1 to G0 transition involved in cell differentiation decreased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0070315	G1 to G0 transition involved in cell differentiation	http://purl.obolibrary.org/obo/PATO_0002052	decreased occurrence
http://purl.obolibrary.org/obo/ZP_0014357	G1 to G0 transition process quality, abnormal	http://purl.obolibrary.org/obo/GO_0070314	G1 to G0 transition	http://purl.obolibrary.org/obo/PATO_0001236	process quality
http://purl.obolibrary.org/obo/ZP_0009190	G1/S transition of mitotic cell cycle decreased rate, abnormal	http://purl.obolibrary.org/obo/GO_0000082	G1/S transition of mitotic cell cycle	http://purl.obolibrary.org/obo/PATO_0000911	decreased rate
http://purl.obolibrary.org/obo/ZP_0014150	G2 DNA damage checkpoint disrupted, abnormal	http://purl.obolibrary.org/obo/GO_0031572	G2 DNA damage checkpoint	http://purl.obolibrary.org/obo/PATO_0001507	disrupted
http://purl.obolibrary.org/obo/ZP_0006586	G2/M transition of mitotic cell cycle delayed, abnormal	http://purl.obolibrary.org/obo/GO_0000086	G2/M transition of mitotic cell cycle	http://purl.obolibrary.org/obo/PATO_0000502	delayed
http://purl.obolibrary.org/obo/ZP_0012172	GABAergic neuron decreased amount, abnormal	http://purl.obolibrary.org/obo/ZFA_0009276	GABAergic neuron	http://purl.obolibrary.org/obo/PATO_0001997	decreased amount
http://purl.obolibrary.org/obo/ZP_0012160	GABAergic neuron differentiation disrupted, abnormal	http://purl.obolibrary.org/obo/GO_0097154	GABAergic neuron differentiation	http://purl.obolibrary.org/obo/PATO_0001507	disrupted
http://purl.obolibrary.org/obo/ZP_0013586	GABAergic neuron differentiation process quality, abnormal	http://purl.obolibrary.org/obo/GO_0097154	GABAergic neuron differentiation	http://purl.obolibrary.org/obo/PATO_0001236	process quality
http://purl.obolibrary.org/obo/ZP_0000229	GTP biosynthetic process decreased rate, abnormal	http://purl.obolibrary.org/obo/GO_0006183	GTP biosynthetic process	http://purl.obolibrary.org/obo/PATO_0000911	decreased rate
http://purl.obolibrary.org/obo/ZP_0003168	GTPase activity decreased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0003924	GTPase activity	http://purl.obolibrary.org/obo/PATO_0002302	decreased process quality
http://purl.obolibrary.org/obo/ZP_0012662	Golgi organization disrupted, abnormal	http://purl.obolibrary.org/obo/GO_0007030	Golgi organization	http://purl.obolibrary.org/obo/PATO_0001507	disrupted
http://purl.obolibrary.org/obo/ZP_0013918	Golgi to plasma membrane protein transport disrupted, abnormal	http://purl.obolibrary.org/obo/GO_0043001	Golgi to plasma membrane protein transport	http://purl.obolibrary.org/obo/PATO_0001507	disrupted
http://purl.obolibrary.org/obo/ZP_0018136	Golgi vesicle transport process quality, abnormal	http://purl.obolibrary.org/obo/GO_0048193	Golgi vesicle transport	http://purl.obolibrary.org/obo/PATO_0001236	process quality
http://purl.obolibrary.org/obo/ZP_0131059	JNK cascade decreased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0007254	JNK cascade	http://purl.obolibrary.org/obo/PATO_0002052	decreased occurrence
http://purl.obolibrary.org/obo/ZP_0011571	JNK cascade decreased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0007254	JNK cascade	http://purl.obolibrary.org/obo/PATO_0002302	decreased process quality
http://purl.obolibrary.org/obo/ZP_0005387	JNK cascade disrupted, abnormal	http://purl.obolibrary.org/obo/GO_0007254	JNK cascade	http://purl.obolibrary.org/obo/PATO_0001507	disrupted
http://purl.obolibrary.org/obo/ZP_0016099	JNK cascade increased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0007254	JNK cascade	http://purl.obolibrary.org/obo/PATO_0002051	increased occurrence
http://purl.obolibrary.org/obo/ZP_0009579	Kolmer-Agduhr neuron increased amount, abnormal	http://purl.obolibrary.org/obo/ZFA_0005240	Kolmer-Agduhr neuron	http://purl.obolibrary.org/obo/PATO_0000470	increased amount
http://purl.obolibrary.org/obo/ZP_0017297	Kupffer's vesicle absent, abnormal	http://purl.obolibrary.org/obo/ZFA_0000001	Kupffer's vesicle	http://purl.obolibrary.org/obo/PATO_0000462	absent
http://purl.obolibrary.org/obo/ZP_0007351	Kupffer's vesicle aplastic, abnormal	http://purl.obolibrary.org/obo/ZFA_0000001	Kupffer's vesicle	http://purl.obolibrary.org/obo/PATO_0001483	aplastic
http://purl.obolibrary.org/obo/ZP_0013671	Kupffer's vesicle area, abnormal	http://purl.obolibrary.org/obo/ZFA_0000001	Kupffer's vesicle	http://purl.obolibrary.org/obo/PATO_0001323	area
http://purl.obolibrary.org/obo/ZP_0010310	Kupffer's vesicle bilateral, abnormal	http://purl.obolibrary.org/obo/ZFA_0000001	Kupffer's vesicle	http://purl.obolibrary.org/obo/PATO_0000618	bilateral
http://purl.obolibrary.org/obo/ZP_0010873	Kupffer's vesicle decreased area, abnormal	http://purl.obolibrary.org/obo/ZFA_0000001	Kupffer's vesicle	http://purl.obolibrary.org/obo/PATO_0002058	decreased area
http://purl.obolibrary.org/obo/ZP_0019424	Kupffer's vesicle decreased distribution, abnormal	http://purl.obolibrary.org/obo/ZFA_0000001	Kupffer's vesicle	http://purl.obolibrary.org/obo/PATO_0001672	decreased distribution
http://purl.obolibrary.org/obo/ZP_0100058	Kupffer's vesicle decreased fluid flow, abnormal	http://purl.obolibrary.org/obo/ZFA_0000001	Kupffer's vesicle	http://purl.obolibrary.org/obo/PATO_0001838	decreased fluid flow
http://purl.obolibrary.org/obo/ZP_0006965	Kupffer's vesicle decreased functionality, abnormal	http://purl.obolibrary.org/obo/ZFA_0000001	Kupffer's vesicle	http://purl.obolibrary.org/obo/PATO_0001624	decreased functionality
http://purl.obolibrary.org/obo/ZP_0002427	Kupffer's vesicle decreased size, abnormal	http://purl.obolibrary.org/obo/ZFA_0000001	Kupffer's vesicle	http://purl.obolibrary.org/obo/PATO_0000587	decreased size
http://purl.obolibrary.org/obo/ZP_0005374	Kupffer's vesicle decreased volume, abnormal	http://purl.obolibrary.org/obo/ZFA_0000001	Kupffer's vesicle	http://purl.obolibrary.org/obo/PATO_0000596	decreased volume
http://purl.obolibrary.org/obo/ZP_0007031	Kupffer's vesicle decreased width, abnormal	http://purl.obolibrary.org/obo/ZFA_0000001	Kupffer's vesicle	http://purl.obolibrary.org/obo/PATO_0000599	decreased width
http://purl.obolibrary.org/obo/ZP_0005178	Kupffer's vesicle deformed, abnormal	http://purl.obolibrary.org/obo/ZFA_0000001	Kupffer's vesicle	http://purl.obolibrary.org/obo/PATO_0001617	deformed
http://purl.obolibrary.org/obo/ZP_0010355	Kupffer's vesicle development arrested, abnormal	http://purl.obolibrary.org/obo/GO_0070121	Kupffer's vesicle development	http://purl.obolibrary.org/obo/PATO_0000297	arrested
http://purl.obolibrary.org/obo/ZP_0002989	Kupffer's vesicle development decreased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0070121	Kupffer's vesicle development	http://purl.obolibrary.org/obo/PATO_0002302	decreased process quality
http://purl.obolibrary.org/obo/ZP_0004941	Kupffer's vesicle development disrupted, abnormal	http://purl.obolibrary.org/obo/GO_0070121	Kupffer's vesicle development	http://purl.obolibrary.org/obo/PATO_0001507	disrupted
http://purl.obolibrary.org/obo/ZP_0002896	Kupffer's vesicle development process quality, abnormal	http://purl.obolibrary.org/obo/GO_0070121	Kupffer's vesicle development	http://purl.obolibrary.org/obo/PATO_0001236	process quality
