defined_class	defined_class_label	affected_entity_1_sub	affected_entity_1_sub_label	affected_entity_1_super	affected_entity_1_super_label	affected_entity_2_sub	affected_entity_2_sub_label	affected_entity_2_super	affected_entity_2_super_label	pato_id	pato_id_label
http://purl.obolibrary.org/obo/ZP_0008425	Kupffer's vesicle has fewer parts of type cilium inner dynein arm Kupffer's vesicle, abnormal	http://purl.obolibrary.org/obo/GO_0005929	cilium	http://purl.obolibrary.org/obo/ZFA_0000001	Kupffer's vesicle	http://purl.obolibrary.org/obo/GO_0036156	inner dynein arm	http://purl.obolibrary.org/obo/ZFA_0000001	Kupffer's vesicle	http://purl.obolibrary.org/obo/PATO_0002001	has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0104657	Kupffer's vesicle has normal numbers of parts of type anterior region vacuole Kupffer's vesicle, abnormal	http://purl.obolibrary.org/obo/BSPO_0000071	anterior region	http://purl.obolibrary.org/obo/ZFA_0000001	Kupffer's vesicle	http://purl.obolibrary.org/obo/GO_0005773	vacuole	http://purl.obolibrary.org/obo/ZFA_0000001	Kupffer's vesicle	http://purl.obolibrary.org/obo/PATO_0001905	has normal numbers of parts of type
http://purl.obolibrary.org/obo/ZP_0011485	Kupffer's vesicle increased distance nucleus apical plasma membrane Kupffer's vesicle, abnormal	http://purl.obolibrary.org/obo/GO_0005634	nucleus	http://purl.obolibrary.org/obo/ZFA_0000001	Kupffer's vesicle	http://purl.obolibrary.org/obo/GO_0016324	apical plasma membrane	http://purl.obolibrary.org/obo/ZFA_0000001	Kupffer's vesicle	http://purl.obolibrary.org/obo/PATO_0000374	increased distance
http://purl.obolibrary.org/obo/ZP_0007037	Kupffer's vesicle lacks parts or has fewer parts of type motile cilium axonemal central pair Kupffer's vesicle, abnormal	http://purl.obolibrary.org/obo/GO_0031514	motile cilium	http://purl.obolibrary.org/obo/ZFA_0000001	Kupffer's vesicle	http://purl.obolibrary.org/obo/GO_0097540	axonemal central pair	http://purl.obolibrary.org/obo/ZFA_0000001	Kupffer's vesicle	http://purl.obolibrary.org/obo/PATO_0001999	lacks parts or has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0001814	Kupffer's vesicle oriented towards ciliated cell anterior region Kupffer's vesicle, abnormal	http://purl.obolibrary.org/obo/ZFA_0009032	ciliated cell	http://purl.obolibrary.org/obo/ZFA_0000001	Kupffer's vesicle	http://purl.obolibrary.org/obo/BSPO_0000071	anterior region	http://purl.obolibrary.org/obo/ZFA_0000001	Kupffer's vesicle	http://purl.obolibrary.org/obo/PATO_0002448	oriented towards
http://purl.obolibrary.org/obo/ZP_0101801	Mauthner neuron has fewer parts of type posterior region myelin sheath Mauthner neuron, abnormal	http://purl.obolibrary.org/obo/BSPO_0000072	posterior region	http://purl.obolibrary.org/obo/ZFA_0009149	Mauthner neuron	http://purl.obolibrary.org/obo/GO_0043209	myelin sheath	http://purl.obolibrary.org/obo/ZFA_0009149	Mauthner neuron	http://purl.obolibrary.org/obo/PATO_0002001	has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0002371	Meckel's cartilage decreased distance anterior side posterior side ceratohyal cartilage, abnormal	http://purl.obolibrary.org/obo/BSPO_0000055	anterior side	http://purl.obolibrary.org/obo/ZFA_0001205	Meckel's cartilage	http://purl.obolibrary.org/obo/BSPO_0000056	posterior side	http://purl.obolibrary.org/obo/ZFA_0001400	ceratohyal cartilage	http://purl.obolibrary.org/obo/PATO_0000375	decreased distance
http://purl.obolibrary.org/obo/ZP_0006199	Meckel's cartilage fused with ventral region dorsal region palatoquadrate cartilage, abnormal	http://purl.obolibrary.org/obo/BSPO_0000084	ventral region	http://purl.obolibrary.org/obo/ZFA_0001205	Meckel's cartilage	http://purl.obolibrary.org/obo/BSPO_0000079	dorsal region	http://purl.obolibrary.org/obo/ZFA_0001399	palatoquadrate cartilage	http://purl.obolibrary.org/obo/PATO_0000642	fused with
http://purl.obolibrary.org/obo/ZP_0015288	Muller cell displaced to nucleus apical region Muller cell, abnormal	http://purl.obolibrary.org/obo/GO_0005634	nucleus	http://purl.obolibrary.org/obo/ZFA_0009280	Muller cell	http://purl.obolibrary.org/obo/BSPO_0000073	apical region	http://purl.obolibrary.org/obo/ZFA_0009280	Muller cell	http://purl.obolibrary.org/obo/PATO_0002168	displaced to
http://purl.obolibrary.org/obo/ZP_0137885	Muller cell overlap with glial cell projection glial cell projection Muller cell, abnormal	http://purl.obolibrary.org/obo/GO_0097386	glial cell projection	http://purl.obolibrary.org/obo/ZFA_0009280	Muller cell	http://purl.obolibrary.org/obo/GO_0097386	glial cell projection	http://purl.obolibrary.org/obo/ZFA_0009280	Muller cell	http://purl.obolibrary.org/obo/PATO_0001590	overlap with
http://purl.obolibrary.org/obo/ZP_0013922	Rohon-Beard neuron accumulation voltage-gated sodium channel complex Golgi apparatus Rohon-Beard neuron, abnormal	http://purl.obolibrary.org/obo/GO_0001518	voltage-gated sodium channel complex	http://purl.obolibrary.org/obo/ZFA_0009150	Rohon-Beard neuron	http://purl.obolibrary.org/obo/GO_0005794	Golgi apparatus	http://purl.obolibrary.org/obo/ZFA_0009150	Rohon-Beard neuron	http://purl.obolibrary.org/obo/PATO_0002269	accumulation
http://purl.obolibrary.org/obo/ZP_0013921	Rohon-Beard neuron accumulation voltage-gated sodium channel complex endoplasmic reticulum Rohon-Beard neuron, abnormal	http://purl.obolibrary.org/obo/GO_0001518	voltage-gated sodium channel complex	http://purl.obolibrary.org/obo/ZFA_0009150	Rohon-Beard neuron	http://purl.obolibrary.org/obo/GO_0005783	endoplasmic reticulum	http://purl.obolibrary.org/obo/ZFA_0009150	Rohon-Beard neuron	http://purl.obolibrary.org/obo/PATO_0002269	accumulation
http://purl.obolibrary.org/obo/ZP_0107095	Rohon-Beard neuron lacks all parts of type axon myelin sheath oligodendrocyte, abnormal	http://purl.obolibrary.org/obo/GO_0030424	axon	http://purl.obolibrary.org/obo/ZFA_0009150	Rohon-Beard neuron	http://purl.obolibrary.org/obo/GO_0043209	myelin sheath	http://purl.obolibrary.org/obo/ZFA_0009076	oligodendrocyte	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type
http://purl.obolibrary.org/obo/ZP_0106292	Weberian vertebra fused with neural arch centrum Weberian vertebra, abnormal	http://purl.obolibrary.org/obo/ZFA_0001066	neural arch	http://purl.obolibrary.org/obo/ZFA_0001190	Weberian vertebra	http://purl.obolibrary.org/obo/ZFA_0000126	centrum	http://purl.obolibrary.org/obo/ZFA_0001190	Weberian vertebra	http://purl.obolibrary.org/obo/PATO_0000642	fused with
http://purl.obolibrary.org/obo/ZP_0006435	amacrine cell has fewer parts of type dendrite dendritic branch amacrine cell, abnormal	http://purl.obolibrary.org/obo/GO_0030425	dendrite	http://purl.obolibrary.org/obo/ZFA_0009255	amacrine cell	http://purl.obolibrary.org/obo/GO_0044307	dendritic branch	http://purl.obolibrary.org/obo/ZFA_0009255	amacrine cell	http://purl.obolibrary.org/obo/PATO_0002001	has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0131093	atrioventricular canal endocardium has fewer parts of type cell cell projection cell, abnormal	http://purl.obolibrary.org/obo/ZFA_0009000	cell	http://purl.obolibrary.org/obo/ZFA_0001616	atrioventricular canal endocardium	http://purl.obolibrary.org/obo/GO_0042995	cell projection	http://purl.obolibrary.org/obo/ZFA_0009000	cell	http://purl.obolibrary.org/obo/PATO_0002001	has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0013338	blastoderm cell orientation chromosome chromosome blastoderm cell, abnormal	http://purl.obolibrary.org/obo/GO_0005694	chromosome	http://purl.obolibrary.org/obo/ZFA_0009177	blastoderm cell	http://purl.obolibrary.org/obo/GO_0005694	chromosome	http://purl.obolibrary.org/obo/ZFA_0009177	blastoderm cell	http://purl.obolibrary.org/obo/PATO_0000133	orientation
http://purl.obolibrary.org/obo/ZP_0106430	blastomere decreased accumulation endoplasmic reticulum cleavage furrow blastomere, abnormal	http://purl.obolibrary.org/obo/GO_0005783	endoplasmic reticulum	http://purl.obolibrary.org/obo/ZFA_0000093	blastomere	http://purl.obolibrary.org/obo/GO_0032154	cleavage furrow	http://purl.obolibrary.org/obo/ZFA_0000093	blastomere	http://purl.obolibrary.org/obo/PATO_0002271	decreased accumulation
http://purl.obolibrary.org/obo/ZP_0106429	blastomere decreased accumulation lysosome cleavage furrow blastomere, abnormal	http://purl.obolibrary.org/obo/GO_0005764	lysosome	http://purl.obolibrary.org/obo/ZFA_0000093	blastomere	http://purl.obolibrary.org/obo/GO_0032154	cleavage furrow	http://purl.obolibrary.org/obo/ZFA_0000093	blastomere	http://purl.obolibrary.org/obo/PATO_0002271	decreased accumulation
http://purl.obolibrary.org/obo/ZP_0106428	blastomere decreased accumulation mitochondrion cleavage furrow blastomere, abnormal	http://purl.obolibrary.org/obo/GO_0005739	mitochondrion	http://purl.obolibrary.org/obo/ZFA_0000093	blastomere	http://purl.obolibrary.org/obo/GO_0032154	cleavage furrow	http://purl.obolibrary.org/obo/ZFA_0000093	blastomere	http://purl.obolibrary.org/obo/PATO_0002271	decreased accumulation
http://purl.obolibrary.org/obo/ZP_0105822	blastomere decreased accumulation ribonucleoprotein granule cleavage furrow blastomere, abnormal	http://purl.obolibrary.org/obo/GO_0035770	ribonucleoprotein granule	http://purl.obolibrary.org/obo/ZFA_0000093	blastomere	http://purl.obolibrary.org/obo/GO_0032154	cleavage furrow	http://purl.obolibrary.org/obo/ZFA_0000093	blastomere	http://purl.obolibrary.org/obo/PATO_0002271	decreased accumulation
http://purl.obolibrary.org/obo/ZP_0007248	blastomere detached from centrosome male pronucleus blastomere, abnormal	http://purl.obolibrary.org/obo/GO_0005813	centrosome	http://purl.obolibrary.org/obo/ZFA_0000093	blastomere	http://purl.obolibrary.org/obo/GO_0001940	male pronucleus	http://purl.obolibrary.org/obo/ZFA_0000093	blastomere	http://purl.obolibrary.org/obo/PATO_0001453	detached from
http://purl.obolibrary.org/obo/ZP_0104480	blastomere displaced to ribonucleoprotein complex peripheral region blastodisc, abnormal	http://purl.obolibrary.org/obo/GO_1990904	ribonucleoprotein complex	http://purl.obolibrary.org/obo/ZFA_0000093	blastomere	http://purl.obolibrary.org/obo/BSPO_0000127	peripheral region	http://purl.obolibrary.org/obo/ZFA_0001175	blastodisc	http://purl.obolibrary.org/obo/PATO_0002168	displaced to
http://purl.obolibrary.org/obo/ZP_0020090	blastomere has fewer parts of type actomyosin contractile ring filamentous actin blastomere, abnormal	http://purl.obolibrary.org/obo/GO_0005826	actomyosin contractile ring	http://purl.obolibrary.org/obo/ZFA_0000093	blastomere	http://purl.obolibrary.org/obo/GO_0031941	filamentous actin	http://purl.obolibrary.org/obo/ZFA_0000093	blastomere	http://purl.obolibrary.org/obo/PATO_0002001	has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0104753	blastomere has fewer parts of type cleavage furrow ribonucleoprotein complex blastodisc, abnormal	http://purl.obolibrary.org/obo/GO_0032154	cleavage furrow	http://purl.obolibrary.org/obo/ZFA_0000093	blastomere	http://purl.obolibrary.org/obo/GO_1990904	ribonucleoprotein complex	http://purl.obolibrary.org/obo/ZFA_0001175	blastodisc	http://purl.obolibrary.org/obo/PATO_0002001	has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0007247	blastomere misaligned with female pronucleus aster blastomere, abnormal	http://purl.obolibrary.org/obo/GO_0001939	female pronucleus	http://purl.obolibrary.org/obo/ZFA_0000093	blastomere	http://purl.obolibrary.org/obo/GO_0005818	aster	http://purl.obolibrary.org/obo/ZFA_0000093	blastomere	http://purl.obolibrary.org/obo/PATO_0001654	misaligned with
http://purl.obolibrary.org/obo/ZP_0137677	branchiomotor neuron orientation cell body axon branchiomotor neuron, abnormal	http://purl.obolibrary.org/obo/GO_0044297	cell body	http://purl.obolibrary.org/obo/ZFA_0005731	branchiomotor neuron	http://purl.obolibrary.org/obo/GO_0030424	axon	http://purl.obolibrary.org/obo/ZFA_0005731	branchiomotor neuron	http://purl.obolibrary.org/obo/PATO_0000133	orientation
http://purl.obolibrary.org/obo/ZP_0010677	cardiac muscle cell dissociated from bicellular tight junction bicellular tight junction cardiac muscle cell, abnormal	http://purl.obolibrary.org/obo/GO_0005923	bicellular tight junction	http://purl.obolibrary.org/obo/ZFA_0009316	cardiac muscle cell	http://purl.obolibrary.org/obo/GO_0005923	bicellular tight junction	http://purl.obolibrary.org/obo/ZFA_0009316	cardiac muscle cell	http://purl.obolibrary.org/obo/PATO_0001738	dissociated from
http://purl.obolibrary.org/obo/ZP_0106951	cardiac muscle cell has extra parts of type basal region cell projection cardiac muscle cell, abnormal	http://purl.obolibrary.org/obo/BSPO_0000074	basal region	http://purl.obolibrary.org/obo/ZFA_0009316	cardiac muscle cell	http://purl.obolibrary.org/obo/GO_0042995	cell projection	http://purl.obolibrary.org/obo/ZFA_0009316	cardiac muscle cell	http://purl.obolibrary.org/obo/PATO_0002002	has extra parts of type
http://purl.obolibrary.org/obo/ZP_0102417	cardiac muscle cell has extra parts of type plasma membrane cell projection cardiac muscle cell, abnormal	http://purl.obolibrary.org/obo/GO_0005886	plasma membrane	http://purl.obolibrary.org/obo/ZFA_0009316	cardiac muscle cell	http://purl.obolibrary.org/obo/GO_0042995	cell projection	http://purl.obolibrary.org/obo/ZFA_0009316	cardiac muscle cell	http://purl.obolibrary.org/obo/PATO_0002002	has extra parts of type
http://purl.obolibrary.org/obo/ZP_0007932	cardiac muscle cell located in nuclear chromatin nuclear membrane cardiac muscle cell, abnormal	http://purl.obolibrary.org/obo/GO_0000790	nuclear chromatin	http://purl.obolibrary.org/obo/ZFA_0009316	cardiac muscle cell	http://purl.obolibrary.org/obo/GO_0031965	nuclear membrane	http://purl.obolibrary.org/obo/ZFA_0009316	cardiac muscle cell	http://purl.obolibrary.org/obo/PATO_0002261	located in
http://purl.obolibrary.org/obo/ZP_0102415	cardiac muscle cell misaligned with myofilament myofilament cardiac muscle cell, abnormal	http://purl.obolibrary.org/obo/GO_0036379	myofilament	http://purl.obolibrary.org/obo/ZFA_0009316	cardiac muscle cell	http://purl.obolibrary.org/obo/GO_0036379	myofilament	http://purl.obolibrary.org/obo/ZFA_0009316	cardiac muscle cell	http://purl.obolibrary.org/obo/PATO_0001654	misaligned with
http://purl.obolibrary.org/obo/ZP_0102416	cardiac muscle cell separated from myofilament myofilament cardiac muscle cell, abnormal	http://purl.obolibrary.org/obo/GO_0036379	myofilament	http://purl.obolibrary.org/obo/ZFA_0009316	cardiac muscle cell	http://purl.obolibrary.org/obo/GO_0036379	myofilament	http://purl.obolibrary.org/obo/ZFA_0009316	cardiac muscle cell	http://purl.obolibrary.org/obo/PATO_0001505	separated from
http://purl.obolibrary.org/obo/ZP_0012290	caudal fin has fewer parts of type axon mitochondrion neuron, abnormal	http://purl.obolibrary.org/obo/GO_0030424	axon	http://purl.obolibrary.org/obo/ZFA_0001058	caudal fin	http://purl.obolibrary.org/obo/GO_0005739	mitochondrion	http://purl.obolibrary.org/obo/ZFA_0009248	neuron	http://purl.obolibrary.org/obo/PATO_0002001	has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0015142	caudal fin lepidotrichium misaligned with distal side proximal side caudal fin lepidotrichium, abnormal	http://purl.obolibrary.org/obo/BSPO_0000062	distal side	http://purl.obolibrary.org/obo/ZFA_0001550	caudal fin lepidotrichium	http://purl.obolibrary.org/obo/BSPO_0000061	proximal side	http://purl.obolibrary.org/obo/ZFA_0001550	caudal fin lepidotrichium	http://purl.obolibrary.org/obo/PATO_0001654	misaligned with
http://purl.obolibrary.org/obo/ZP_0011398	caudal vein plexus has extra parts of type endothelial cell filopodium endothelial cell, abnormal	http://purl.obolibrary.org/obo/ZFA_0009065	endothelial cell	http://purl.obolibrary.org/obo/ZFA_0001286	caudal vein plexus	http://purl.obolibrary.org/obo/GO_0030175	filopodium	http://purl.obolibrary.org/obo/ZFA_0009065	endothelial cell	http://purl.obolibrary.org/obo/PATO_0002002	has extra parts of type
http://purl.obolibrary.org/obo/ZP_0017551	caudal vein plexus has fewer parts of type blood vessel endothelial cell filopodium blood vessel endothelial cell, abnormal	http://purl.obolibrary.org/obo/ZFA_0009036	blood vessel endothelial cell	http://purl.obolibrary.org/obo/ZFA_0001286	caudal vein plexus	http://purl.obolibrary.org/obo/GO_0030175	filopodium	http://purl.obolibrary.org/obo/ZFA_0009036	blood vessel endothelial cell	http://purl.obolibrary.org/obo/PATO_0002001	has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0106291	caudal vertebra fused with neural arch neural arch caudal vertebra, abnormal	http://purl.obolibrary.org/obo/ZFA_0001066	neural arch	http://purl.obolibrary.org/obo/ZFA_0000326	caudal vertebra	http://purl.obolibrary.org/obo/ZFA_0001066	neural arch	http://purl.obolibrary.org/obo/ZFA_0000326	caudal vertebra	http://purl.obolibrary.org/obo/PATO_0000642	fused with
http://purl.obolibrary.org/obo/ZP_0011463	cell accumulation autolysosome perinuclear region of cytoplasm cell, abnormal	http://purl.obolibrary.org/obo/GO_0044754	autolysosome	http://purl.obolibrary.org/obo/ZFA_0009000	cell	http://purl.obolibrary.org/obo/GO_0048471	perinuclear region of cytoplasm	http://purl.obolibrary.org/obo/ZFA_0009000	cell	http://purl.obolibrary.org/obo/PATO_0002269	accumulation
http://purl.obolibrary.org/obo/ZP_0011462	cell accumulation autophagosome perinuclear region of cytoplasm cell, abnormal	http://purl.obolibrary.org/obo/GO_0005776	autophagosome	http://purl.obolibrary.org/obo/ZFA_0009000	cell	http://purl.obolibrary.org/obo/GO_0048471	perinuclear region of cytoplasm	http://purl.obolibrary.org/obo/ZFA_0009000	cell	http://purl.obolibrary.org/obo/PATO_0002269	accumulation
http://purl.obolibrary.org/obo/ZP_0019254	cell separated from chromosome chromosome cell, abnormal	http://purl.obolibrary.org/obo/GO_0005694	chromosome	http://purl.obolibrary.org/obo/ZFA_0009000	cell	http://purl.obolibrary.org/obo/GO_0005694	chromosome	http://purl.obolibrary.org/obo/ZFA_0009000	cell	http://purl.obolibrary.org/obo/PATO_0001505	separated from
http://purl.obolibrary.org/obo/ZP_0019660	ceratohyal cartilage increased angle to left side right side ceratohyal cartilage, abnormal	http://purl.obolibrary.org/obo/BSPO_0000000	left side	http://purl.obolibrary.org/obo/ZFA_0001400	ceratohyal cartilage	http://purl.obolibrary.org/obo/BSPO_0000007	right side	http://purl.obolibrary.org/obo/ZFA_0001400	ceratohyal cartilage	http://purl.obolibrary.org/obo/PATO_0002327	increased angle to
http://purl.obolibrary.org/obo/ZP_0006351	chondrocyte increased accumulation vacuole cytoplasm chondrocyte, abnormal	http://purl.obolibrary.org/obo/GO_0005773	vacuole	http://purl.obolibrary.org/obo/ZFA_0009084	chondrocyte	http://purl.obolibrary.org/obo/GO_0005737	cytoplasm	http://purl.obolibrary.org/obo/ZFA_0009084	chondrocyte	http://purl.obolibrary.org/obo/PATO_0002270	increased accumulation
http://purl.obolibrary.org/obo/ZP_0002573	ciliated cell increased angle to mitotic spindle apical-basal axis relative to substrate pronephros, abnormal	http://purl.obolibrary.org/obo/GO_0072686	mitotic spindle	http://purl.obolibrary.org/obo/ZFA_0009032	ciliated cell	http://purl.obolibrary.org/obo/BSPO_0000014	apical-basal axis relative to substrate	http://purl.obolibrary.org/obo/ZFA_0000151	pronephros	http://purl.obolibrary.org/obo/PATO_0002327	increased angle to
http://purl.obolibrary.org/obo/ZP_0012596	compact layer of ventricle has extra parts of type basal cortex cardiac myofibril compact layer of ventricle, abnormal	http://purl.obolibrary.org/obo/GO_0045180	basal cortex	http://purl.obolibrary.org/obo/ZFA_0005062	compact layer of ventricle	http://purl.obolibrary.org/obo/GO_0097512	cardiac myofibril	http://purl.obolibrary.org/obo/ZFA_0005062	compact layer of ventricle	http://purl.obolibrary.org/obo/PATO_0002002	has extra parts of type
http://purl.obolibrary.org/obo/ZP_0012595	compact layer of ventricle has fewer parts of type apical region cardiac myofibril compact layer of ventricle, abnormal	http://purl.obolibrary.org/obo/BSPO_0000073	apical region	http://purl.obolibrary.org/obo/ZFA_0005062	compact layer of ventricle	http://purl.obolibrary.org/obo/GO_0097512	cardiac myofibril	http://purl.obolibrary.org/obo/ZFA_0005062	compact layer of ventricle	http://purl.obolibrary.org/obo/PATO_0002001	has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0007283	cranial vasculature separated from blood vessel endothelial cell mesenchymal cell head mesenchyme, abnormal	http://purl.obolibrary.org/obo/ZFA_0009036	blood vessel endothelial cell	http://purl.obolibrary.org/obo/ZFA_0001267	cranial vasculature	http://purl.obolibrary.org/obo/ZFA_0009081	mesenchymal cell	http://purl.obolibrary.org/obo/ZFA_0000113	head mesenchyme	http://purl.obolibrary.org/obo/PATO_0001505	separated from
http://purl.obolibrary.org/obo/ZP_0011239	diencephalic nucleus displaced to axon lateral region hindbrain, abnormal	http://purl.obolibrary.org/obo/GO_0030424	axon	http://purl.obolibrary.org/obo/ZFA_0001659	diencephalic nucleus	http://purl.obolibrary.org/obo/BSPO_0000082	lateral region	http://purl.obolibrary.org/obo/ZFA_0000029	hindbrain	http://purl.obolibrary.org/obo/PATO_0002168	displaced to
http://purl.obolibrary.org/obo/ZP_0011240	diencephalic nucleus displaced to axon medial region hindbrain, abnormal	http://purl.obolibrary.org/obo/GO_0030424	axon	http://purl.obolibrary.org/obo/ZFA_0001659	diencephalic nucleus	http://purl.obolibrary.org/obo/BSPO_0000083	medial region	http://purl.obolibrary.org/obo/ZFA_0000029	hindbrain	http://purl.obolibrary.org/obo/PATO_0002168	displaced to
http://purl.obolibrary.org/obo/ZP_0106866	diencephalon has fewer parts of type ventral region dopaminergic neuron diencephalon, abnormal	http://purl.obolibrary.org/obo/BSPO_0000084	ventral region	http://purl.obolibrary.org/obo/ZFA_0000101	diencephalon	http://purl.obolibrary.org/obo/ZFA_0009301	dopaminergic neuron	http://purl.obolibrary.org/obo/ZFA_0000101	diencephalon	http://purl.obolibrary.org/obo/PATO_0002001	has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0106872	diencephalon has normal numbers of parts of type ventral region dopaminergic neuron diencephalon, abnormal	http://purl.obolibrary.org/obo/BSPO_0000084	ventral region	http://purl.obolibrary.org/obo/ZFA_0000101	diencephalon	http://purl.obolibrary.org/obo/ZFA_0009301	dopaminergic neuron	http://purl.obolibrary.org/obo/ZFA_0000101	diencephalon	http://purl.obolibrary.org/obo/PATO_0001905	has normal numbers of parts of type
http://purl.obolibrary.org/obo/ZP_0000981	dopaminergic neuron adjacent to axon anterior-posterior axis hindbrain, abnormal	http://purl.obolibrary.org/obo/GO_0030424	axon	http://purl.obolibrary.org/obo/ZFA_0009301	dopaminergic neuron	http://purl.obolibrary.org/obo/BSPO_0000013	anterior-posterior axis	http://purl.obolibrary.org/obo/ZFA_0000029	hindbrain	http://purl.obolibrary.org/obo/PATO_0002259	adjacent to
