defined_class	defined_class_label	affected_entity_1_sub	affected_entity_1_sub_label	affected_entity_1_super	affected_entity_1_super_label	affected_entity_2_super	affected_entity_2_super_label	pato_id	pato_id_label
http://purl.obolibrary.org/obo/ZP_0106907	Kupffer's vesicle orientation cilium Kupffer's vesicle, abnormal	http://purl.obolibrary.org/obo/GO_0005929	cilium	http://purl.obolibrary.org/obo/ZFA_0000001	Kupffer's vesicle	http://purl.obolibrary.org/obo/ZFA_0000001	Kupffer's vesicle	http://purl.obolibrary.org/obo/PATO_0000133	orientation
http://purl.obolibrary.org/obo/ZP_0006012	ON-bipolar cell located in axon retinal ganglion cell layer, abnormal	http://purl.obolibrary.org/obo/GO_0030424	axon	http://purl.obolibrary.org/obo/ZFA_0009319	ON-bipolar cell	http://purl.obolibrary.org/obo/ZFA_0000024	retinal ganglion cell layer	http://purl.obolibrary.org/obo/PATO_0002261	located in
http://purl.obolibrary.org/obo/ZP_0006015	ON-bipolar cell located in dendrite retinal outer nuclear layer, abnormal	http://purl.obolibrary.org/obo/GO_0030425	dendrite	http://purl.obolibrary.org/obo/ZFA_0009319	ON-bipolar cell	http://purl.obolibrary.org/obo/ZFA_0001464	retinal outer nuclear layer	http://purl.obolibrary.org/obo/PATO_0002261	located in
http://purl.obolibrary.org/obo/ZP_0010107	VaP motor neuron protruding into axon horizontal myoseptum, abnormal	http://purl.obolibrary.org/obo/GO_0030424	axon	http://purl.obolibrary.org/obo/ZFA_0005181	VaP motor neuron	http://purl.obolibrary.org/obo/ZFA_0000671	horizontal myoseptum	http://purl.obolibrary.org/obo/PATO_0001645	protruding into
http://purl.obolibrary.org/obo/ZP_0001735	VaP motor neuron protruding into axon muscle pioneer, abnormal	http://purl.obolibrary.org/obo/GO_0030424	axon	http://purl.obolibrary.org/obo/ZFA_0005181	VaP motor neuron	http://purl.obolibrary.org/obo/ZFA_0001086	muscle pioneer	http://purl.obolibrary.org/obo/PATO_0001645	protruding into
http://purl.obolibrary.org/obo/ZP_0019242	afferent neuron lacks all parts of type axon myelinating Schwann cell, abnormal	http://purl.obolibrary.org/obo/GO_0030424	axon	http://purl.obolibrary.org/obo/ZFA_0009238	afferent neuron	http://purl.obolibrary.org/obo/ZFA_0009135	myelinating Schwann cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type
http://purl.obolibrary.org/obo/ZP_0023063	angiogenic sprout detached from endothelial tip cell angiogenic sprout, abnormal	http://purl.obolibrary.org/obo/ZFA_0009303	endothelial tip cell	http://purl.obolibrary.org/obo/ZFA_0005604	angiogenic sprout	http://purl.obolibrary.org/obo/ZFA_0005604	angiogenic sprout	http://purl.obolibrary.org/obo/PATO_0001453	detached from
http://purl.obolibrary.org/obo/ZP_0012516	anterior commissure has fewer parts of type medial region glial cell (sensu Vertebrata), abnormal	http://purl.obolibrary.org/obo/BSPO_0000083	medial region	http://purl.obolibrary.org/obo/ZFA_0001108	anterior commissure	http://purl.obolibrary.org/obo/ZFA_0009147	glial cell (sensu Vertebrata)	http://purl.obolibrary.org/obo/PATO_0002001	has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0014504	anterior commissure has normal numbers of parts of type medial region glial cell (sensu Vertebrata), abnormal	http://purl.obolibrary.org/obo/BSPO_0000083	medial region	http://purl.obolibrary.org/obo/ZFA_0001108	anterior commissure	http://purl.obolibrary.org/obo/ZFA_0009147	glial cell (sensu Vertebrata)	http://purl.obolibrary.org/obo/PATO_0001905	has normal numbers of parts of type
http://purl.obolibrary.org/obo/ZP_0014505	anterior commissure lacks all parts of type medial region glial cell (sensu Vertebrata), abnormal	http://purl.obolibrary.org/obo/BSPO_0000083	medial region	http://purl.obolibrary.org/obo/ZFA_0001108	anterior commissure	http://purl.obolibrary.org/obo/ZFA_0009147	glial cell (sensu Vertebrata)	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type
http://purl.obolibrary.org/obo/ZP_0131088	atrioventricular canal endocardium protruding out of cell endocardium, abnormal	http://purl.obolibrary.org/obo/ZFA_0009000	cell	http://purl.obolibrary.org/obo/ZFA_0001616	atrioventricular canal endocardium	http://purl.obolibrary.org/obo/ZFA_0001320	endocardium	http://purl.obolibrary.org/obo/PATO_0001646	protruding out of
http://purl.obolibrary.org/obo/ZP_0021896	atrioventricular valve displaced to cell cardiac ventricle, abnormal	http://purl.obolibrary.org/obo/ZFA_0009000	cell	http://purl.obolibrary.org/obo/ZFA_0005064	atrioventricular valve	http://purl.obolibrary.org/obo/ZFA_0000009	cardiac ventricle	http://purl.obolibrary.org/obo/PATO_0002168	displaced to
http://purl.obolibrary.org/obo/ZP_0005859	blood vessel lacks parts or has fewer parts of type blood nucleate erythrocyte, abnormal	http://purl.obolibrary.org/obo/ZFA_0000007	blood	http://purl.obolibrary.org/obo/ZFA_0005314	blood vessel	http://purl.obolibrary.org/obo/ZFA_0009256	nucleate erythrocyte	http://purl.obolibrary.org/obo/PATO_0001999	lacks parts or has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0102451	brain separated from blood vessel endothelial cell blood vessel endothelial cell, abnormal	http://purl.obolibrary.org/obo/ZFA_0009036	blood vessel endothelial cell	http://purl.obolibrary.org/obo/ZFA_0000008	brain	http://purl.obolibrary.org/obo/ZFA_0009036	blood vessel endothelial cell	http://purl.obolibrary.org/obo/PATO_0001505	separated from
http://purl.obolibrary.org/obo/ZP_0137675	branchiomotor neuron orientation neuron projection rhombomere 4, abnormal	http://purl.obolibrary.org/obo/GO_0043005	neuron projection	http://purl.obolibrary.org/obo/ZFA_0005731	branchiomotor neuron	http://purl.obolibrary.org/obo/ZFA_0001032	rhombomere 4	http://purl.obolibrary.org/obo/PATO_0000133	orientation
http://purl.obolibrary.org/obo/ZP_0130847	caudal fin accumulation blood caudal fin, abnormal	http://purl.obolibrary.org/obo/ZFA_0000007	blood	http://purl.obolibrary.org/obo/ZFA_0001058	caudal fin	http://purl.obolibrary.org/obo/ZFA_0001058	caudal fin	http://purl.obolibrary.org/obo/PATO_0002269	accumulation
http://purl.obolibrary.org/obo/ZP_0138194	caudal fin decreased accumulation regenerating fin neutrophil, abnormal	http://purl.obolibrary.org/obo/ZFA_0001269	regenerating fin	http://purl.obolibrary.org/obo/ZFA_0001058	caudal fin	http://purl.obolibrary.org/obo/ZFA_0009327	neutrophil	http://purl.obolibrary.org/obo/PATO_0002271	decreased accumulation
http://purl.obolibrary.org/obo/ZP_0106166	caudal fin has number of regenerating fin regeneration epithelium, abnormal	http://purl.obolibrary.org/obo/ZFA_0001269	regenerating fin	http://purl.obolibrary.org/obo/ZFA_0001058	caudal fin	http://purl.obolibrary.org/obo/ZFA_0001389	regeneration epithelium	http://purl.obolibrary.org/obo/PATO_0001555	has number of
http://purl.obolibrary.org/obo/ZP_0138193	caudal fin increased accumulation regenerating fin neutrophil, abnormal	http://purl.obolibrary.org/obo/ZFA_0001269	regenerating fin	http://purl.obolibrary.org/obo/ZFA_0001058	caudal fin	http://purl.obolibrary.org/obo/ZFA_0009327	neutrophil	http://purl.obolibrary.org/obo/PATO_0002270	increased accumulation
http://purl.obolibrary.org/obo/ZP_0015145	caudal fin lepidotrichium dislocated joint caudal fin lepidotrichium, abnormal	http://purl.obolibrary.org/obo/ZFA_0001596	joint	http://purl.obolibrary.org/obo/ZFA_0001550	caudal fin lepidotrichium	http://purl.obolibrary.org/obo/ZFA_0001550	caudal fin lepidotrichium	http://purl.obolibrary.org/obo/PATO_0001852	dislocated
http://purl.obolibrary.org/obo/ZP_0012699	cell increased accumulation endosome periderm, abnormal	http://purl.obolibrary.org/obo/GO_0005768	endosome	http://purl.obolibrary.org/obo/ZFA_0009000	cell	http://purl.obolibrary.org/obo/ZFA_0001185	periderm	http://purl.obolibrary.org/obo/PATO_0002270	increased accumulation
http://purl.obolibrary.org/obo/ZP_0012698	cell increased accumulation lysosome periderm, abnormal	http://purl.obolibrary.org/obo/GO_0005764	lysosome	http://purl.obolibrary.org/obo/ZFA_0009000	cell	http://purl.obolibrary.org/obo/ZFA_0001185	periderm	http://purl.obolibrary.org/obo/PATO_0002270	increased accumulation
http://purl.obolibrary.org/obo/ZP_0012700	cell increased accumulation vesicle periderm, abnormal	http://purl.obolibrary.org/obo/GO_0031982	vesicle	http://purl.obolibrary.org/obo/ZFA_0009000	cell	http://purl.obolibrary.org/obo/ZFA_0001185	periderm	http://purl.obolibrary.org/obo/PATO_0002270	increased accumulation
http://purl.obolibrary.org/obo/ZP_0006872	ciliary marginal zone orientation spindle retinal pigmented epithelium, abnormal	http://purl.obolibrary.org/obo/GO_0005819	spindle	http://purl.obolibrary.org/obo/ZFA_0001289	ciliary marginal zone	http://purl.obolibrary.org/obo/ZFA_0000144	retinal pigmented epithelium	http://purl.obolibrary.org/obo/PATO_0000133	orientation
http://purl.obolibrary.org/obo/ZP_0008432	cranial neural crest has fewer parts of type medial region cranial neural crest cell, abnormal	http://purl.obolibrary.org/obo/BSPO_0000083	medial region	http://purl.obolibrary.org/obo/ZFA_0001194	cranial neural crest	http://purl.obolibrary.org/obo/ZFA_0009003	cranial neural crest cell	http://purl.obolibrary.org/obo/PATO_0002001	has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0008431	cranial neural crest lacks all parts of type antero-ventral region cranial neural crest cell, abnormal	http://purl.obolibrary.org/obo/BSPO_0000027	antero-ventral region	http://purl.obolibrary.org/obo/ZFA_0001194	cranial neural crest	http://purl.obolibrary.org/obo/ZFA_0009003	cranial neural crest cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type
http://purl.obolibrary.org/obo/ZP_0016074	diencephalon has fewer parts of type ventral region dopaminergic neuron, abnormal	http://purl.obolibrary.org/obo/BSPO_0000084	ventral region	http://purl.obolibrary.org/obo/ZFA_0000101	diencephalon	http://purl.obolibrary.org/obo/ZFA_0009301	dopaminergic neuron	http://purl.obolibrary.org/obo/PATO_0002001	has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0102184	dorsal aorta has extra parts of type circulating cell neutrophil, abnormal	http://purl.obolibrary.org/obo/ZFA_0009043	circulating cell	http://purl.obolibrary.org/obo/ZFA_0000014	dorsal aorta	http://purl.obolibrary.org/obo/ZFA_0009327	neutrophil	http://purl.obolibrary.org/obo/PATO_0002002	has extra parts of type
http://purl.obolibrary.org/obo/ZP_0017822	dorsal aorta in contact with lateral region common cardinal vein, abnormal	http://purl.obolibrary.org/obo/BSPO_0000082	lateral region	http://purl.obolibrary.org/obo/ZFA_0000014	dorsal aorta	http://purl.obolibrary.org/obo/ZFA_0000186	common cardinal vein	http://purl.obolibrary.org/obo/PATO_0001961	in contact with
http://purl.obolibrary.org/obo/ZP_0017823	dorsal aorta in contact with lateral region primary head sinus, abnormal	http://purl.obolibrary.org/obo/BSPO_0000082	lateral region	http://purl.obolibrary.org/obo/ZFA_0000014	dorsal aorta	http://purl.obolibrary.org/obo/ZFA_0005026	primary head sinus	http://purl.obolibrary.org/obo/PATO_0001961	in contact with
http://purl.obolibrary.org/obo/ZP_0002942	dorsal aorta separated from intersegmental vessel dorsal longitudinal anastomotic vessel, abnormal	http://purl.obolibrary.org/obo/ZFA_0001285	intersegmental vessel	http://purl.obolibrary.org/obo/ZFA_0000014	dorsal aorta	http://purl.obolibrary.org/obo/ZFA_0005025	dorsal longitudinal anastomotic vessel	http://purl.obolibrary.org/obo/PATO_0001505	separated from
http://purl.obolibrary.org/obo/ZP_0002241	dorsal habenular nucleus has extra parts of type lateral region neuron, abnormal	http://purl.obolibrary.org/obo/BSPO_0000082	lateral region	http://purl.obolibrary.org/obo/ZFA_0000197	dorsal habenular nucleus	http://purl.obolibrary.org/obo/ZFA_0009248	neuron	http://purl.obolibrary.org/obo/PATO_0002002	has extra parts of type
http://purl.obolibrary.org/obo/ZP_0002240	dorsal habenular nucleus has extra parts of type right side neuron, abnormal	http://purl.obolibrary.org/obo/BSPO_0000007	right side	http://purl.obolibrary.org/obo/ZFA_0000197	dorsal habenular nucleus	http://purl.obolibrary.org/obo/ZFA_0009248	neuron	http://purl.obolibrary.org/obo/PATO_0002002	has extra parts of type
http://purl.obolibrary.org/obo/ZP_0002242	dorsal habenular nucleus has fewer parts of type medial region neuron, abnormal	http://purl.obolibrary.org/obo/BSPO_0000083	medial region	http://purl.obolibrary.org/obo/ZFA_0000197	dorsal habenular nucleus	http://purl.obolibrary.org/obo/ZFA_0009248	neuron	http://purl.obolibrary.org/obo/PATO_0002001	has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0102408	dorsal longitudinal anastomotic vessel dissociated from angiogenic sprout macrophage, abnormal	http://purl.obolibrary.org/obo/ZFA_0005604	angiogenic sprout	http://purl.obolibrary.org/obo/ZFA_0005025	dorsal longitudinal anastomotic vessel	http://purl.obolibrary.org/obo/ZFA_0009141	macrophage	http://purl.obolibrary.org/obo/PATO_0001738	dissociated from
http://purl.obolibrary.org/obo/ZP_0102399	dorsal longitudinal anastomotic vessel has fewer parts of type anatomical region macrophage, abnormal	http://purl.obolibrary.org/obo/BSPO_0000070	anatomical region	http://purl.obolibrary.org/obo/ZFA_0005025	dorsal longitudinal anastomotic vessel	http://purl.obolibrary.org/obo/ZFA_0009141	macrophage	http://purl.obolibrary.org/obo/PATO_0002001	has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0010184	dorsal telencephalon has extra parts of type ventricular zone neuron, abnormal	http://purl.obolibrary.org/obo/ZFA_0001083	ventricular zone	http://purl.obolibrary.org/obo/ZFA_0000505	dorsal telencephalon	http://purl.obolibrary.org/obo/ZFA_0009248	neuron	http://purl.obolibrary.org/obo/PATO_0002002	has extra parts of type
http://purl.obolibrary.org/obo/ZP_0000294	dorsal telencephalon has extra parts of type ventricular zone radial glial cell, abnormal	http://purl.obolibrary.org/obo/ZFA_0001083	ventricular zone	http://purl.obolibrary.org/obo/ZFA_0000505	dorsal telencephalon	http://purl.obolibrary.org/obo/ZFA_0009292	radial glial cell	http://purl.obolibrary.org/obo/PATO_0002002	has extra parts of type
http://purl.obolibrary.org/obo/ZP_0011489	ectoderm orientation cell ectoderm, abnormal	http://purl.obolibrary.org/obo/ZFA_0009000	cell	http://purl.obolibrary.org/obo/ZFA_0000016	ectoderm	http://purl.obolibrary.org/obo/ZFA_0000016	ectoderm	http://purl.obolibrary.org/obo/PATO_0000133	orientation
http://purl.obolibrary.org/obo/ZP_0017577	exocrine pancreas lacks all parts of type central region pancreatic acinar cell, abnormal	http://purl.obolibrary.org/obo/BSPO_0000075	central region	http://purl.obolibrary.org/obo/ZFA_0001249	exocrine pancreas	http://purl.obolibrary.org/obo/ZFA_0005739	pancreatic acinar cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type
http://purl.obolibrary.org/obo/ZP_0100536	facial nerve motor nucleus displaced to motor neuron rhombomere 4, abnormal	http://purl.obolibrary.org/obo/ZFA_0009052	motor neuron	http://purl.obolibrary.org/obo/ZFA_0000206	facial nerve motor nucleus	http://purl.obolibrary.org/obo/ZFA_0001032	rhombomere 4	http://purl.obolibrary.org/obo/PATO_0002168	displaced to
http://purl.obolibrary.org/obo/ZP_0100538	facial nerve motor nucleus displaced to motor neuron rhombomere 5, abnormal	http://purl.obolibrary.org/obo/ZFA_0009052	motor neuron	http://purl.obolibrary.org/obo/ZFA_0000206	facial nerve motor nucleus	http://purl.obolibrary.org/obo/ZFA_0000823	rhombomere 5	http://purl.obolibrary.org/obo/PATO_0002168	displaced to
http://purl.obolibrary.org/obo/ZP_0104045	female organism has extra parts of type ovary oocyte stage I, abnormal	http://purl.obolibrary.org/obo/ZFA_0000403	ovary	http://purl.obolibrary.org/obo/ZFA_0000303	female organism	http://purl.obolibrary.org/obo/ZFA_0001567	oocyte stage I	http://purl.obolibrary.org/obo/PATO_0002002	has extra parts of type
http://purl.obolibrary.org/obo/ZP_0104044	female organism has fewer parts of type ovary oocyte stage III, abnormal	http://purl.obolibrary.org/obo/ZFA_0000403	ovary	http://purl.obolibrary.org/obo/ZFA_0000303	female organism	http://purl.obolibrary.org/obo/ZFA_0001566	oocyte stage III	http://purl.obolibrary.org/obo/PATO_0002001	has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0104042	female organism has normal numbers of parts of type ovary oocyte stage II, abnormal	http://purl.obolibrary.org/obo/ZFA_0000403	ovary	http://purl.obolibrary.org/obo/ZFA_0000303	female organism	http://purl.obolibrary.org/obo/ZFA_0001565	oocyte stage II	http://purl.obolibrary.org/obo/PATO_0001905	has normal numbers of parts of type
http://purl.obolibrary.org/obo/ZP_0104060	female organism lacks all parts of type ovary oocyte stage III, abnormal	http://purl.obolibrary.org/obo/ZFA_0000403	ovary	http://purl.obolibrary.org/obo/ZFA_0000303	female organism	http://purl.obolibrary.org/obo/ZFA_0001566	oocyte stage III	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type
http://purl.obolibrary.org/obo/ZP_0101545	gut has fewer parts of type anatomical region neural crest cell, abnormal	http://purl.obolibrary.org/obo/BSPO_0000070	anatomical region	http://purl.obolibrary.org/obo/ZFA_0000112	gut	http://purl.obolibrary.org/obo/ZFA_0009165	neural crest cell	http://purl.obolibrary.org/obo/PATO_0002001	has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0020599	gut lacks all parts of type distal region enteric neuron, abnormal	http://purl.obolibrary.org/obo/BSPO_0000078	distal region	http://purl.obolibrary.org/obo/ZFA_0000112	gut	http://purl.obolibrary.org/obo/ZFA_0005775	enteric neuron	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type
http://purl.obolibrary.org/obo/ZP_0002244	habenula has extra parts of type left side neuron, abnormal	http://purl.obolibrary.org/obo/BSPO_0000000	left side	http://purl.obolibrary.org/obo/ZFA_0000213	habenula	http://purl.obolibrary.org/obo/ZFA_0009248	neuron	http://purl.obolibrary.org/obo/PATO_0002002	has extra parts of type
http://purl.obolibrary.org/obo/ZP_0002245	habenula has extra parts of type right side neuron, abnormal	http://purl.obolibrary.org/obo/BSPO_0000007	right side	http://purl.obolibrary.org/obo/ZFA_0000213	habenula	http://purl.obolibrary.org/obo/ZFA_0009248	neuron	http://purl.obolibrary.org/obo/PATO_0002002	has extra parts of type
http://purl.obolibrary.org/obo/ZP_0022494	head has extra parts of type larval melanophore stripe melanocyte, abnormal	http://purl.obolibrary.org/obo/ZFA_0005220	larval melanophore stripe	http://purl.obolibrary.org/obo/ZFA_0001114	head	http://purl.obolibrary.org/obo/ZFA_0009091	melanocyte	http://purl.obolibrary.org/obo/PATO_0002002	has extra parts of type
http://purl.obolibrary.org/obo/ZP_0130950	head has extra parts of type ventral surface melanocyte, abnormal	http://purl.obolibrary.org/obo/BSPO_0000384	ventral surface	http://purl.obolibrary.org/obo/ZFA_0001114	head	http://purl.obolibrary.org/obo/ZFA_0009091	melanocyte	http://purl.obolibrary.org/obo/PATO_0002002	has extra parts of type
http://purl.obolibrary.org/obo/ZP_0022749	head has fewer parts of type dorsal region melanocyte, abnormal	http://purl.obolibrary.org/obo/BSPO_0000079	dorsal region	http://purl.obolibrary.org/obo/ZFA_0001114	head	http://purl.obolibrary.org/obo/ZFA_0009091	melanocyte	http://purl.obolibrary.org/obo/PATO_0002001	has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0022488	head has normal numbers of parts of type larval melanophore stripe melanocyte, abnormal	http://purl.obolibrary.org/obo/ZFA_0005220	larval melanophore stripe	http://purl.obolibrary.org/obo/ZFA_0001114	head	http://purl.obolibrary.org/obo/ZFA_0009091	melanocyte	http://purl.obolibrary.org/obo/PATO_0001905	has normal numbers of parts of type
http://purl.obolibrary.org/obo/ZP_0010362	heart detached from anatomical compartment boundary heart, abnormal	http://purl.obolibrary.org/obo/BSPO_0000092	anatomical compartment boundary	http://purl.obolibrary.org/obo/ZFA_0000114	heart	http://purl.obolibrary.org/obo/ZFA_0000114	heart	http://purl.obolibrary.org/obo/PATO_0001453	detached from
http://purl.obolibrary.org/obo/ZP_0100649	heart has extra parts of type anatomical region muscle, abnormal	http://purl.obolibrary.org/obo/BSPO_0000070	anatomical region	http://purl.obolibrary.org/obo/ZFA_0000114	heart	http://purl.obolibrary.org/obo/ZFA_0005145	muscle	http://purl.obolibrary.org/obo/PATO_0002002	has extra parts of type
http://purl.obolibrary.org/obo/ZP_0101124	hematopoietic system has extra parts of type posterior region hematopoietic multipotent progenitor cell, abnormal	http://purl.obolibrary.org/obo/BSPO_0000072	posterior region	http://purl.obolibrary.org/obo/ZFA_0005023	hematopoietic system	http://purl.obolibrary.org/obo/ZFA_0009354	hematopoietic multipotent progenitor cell	http://purl.obolibrary.org/obo/PATO_0002002	has extra parts of type
http://purl.obolibrary.org/obo/ZP_0022155	hematopoietic system has fewer parts of type posterior side hematopoietic multipotent progenitor cell, abnormal	http://purl.obolibrary.org/obo/BSPO_0000056	posterior side	http://purl.obolibrary.org/obo/ZFA_0005023	hematopoietic system	http://purl.obolibrary.org/obo/ZFA_0009354	hematopoietic multipotent progenitor cell	http://purl.obolibrary.org/obo/PATO_0002001	has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0017692	hindbrain has extra parts of type dorsal region neuron, abnormal	http://purl.obolibrary.org/obo/BSPO_0000079	dorsal region	http://purl.obolibrary.org/obo/ZFA_0000029	hindbrain	http://purl.obolibrary.org/obo/ZFA_0009248	neuron	http://purl.obolibrary.org/obo/PATO_0002002	has extra parts of type
http://purl.obolibrary.org/obo/ZP_0012278	hindbrain has extra parts of type lateral region neuron, abnormal	http://purl.obolibrary.org/obo/BSPO_0000082	lateral region	http://purl.obolibrary.org/obo/ZFA_0000029	hindbrain	http://purl.obolibrary.org/obo/ZFA_0009248	neuron	http://purl.obolibrary.org/obo/PATO_0002002	has extra parts of type
http://purl.obolibrary.org/obo/ZP_0004845	hindbrain has fewer parts of type dorsal region neuron, abnormal	http://purl.obolibrary.org/obo/BSPO_0000079	dorsal region	http://purl.obolibrary.org/obo/ZFA_0000029	hindbrain	http://purl.obolibrary.org/obo/ZFA_0009248	neuron	http://purl.obolibrary.org/obo/PATO_0002001	has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0016370	hindbrain has normal numbers of parts of type dorsal region Purkinje cell, abnormal	http://purl.obolibrary.org/obo/BSPO_0000079	dorsal region	http://purl.obolibrary.org/obo/ZFA_0000029	hindbrain	http://purl.obolibrary.org/obo/ZFA_0009071	Purkinje cell	http://purl.obolibrary.org/obo/PATO_0001905	has normal numbers of parts of type
http://purl.obolibrary.org/obo/ZP_0017306	hindbrain lacks all parts of type posterior region floor plate, abnormal	http://purl.obolibrary.org/obo/BSPO_0000072	posterior region	http://purl.obolibrary.org/obo/ZFA_0000029	hindbrain	http://purl.obolibrary.org/obo/ZFA_0000022	floor plate	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type
http://purl.obolibrary.org/obo/ZP_0009510	hypophysis has fewer parts of type vasculature blood vessel endothelial cell, abnormal	http://purl.obolibrary.org/obo/ZFA_0005249	vasculature	http://purl.obolibrary.org/obo/ZFA_0000118	hypophysis	http://purl.obolibrary.org/obo/ZFA_0009036	blood vessel endothelial cell	http://purl.obolibrary.org/obo/PATO_0002001	has fewer parts of type
